occ,y4_hhid,indidy4,male,age,relation_head,head,father_educ,mother_educ,over_12,cur_married,household_num,clusterid,rural,y4_weights,region_code,region_name,district_code,district_name,satisfy_school_age,read_wri_kiswa,school_exp,start_school_age,cur_school,school_lyear,educ_attain,primary,secondary,university,cur_grade,cur_prim,cur_second,cur_univ,public,board,transportation,time_to_school,free_meal_school,miss_school_lasttwo,absent_reason,access_textbook,homework_hour_week_fir,problem_school_fir,problem_school,problem_school_sec,psle,pass_psle,school_fee,book_mat,uniform_fee,transport_fee,extra_tuition,others,meal_cost,eduction_expendit_12m,adult_literacy_prog,unpaid_employee_12m,non_farm_12m,house_farm_12m,rental_pay_inc,priv_gov_inc,other_inc,income_known_sour
2,2161-001,2,0,52,spouse,0,0,0,1,0,2161,180326102004,1,2824.6555,kagera,KAGERA,3,MULEBA,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0
3,2161-001,3,0,20,SON/DAUGHTER,0,,,1,0,2161,180326102004,1,2824.6555,kagera,KAGERA,3,MULEBA,yes,1,1,8,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,2161-001,4,0,14,SON/DAUGHTER,0,,,1,0,2161,180326102004,1,2824.6555,kagera,KAGERA,3,MULEBA,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0
5,2161-001,5,0,2,grandchild,0,1,0,0,,2161,180326102004,1,2824.6555,kagera,KAGERA,3,MULEBA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
1,2162-001,1,1,55,head,1,,0,1,1,2162,180326102004,1,2824.6555,kagera,KAGERA,3,MULEBA,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0
2,2162-001,2,0,50,spouse,0,0,0,1,1,2162,180326102004,1,2824.6555,kagera,KAGERA,3,MULEBA,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0
3,2162-001,3,1,75,FATHER/MOTHER,0,,,1,0,2162,180326102004,1,2824.6555,kagera,KAGERA,3,MULEBA,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
1,2163-001,1,1,25,head,1,0,0,1,0,2163,180326102004,1,2824.6555,kagera,KAGERA,3,MULEBA,yes,1,1,8,0,1,,,,,,,,,,,,,,,,,,,,,1,1,900000,0,0,0,0,300000,300000,1500000,0,1,0,0,0,0,0,0
1,2164-001,1,1,36,head,1,1,0,1,0,2164,180326102004,1,2824.6555,kagera,KAGERA,3,MULEBA,yes,1,1,5,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
2,2164-001,2,0,30,spouse,0,1,1,1,0,2164,180326102004,1,2824.6555,kagera,KAGERA,3,MULEBA,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0
3,2164-001,3,0,12,SON/DAUGHTER,0,,,1,0,2164,180326102004,1,2824.6555,kagera,KAGERA,3,MULEBA,yes,1,1,5,1,,,,,,Primary,1,0,0,1,0,0,15,0,yes,SCHOOL CLOSED IN BREAK,1,0,INADEQUATE BOOKS/TOOLS,1,,0,,0,8200,26500,0,21000,4500,0,60200,0,0,0,1,0,0,0,0
4,2164-001,4,0,8,SON/DAUGHTER,0,,,0,,2164,180326102004,1,2824.6555,kagera,KAGERA,3,MULEBA,yes,0,1,6,1,,,,,,Primary,1,0,0,1,0,0,15,0,yes,SCHOOL CLOSED IN BREAK,1,0,INADEQUATE BOOKS/TOOLS,1,,0,,0,4100,16000,0,0,4500,0,24600,0,0,0,1,0,0,0,0
5,2164-001,5,0,6,SON/DAUGHTER,0,,,0,,2164,180326102004,1,2824.6555,kagera,KAGERA,3,MULEBA,yes,0,1,7,1,,,,,,Others,0,0,0,1,0,0,15,0,yes,SCHOOL CLOSED IN BREAK,0,0,NO PROBLEMS (SATISFIED),0,,0,,0,400,5000,0,0,0,0,5500,0,0,0,1,0,0,0,0
6,2164-001,6,1,3,SON/DAUGHTER,0,,,0,,2164,180326102004,1,2824.6555,kagera,KAGERA,3,MULEBA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
1,2165-001,1,1,44,head,1,0,0,1,1,2165,180326102004,1,2824.6555,kagera,KAGERA,3,MULEBA,yes,1,1,9,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,2165-001,2,0,33,spouse,0,0,0,1,1,2165,180326102004,1,2824.6555,kagera,KAGERA,3,MULEBA,yes,1,1,8,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,2165-001,3,0,15,SON/DAUGHTER,0,,,1,0,2165,180326102004,1,2824.6555,kagera,KAGERA,3,MULEBA,yes,1,1,7,1,,,,,,Primary,1,0,0,0,1,,,1,no,,1,6,TOO EXPENSIVE,1,,0,,700000,14000,25000,80000,0,80000,220000,1119000,0,0,0,0,0,0,0,0
4,2165-001,4,1,13,SON/DAUGHTER,0,,,1,0,2165,180326102004,1,2824.6555,kagera,KAGERA,3,MULEBA,yes,1,1,7,1,,,,,,Primary,1,0,0,0,1,,,1,no,,1,14,TOO EXPENSIVE,1,,0,,700000,14000,30000,80000,0,80000,220000,1124000,0,0,0,0,0,0,0,0
5,2165-001,5,1,10,SON/DAUGHTER,0,,,0,,2165,180326102004,1,2824.6555,kagera,KAGERA,3,MULEBA,yes,1,1,7,1,,,,,,Primary,1,0,0,0,1,,,1,no,,1,14,TOO EXPENSIVE,1,,0,,700000,14000,30000,80000,0,80000,220000,1124000,0,0,0,0,0,0,0,0
6,2165-001,6,1,8,SON/DAUGHTER,0,,,0,,2165,180326102004,1,2824.6555,kagera,KAGERA,3,MULEBA,yes,1,1,7,1,,,,,,Primary,1,0,0,0,1,,,1,no,,1,8,TOO EXPENSIVE,1,,0,,600000,12000,25000,80000,0,50000,250000,477000,0,0,0,0,0,0,0,0
7,2165-001,7,0,4,SON/DAUGHTER,0,,,0,,2165,180326102004,1,2824.6555,kagera,KAGERA,3,MULEBA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
8,2165-001,8,1,2,SON/DAUGHTER,0,,,0,,2165,180326102004,1,2824.6555,kagera,KAGERA,3,MULEBA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
1,2166-001,1,0,57,head,1,,1,1,0,2166,180326102004,1,2824.6555,kagera,KAGERA,3,MULEBA,yes,1,1,10,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
2,2166-001,2,0,42,SON/DAUGHTER,0,1,,1,0,2166,180326102004,1,2824.6555,kagera,KAGERA,3,MULEBA,yes,0,1,10,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,2166-001,3,1,24,SON/DAUGHTER,0,1,,1,0,2166,180326102004,1,2824.6555,kagera,KAGERA,3,MULEBA,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0
1,2178-001,1,1,34,head,1,1,1,1,1,2178,180342103002,1,3158.1218,kagera,KAGERA,3,MULEBA,yes,1,1,7,1,,,,,,University,0,0,1,1,1,,,1,no,,1,2,NO PROBLEMS (SATISFIED),0,,1,0,1200000,200000,0,0,0,0,300000,1700000,0,1,0,0,0,0,0,0
2,2178-001,2,0,33,spouse,0,1,1,1,1,2178,180342103002,1,3158.1218,kagera,KAGERA,3,MULEBA,yes,1,1,10,0,0,Secondary,0,1,0,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,2178-001,3,1,6,SON/DAUGHTER,0,,,0,,2178,180342103002,1,3158.1218,kagera,KAGERA,3,MULEBA,yes,1,1,6,1,,,,,,Primary,1,0,0,1,0,0,30,0,no,,1,0,NO PROBLEMS (SATISFIED),0,,0,,0,2000,31000,0,0,7200,0,40200,0,0,0,0,0,0,0,0
4,2178-001,4,0,4,SON/DAUGHTER,0,,,0,,2178,180342103002,1,3158.1218,kagera,KAGERA,3,MULEBA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
5,2178-001,5,0,3,SON/DAUGHTER,0,,,0,,2178,180342103002,1,3158.1218,kagera,KAGERA,3,MULEBA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
6,2178-001,6,0,2,SON/DAUGHTER,0,,,0,,2178,180342103002,1,3158.1218,kagera,KAGERA,3,MULEBA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
1,2179-001,1,1,61,head,1,0,0,1,1,2179,180342103002,1,3158.1218,kagera,KAGERA,3,MULEBA,yes,1,1,9,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,2179-001,2,0,55,spouse,0,,,1,1,2179,180342103002,1,3158.1218,kagera,KAGERA,3,MULEBA,yes,1,1,8,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,2179-001,3,0,19,SON/DAUGHTER,0,,,1,0,2179,180342103002,1,3158.1218,kagera,KAGERA,3,MULEBA,yes,1,1,8,1,,,,,,Secondary,0,1,0,1,0,0,60,0,no,,1,4,INADEQUATE TEACHERS,1,,1,1,20000,6000,25000,0,40000,35000,0,126000,0,0,0,1,0,0,0,0
1,2180-001,1,1,45,head,1,1,1,1,1,2180,180342103002,1,3158.1218,kagera,KAGERA,3,MULEBA,yes,1,1,7,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
2,2180-001,2,0,25,spouse,0,1,1,1,1,2180,180342103002,1,3158.1218,kagera,KAGERA,3,MULEBA,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,0
3,2180-001,3,1,13,SON/DAUGHTER,0,,1,1,0,2180,180342103002,1,3158.1218,kagera,KAGERA,3,MULEBA,yes,1,1,7,1,,,,,,Primary,1,0,0,1,0,0,20,0,no,,1,1,POOR TEACHING,1,INADEQUATE BOOKS/TOOLS,0,,0,10000,14000,0,0,4200,0,28200,0,0,1,1,0,0,0,0
4,2180-001,4,1,11,SON/DAUGHTER,0,,1,0,,2180,180342103002,1,3158.1218,kagera,KAGERA,3,MULEBA,yes,1,1,7,1,,,,,,Primary,1,0,0,1,0,0,20,0,no,,1,1,POOR TEACHING,1,INADEQUATE BOOKS/TOOLS,0,,0,10000,14000,0,0,4200,0,28200,0,0,0,0,0,0,0,0
5,2180-001,5,0,9,SON/DAUGHTER,0,,,0,,2180,180342103002,1,3158.1218,kagera,KAGERA,3,MULEBA,yes,1,1,7,1,,,,,,Primary,1,0,0,1,0,0,20,0,no,,1,1,POOR TEACHING,1,INADEQUATE BOOKS/TOOLS,0,,0,10000,14000,0,0,4200,0,28200,0,0,0,0,0,0,0,0
6,2180-001,6,0,6,SON/DAUGHTER,0,,,0,,2180,180342103002,1,3158.1218,kagera,KAGERA,3,MULEBA,yes,1,1,6,1,,,,,,Primary,1,0,0,1,0,0,20,0,no,,0,0,POOR TEACHING,1,INADEQUATE BOOKS/TOOLS,0,,0,6000,14000,0,0,4200,0,24200,0,0,0,0,0,0,0,0
1,2181-001,1,1,49,head,1,1,1,1,1,2181,180342103002,1,3158.1218,kagera,KAGERA,3,MULEBA,yes,1,1,10,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2,2181-001,2,0,25,spouse,0,1,1,1,1,2181,180342103002,1,3158.1218,kagera,KAGERA,3,MULEBA,yes,1,1,7,0,0,Secondary,0,1,0,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3,2181-001,3,1,80,FATHER/MOTHER,0,,,1,1,2181,180342103002,1,3158.1218,kagera,KAGERA,3,MULEBA,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
4,2181-001,4,0,78,FATHER/MOTHER,0,,,1,1,2181,180342103002,1,3158.1218,kagera,KAGERA,3,MULEBA,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
1,2182-001,1,1,35,head,1,1,1,1,1,2182,180342103002,1,3158.1218,kagera,KAGERA,3,MULEBA,yes,1,1,7,0,0,Secondary,0,1,0,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,2182-001,2,0,29,spouse,0,1,1,1,1,2182,180342103002,1,3158.1218,kagera,KAGERA,3,MULEBA,yes,1,1,7,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,2182-001,3,0,11,SON/DAUGHTER,0,,,1,0,2182,180342103002,1,3158.1218,kagera,KAGERA,3,MULEBA,yes,1,1,7,1,,,,,,Primary,1,0,0,1,0,0,15,0,no,,1,7,INADEQUATE TEACHERS,1,,0,,0,18000,25000,0,40000,6400,0,89400,0,0,0,0,0,0,0,0
4,2182-001,4,1,7,SON/DAUGHTER,0,,,0,,2182,180342103002,1,3158.1218,kagera,KAGERA,3,MULEBA,yes,1,1,6,1,,,,,,Primary,1,0,0,1,0,0,15,0,no,,0,2,INADEQUATE TEACHERS,1,,0,,0,3500,20000,0,0,6400,0,29900,0,0,0,0,0,0,0,0
5,2182-001,5,0,4,SON/DAUGHTER,0,,,0,,2182,180342103002,1,3158.1218,kagera,KAGERA,3,MULEBA,yes,0,1,5,1,,,,,,Others,0,0,0,1,0,0,15,0,no,,0,0,NO PROBLEMS (SATISFIED),0,,0,,0,500,12000,0,0,400,0,12900,0,,0,0,0,0,0,0
6,2182-001,6,1,0,SON/DAUGHTER,0,,,0,,2182,180342103002,1,3158.1218,kagera,KAGERA,3,MULEBA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
7,2182-001,7,0,17,OTHER RELATIVE(SPECIFY),0,1,1,1,0,2182,180342103002,1,3158.1218,kagera,KAGERA,3,MULEBA,yes,1,1,7,0,0,Secondary,0,1,0,,,,,,,,,,,,,,,,,1,1,20000,18500,25000,0,0,50000,0,113500,0,0,1,0,0,0,0,0
1,2183-001,1,0,34,head,1,1,1,1,0,2183,180342103002,1,3158.1218,kagera,KAGERA,3,MULEBA,yes,1,1,10,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2,2183-001,2,1,3,SON/DAUGHTER,0,1,,0,,2183,180342103002,1,3158.1218,kagera,KAGERA,3,MULEBA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
1,2184-001,1,0,62,head,1,,0,1,0,2184,180342103002,1,3158.1218,kagera,KAGERA,3,MULEBA,yes,1,1,10,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,2184-001,2,1,23,SON/DAUGHTER,0,1,1,1,0,2184,180342103002,1,3158.1218,kagera,KAGERA,3,MULEBA,yes,1,1,7,0,0,Secondary,0,1,0,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3,2184-001,3,0,23,OTHER RELATIVE(SPECIFY),0,,1,1,0,2184,180342103002,1,3158.1218,kagera,KAGERA,3,MULEBA,yes,1,1,9,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,2184-001,4,1,12,grandchild,0,1,1,1,0,2184,180342103002,1,3158.1218,kagera,KAGERA,3,MULEBA,yes,1,1,10,1,,,,,,Primary,1,0,0,1,0,0,15,0,no,,1,0,NO PROBLEMS (SATISFIED),0,,0,,0,6500,16000,0,0,4000,0,26500,0,0,0,1,0,0,0,0
5,2184-001,5,1,10,grandchild,0,1,1,0,,2184,180342103002,1,3158.1218,kagera,KAGERA,3,MULEBA,yes,1,1,7,1,,,,,,Primary,1,0,0,1,0,0,15,0,no,,1,0,NO PROBLEMS (SATISFIED),0,,0,,0,4200,16000,0,0,4000,0,24200,0,0,0,0,0,0,0,0
6,2184-001,6,0,7,grandchild,0,1,1,0,,2184,180342103002,1,3158.1218,kagera,KAGERA,3,MULEBA,yes,0,1,6,1,,,,,,Primary,1,0,0,1,0,0,15,0,no,,1,0,NO PROBLEMS (SATISFIED),0,,0,,0,2100,9000,0,0,4000,0,15100,0,0,0,0,0,0,0,0
7,2184-001,7,1,4,grandchild,0,1,1,0,,2184,180342103002,1,3158.1218,kagera,KAGERA,3,MULEBA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
1,2185-001,1,1,63,head,1,1,,1,0,2185,180342103002,1,3158.1218,kagera,KAGERA,3,MULEBA,yes,1,1,8,0,0,Secondary,0,1,0,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,600000,0,600000
2,2185-001,2,0,84,FATHER/MOTHER,0,0,0,1,0,2185,180342103002,1,3158.1218,kagera,KAGERA,3,MULEBA,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,600000,0,600000
3,2185-001,3,0,65,SISTER/BROTHER,0,1,,1,0,2185,180342103002,1,3158.1218,kagera,KAGERA,3,MULEBA,yes,1,1,8,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,600000,0,600000
4,2185-001,4,0,48,SISTER/BROTHER,0,1,,1,0,2185,180342103002,1,3158.1218,kagera,KAGERA,3,MULEBA,yes,1,1,8,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,600000,0,600000
5,2185-001,5,0,21,LIVE-IN SERVANT,0,1,0,1,0,2185,180342103002,1,3158.1218,kagera,KAGERA,3,MULEBA,yes,1,1,7,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,600000,0,600000
1,2197-001,1,1,24,head,1,1,1,1,1,2197,180414101003,1,1299.3416,kagera,KAGERA,4,BIHARAMULO,yes,1,1,8,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2,2197-001,2,0,17,spouse,0,1,0,1,1,2197,180414101003,1,1299.3416,kagera,KAGERA,4,BIHARAMULO,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0
3,2197-001,3,1,15,LIVE-IN SERVANT,0,1,1,1,0,2197,180414101003,1,1299.3416,kagera,KAGERA,4,BIHARAMULO,yes,1,1,6,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
4,2197-001,4,1,13,OTHER RELATIVE(SPECIFY),0,1,1,1,0,2197,180414101003,1,1299.3416,kagera,KAGERA,4,BIHARAMULO,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0
5,2197-001,5,0,0,SON/DAUGHTER,0,,,0,,2197,180414101003,1,1299.3416,kagera,KAGERA,4,BIHARAMULO,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
1,2198-001,1,1,36,head,1,1,0,1,1,2198,180414101003,1,1299.3416,kagera,KAGERA,4,BIHARAMULO,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0
2,2198-001,2,0,25,spouse,0,1,0,1,1,2198,180414101003,1,1299.3416,kagera,KAGERA,4,BIHARAMULO,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0
3,2198-001,3,0,9,SON/DAUGHTER,0,,,0,,2198,180414101003,1,1299.3416,kagera,KAGERA,4,BIHARAMULO,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
4,2198-001,4,0,7,SON/DAUGHTER,0,,,0,,2198,180414101003,1,1299.3416,kagera,KAGERA,4,BIHARAMULO,yes,0,1,6,1,,,,,,Primary,1,0,0,1,0,0,60,0,no,,0,0,NO PROBLEMS (SATISFIED),0,,0,,0,550,7500,0,0,12000,0,20050,0,0,0,0,0,0,0,0
5,2198-001,5,1,3,SON/DAUGHTER,0,,,0,,2198,180414101003,1,1299.3416,kagera,KAGERA,4,BIHARAMULO,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
6,2198-001,6,0,0,SON/DAUGHTER,0,,,0,,2198,180414101003,1,1299.3416,kagera,KAGERA,4,BIHARAMULO,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
1,2199-001,1,1,52,head,1,0,,1,1,2199,180414101003,1,1299.3416,kagera,KAGERA,4,BIHARAMULO,yes,1,1,10,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,2199-001,2,0,48,spouse,0,,,1,1,2199,180414101003,1,1299.3416,kagera,KAGERA,4,BIHARAMULO,yes,1,1,8,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,2199-001,3,1,23,SON/DAUGHTER,0,,,1,1,2199,180414101003,1,1299.3416,kagera,KAGERA,4,BIHARAMULO,yes,1,1,9,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,2199-001,4,0,18,SON/DAUGHTER,0,,,1,0,2199,180414101003,1,1299.3416,kagera,KAGERA,4,BIHARAMULO,yes,1,1,10,0,1,,,,,,,,,,,,,,,,,,,,,1,0,0,3500,16000,0,0,1200,0,20700,0,0,0,1,0,0,0,0
5,2199-001,5,0,13,SON/DAUGHTER,0,,,1,0,2199,180414101003,1,1299.3416,kagera,KAGERA,4,BIHARAMULO,yes,1,1,10,1,,,,,,Primary,1,0,0,1,0,0,40,0,no,,1,0,NO PROBLEMS (SATISFIED),0,,0,,0,4500,16000,0,0,1200,0,21700,0,0,0,0,0,0,0,0
6,2199-001,6,0,20,OTHER RELATIVE(SPECIFY),0,1,1,1,1,2199,180414101003,1,1299.3416,kagera,KAGERA,4,BIHARAMULO,yes,1,1,9,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,2199-001,7,1,4,OTHER RELATIVE(SPECIFY),0,1,,0,,2199,180414101003,1,1299.3416,kagera,KAGERA,4,BIHARAMULO,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
8,2199-001,8,1,5,SON/DAUGHTER,0,,,0,,2199,180414101003,1,1299.3416,kagera,KAGERA,4,BIHARAMULO,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
1,2200-001,1,1,43,head,1,0,1,1,1,2200,180414101003,1,1299.3416,kagera,KAGERA,4,BIHARAMULO,yes,1,1,7,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
2,2200-001,2,0,33,spouse,0,1,1,1,1,2200,180414101003,1,1299.3416,kagera,KAGERA,4,BIHARAMULO,yes,1,1,7,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,2200-001,3,0,16,SON/DAUGHTER,0,,,1,0,2200,180414101003,1,1299.3416,kagera,KAGERA,4,BIHARAMULO,yes,1,1,7,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,2200-001,4,0,13,SON/DAUGHTER,0,,,1,0,2200,180414101003,1,1299.3416,kagera,KAGERA,4,BIHARAMULO,yes,1,1,8,1,,,,,,Primary,1,0,0,1,0,0,45,0,no,,1,7,INADEQUATE BOOKS/TOOLS,1,INADEQUATE TEACHERS,0,,0,18000,32500,0,0,4800,0,55300,0,0,0,1,0,0,0,0
5,2200-001,5,1,15,SON/DAUGHTER,0,,,1,0,2200,180414101003,1,1299.3416,kagera,KAGERA,4,BIHARAMULO,yes,1,1,7,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
6,2200-001,6,1,11,SON/DAUGHTER,0,,,0,,2200,180414101003,1,1299.3416,kagera,KAGERA,4,BIHARAMULO,yes,1,1,5,0,1,,,,,,,,,,,,,,,,,,,,,1,0,0,24000,28500,0,0,12000,0,64500,0,0,0,1,0,0,0,0
7,2200-001,7,0,6,SON/DAUGHTER,0,,,0,,2200,180414101003,1,1299.3416,kagera,KAGERA,4,BIHARAMULO,yes,0,1,5,1,,,,,,Primary,1,0,0,1,0,0,45,0,no,,1,0,NO PROBLEMS (SATISFIED),0,,0,,0,1600,10300,0,0,12000,0,23900,0,0,0,0,0,0,0,0
8,2200-001,8,0,8,SON/DAUGHTER,0,,,0,,2200,180414101003,1,1299.3416,kagera,KAGERA,4,BIHARAMULO,yes,1,1,7,1,,,,,,Primary,1,0,0,1,0,0,45,0,no,,1,0,NO PROBLEMS (SATISFIED),0,,0,,0,4600,19500,0,0,4000,0,28100,0,0,0,0,0,0,0,0
9,2200-001,9,1,5,SON/DAUGHTER,0,,,0,,2200,180414101003,1,1299.3416,kagera,KAGERA,4,BIHARAMULO,yes,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
10,2200-001,10,0,23,spouse,0,0,1,1,1,2200,180414101003,1,1299.3416,kagera,KAGERA,4,BIHARAMULO,yes,1,1,6,0,0,Primary,1,0,0,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11,2200-001,11,0,10,SON/DAUGHTER,0,,,0,,2200,180414101003,1,1299.3416,kagera,KAGERA,4,BIHARAMULO,yes,1,1,6,1,,,,,,Primary,1,0,0,1,0,0,45,0,no,,1,3,INADEQUATE BOOKS/TOOLS,1,INADEQUATE TEACHERS,0,,0,19500,33000,0,0,8000,0,60500,0,0,0,1,0,0,0,0
12,2200-001,12,0,4,SON/DAUGHTER,0,,,0,,2200,180414101003,1,1299.3416,kagera,KAGERA,4,BIHARAMULO,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
