interview__key,sdd_hhid,sourceid,ag12b_08,ag12b_09,ag12b_10
18-32-58-97,0142-002-001,NEIGHBOUR,,,
18-32-58-97,0142-002-001,OTHER (SPECIFY),,,
93-57-90-59,0142-002-002,GOVERNMENT EXTENSION,NO,,
93-57-90-59,0142-002-002,NGO,NO,,
93-57-90-59,0142-002-002,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
93-57-90-59,0142-002-002,LARGE SCALE FARMER,NO,,
93-57-90-59,0142-002-002,RADIO,NO,,
93-57-90-59,0142-002-002,PUBLICATION,NO,,
93-57-90-59,0142-002-002,NEIGHBOUR,NO,,
93-57-90-59,0142-002-002,OTHER (SPECIFY),NO,,
45-56-78-16,0142-006-001,GOVERNMENT EXTENSION,NO,,
45-56-78-16,0142-006-001,NGO,NO,,
45-56-78-16,0142-006-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
45-56-78-16,0142-006-001,LARGE SCALE FARMER,NO,,
45-56-78-16,0142-006-001,RADIO,NO,,
45-56-78-16,0142-006-001,PUBLICATION,NO,,
45-56-78-16,0142-006-001,NEIGHBOUR,NO,,
45-56-78-16,0142-006-001,OTHER (SPECIFY),NO,,
76-14-00-21,0142-006-002,GOVERNMENT EXTENSION,NO,,
76-14-00-21,0142-006-002,NGO,NO,,
76-14-00-21,0142-006-002,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
76-14-00-21,0142-006-002,LARGE SCALE FARMER,NO,,
76-14-00-21,0142-006-002,RADIO,NO,,
76-14-00-21,0142-006-002,PUBLICATION,NO,,
76-14-00-21,0142-006-002,NEIGHBOUR,NO,,
76-14-00-21,0142-006-002,OTHER (SPECIFY),NO,,
70-42-29-42,0143-001-001,GOVERNMENT EXTENSION,NO,,
70-42-29-42,0143-001-001,NGO,NO,,
70-42-29-42,0143-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
70-42-29-42,0143-001-001,LARGE SCALE FARMER,NO,,
70-42-29-42,0143-001-001,RADIO,NO,,
70-42-29-42,0143-001-001,PUBLICATION,NO,,
70-42-29-42,0143-001-001,NEIGHBOUR,YES,NO,
70-42-29-42,0143-001-001,OTHER (SPECIFY),YES,NO,
30-35-00-07,0144-001-001,GOVERNMENT EXTENSION,,,
30-35-00-07,0144-001-001,NGO,,,
30-35-00-07,0144-001-001,COOPERATIVE/FARMER'S ASSOCIATION,,,
30-35-00-07,0144-001-001,LARGE SCALE FARMER,,,
30-35-00-07,0144-001-001,RADIO,,,
30-35-00-07,0144-001-001,PUBLICATION,,,
30-35-00-07,0144-001-001,NEIGHBOUR,,,
30-35-00-07,0144-001-001,OTHER (SPECIFY),,,
73-64-37-36,0145-002-001,GOVERNMENT EXTENSION,,,
73-64-37-36,0145-002-001,NGO,,,
73-64-37-36,0145-002-001,COOPERATIVE/FARMER'S ASSOCIATION,,,
73-64-37-36,0145-002-001,LARGE SCALE FARMER,,,
73-64-37-36,0145-002-001,RADIO,,,
73-64-37-36,0145-002-001,PUBLICATION,,,
73-64-37-36,0145-002-001,NEIGHBOUR,,,
73-64-37-36,0145-002-001,OTHER (SPECIFY),,,
22-45-37-86,0146-001-001,GOVERNMENT EXTENSION,,,
22-45-37-86,0146-001-001,NGO,,,
22-45-37-86,0146-001-001,COOPERATIVE/FARMER'S ASSOCIATION,,,
22-45-37-86,0146-001-001,LARGE SCALE FARMER,,,
22-45-37-86,0146-001-001,RADIO,,,
22-45-37-86,0146-001-001,PUBLICATION,,,
22-45-37-86,0146-001-001,NEIGHBOUR,,,
22-45-37-86,0146-001-001,OTHER (SPECIFY),,,
44-69-89-77,0146-001-003,GOVERNMENT EXTENSION,,,
44-69-89-77,0146-001-003,NGO,,,
44-69-89-77,0146-001-003,COOPERATIVE/FARMER'S ASSOCIATION,,,
44-69-89-77,0146-001-003,LARGE SCALE FARMER,,,
44-69-89-77,0146-001-003,RADIO,,,
44-69-89-77,0146-001-003,PUBLICATION,,,
44-69-89-77,0146-001-003,NEIGHBOUR,,,
44-69-89-77,0146-001-003,OTHER (SPECIFY),,,
64-63-77-61,0146-001-007,GOVERNMENT EXTENSION,,,
64-63-77-61,0146-001-007,NGO,,,
64-63-77-61,0146-001-007,COOPERATIVE/FARMER'S ASSOCIATION,,,
64-63-77-61,0146-001-007,LARGE SCALE FARMER,,,
64-63-77-61,0146-001-007,RADIO,,,
64-63-77-61,0146-001-007,PUBLICATION,,,
64-63-77-61,0146-001-007,NEIGHBOUR,,,
64-63-77-61,0146-001-007,OTHER (SPECIFY),,,
80-90-53-00,0146-001-009,GOVERNMENT EXTENSION,,,
80-90-53-00,0146-001-009,NGO,,,
80-90-53-00,0146-001-009,COOPERATIVE/FARMER'S ASSOCIATION,,,
80-90-53-00,0146-001-009,LARGE SCALE FARMER,,,
80-90-53-00,0146-001-009,RADIO,,,
80-90-53-00,0146-001-009,PUBLICATION,,,
80-90-53-00,0146-001-009,NEIGHBOUR,,,
80-90-53-00,0146-001-009,OTHER (SPECIFY),,,
38-77-50-86,0147-001-001,GOVERNMENT EXTENSION,,,
38-77-50-86,0147-001-001,NGO,,,
38-77-50-86,0147-001-001,COOPERATIVE/FARMER'S ASSOCIATION,,,
38-77-50-86,0147-001-001,LARGE SCALE FARMER,,,
38-77-50-86,0147-001-001,RADIO,,,
38-77-50-86,0147-001-001,PUBLICATION,,,
38-77-50-86,0147-001-001,NEIGHBOUR,,,
38-77-50-86,0147-001-001,OTHER (SPECIFY),,,
27-48-78-18,0148-001-001,GOVERNMENT EXTENSION,,,
27-48-78-18,0148-001-001,NGO,,,
27-48-78-18,0148-001-001,COOPERATIVE/FARMER'S ASSOCIATION,,,
27-48-78-18,0148-001-001,LARGE SCALE FARMER,,,
27-48-78-18,0148-001-001,RADIO,,,
27-48-78-18,0148-001-001,PUBLICATION,,,
27-48-78-18,0148-001-001,NEIGHBOUR,,,
27-48-78-18,0148-001-001,OTHER (SPECIFY),,,
55-93-34-62,0149-001-002,GOVERNMENT EXTENSION,,,
55-93-34-62,0149-001-002,NGO,,,
55-93-34-62,0149-001-002,COOPERATIVE/FARMER'S ASSOCIATION,,,
55-93-34-62,0149-001-002,LARGE SCALE FARMER,,,
55-93-34-62,0149-001-002,RADIO,,,
55-93-34-62,0149-001-002,PUBLICATION,,,
55-93-34-62,0149-001-002,NEIGHBOUR,,,
55-93-34-62,0149-001-002,OTHER (SPECIFY),,,
42-47-45-53,0149-001-009,GOVERNMENT EXTENSION,,,
42-47-45-53,0149-001-009,NGO,,,
42-47-45-53,0149-001-009,COOPERATIVE/FARMER'S ASSOCIATION,,,
42-47-45-53,0149-001-009,LARGE SCALE FARMER,,,
42-47-45-53,0149-001-009,RADIO,,,
42-47-45-53,0149-001-009,PUBLICATION,,,
42-47-45-53,0149-001-009,NEIGHBOUR,,,
42-47-45-53,0149-001-009,OTHER (SPECIFY),,,
52-34-01-68,0151-001-001,GOVERNMENT EXTENSION,NO,,
52-34-01-68,0151-001-001,NGO,NO,,
52-34-01-68,0151-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
52-34-01-68,0151-001-001,LARGE SCALE FARMER,NO,,
52-34-01-68,0151-001-001,RADIO,NO,,
52-34-01-68,0151-001-001,PUBLICATION,NO,,
52-34-01-68,0151-001-001,NEIGHBOUR,NO,,
52-34-01-68,0151-001-001,OTHER (SPECIFY),NO,,
66-61-34-49,0151-001-003,GOVERNMENT EXTENSION,,,
66-61-34-49,0151-001-003,NGO,,,
66-61-34-49,0151-001-003,COOPERATIVE/FARMER'S ASSOCIATION,,,
66-61-34-49,0151-001-003,LARGE SCALE FARMER,,,
66-61-34-49,0151-001-003,RADIO,,,
66-61-34-49,0151-001-003,PUBLICATION,,,
66-61-34-49,0151-001-003,NEIGHBOUR,,,
66-61-34-49,0151-001-003,OTHER (SPECIFY),,,
30-08-77-60,0152-001-002,GOVERNMENT EXTENSION,,,
30-08-77-60,0152-001-002,NGO,,,
30-08-77-60,0152-001-002,COOPERATIVE/FARMER'S ASSOCIATION,,,
30-08-77-60,0152-001-002,LARGE SCALE FARMER,,,
30-08-77-60,0152-001-002,RADIO,,,
30-08-77-60,0152-001-002,PUBLICATION,,,
30-08-77-60,0152-001-002,NEIGHBOUR,,,
30-08-77-60,0152-001-002,OTHER (SPECIFY),,,
24-38-82-18,0153-001-001,GOVERNMENT EXTENSION,,,
24-38-82-18,0153-001-001,NGO,,,
24-38-82-18,0153-001-001,COOPERATIVE/FARMER'S ASSOCIATION,,,
24-38-82-18,0153-001-001,LARGE SCALE FARMER,,,
24-38-82-18,0153-001-001,RADIO,,,
24-38-82-18,0153-001-001,PUBLICATION,,,
24-38-82-18,0153-001-001,NEIGHBOUR,,,
24-38-82-18,0153-001-001,OTHER (SPECIFY),,,
10-44-19-68,0154-001-001,GOVERNMENT EXTENSION,NO,,
10-44-19-68,0154-001-001,NGO,NO,,
10-44-19-68,0154-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
10-44-19-68,0154-001-001,LARGE SCALE FARMER,NO,,
10-44-19-68,0154-001-001,RADIO,NO,,
10-44-19-68,0154-001-001,PUBLICATION,NO,,
10-44-19-68,0154-001-001,NEIGHBOUR,NO,,
10-44-19-68,0154-001-001,OTHER (SPECIFY),NO,,
04-84-88-57,0155-001-001,GOVERNMENT EXTENSION,,,
04-84-88-57,0155-001-001,NGO,,,
04-84-88-57,0155-001-001,COOPERATIVE/FARMER'S ASSOCIATION,,,
04-84-88-57,0155-001-001,LARGE SCALE FARMER,,,
04-84-88-57,0155-001-001,RADIO,,,
04-84-88-57,0155-001-001,PUBLICATION,,,
04-84-88-57,0155-001-001,NEIGHBOUR,,,
04-84-88-57,0155-001-001,OTHER (SPECIFY),,,
32-87-19-04,0155-001-002,GOVERNMENT EXTENSION,,,
32-87-19-04,0155-001-002,NGO,,,
32-87-19-04,0155-001-002,COOPERATIVE/FARMER'S ASSOCIATION,,,
32-87-19-04,0155-001-002,LARGE SCALE FARMER,,,
32-87-19-04,0155-001-002,RADIO,,,
32-87-19-04,0155-001-002,PUBLICATION,,,
32-87-19-04,0155-001-002,NEIGHBOUR,,,
32-87-19-04,0155-001-002,OTHER (SPECIFY),,,
35-61-56-23,0155-001-003,GOVERNMENT EXTENSION,,,
35-61-56-23,0155-001-003,NGO,,,
35-61-56-23,0155-001-003,COOPERATIVE/FARMER'S ASSOCIATION,,,
35-61-56-23,0155-001-003,LARGE SCALE FARMER,,,
35-61-56-23,0155-001-003,RADIO,,,
35-61-56-23,0155-001-003,PUBLICATION,,,
35-61-56-23,0155-001-003,NEIGHBOUR,,,
35-61-56-23,0155-001-003,OTHER (SPECIFY),,,
63-01-65-91,0155-001-005,GOVERNMENT EXTENSION,,,
63-01-65-91,0155-001-005,NGO,,,
63-01-65-91,0155-001-005,COOPERATIVE/FARMER'S ASSOCIATION,,,
63-01-65-91,0155-001-005,LARGE SCALE FARMER,,,
63-01-65-91,0155-001-005,RADIO,,,
63-01-65-91,0155-001-005,PUBLICATION,,,
63-01-65-91,0155-001-005,NEIGHBOUR,,,
63-01-65-91,0155-001-005,OTHER (SPECIFY),,,
04-30-93-81,0157-001-001,GOVERNMENT EXTENSION,,,
04-30-93-81,0157-001-001,NGO,,,
04-30-93-81,0157-001-001,COOPERATIVE/FARMER'S ASSOCIATION,,,
04-30-93-81,0157-001-001,LARGE SCALE FARMER,,,
04-30-93-81,0157-001-001,RADIO,,,
04-30-93-81,0157-001-001,PUBLICATION,,,
04-30-93-81,0157-001-001,NEIGHBOUR,,,
04-30-93-81,0157-001-001,OTHER (SPECIFY),,,
11-64-23-03,0158-001-001,GOVERNMENT EXTENSION,,,
11-64-23-03,0158-001-001,NGO,,,
11-64-23-03,0158-001-001,COOPERATIVE/FARMER'S ASSOCIATION,,,
11-64-23-03,0158-001-001,LARGE SCALE FARMER,,,
11-64-23-03,0158-001-001,RADIO,,,
11-64-23-03,0158-001-001,PUBLICATION,,,
11-64-23-03,0158-001-001,NEIGHBOUR,,,
11-64-23-03,0158-001-001,OTHER (SPECIFY),,,
49-01-93-27,0158-001-003,GOVERNMENT EXTENSION,,,
49-01-93-27,0158-001-003,NGO,,,
49-01-93-27,0158-001-003,COOPERATIVE/FARMER'S ASSOCIATION,,,
49-01-93-27,0158-001-003,LARGE SCALE FARMER,,,
49-01-93-27,0158-001-003,RADIO,,,
49-01-93-27,0158-001-003,PUBLICATION,,,
49-01-93-27,0158-001-003,NEIGHBOUR,,,
49-01-93-27,0158-001-003,OTHER (SPECIFY),,,
88-54-76-45,0159-001-002,GOVERNMENT EXTENSION,NO,,
88-54-76-45,0159-001-002,NGO,NO,,
88-54-76-45,0159-001-002,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
88-54-76-45,0159-001-002,LARGE SCALE FARMER,NO,,
88-54-76-45,0159-001-002,RADIO,NO,,
88-54-76-45,0159-001-002,PUBLICATION,NO,,
88-54-76-45,0159-001-002,NEIGHBOUR,NO,,
88-54-76-45,0159-001-002,OTHER (SPECIFY),NO,,
22-99-30-42,0159-001-003,GOVERNMENT EXTENSION,,,
22-99-30-42,0159-001-003,NGO,,,
22-99-30-42,0159-001-003,COOPERATIVE/FARMER'S ASSOCIATION,,,
22-99-30-42,0159-001-003,LARGE SCALE FARMER,,,
22-99-30-42,0159-001-003,RADIO,,,
22-99-30-42,0159-001-003,PUBLICATION,,,
22-99-30-42,0159-001-003,NEIGHBOUR,,,
22-99-30-42,0159-001-003,OTHER (SPECIFY),,,
69-81-01-27,0160-001-001,GOVERNMENT EXTENSION,,,
69-81-01-27,0160-001-001,NGO,,,
69-81-01-27,0160-001-001,COOPERATIVE/FARMER'S ASSOCIATION,,,
69-81-01-27,0160-001-001,LARGE SCALE FARMER,,,
69-81-01-27,0160-001-001,RADIO,,,
69-81-01-27,0160-001-001,PUBLICATION,,,
69-81-01-27,0160-001-001,NEIGHBOUR,,,
69-81-01-27,0160-001-001,OTHER (SPECIFY),,,
38-35-31-19,0160-002-001,GOVERNMENT EXTENSION,,,
38-35-31-19,0160-002-001,NGO,,,
38-35-31-19,0160-002-001,COOPERATIVE/FARMER'S ASSOCIATION,,,
38-35-31-19,0160-002-001,LARGE SCALE FARMER,,,
38-35-31-19,0160-002-001,RADIO,,,
38-35-31-19,0160-002-001,PUBLICATION,,,
38-35-31-19,0160-002-001,NEIGHBOUR,,,
38-35-31-19,0160-002-001,OTHER (SPECIFY),,,
29-29-15-18,0161-001-001,GOVERNMENT EXTENSION,,,
29-29-15-18,0161-001-001,NGO,,,
29-29-15-18,0161-001-001,COOPERATIVE/FARMER'S ASSOCIATION,,,
29-29-15-18,0161-001-001,LARGE SCALE FARMER,,,
29-29-15-18,0161-001-001,RADIO,,,
29-29-15-18,0161-001-001,PUBLICATION,,,
29-29-15-18,0161-001-001,NEIGHBOUR,,,
29-29-15-18,0161-001-001,OTHER (SPECIFY),,,
53-54-39-20,0162-001-001,GOVERNMENT EXTENSION,,,
53-54-39-20,0162-001-001,NGO,,,
53-54-39-20,0162-001-001,COOPERATIVE/FARMER'S ASSOCIATION,,,
53-54-39-20,0162-001-001,LARGE SCALE FARMER,,,
53-54-39-20,0162-001-001,RADIO,,,
53-54-39-20,0162-001-001,PUBLICATION,,,
53-54-39-20,0162-001-001,NEIGHBOUR,,,
53-54-39-20,0162-001-001,OTHER (SPECIFY),,,
89-30-25-72,0163-001-001,GOVERNMENT EXTENSION,,,
89-30-25-72,0163-001-001,NGO,,,
89-30-25-72,0163-001-001,COOPERATIVE/FARMER'S ASSOCIATION,,,
89-30-25-72,0163-001-001,LARGE SCALE FARMER,,,
89-30-25-72,0163-001-001,RADIO,,,
89-30-25-72,0163-001-001,PUBLICATION,,,
89-30-25-72,0163-001-001,NEIGHBOUR,,,
89-30-25-72,0163-001-001,OTHER (SPECIFY),,,
74-07-84-83,0163-001-002,GOVERNMENT EXTENSION,,,
74-07-84-83,0163-001-002,NGO,,,
74-07-84-83,0163-001-002,COOPERATIVE/FARMER'S ASSOCIATION,,,
74-07-84-83,0163-001-002,LARGE SCALE FARMER,,,
74-07-84-83,0163-001-002,RADIO,,,
74-07-84-83,0163-001-002,PUBLICATION,,,
74-07-84-83,0163-001-002,NEIGHBOUR,,,
74-07-84-83,0163-001-002,OTHER (SPECIFY),,,
17-99-98-98,0164-001-001,GOVERNMENT EXTENSION,,,
17-99-98-98,0164-001-001,NGO,,,
17-99-98-98,0164-001-001,COOPERATIVE/FARMER'S ASSOCIATION,,,
17-99-98-98,0164-001-001,LARGE SCALE FARMER,,,
17-99-98-98,0164-001-001,RADIO,,,
17-99-98-98,0164-001-001,PUBLICATION,,,
17-99-98-98,0164-001-001,NEIGHBOUR,,,
17-99-98-98,0164-001-001,OTHER (SPECIFY),,,
54-64-05-36,0166-001-001,GOVERNMENT EXTENSION,,,
54-64-05-36,0166-001-001,NGO,,,
54-64-05-36,0166-001-001,COOPERATIVE/FARMER'S ASSOCIATION,,,
54-64-05-36,0166-001-001,LARGE SCALE FARMER,,,
54-64-05-36,0166-001-001,RADIO,,,
54-64-05-36,0166-001-001,PUBLICATION,,,
54-64-05-36,0166-001-001,NEIGHBOUR,,,
54-64-05-36,0166-001-001,OTHER (SPECIFY),,,
56-50-71-92,0167-001-001,GOVERNMENT EXTENSION,,,
56-50-71-92,0167-001-001,NGO,,,
56-50-71-92,0167-001-001,COOPERATIVE/FARMER'S ASSOCIATION,,,
56-50-71-92,0167-001-001,LARGE SCALE FARMER,,,
56-50-71-92,0167-001-001,RADIO,,,
56-50-71-92,0167-001-001,PUBLICATION,,,
56-50-71-92,0167-001-001,NEIGHBOUR,,,
56-50-71-92,0167-001-001,OTHER (SPECIFY),,,
72-54-77-52,0168-002-001,GOVERNMENT EXTENSION,,,
72-54-77-52,0168-002-001,NGO,,,
72-54-77-52,0168-002-001,COOPERATIVE/FARMER'S ASSOCIATION,,,
72-54-77-52,0168-002-001,LARGE SCALE FARMER,,,
72-54-77-52,0168-002-001,RADIO,,,
72-54-77-52,0168-002-001,PUBLICATION,,,
72-54-77-52,0168-002-001,NEIGHBOUR,,,
72-54-77-52,0168-002-001,OTHER (SPECIFY),,,
59-93-30-27,0168-002-002,GOVERNMENT EXTENSION,,,
59-93-30-27,0168-002-002,NGO,,,
59-93-30-27,0168-002-002,COOPERATIVE/FARMER'S ASSOCIATION,,,
59-93-30-27,0168-002-002,LARGE SCALE FARMER,,,
59-93-30-27,0168-002-002,RADIO,,,
59-93-30-27,0168-002-002,PUBLICATION,,,
59-93-30-27,0168-002-002,NEIGHBOUR,,,
59-93-30-27,0168-002-002,OTHER (SPECIFY),,,
54-61-17-84,0169-001-001,GOVERNMENT EXTENSION,,,
54-61-17-84,0169-001-001,NGO,,,
54-61-17-84,0169-001-001,COOPERATIVE/FARMER'S ASSOCIATION,,,
54-61-17-84,0169-001-001,LARGE SCALE FARMER,,,
54-61-17-84,0169-001-001,RADIO,,,
54-61-17-84,0169-001-001,PUBLICATION,,,
54-61-17-84,0169-001-001,NEIGHBOUR,,,
54-61-17-84,0169-001-001,OTHER (SPECIFY),,,
58-64-20-38,0170-001-001,GOVERNMENT EXTENSION,,,
58-64-20-38,0170-001-001,NGO,,,
58-64-20-38,0170-001-001,COOPERATIVE/FARMER'S ASSOCIATION,,,
58-64-20-38,0170-001-001,LARGE SCALE FARMER,,,
58-64-20-38,0170-001-001,RADIO,,,
58-64-20-38,0170-001-001,PUBLICATION,,,
58-64-20-38,0170-001-001,NEIGHBOUR,,,
58-64-20-38,0170-001-001,OTHER (SPECIFY),,,
23-91-88-28,0172-004-001,GOVERNMENT EXTENSION,,,
23-91-88-28,0172-004-001,NGO,,,
23-91-88-28,0172-004-001,COOPERATIVE/FARMER'S ASSOCIATION,,,
23-91-88-28,0172-004-001,LARGE SCALE FARMER,,,
23-91-88-28,0172-004-001,RADIO,,,
23-91-88-28,0172-004-001,PUBLICATION,,,
23-91-88-28,0172-004-001,NEIGHBOUR,,,
23-91-88-28,0172-004-001,OTHER (SPECIFY),,,
45-63-97-96,0173-001-001,GOVERNMENT EXTENSION,,,
45-63-97-96,0173-001-001,NGO,,,
45-63-97-96,0173-001-001,COOPERATIVE/FARMER'S ASSOCIATION,,,
45-63-97-96,0173-001-001,LARGE SCALE FARMER,,,
45-63-97-96,0173-001-001,RADIO,,,
45-63-97-96,0173-001-001,PUBLICATION,,,
45-63-97-96,0173-001-001,NEIGHBOUR,,,
45-63-97-96,0173-001-001,OTHER (SPECIFY),,,
73-57-62-18,0173-003-001,GOVERNMENT EXTENSION,,,
73-57-62-18,0173-003-001,NGO,,,
73-57-62-18,0173-003-001,COOPERATIVE/FARMER'S ASSOCIATION,,,
73-57-62-18,0173-003-001,LARGE SCALE FARMER,,,
73-57-62-18,0173-003-001,RADIO,,,
73-57-62-18,0173-003-001,PUBLICATION,,,
73-57-62-18,0173-003-001,NEIGHBOUR,,,
73-57-62-18,0173-003-001,OTHER (SPECIFY),,,
61-35-02-97,0174-002-001,GOVERNMENT EXTENSION,,,
61-35-02-97,0174-002-001,NGO,,,
61-35-02-97,0174-002-001,COOPERATIVE/FARMER'S ASSOCIATION,,,
61-35-02-97,0174-002-001,LARGE SCALE FARMER,,,
61-35-02-97,0174-002-001,RADIO,,,
61-35-02-97,0174-002-001,PUBLICATION,,,
61-35-02-97,0174-002-001,NEIGHBOUR,,,
61-35-02-97,0174-002-001,OTHER (SPECIFY),,,
88-48-93-24,0174-002-003,GOVERNMENT EXTENSION,NO,,
88-48-93-24,0174-002-003,NGO,NO,,
88-48-93-24,0174-002-003,COOPERATIVE/FARMER'S ASSOCIATION,NO,,
88-48-93-24,0174-002-003,LARGE SCALE FARMER,NO,,
88-48-93-24,0174-002-003,RADIO,NO,,
88-48-93-24,0174-002-003,PUBLICATION,NO,,
88-48-93-24,0174-002-003,NEIGHBOUR,NO,,
88-48-93-24,0174-002-003,OTHER (SPECIFY),NO,,
59-64-10-91,0175-001-001,GOVERNMENT EXTENSION,,,
59-64-10-91,0175-001-001,NGO,,,
59-64-10-91,0175-001-001,COOPERATIVE/FARMER'S ASSOCIATION,,,
59-64-10-91,0175-001-001,LARGE SCALE FARMER,,,
59-64-10-91,0175-001-001,RADIO,,,
59-64-10-91,0175-001-001,PUBLICATION,,,
59-64-10-91,0175-001-001,NEIGHBOUR,,,
59-64-10-91,0175-001-001,OTHER (SPECIFY),,,
94-29-87-68,0175-001-002,GOVERNMENT EXTENSION,,,
94-29-87-68,0175-001-002,NGO,,,
94-29-87-68,0175-001-002,COOPERATIVE/FARMER'S ASSOCIATION,,,
94-29-87-68,0175-001-002,LARGE SCALE FARMER,,,
94-29-87-68,0175-001-002,RADIO,,,
94-29-87-68,0175-001-002,PUBLICATION,,,
94-29-87-68,0175-001-002,NEIGHBOUR,,,
94-29-87-68,0175-001-002,OTHER (SPECIFY),,,
80-22-80-03,0175-003-001,GOVERNMENT EXTENSION,,,
80-22-80-03,0175-003-001,NGO,,,
80-22-80-03,0175-003-001,COOPERATIVE/FARMER'S ASSOCIATION,,,
80-22-80-03,0175-003-001,LARGE SCALE FARMER,,,
80-22-80-03,0175-003-001,RADIO,,,
80-22-80-03,0175-003-001,PUBLICATION,,,
80-22-80-03,0175-003-001,NEIGHBOUR,,,
80-22-80-03,0175-003-001,OTHER (SPECIFY),,,
23-37-68-79,0175-007-001,GOVERNMENT EXTENSION,,,
23-37-68-79,0175-007-001,NGO,,,
23-37-68-79,0175-007-001,COOPERATIVE/FARMER'S ASSOCIATION,,,
23-37-68-79,0175-007-001,LARGE SCALE FARMER,,,
23-37-68-79,0175-007-001,RADIO,,,
23-37-68-79,0175-007-001,PUBLICATION,,,
23-37-68-79,0175-007-001,NEIGHBOUR,,,
23-37-68-79,0175-007-001,OTHER (SPECIFY),,,
69-45-62-82,0175-008-002,GOVERNMENT EXTENSION,,,
69-45-62-82,0175-008-002,NGO,,,
69-45-62-82,0175-008-002,COOPERATIVE/FARMER'S ASSOCIATION,,,
69-45-62-82,0175-008-002,LARGE SCALE FARMER,,,
69-45-62-82,0175-008-002,RADIO,,,
69-45-62-82,0175-008-002,PUBLICATION,,,
69-45-62-82,0175-008-002,NEIGHBOUR,,,
69-45-62-82,0175-008-002,OTHER (SPECIFY),,,
24-73-10-13,0175-008-003,GOVERNMENT EXTENSION,,,
24-73-10-13,0175-008-003,NGO,,,
24-73-10-13,0175-008-003,COOPERATIVE/FARMER'S ASSOCIATION,,,
24-73-10-13,0175-008-003,LARGE SCALE FARMER,,,
24-73-10-13,0175-008-003,RADIO,,,
24-73-10-13,0175-008-003,PUBLICATION,,,
24-73-10-13,0175-008-003,NEIGHBOUR,,,
24-73-10-13,0175-008-003,OTHER (SPECIFY),,,
05-54-45-31,0175-014-001,GOVERNMENT EXTENSION,,,
05-54-45-31,0175-014-001,NGO,,,
05-54-45-31,0175-014-001,COOPERATIVE/FARMER'S ASSOCIATION,,,
05-54-45-31,0175-014-001,LARGE SCALE FARMER,,,
05-54-45-31,0175-014-001,RADIO,,,
05-54-45-31,0175-014-001,PUBLICATION,,,
05-54-45-31,0175-014-001,NEIGHBOUR,,,
05-54-45-31,0175-014-001,OTHER (SPECIFY),,,
78-81-52-69,0175-014-003,GOVERNMENT EXTENSION,,,
78-81-52-69,0175-014-003,NGO,,,
78-81-52-69,0175-014-003,COOPERATIVE/FARMER'S ASSOCIATION,,,
78-81-52-69,0175-014-003,LARGE SCALE FARMER,,,
78-81-52-69,0175-014-003,RADIO,,,
78-81-52-69,0175-014-003,PUBLICATION,,,
78-81-52-69,0175-014-003,NEIGHBOUR,,,
78-81-52-69,0175-014-003,OTHER (SPECIFY),,,
80-93-48-57,0177-001-001,GOVERNMENT EXTENSION,,,
80-93-48-57,0177-001-001,NGO,,,
80-93-48-57,0177-001-001,COOPERATIVE/FARMER'S ASSOCIATION,,,
80-93-48-57,0177-001-001,LARGE SCALE FARMER,,,
80-93-48-57,0177-001-001,RADIO,,,
80-93-48-57,0177-001-001,PUBLICATION,,,
80-93-48-57,0177-001-001,NEIGHBOUR,,,
80-93-48-57,0177-001-001,OTHER (SPECIFY),,,
87-96-65-49,0178-001-001,GOVERNMENT EXTENSION,,,
87-96-65-49,0178-001-001,NGO,,,
87-96-65-49,0178-001-001,COOPERATIVE/FARMER'S ASSOCIATION,,,
87-96-65-49,0178-001-001,LARGE SCALE FARMER,,,
87-96-65-49,0178-001-001,RADIO,,,
87-96-65-49,0178-001-001,PUBLICATION,,,
87-96-65-49,0178-001-001,NEIGHBOUR,,,
87-96-65-49,0178-001-001,OTHER (SPECIFY),,,
50-72-74-09,0179-001-001,GOVERNMENT EXTENSION,,,
50-72-74-09,0179-001-001,NGO,,,
50-72-74-09,0179-001-001,COOPERATIVE/FARMER'S ASSOCIATION,,,
50-72-74-09,0179-001-001,LARGE SCALE FARMER,,,
50-72-74-09,0179-001-001,RADIO,,,
50-72-74-09,0179-001-001,PUBLICATION,,,
50-72-74-09,0179-001-001,NEIGHBOUR,,,
50-72-74-09,0179-001-001,OTHER (SPECIFY),,,
97-03-71-43,0179-001-003,GOVERNMENT EXTENSION,,,
97-03-71-43,0179-001-003,NGO,,,
97-03-71-43,0179-001-003,COOPERATIVE/FARMER'S ASSOCIATION,,,
97-03-71-43,0179-001-003,LARGE SCALE FARMER,,,
97-03-71-43,0179-001-003,RADIO,,,
97-03-71-43,0179-001-003,PUBLICATION,,,
97-03-71-43,0179-001-003,NEIGHBOUR,,,
97-03-71-43,0179-001-003,OTHER (SPECIFY),,,
26-41-59-49,0180-001-001,GOVERNMENT EXTENSION,,,
26-41-59-49,0180-001-001,NGO,,,
26-41-59-49,0180-001-001,COOPERATIVE/FARMER'S ASSOCIATION,,,
26-41-59-49,0180-001-001,LARGE SCALE FARMER,,,
