interview__key,sdd_hhid,itemcode,hh_l01,hh_l02a,hh_l02b,hh_l03
96-22-42-95,0265-001-001,GARMENTS FOR WOMEN,NO,,,
96-22-42-95,0265-001-001,GARMENTS FOR CHILDREN & BABIES,NO,,,
96-22-42-95,0265-001-001,FOOTWEAR FOR MEN,NO,,,
96-22-42-95,0265-001-001,FOOTWEAR FOR WOMEN,NO,,,
96-22-42-95,0265-001-001,FOOTWEAR FOR CHILDREN AND BABIES,NO,,,
96-22-42-95,0265-001-001,"WOOD POLES, BAMBOO",NO,,,
96-22-42-95,0265-001-001,GRASS FOR THATCHING ROOF OR OTHER USE,NO,,,
21-28-91-77,0266-001-001,"CARPET, RUGS, DRAPES, CURTAINS",NO,,,
21-28-91-77,0266-001-001,"LINEN - TOWELS, SHEETS, BLANKETS",NO,,,
21-28-91-77,0266-001-001,MAT - SLEEPING OR FOR DRYING MAIZE FLOUR,NO,,,
21-28-91-77,0266-001-001,MOSQUITO NET,NO,,,
21-28-91-77,0266-001-001,MATTRESS,NO,,,
21-28-91-77,0266-001-001,"SPORTS & HOBBY EQUIPMENT, MUSICAL INSTRUMENTS, TOYS",NO,,,
21-28-91-77,0266-001-001,"FILM, FILM PROCESSING, CAMERA",NO,,,
21-28-91-77,0266-001-001,"BUILDING ITEMS - CEMENT, BRICKS, TIMBER, IRON SHEETS, TOOLS, ETC.",YES,32000,,
21-28-91-77,0266-001-001,COUNCIL RATES,NO,,,
21-28-91-77,0266-001-001,"INSURANCE - HEALTH (MASM, ETC.), AUTO,  HOME, LIFE",NO,,,
21-28-91-77,0266-001-001,LOSSES TO THEFT (VALUE OF ITEMS OR CASH LOST),YES,5000,,
21-28-91-77,0266-001-001,FINES OR LEGAL FEES,NO,,,
21-28-91-77,0266-001-001,BRIDE PRICE /MARRIAGE COSTS,YES,10000,,
21-28-91-77,0266-001-001,FUNERAL COSTS,YES,15000,,
21-28-91-77,0266-001-001,OTHER COSTS NOT STATED ELSEWHERE,NO,,,
21-28-91-77,0266-001-001,REPAIRS TO CONSUMER DURABLES,NO,,,
21-28-91-77,0266-001-001,"TAXES FOR INCOME, PROPERTY, ETC.",NO,,,
21-28-91-77,0266-001-001,REPAIRS & MAINTENANCE TO DWELLING,NO,,,
21-28-91-77,0266-001-001,GARMENTS FOR MEN,YES,25000,,
21-28-91-77,0266-001-001,GARMENTS FOR WOMEN,YES,16000,,
21-28-91-77,0266-001-001,GARMENTS FOR CHILDREN & BABIES,NO,,,
21-28-91-77,0266-001-001,FOOTWEAR FOR MEN,YES,8000,,
21-28-91-77,0266-001-001,FOOTWEAR FOR WOMEN,YES,12000,,
21-28-91-77,0266-001-001,FOOTWEAR FOR CHILDREN AND BABIES,NO,,,
21-28-91-77,0266-001-001,"WOOD POLES, BAMBOO",YES,,412000,450000
21-28-91-77,0266-001-001,GRASS FOR THATCHING ROOF OR OTHER USE,YES,,30000,40000
08-95-27-37,0267-001-001,"CARPET, RUGS, DRAPES, CURTAINS",NO,,,
08-95-27-37,0267-001-001,"LINEN - TOWELS, SHEETS, BLANKETS",NO,,,
08-95-27-37,0267-001-001,MAT - SLEEPING OR FOR DRYING MAIZE FLOUR,NO,,,
08-95-27-37,0267-001-001,MOSQUITO NET,NO,,,
08-95-27-37,0267-001-001,MATTRESS,NO,,,
08-95-27-37,0267-001-001,"SPORTS & HOBBY EQUIPMENT, MUSICAL INSTRUMENTS, TOYS",NO,,,
08-95-27-37,0267-001-001,"FILM, FILM PROCESSING, CAMERA",NO,,,
08-95-27-37,0267-001-001,"BUILDING ITEMS - CEMENT, BRICKS, TIMBER, IRON SHEETS, TOOLS, ETC.",NO,,,
08-95-27-37,0267-001-001,COUNCIL RATES,NO,,,
08-95-27-37,0267-001-001,"INSURANCE - HEALTH (MASM, ETC.), AUTO,  HOME, LIFE",NO,,,
08-95-27-37,0267-001-001,LOSSES TO THEFT (VALUE OF ITEMS OR CASH LOST),NO,,,
08-95-27-37,0267-001-001,FINES OR LEGAL FEES,NO,,,
08-95-27-37,0267-001-001,BRIDE PRICE /MARRIAGE COSTS,NO,,,
08-95-27-37,0267-001-001,FUNERAL COSTS,NO,,,
08-95-27-37,0267-001-001,OTHER COSTS NOT STATED ELSEWHERE,NO,,,
08-95-27-37,0267-001-001,REPAIRS TO CONSUMER DURABLES,NO,,,
08-95-27-37,0267-001-001,"TAXES FOR INCOME, PROPERTY, ETC.",NO,,,
08-95-27-37,0267-001-001,REPAIRS & MAINTENANCE TO DWELLING,NO,,,
08-95-27-37,0267-001-001,GARMENTS FOR MEN,NO,,,
08-95-27-37,0267-001-001,GARMENTS FOR WOMEN,NO,,,
08-95-27-37,0267-001-001,GARMENTS FOR CHILDREN & BABIES,NO,,,
08-95-27-37,0267-001-001,FOOTWEAR FOR MEN,NO,,,
08-95-27-37,0267-001-001,FOOTWEAR FOR WOMEN,NO,,,
08-95-27-37,0267-001-001,FOOTWEAR FOR CHILDREN AND BABIES,NO,,,
08-95-27-37,0267-001-001,"WOOD POLES, BAMBOO",NO,,,
08-95-27-37,0267-001-001,GRASS FOR THATCHING ROOF OR OTHER USE,NO,,,
56-07-21-94,0267-001-003,"CARPET, RUGS, DRAPES, CURTAINS",NO,,,
56-07-21-94,0267-001-003,"LINEN - TOWELS, SHEETS, BLANKETS",YES,20000,,
56-07-21-94,0267-001-003,MAT - SLEEPING OR FOR DRYING MAIZE FLOUR,NO,,,
56-07-21-94,0267-001-003,MOSQUITO NET,NO,,,
56-07-21-94,0267-001-003,MATTRESS,NO,,,
56-07-21-94,0267-001-003,"SPORTS & HOBBY EQUIPMENT, MUSICAL INSTRUMENTS, TOYS",NO,,,
56-07-21-94,0267-001-003,"FILM, FILM PROCESSING, CAMERA",NO,,,
56-07-21-94,0267-001-003,"BUILDING ITEMS - CEMENT, BRICKS, TIMBER, IRON SHEETS, TOOLS, ETC.",NO,,,
56-07-21-94,0267-001-003,COUNCIL RATES,NO,,,
56-07-21-94,0267-001-003,"INSURANCE - HEALTH (MASM, ETC.), AUTO,  HOME, LIFE",NO,,,
56-07-21-94,0267-001-003,LOSSES TO THEFT (VALUE OF ITEMS OR CASH LOST),NO,,,
56-07-21-94,0267-001-003,FINES OR LEGAL FEES,NO,,,
56-07-21-94,0267-001-003,BRIDE PRICE /MARRIAGE COSTS,NO,,,
56-07-21-94,0267-001-003,FUNERAL COSTS,NO,,,
56-07-21-94,0267-001-003,OTHER COSTS NOT STATED ELSEWHERE,NO,,,
56-07-21-94,0267-001-003,REPAIRS TO CONSUMER DURABLES,NO,,,
56-07-21-94,0267-001-003,"TAXES FOR INCOME, PROPERTY, ETC.",NO,,,
56-07-21-94,0267-001-003,REPAIRS & MAINTENANCE TO DWELLING,NO,,,
56-07-21-94,0267-001-003,GARMENTS FOR MEN,NO,,,
56-07-21-94,0267-001-003,GARMENTS FOR WOMEN,YES,16000,,
56-07-21-94,0267-001-003,GARMENTS FOR CHILDREN & BABIES,YES,22000,,
56-07-21-94,0267-001-003,FOOTWEAR FOR MEN,NO,,,
56-07-21-94,0267-001-003,FOOTWEAR FOR WOMEN,NO,,,
56-07-21-94,0267-001-003,FOOTWEAR FOR CHILDREN AND BABIES,NO,,,
56-07-21-94,0267-001-003,"WOOD POLES, BAMBOO",NO,,,
56-07-21-94,0267-001-003,GRASS FOR THATCHING ROOF OR OTHER USE,NO,,,
61-93-73-52,0267-001-005,"CARPET, RUGS, DRAPES, CURTAINS",NO,,,
61-93-73-52,0267-001-005,"LINEN - TOWELS, SHEETS, BLANKETS",YES,12000,,
61-93-73-52,0267-001-005,MAT - SLEEPING OR FOR DRYING MAIZE FLOUR,NO,,,
61-93-73-52,0267-001-005,MOSQUITO NET,NO,,,
61-93-73-52,0267-001-005,MATTRESS,NO,,,
61-93-73-52,0267-001-005,"SPORTS & HOBBY EQUIPMENT, MUSICAL INSTRUMENTS, TOYS",NO,,,
61-93-73-52,0267-001-005,"FILM, FILM PROCESSING, CAMERA",NO,,,
61-93-73-52,0267-001-005,"BUILDING ITEMS - CEMENT, BRICKS, TIMBER, IRON SHEETS, TOOLS, ETC.",YES,13000,,
61-93-73-52,0267-001-005,COUNCIL RATES,NO,,,
61-93-73-52,0267-001-005,"INSURANCE - HEALTH (MASM, ETC.), AUTO,  HOME, LIFE",NO,,,
61-93-73-52,0267-001-005,LOSSES TO THEFT (VALUE OF ITEMS OR CASH LOST),NO,,,
61-93-73-52,0267-001-005,FINES OR LEGAL FEES,NO,,,
61-93-73-52,0267-001-005,BRIDE PRICE /MARRIAGE COSTS,YES,10000,,
61-93-73-52,0267-001-005,FUNERAL COSTS,YES,5000,,
61-93-73-52,0267-001-005,OTHER COSTS NOT STATED ELSEWHERE,NO,,,
61-93-73-52,0267-001-005,REPAIRS TO CONSUMER DURABLES,NO,,,
61-93-73-52,0267-001-005,"TAXES FOR INCOME, PROPERTY, ETC.",NO,,,
61-93-73-52,0267-001-005,REPAIRS & MAINTENANCE TO DWELLING,YES,15000,,
61-93-73-52,0267-001-005,GARMENTS FOR MEN,YES,25000,,
61-93-73-52,0267-001-005,GARMENTS FOR WOMEN,YES,50000,,
61-93-73-52,0267-001-005,GARMENTS FOR CHILDREN & BABIES,NO,,,
61-93-73-52,0267-001-005,FOOTWEAR FOR MEN,YES,21000,,
61-93-73-52,0267-001-005,FOOTWEAR FOR WOMEN,YES,6000,,
61-93-73-52,0267-001-005,FOOTWEAR FOR CHILDREN AND BABIES,NO,,,
61-93-73-52,0267-001-005,"WOOD POLES, BAMBOO",NO,,,
61-93-73-52,0267-001-005,GRASS FOR THATCHING ROOF OR OTHER USE,NO,,,
45-28-40-86,0267-001-006,"CARPET, RUGS, DRAPES, CURTAINS",YES,60000,,
45-28-40-86,0267-001-006,"LINEN - TOWELS, SHEETS, BLANKETS",YES,24000,,
45-28-40-86,0267-001-006,MAT - SLEEPING OR FOR DRYING MAIZE FLOUR,YES,16000,,
45-28-40-86,0267-001-006,MOSQUITO NET,YES,48000,,
45-28-40-86,0267-001-006,MATTRESS,NO,,,
45-28-40-86,0267-001-006,"SPORTS & HOBBY EQUIPMENT, MUSICAL INSTRUMENTS, TOYS",NO,,,
45-28-40-86,0267-001-006,"FILM, FILM PROCESSING, CAMERA",NO,,,
45-28-40-86,0267-001-006,"BUILDING ITEMS - CEMENT, BRICKS, TIMBER, IRON SHEETS, TOOLS, ETC.",YES,125000,,
45-28-40-86,0267-001-006,COUNCIL RATES,YES,360000,,
45-28-40-86,0267-001-006,"INSURANCE - HEALTH (MASM, ETC.), AUTO,  HOME, LIFE",NO,,,
45-28-40-86,0267-001-006,LOSSES TO THEFT (VALUE OF ITEMS OR CASH LOST),NO,,,
45-28-40-86,0267-001-006,FINES OR LEGAL FEES,NO,,,
45-28-40-86,0267-001-006,BRIDE PRICE /MARRIAGE COSTS,NO,,,
45-28-40-86,0267-001-006,FUNERAL COSTS,YES,28000,,
45-28-40-86,0267-001-006,OTHER COSTS NOT STATED ELSEWHERE,YES,45000,,
45-28-40-86,0267-001-006,REPAIRS TO CONSUMER DURABLES,NO,,,
45-28-40-86,0267-001-006,"TAXES FOR INCOME, PROPERTY, ETC.",YES,10000,,
45-28-40-86,0267-001-006,REPAIRS & MAINTENANCE TO DWELLING,YES,400000,,
45-28-40-86,0267-001-006,GARMENTS FOR MEN,YES,80000,,
45-28-40-86,0267-001-006,GARMENTS FOR WOMEN,YES,260000,,
45-28-40-86,0267-001-006,GARMENTS FOR CHILDREN & BABIES,YES,185000,,
45-28-40-86,0267-001-006,FOOTWEAR FOR MEN,YES,30000,,
45-28-40-86,0267-001-006,FOOTWEAR FOR WOMEN,YES,50000,,
45-28-40-86,0267-001-006,FOOTWEAR FOR CHILDREN AND BABIES,YES,24000,,
45-28-40-86,0267-001-006,"WOOD POLES, BAMBOO",NO,,,
45-28-40-86,0267-001-006,GRASS FOR THATCHING ROOF OR OTHER USE,NO,,,
70-01-39-09,0267-104-001,"CARPET, RUGS, DRAPES, CURTAINS",NO,,,
70-01-39-09,0267-104-001,"LINEN - TOWELS, SHEETS, BLANKETS",NO,,,
70-01-39-09,0267-104-001,MAT - SLEEPING OR FOR DRYING MAIZE FLOUR,YES,13000,,
70-01-39-09,0267-104-001,MOSQUITO NET,YES,12000,,
70-01-39-09,0267-104-001,MATTRESS,YES,180000,,
70-01-39-09,0267-104-001,"SPORTS & HOBBY EQUIPMENT, MUSICAL INSTRUMENTS, TOYS",NO,,,
70-01-39-09,0267-104-001,"FILM, FILM PROCESSING, CAMERA",NO,,,
70-01-39-09,0267-104-001,"BUILDING ITEMS - CEMENT, BRICKS, TIMBER, IRON SHEETS, TOOLS, ETC.",NO,,,
70-01-39-09,0267-104-001,COUNCIL RATES,NO,,,
70-01-39-09,0267-104-001,"INSURANCE - HEALTH (MASM, ETC.), AUTO,  HOME, LIFE",NO,,,
70-01-39-09,0267-104-001,LOSSES TO THEFT (VALUE OF ITEMS OR CASH LOST),NO,,,
70-01-39-09,0267-104-001,FINES OR LEGAL FEES,NO,,,
70-01-39-09,0267-104-001,BRIDE PRICE /MARRIAGE COSTS,NO,,,
70-01-39-09,0267-104-001,FUNERAL COSTS,NO,,,
70-01-39-09,0267-104-001,OTHER COSTS NOT STATED ELSEWHERE,NO,,,
70-01-39-09,0267-104-001,REPAIRS TO CONSUMER DURABLES,NO,,,
70-01-39-09,0267-104-001,"TAXES FOR INCOME, PROPERTY, ETC.",NO,,,
70-01-39-09,0267-104-001,REPAIRS & MAINTENANCE TO DWELLING,NO,,,
70-01-39-09,0267-104-001,GARMENTS FOR MEN,YES,50000,,
70-01-39-09,0267-104-001,GARMENTS FOR WOMEN,YES,36000,,
70-01-39-09,0267-104-001,GARMENTS FOR CHILDREN & BABIES,YES,52000,,
70-01-39-09,0267-104-001,FOOTWEAR FOR MEN,YES,3000,,
70-01-39-09,0267-104-001,FOOTWEAR FOR WOMEN,YES,4000,,
70-01-39-09,0267-104-001,FOOTWEAR FOR CHILDREN AND BABIES,YES,19000,,
70-01-39-09,0267-104-001,"WOOD POLES, BAMBOO",NO,,,
70-01-39-09,0267-104-001,GRASS FOR THATCHING ROOF OR OTHER USE,NO,,,
99-73-94-40,0268-001-001,"CARPET, RUGS, DRAPES, CURTAINS",NO,,,
99-73-94-40,0268-001-001,"LINEN - TOWELS, SHEETS, BLANKETS",YES,10000,,
99-73-94-40,0268-001-001,MAT - SLEEPING OR FOR DRYING MAIZE FLOUR,NO,,,
99-73-94-40,0268-001-001,MOSQUITO NET,NO,,,
99-73-94-40,0268-001-001,MATTRESS,NO,,,
99-73-94-40,0268-001-001,"SPORTS & HOBBY EQUIPMENT, MUSICAL INSTRUMENTS, TOYS",NO,,,
99-73-94-40,0268-001-001,"FILM, FILM PROCESSING, CAMERA",NO,,,
99-73-94-40,0268-001-001,"BUILDING ITEMS - CEMENT, BRICKS, TIMBER, IRON SHEETS, TOOLS, ETC.",NO,,,
99-73-94-40,0268-001-001,COUNCIL RATES,NO,,,
99-73-94-40,0268-001-001,"INSURANCE - HEALTH (MASM, ETC.), AUTO,  HOME, LIFE",NO,,,
99-73-94-40,0268-001-001,LOSSES TO THEFT (VALUE OF ITEMS OR CASH LOST),NO,,,
99-73-94-40,0268-001-001,FINES OR LEGAL FEES,NO,,,
99-73-94-40,0268-001-001,BRIDE PRICE /MARRIAGE COSTS,NO,,,
99-73-94-40,0268-001-001,FUNERAL COSTS,NO,,,
99-73-94-40,0268-001-001,OTHER COSTS NOT STATED ELSEWHERE,NO,,,
99-73-94-40,0268-001-001,REPAIRS TO CONSUMER DURABLES,NO,,,
99-73-94-40,0268-001-001,"TAXES FOR INCOME, PROPERTY, ETC.",NO,,,
99-73-94-40,0268-001-001,REPAIRS & MAINTENANCE TO DWELLING,NO,,,
99-73-94-40,0268-001-001,GARMENTS FOR MEN,YES,60000,,
99-73-94-40,0268-001-001,GARMENTS FOR WOMEN,NO,,,
99-73-94-40,0268-001-001,GARMENTS FOR CHILDREN & BABIES,NO,,,
99-73-94-40,0268-001-001,FOOTWEAR FOR MEN,YES,30000,,
99-73-94-40,0268-001-001,FOOTWEAR FOR WOMEN,NO,,,
99-73-94-40,0268-001-001,FOOTWEAR FOR CHILDREN AND BABIES,NO,,,
99-73-94-40,0268-001-001,"WOOD POLES, BAMBOO",NO,,,
99-73-94-40,0268-001-001,GRASS FOR THATCHING ROOF OR OTHER USE,NO,,,
88-55-89-02,0268-001-002,"CARPET, RUGS, DRAPES, CURTAINS",NO,,,
88-55-89-02,0268-001-002,"LINEN - TOWELS, SHEETS, BLANKETS",NO,,,
88-55-89-02,0268-001-002,MAT - SLEEPING OR FOR DRYING MAIZE FLOUR,NO,,,
88-55-89-02,0268-001-002,MOSQUITO NET,NO,,,
88-55-89-02,0268-001-002,MATTRESS,NO,,,
88-55-89-02,0268-001-002,"SPORTS & HOBBY EQUIPMENT, MUSICAL INSTRUMENTS, TOYS",NO,,,
88-55-89-02,0268-001-002,"FILM, FILM PROCESSING, CAMERA",NO,,,
88-55-89-02,0268-001-002,"BUILDING ITEMS - CEMENT, BRICKS, TIMBER, IRON SHEETS, TOOLS, ETC.",NO,,,
88-55-89-02,0268-001-002,COUNCIL RATES,NO,,,
88-55-89-02,0268-001-002,"INSURANCE - HEALTH (MASM, ETC.), AUTO,  HOME, LIFE",NO,,,
88-55-89-02,0268-001-002,LOSSES TO THEFT (VALUE OF ITEMS OR CASH LOST),NO,,,
88-55-89-02,0268-001-002,FINES OR LEGAL FEES,NO,,,
88-55-89-02,0268-001-002,BRIDE PRICE /MARRIAGE COSTS,NO,,,
88-55-89-02,0268-001-002,FUNERAL COSTS,YES,16000,,
88-55-89-02,0268-001-002,OTHER COSTS NOT STATED ELSEWHERE,YES,24000,,
88-55-89-02,0268-001-002,REPAIRS TO CONSUMER DURABLES,NO,,,
88-55-89-02,0268-001-002,"TAXES FOR INCOME, PROPERTY, ETC.",NO,,,
88-55-89-02,0268-001-002,REPAIRS & MAINTENANCE TO DWELLING,NO,,,
88-55-89-02,0268-001-002,GARMENTS FOR MEN,NO,,,
88-55-89-02,0268-001-002,GARMENTS FOR WOMEN,YES,14000,,
88-55-89-02,0268-001-002,GARMENTS FOR CHILDREN & BABIES,YES,42000,,
88-55-89-02,0268-001-002,FOOTWEAR FOR MEN,NO,,,
88-55-89-02,0268-001-002,FOOTWEAR FOR WOMEN,YES,5000,,
88-55-89-02,0268-001-002,FOOTWEAR FOR CHILDREN AND BABIES,YES,9000,,
88-55-89-02,0268-001-002,"WOOD POLES, BAMBOO",NO,,,
88-55-89-02,0268-001-002,GRASS FOR THATCHING ROOF OR OTHER USE,NO,,,
07-15-41-44,0269-001-001,"CARPET, RUGS, DRAPES, CURTAINS",NO,,,
07-15-41-44,0269-001-001,"LINEN - TOWELS, SHEETS, BLANKETS",YES,70000,,
07-15-41-44,0269-001-001,MAT - SLEEPING OR FOR DRYING MAIZE FLOUR,NO,,,
07-15-41-44,0269-001-001,MOSQUITO NET,NO,,,
07-15-41-44,0269-001-001,MATTRESS,NO,,,
07-15-41-44,0269-001-001,"SPORTS & HOBBY EQUIPMENT, MUSICAL INSTRUMENTS, TOYS",NO,,,
07-15-41-44,0269-001-001,"FILM, FILM PROCESSING, CAMERA",NO,,,
07-15-41-44,0269-001-001,"BUILDING ITEMS - CEMENT, BRICKS, TIMBER, IRON SHEETS, TOOLS, ETC.",YES,650000,,
07-15-41-44,0269-001-001,COUNCIL RATES,NO,,,
07-15-41-44,0269-001-001,"INSURANCE - HEALTH (MASM, ETC.), AUTO,  HOME, LIFE",NO,,,
07-15-41-44,0269-001-001,LOSSES TO THEFT (VALUE OF ITEMS OR CASH LOST),NO,,,
07-15-41-44,0269-001-001,FINES OR LEGAL FEES,NO,,,
07-15-41-44,0269-001-001,BRIDE PRICE /MARRIAGE COSTS,NO,,,
07-15-41-44,0269-001-001,FUNERAL COSTS,YES,30000,,
07-15-41-44,0269-001-001,OTHER COSTS NOT STATED ELSEWHERE,NO,,,
07-15-41-44,0269-001-001,REPAIRS TO CONSUMER DURABLES,NO,,,
07-15-41-44,0269-001-001,"TAXES FOR INCOME, PROPERTY, ETC.",NO,,,
07-15-41-44,0269-001-001,REPAIRS & MAINTENANCE TO DWELLING,YES,70000,,
07-15-41-44,0269-001-001,GARMENTS FOR MEN,NO,,,
07-15-41-44,0269-001-001,GARMENTS FOR WOMEN,YES,180000,,
07-15-41-44,0269-001-001,GARMENTS FOR CHILDREN & BABIES,YES,150000,,
07-15-41-44,0269-001-001,FOOTWEAR FOR MEN,NO,,,
07-15-41-44,0269-001-001,FOOTWEAR FOR WOMEN,YES,35000,,
07-15-41-44,0269-001-001,FOOTWEAR FOR CHILDREN AND BABIES,YES,25000,,
07-15-41-44,0269-001-001,"WOOD POLES, BAMBOO",NO,,,
07-15-41-44,0269-001-001,GRASS FOR THATCHING ROOF OR OTHER USE,NO,,,
13-53-55-54,0270-002-001,"CARPET, RUGS, DRAPES, CURTAINS",YES,21000,,
13-53-55-54,0270-002-001,"LINEN - TOWELS, SHEETS, BLANKETS",YES,20000,,
13-53-55-54,0270-002-001,MAT - SLEEPING OR FOR DRYING MAIZE FLOUR,NO,,,
13-53-55-54,0270-002-001,MOSQUITO NET,NO,,,
13-53-55-54,0270-002-001,MATTRESS,NO,,,
13-53-55-54,0270-002-001,"SPORTS & HOBBY EQUIPMENT, MUSICAL INSTRUMENTS, TOYS",NO,,,
13-53-55-54,0270-002-001,"FILM, FILM PROCESSING, CAMERA",NO,,,
13-53-55-54,0270-002-001,"BUILDING ITEMS - CEMENT, BRICKS, TIMBER, IRON SHEETS, TOOLS, ETC.",YES,100000,,
13-53-55-54,0270-002-001,COUNCIL RATES,NO,,,
13-53-55-54,0270-002-001,"INSURANCE - HEALTH (MASM, ETC.), AUTO,  HOME, LIFE",NO,,,
13-53-55-54,0270-002-001,LOSSES TO THEFT (VALUE OF ITEMS OR CASH LOST),NO,,,
13-53-55-54,0270-002-001,FINES OR LEGAL FEES,NO,,,
13-53-55-54,0270-002-001,BRIDE PRICE /MARRIAGE COSTS,NO,,,
13-53-55-54,0270-002-001,FUNERAL COSTS,NO,,,
13-53-55-54,0270-002-001,OTHER COSTS NOT STATED ELSEWHERE,NO,,,
13-53-55-54,0270-002-001,REPAIRS TO CONSUMER DURABLES,NO,,,
13-53-55-54,0270-002-001,"TAXES FOR INCOME, PROPERTY, ETC.",NO,,,
13-53-55-54,0270-002-001,REPAIRS & MAINTENANCE TO DWELLING,NO,,,
13-53-55-54,0270-002-001,GARMENTS FOR MEN,YES,50000,,
13-53-55-54,0270-002-001,GARMENTS FOR WOMEN,YES,70000,,
13-53-55-54,0270-002-001,GARMENTS FOR CHILDREN & BABIES,YES,50000,,
13-53-55-54,0270-002-001,FOOTWEAR FOR MEN,YES,25000,,
13-53-55-54,0270-002-001,FOOTWEAR FOR WOMEN,YES,18000,,
13-53-55-54,0270-002-001,FOOTWEAR FOR CHILDREN AND BABIES,YES,30000,,
13-53-55-54,0270-002-001,"WOOD POLES, BAMBOO",NO,,,
13-53-55-54,0270-002-001,GRASS FOR THATCHING ROOF OR OTHER USE,NO,,,
44-15-25-13,0271-002-001,"CARPET, RUGS, DRAPES, CURTAINS",YES,20000,,
44-15-25-13,0271-002-001,"LINEN - TOWELS, SHEETS, BLANKETS",YES,11500,,
44-15-25-13,0271-002-001,MAT - SLEEPING OR FOR DRYING MAIZE FLOUR,YES,20000,,
44-15-25-13,0271-002-001,MOSQUITO NET,NO,,,
44-15-25-13,0271-002-001,MATTRESS,NO,,,
44-15-25-13,0271-002-001,"SPORTS & HOBBY EQUIPMENT, MUSICAL INSTRUMENTS, TOYS",NO,,,
44-15-25-13,0271-002-001,"FILM, FILM PROCESSING, CAMERA",NO,,,
44-15-25-13,0271-002-001,"BUILDING ITEMS - CEMENT, BRICKS, TIMBER, IRON SHEETS, TOOLS, ETC.",NO,,,
44-15-25-13,0271-002-001,COUNCIL RATES,NO,,,
44-15-25-13,0271-002-001,"INSURANCE - HEALTH (MASM, ETC.), AUTO,  HOME, LIFE",NO,,,
44-15-25-13,0271-002-001,LOSSES TO THEFT (VALUE OF ITEMS OR CASH LOST),NO,,,
44-15-25-13,0271-002-001,FINES OR LEGAL FEES,NO,,,
44-15-25-13,0271-002-001,BRIDE PRICE /MARRIAGE COSTS,NO,,,
44-15-25-13,0271-002-001,FUNERAL COSTS,NO,,,
44-15-25-13,0271-002-001,OTHER COSTS NOT STATED ELSEWHERE,NO,,,
44-15-25-13,0271-002-001,REPAIRS TO CONSUMER DURABLES,NO,,,
44-15-25-13,0271-002-001,"TAXES FOR INCOME, PROPERTY, ETC.",NO,,,
44-15-25-13,0271-002-001,REPAIRS & MAINTENANCE TO DWELLING,NO,,,
44-15-25-13,0271-002-001,GARMENTS FOR MEN,YES,50000,,
44-15-25-13,0271-002-001,GARMENTS FOR WOMEN,YES,30000,,
44-15-25-13,0271-002-001,GARMENTS FOR CHILDREN & BABIES,YES,70000,,
44-15-25-13,0271-002-001,FOOTWEAR FOR MEN,YES,15000,,
44-15-25-13,0271-002-001,FOOTWEAR FOR WOMEN,YES,3500,,
44-15-25-13,0271-002-001,FOOTWEAR FOR CHILDREN AND BABIES,YES,9000,,
44-15-25-13,0271-002-001,"WOOD POLES, BAMBOO",NO,,,
44-15-25-13,0271-002-001,GRASS FOR THATCHING ROOF OR OTHER USE,NO,,,
19-00-41-84,0272-001-001,"CARPET, RUGS, DRAPES, CURTAINS",NO,,,
19-00-41-84,0272-001-001,"LINEN - TOWELS, SHEETS, BLANKETS",YES,20000,,
19-00-41-84,0272-001-001,MAT - SLEEPING OR FOR DRYING MAIZE FLOUR,YES,7500,,
19-00-41-84,0272-001-001,MOSQUITO NET,NO,,,
19-00-41-84,0272-001-001,MATTRESS,NO,,,
19-00-41-84,0272-001-001,"SPORTS & HOBBY EQUIPMENT, MUSICAL INSTRUMENTS, TOYS",NO,,,
19-00-41-84,0272-001-001,"FILM, FILM PROCESSING, CAMERA",NO,,,
19-00-41-84,0272-001-001,"BUILDING ITEMS - CEMENT, BRICKS, TIMBER, IRON SHEETS, TOOLS, ETC.",NO,,,
19-00-41-84,0272-001-001,COUNCIL RATES,NO,,,
19-00-41-84,0272-001-001,"INSURANCE - HEALTH (MASM, ETC.), AUTO,  HOME, LIFE",NO,,,
19-00-41-84,0272-001-001,LOSSES TO THEFT (VALUE OF ITEMS OR CASH LOST),NO,,,
19-00-41-84,0272-001-001,FINES OR LEGAL FEES,NO,,,
19-00-41-84,0272-001-001,BRIDE PRICE /MARRIAGE COSTS,NO,,,
19-00-41-84,0272-001-001,FUNERAL COSTS,YES,5000,,
19-00-41-84,0272-001-001,OTHER COSTS NOT STATED ELSEWHERE,YES,30000,,
19-00-41-84,0272-001-001,REPAIRS TO CONSUMER DURABLES,NO,,,
19-00-41-84,0272-001-001,"TAXES FOR INCOME, PROPERTY, ETC.",NO,,,
19-00-41-84,0272-001-001,REPAIRS & MAINTENANCE TO DWELLING,NO,,,
19-00-41-84,0272-001-001,GARMENTS FOR MEN,YES,100000,,
19-00-41-84,0272-001-001,GARMENTS FOR WOMEN,YES,150000,,
19-00-41-84,0272-001-001,GARMENTS FOR CHILDREN & BABIES,YES,250000,,
19-00-41-84,0272-001-001,FOOTWEAR FOR MEN,YES,20000,,
19-00-41-84,0272-001-001,FOOTWEAR FOR WOMEN,YES,14000,,
19-00-41-84,0272-001-001,FOOTWEAR FOR CHILDREN AND BABIES,YES,40000,,
19-00-41-84,0272-001-001,"WOOD POLES, BAMBOO",NO,,,
19-00-41-84,0272-001-001,GRASS FOR THATCHING ROOF OR OTHER USE,NO,,,
57-34-89-32,0273-001-001,"CARPET, RUGS, DRAPES, CURTAINS",YES,40000,,
