interview__key,sdd_hhid,hh_n01a,enterprise_id,hh_n02_2,hh_n02_3a,hh_n02_3,hh_n03_1,hh_n03_2,hh_n03_3,hh_n03_4,hh_n03_5,hh_n03_6,hh_n04a,hh_n04b,hh_n04_1,hh_n04_2,hh_n04_3,hh_n05_1,hh_n05_2,hh_n06,hh_n07_1,hh_n07_2,hh_n08_1,hh_n08_2,hh_n08_3,hh_n09_1,hh_n09_2,hh_n10,hh_n11,hh_n12,hh_n13_1,hh_n13_2,hh_n14_1,hh_n14_2,hh_n15,hh_n16,hh_n17,hh_n18,hh_n19,hh_n20,hh_n21_1,hh_n21_2,hh_n21_3,hh_n21_4
45-28-40-86,0267-001-006,YES,1,BIASHARA YA DUKA REJAREJA,"Wholesale and retail trade, repair of motor vehicles and motorcycles",RETAIL SALE OF OTHER GOODS IN SPECIALIZED STORES,1,2,,,,,1,,1,YES,,1,,PERMANENT BLDG. OTHER THAN HOME,3,6,PROCEEDS FROM NON-AG BUSINESS,OTHER (SPECIFY),,FINAL CONSUMERS,,1800000,0,3500000,WEEK,1400000,WEEK,240000,0,0,1050000,110000,12,960000,NO,YES,YES,NO
45-28-40-86,0267-001-006,YES,2,MAMA LISHE,Accommodation and food service activities,FOOD AND BEVERAGE SERVICE ACTIVITIES,2,,,,,,2,,2,YES,,2,,FIXED STALL/KIOSK - IN MARKET,8,6,GIFT FROM FAMILY/FRIENDS,OTHER (SPECIFY),,FINAL CONSUMERS,,420000,46500,0,MONTH,1792000,MONTH,580000,2,240000,887000,85000,12,560000,NO,NO,YES,NO
70-01-39-09,0267-104-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99-73-94-40,0268-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88-55-89-02,0268-001-002,YES,1,KUNUNUA NA KUUZA MING'OKO,"Wholesale and retail trade, repair of motor vehicles and motorcycles","RETAIL SALE OF FOOD, BEVERAGES AND TOBACCO IN SPECIALIZED STORES",1,,,,,,1,,1,YES,,1,,FIXED STALL/KIOSK - IN MARKET,4,6,GIFT FROM FAMILY/FRIENDS,,,FINAL CONSUMERS,,0,0,0,WEEK,0,WEEK,0,0,0,0,0,2,180000,NO,NO,NO,NO
07-15-41-44,0269-001-001,YES,1,BIASHARA YA KUSUKA NYWELE,Other service activities,OTHER PERSONAL SERVICE ACTIVITIES,1,,,,,,1,,1,YES,,1,,NO FIXED LOCATION/MOBILE,30,2,GIFT FROM FAMILY/FRIENDS,,,FINAL CONSUMERS,,2500,0,0,WEEK,56000,WEEK,56000,0,0,0,0,12,240000,NO,NO,NO,NO
07-15-41-44,0269-001-001,YES,2,FUNDI KUSHONA NGUO,Manufacturing,MANUFACTURE OF WEARING APPAREL,2,,,,,,2,,2,YES,,2,,PERMANENT BLDG. OTHER THAN HOME,0,7,GIFT FROM FAMILY/FRIENDS,,,FINAL CONSUMERS,,280000,12000,0,WEEK,63000,WEEK,50000,0,0,40000,10000,7,200000,NO,NO,NO,NO
13-53-55-54,0270-002-001,YES,1,KUUZA /KUTEMBEZA NGUO,"Wholesale and retail trade, repair of motor vehicles and motorcycles",RETAIL SALE IN NON-SPECIALIZED STORES,2,,,,,,2,,2,YES,,2,,NO FIXED LOCATION/MOBILE,3,5,OWN SAVINGS,,,FINAL CONSUMERS,,0,0,0,WEEK,70000,WEEK,15000,0,0,0,0,12,60000,NO,NO,NO,NO
13-53-55-54,0270-002-001,YES,2,KUSUKA UKILI,Arts; entertainment and recreation,"CREATIVE, ARTS AND ENTERTAINMENT ACTIVITIES",1,,,,,,1,,1,YES,,1,,W/IN OWN OR BUS. PARTNER'S HOME - WITHOUT SPECIAL BUS. SPACE,67,9,OWN SAVINGS,,,FINAL CONSUMERS,,0,0,15000,MONTH,40000,MONTH,25000,0,0,0,0,6,25000,NO,NO,NO,NO
44-15-25-13,0271-002-001,YES,1,KUUZA VITUMBUA,Accommodation and food service activities,RESTAURANTS AND MOBILE FOOD SERVICE ACTIVITIES,2,,,,,,2,,2,YES,,2,,FIXED STALL/KIOSK - IN MARKET,5,3,OWN SAVINGS,,,FINAL CONSUMERS,,59500,0,0,WEEK,160000,WEEK,15000,0,0,25000,16000,12,15000,NO,NO,YES,NO
19-00-41-84,0272-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57-34-89-32,0273-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83-68-94-38,0273-005-001,YES,1,BIASHARA YA VYOMBO,"Wholesale and retail trade, repair of motor vehicles and motorcycles","RETAIL TRADE NOT IN STORES, STALLS OR MARKETS",1,,,,,,1,,1,YES,,1,,NO FIXED LOCATION/MOBILE,3,0,OWN SAVINGS,GIFT FROM FAMILY/FRIENDS,PROCEEDS FROM NON-AG BUSINESS,FINAL CONSUMERS,,15000,0,450000,WEEK,250000,WEEK,50000,0,0,0,0,12,200000,NO,YES,NO,NO
14-60-99-32,0274-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32-61-54-24,0275-001-002,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-59-93-72,0276-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71-02-30-95,0277-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80-89-25-38,0277-008-001,YES,1,KUUZA VYOMBO,"Wholesale and retail trade, repair of motor vehicles and motorcycles","RETAIL TRADE NOT IN STORES, STALLS OR MARKETS",1,,,,,,1,,1,YES,,1,,NO FIXED LOCATION/MOBILE,3,2,OWN SAVINGS,,,FINAL CONSUMERS,,7000,0,40000,WEEK,60000,WEEK,20000,0,0,0,0,12,80000,NO,NO,NO,NO
85-41-80-11,0278-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71-70-87-92,0278-001-002,YES,1,MAMA LISHE,Accommodation and food service activities,RESTAURANTS AND MOBILE FOOD SERVICE ACTIVITIES,1,,,,,,1,,1,YES,,1,,OTHER TEMPORARY STRUCTURE,1,2,GIFT FROM FAMILY/FRIENDS,OWN SAVINGS,,FINAL CONSUMERS,,50000,30000,0,WEEK,315000,WEEK,105000,1,70000,900000,40000,11,340000,NO,NO,NO,NO
60-25-30-64,0279-002-001,YES,1,BIASHARA YA SAMBUSA,"Wholesale and retail trade, repair of motor vehicles and motorcycles","RETAIL TRADE NOT IN STORES, STALLS OR MARKETS",1,,,,,,1,,1,YES,,1,,PERMANENT BLDG. OTHER THAN HOME,1,8,GIFT FROM FAMILY/FRIENDS,,,FINAL CONSUMERS,,20000,0,12000,MONTH,270000,MONTH,120000,0,0,105000,45000,12,130000,NO,NO,NO,NO
71-03-08-46,0279-002-002,YES,1,BIASHARA YA  VIATU,"Wholesale and retail trade, repair of motor vehicles and motorcycles","RETAIL TRADE NOT IN STORES, STALLS OR MARKETS",1,,,,,,1,,1,YES,,1,,NO FIXED LOCATION/MOBILE,5,2,GIFT FROM FAMILY/FRIENDS,,,FINAL CONSUMERS,,25000,0,50000,MONTH,960000,MONTH,360000,1,60000,540000,0,12,350000,NO,NO,NO,NO
98-72-25-05,0279-003-001,YES,1,BIASHARA YA NGUO,"Wholesale and retail trade, repair of motor vehicles and motorcycles",RETAIL SALE OF OTHER GOODS IN SPECIALIZED STORES,1,,,,,,1,,1,YES,,1,,NO FIXED LOCATION/MOBILE,1,5,PROCEEDS FROM NON-AG BUSINESS,,,FINAL CONSUMERS,,20000,0,300000,MONTH,600000,MONTH,250000,0,0,0,0,12,250000,NO,NO,NO,NO
23-05-27-92,0279-006-001,YES,1,BIASHARA YA DUKA,"Wholesale and retail trade, repair of motor vehicles and motorcycles","RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",1,,,,,,1,,1,YES,,1,,PERMANENT BLDG. OTHER THAN HOME,3,8,PROCEEDS FROM ANOTHER AGRICULTURAL BUSINESS,,,FINAL CONSUMERS,,700000,0,1500000,WEEK,840000,WEEK,150000,0,0,2400000,90000,12,600000,NO,YES,NO,NO
53-31-80-18,0280-001-001,YES,1,KUNUNUA NA KUUZA MKAA,"Wholesale and retail trade, repair of motor vehicles and motorcycles","RETAIL TRADE NOT IN STORES, STALLS OR MARKETS",2,,,,,,2,,2,YES,,2,,"VEHICLE, CART, TEMP. STALL - IN MARKET",11,0,GIFT FROM FAMILY/FRIENDS,,,FINAL CONSUMERS,,20000,0,70000,MONTH,750000,MONTH,250000,0,0,0,100000,12,300000,NO,NO,NO,NO
18-82-85-31,0280-001-003,YES,1,KUUZA UJI,Accommodation and food service activities,RESTAURANTS AND MOBILE FOOD SERVICE ACTIVITIES,2,,,,,,2,,2,YES,,2,,NO FIXED LOCATION/MOBILE,0,3,GIFT FROM FAMILY/FRIENDS,,,FINAL CONSUMERS,,30000,10000,25000,MONTH,750000,MONTH,300000,0,0,300000,150000,3,300000,NO,NO,NO,NO
39-02-00-74,0280-001-004,YES,1,KUSHONA NGUO,Manufacturing,MANUFACTURE OF TEXTILES,2,,,,,,2,,2,YES,,2,,OTHER TEMPORARY STRUCTURE,3,6,GIFT FROM FAMILY/FRIENDS,,,FINAL CONSUMERS,,350000,25000,0,MONTH,140000,MONTH,90000,0,0,35000,10000,12,100000,NO,NO,NO,NO
80-17-56-66,0283-001-001,YES,1,KUUZA MBOGA ZA MAJANI,Accommodation and food service activities,FOOD AND BEVERAGE SERVICE ACTIVITIES,1,,,,,,1,,1,YES,,1,,FIXED STALL/KIOSK - IN MARKET,8,5,OWN SAVINGS,,,FINAL CONSUMERS,,43000,0,0,WEEK,140000,WEEK,50000,0,0,0,0,12,200000,NO,NO,NO,NO
79-01-71-66,0283-003-001,YES,1,FUNDI UMEME WA MAGARI.,Manufacturing,"MANUFACTURE OF MOTOR VEHICLES, TRAILERS AND SEMI-TRAILERS",1,,,,,,1,,1,YES,,1,,W/IN OWN OR BUS. PARTNER'S HOME - WITH SPECIAL BUS. SPACE,5,0,PROCEEDS FROM NON-AG BUSINESS,,,FINAL CONSUMERS,,50000,0,0,MONTH,450000,WEEK,300000,5,150000,0,0,12,250000,NO,YES,NO,NO
98-28-80-40,0283-003-002,YES,1,KUFUMUA NA KUFUNGA VIKOI.,Other service activities,OTHER PERSONAL SERVICE ACTIVITIES,1,,,,,,1,,1,YES,,1,,W/IN OWN OR BUS. PARTNER'S HOME - WITH SPECIAL BUS. SPACE,1,0,PROCEEDS FROM NON-AG BUSINESS,OTHER (SPECIFY),,FINAL CONSUMERS,,500,0,0,WEEK,12000,WEEK,12000,0,0,0,0,12,40000,NO,NO,NO,NO
25-73-08-47,0284-001-001,YES,1,FUNDI KUSHONA NGUO,Manufacturing,MANUFACTURE OF TEXTILES,1,,,,,,1,,1,YES,,1,,OTHER TEMPORARY STRUCTURE,8,6,LOAN FROM FAMILY/FRIENDS,,,FINAL CONSUMERS,,80000,15000,0,MONTH,180000,MONTH,120000,0,0,55000,5000,12,90000,NO,NO,NO,NO
74-35-04-61,0285-001-001,YES,1,FUNDI KUSHONA NGUO,Manufacturing,MANUFACTURE OF TEXTILES,2,,,,,,2,,2,YES,,2,,W/IN OWN OR BUS. PARTNER'S HOME - WITHOUT SPECIAL BUS. SPACE,12,2,PROCEEDS FROM NON-AG BUSINESS,,,FINAL CONSUMERS,,450000,0,0,MONTH,160000,MONTH,50000,0,0,100000,10000,8,50000,NO,YES,NO,NO
74-35-04-61,0285-001-001,YES,2,BIASHARA YA FENICHA,"Wholesale and retail trade, repair of motor vehicles and motorcycles",RETAIL SALE OF OTHER GOODS IN SPECIALIZED STORES,1,,,,,,1,,1,YES,,1,,PERMANENT BLDG. OTHER THAN HOME,14,6,PROCEEDS FROM NON-AG BUSINESS,,,FINAL CONSUMERS,,200000,0,5000000,MONTH,10000000,MONTH,1500000,0,0,0,0,12,1500000,NO,YES,YES,NO
16-61-30-78,0287-001-001,YES,1,FUNDI BAISKELI,"Wholesale and retail trade, repair of motor vehicles and motorcycles",WHOLESALE AND RETAIL TRADE AND REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,1,,,,,,1,,1,YES,,1,,W/IN OWN OR BUS. PARTNER'S HOME - WITH SPECIAL BUS. SPACE,15,0,PROCEEDS FROM NON-AG BUSINESS,,,FINAL CONSUMERS,,30000,0,0,MONTH,150000,MONTH,150000,0,0,0,0,12,100000,NO,NO,NO,NO
84-51-41-53,0288-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63-02-03-97,0290-001-001,YES,1,KUUZA MAJI,"Wholesale and retail trade, repair of motor vehicles and motorcycles","RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",1,,,,,,1,,1,YES,,1,,NO FIXED LOCATION/MOBILE,10,0,PROCEEDS FROM NON-AG BUSINESS,,,FINAL CONSUMERS,,200000,0,0,MONTH,420000,MONTH,315000,0,0,105000,0,12,300000,NO,NO,NO,NO
63-02-03-97,0290-001-001,YES,2,KUUZA MAJI,"Wholesale and retail trade, repair of motor vehicles and motorcycles","RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",2,,,,,,2,,2,YES,,2,,NO FIXED LOCATION/MOBILE,2,0,PROCEEDS FROM NON-AG BUSINESS,,,FINAL CONSUMERS,,340000,0,0,MONTH,465000,MONTH,450000,0,0,15000,0,12,350000,NO,NO,NO,NO
35-18-85-05,0291-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85-31-10-94,0291-001-003,YES,1,BIASHARA YA VYOMBO REJAREJA,"Wholesale and retail trade, repair of motor vehicles and motorcycles",RETAIL SALE VIA STALLS AND MARKETS,1,,,,,,1,,1,YES,,1,,FIXED STALL/KIOSK - IN MARKET,1,6,OWN SAVINGS,,,FINAL CONSUMERS,,600000,0,1500000,MONTH,650000,MONTH,120000,0,0,0,0,12,150000,NO,NO,YES,NO
82-39-62-03,0291-001-005,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65-18-30-41,0292-001-001,YES,1,KUUZA NGUO ZA MITUMBA,"Wholesale and retail trade, repair of motor vehicles and motorcycles",RETAIL SALE OF OTHER GOODS IN SPECIALIZED STORES,1,2,,,,,2,,2,YES,,2,,FIXED STALL/KIOSK - IN MARKET,4,7,GIFT FROM FAMILY/FRIENDS,LOAN FROM FAMILY/FRIENDS,,FINAL CONSUMERS,,15000,0,150000,MONTH,600000,MONTH,280000,0,0,0,40000,12,250000,NO,NO,YES,NO
55-20-85-17,0294-001-001,YES,1,BIASHARA YA NGUO  ZA KIKE,"Wholesale and retail trade, repair of motor vehicles and motorcycles",RETAIL SALE OF OTHER GOODS IN SPECIALIZED STORES,1,,,,,,1,,1,YES,,1,,"VEHICLE, CART, TEMP. STALL - IN MARKET",5,1,OWN SAVINGS,,,FINAL CONSUMERS,,80000,0,100000,MONTH,900000,MONTH,300000,0,0,0,0,12,300000,NO,NO,NO,NO
62-38-02-67,0295-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36-60-91-30,0296-001-002,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61-96-62-14,0298-006-001,YES,1,KUUZA DAGAA.,"Wholesale and retail trade, repair of motor vehicles and motorcycles","RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",8,,,,,,8,,8,YES,,8,,NO FIXED LOCATION/MOBILE,5,0,PROCEEDS FROM NON-AG BUSINESS,,,FINAL CONSUMERS,,50000,0,20000,MONTH,190000,MONTH,60000,0,0,100000,30000,12,60000,NO,NO,NO,NO
61-96-62-14,0298-006-001,YES,2,KUUZA MGAHAWA.,"Wholesale and retail trade, repair of motor vehicles and motorcycles","RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",1,,,,,,1,,1,YES,,1,,W/IN OWN OR BUS. PARTNER'S HOME - WITH SPECIAL BUS. SPACE,7,0,PROCEEDS FROM NON-AG BUSINESS,,,FINAL CONSUMERS,,3000000,70000,0,MONTH,2800000,MONTH,300000,4,600000,1800000,100000,12,260000,YES,YES,NO,NO
01-12-50-30,0298-006-004,YES,1,PRAY STATION GAME,Arts; entertainment and recreation,SPORTS ACTIVITIES AND AMUSEMENT AND RECREATION ACTIVITIES,5,,,,,,5,,5,YES,,5,,PERMANENT BLDG. OTHER THAN HOME,2,5,GIFT FROM FAMILY/FRIENDS,OWN SAVINGS,,FINAL CONSUMERS,,1200000,0,0,MONTH,180000,MONTH,150000,0,0,0,30000,12,150000,NO,NO,NO,NO
81-68-55-28,0298-006-006,YES,1,KUUZA VITAFUNWA,"Wholesale and retail trade, repair of motor vehicles and motorcycles","RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",2,,,,,,2,,2,YES,,2,,OTHER TEMPORARY STRUCTURE,5,10,GIFT FROM FAMILY/FRIENDS,,,FINAL CONSUMERS,,23500,0,0,MONTH,66000,MONTH,26000,0,0,28000,12000,11,30000,NO,NO,NO,NO
81-68-55-28,0298-006-006,YES,2,KUUZA MATUNDA,"Wholesale and retail trade, repair of motor vehicles and motorcycles","RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",2,,,,,,2,,2,YES,,2,,OTHER TEMPORARY STRUCTURE,5,0,GIFT FROM FAMILY/FRIENDS,,,FINAL CONSUMERS,,7000,0,0,MONTH,46500,MONTH,17200,0,0,0,0,11,32000,NO,NO,NO,NO
82-47-05-90,0298-006-007,YES,1,FUNDI CHERAHANI,Manufacturing,MANUFACTURE OF WEARING APPAREL,2,,,,,,2,,2,YES,,2,,W/IN OWN OR BUS. PARTNER'S HOME - WITH SPECIAL BUS. SPACE,3,3,OWN SAVINGS,GIFT FROM FAMILY/FRIENDS,,FINAL CONSUMERS,,205500,1000,0,MONTH,100000,MONTH,75000,0,0,25000,0,5,70000,NO,NO,NO,NO
50-08-76-82,0299-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-73-84-34,0300-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88-95-31-32,0300-001-002,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-51-87-14,0301-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49-07-66-40,0301-005-001,YES,1,FUNDI PIKI PIKI,"Wholesale and retail trade, repair of motor vehicles and motorcycles",WHOLESALE AND RETAIL TRADE AND REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,1,,,,,,1,,1,YES,,1,,OTHER TEMPORARY STRUCTURE,1,8,GIFT FROM FAMILY/FRIENDS,,,FINAL CONSUMERS,,50000,0,0,WEEK,21000,WEEK,21000,0,0,0,0,12,80000,NO,NO,NO,NO
30-98-65-42,0302-001-001,YES,1,KUCHOMA MKAA,Manufacturing,"MANUFACTURE OF WOOD AND OF PRODUCTS OF WOOD AND CORK, EXCEPT FURNITURE; MANUFACTURE OF ARTICLES OF STRAW AND PLAITING MATERIALS",1,,,,,,1,,1,YES,,1,,NO FIXED LOCATION/MOBILE,6,0,PROCEEDS FROM ANOTHER AGRICULTURAL BUSINESS,OWN SAVINGS,,FINAL CONSUMERS,SMALL BUSINESS,8000,0,50000,MONTH,100000,MONTH,90000,0,0,0,10000,8,100000,NO,NO,NO,NO
66-47-83-10,0303-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62-07-81-83,0304-001-001,YES,1,KUCHOMA MKAA,Manufacturing,"MANUFACTURE OF WOOD AND OF PRODUCTS OF WOOD AND CORK, EXCEPT FURNITURE; MANUFACTURE OF ARTICLES OF STRAW AND PLAITING MATERIALS",1,,,,,,1,,1,YES,,1,,OTHER TEMPORARY STRUCTURE,3,0,OWN SAVINGS,,,SMALL BUSINESS,,12000,0,200000,MONTH,300000,MONTH,250000,1,30000,0,2000,4,250000,NO,NO,NO,NO
32-14-67-22,0305-001-001,YES,1,KUUZA MIHOGO ILIYOKAANGWA,Accommodation and food service activities,FOOD AND BEVERAGE SERVICE ACTIVITIES,2,,,,,,2,,2,YES,,2,,W/IN OWN OR BUS. PARTNER'S HOME - WITHOUT SPECIAL BUS. SPACE,3,12,GIFT FROM FAMILY/FRIENDS,,,FINAL CONSUMERS,,6500,0,300,WEEK,7000,WEEK,3000,0,0,0,3000,12,12000,NO,NO,NO,NO
69-04-27-82,0306-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80-51-24-60,0307-001-001,YES,1,BIASHARA YA GENGE,"Wholesale and retail trade, repair of motor vehicles and motorcycles",RETAIL SALE IN NON-SPECIALIZED STORES,1,2,4,,,,1,4,1,YES,,1,4,FIXED STALL/ KIOSK - STREET,4,6,PROCEEDS FROM ANOTHER AGRICULTURAL BUSINESS,,,FINAL CONSUMERS,,300000,0,2000000,MONTH,2100000,MONTH,300000,0,0,0,0,12,300000,NO,NO,NO,NO
03-60-63-99,0308-001-001,YES,1,FUNDI SEREMALA,Manufacturing,MANUFACTURE OF FURNITURE,1,,,,,,1,,1,YES,,1,,W/IN OWN OR BUS. PARTNER'S HOME - WITH SPECIAL BUS. SPACE,12,0,PROCEEDS FROM NON-AG BUSINESS,,,FINAL CONSUMERS,,200000,0,60000,MONTH,650000,MONTH,80000,0,0,350000,0,12,80000,NO,NO,NO,NO
32-19-64-20,0309-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-17-36-05,0310-001-001,YES,1,KUFUA VYUMA,Manufacturing,OTHER MANUFACTURING,1,,,,,,1,,1,YES,,1,,W/IN OWN OR BUS. PARTNER'S HOME - WITH SPECIAL BUS. SPACE,44,8,NO START-UP COST,,,FINAL CONSUMERS,,200000,0,0,MONTH,30000,MONTH,30000,0,0,0,10000,7,20000,NO,NO,NO,NO
55-61-56-57,0311-002-001,YES,1,KUTENGENEZA SIMU,Other service activities,REPAIR OF COMPUTERS AND PERSONAL AND HOUSEHOLD GOODS,1,,,,,,1,,1,YES,,1,,W/IN OWN OR BUS. PARTNER'S HOME - WITH SPECIAL BUS. SPACE,7,0,PROCEEDS FROM NON-AG BUSINESS,,,FINAL CONSUMERS,,50000,0,0,MONTH,10000,MONTH,10000,0,0,0,0,12,10000,NO,NO,NO,NO
55-61-56-57,0311-002-001,YES,2,KUUZA MAJI,"Wholesale and retail trade, repair of motor vehicles and motorcycles","RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",1,,,,,,1,,1,YES,,1,,W/IN OWN OR BUS. PARTNER'S HOME - WITH SPECIAL BUS. SPACE,4,0,PROCEEDS FROM NON-AG BUSINESS,,,FINAL CONSUMERS,,0,0,0,MONTH,30000,MONTH,30000,0,0,0,0,12,30000,NO,NO,NO,NO
98-25-23-09,0312-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61-31-47-40,0312-002-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-19-05-49,0313-001-001,YES,1,BIASHARA YA NYAMA YA NGURUWE,Accommodation and food service activities,RESTAURANTS AND MOBILE FOOD SERVICE ACTIVITIES,1,,,,,,1,,1,YES,,1,,W/IN OWN OR BUS. PARTNER'S HOME - WITH SPECIAL BUS. SPACE,9,10,PROCEEDS FROM ANOTHER AGRICULTURAL BUSINESS,,,FINAL CONSUMERS,,80000,0,0,MONTH,520000,MONTH,160000,0,0,0,10000,12,160000,NO,NO,NO,NO
22-19-05-49,0313-001-001,YES,2,BIASHARA YA POMBE YA KIENYEJI,Accommodation and food service activities,BEVERAGE SERVING ACTIVITIES,2,,,,,,2,,2,YES,,2,,W/IN OWN OR BUS. PARTNER'S HOME - WITHOUT SPECIAL BUS. SPACE,1,6,GIFT FROM FAMILY/FRIENDS,,,FINAL CONSUMERS,,10000,0,10000,MONTH,60000,MONTH,20000,0,0,40000,0,6,20000,NO,NO,NO,NO
61-15-16-96,0314-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66-32-50-84,0314-001-005,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53-55-68-22,0315-001-001,YES,1,KUUZA FITO ZA KUJENGEA,Other service activities,OTHER PERSONAL SERVICE ACTIVITIES,1,,,,,,1,,1,YES,,1,,NO FIXED LOCATION/MOBILE,30,12,NO START-UP COST,,,FINAL CONSUMERS,,10000,0,40000,MONTH,160000,MONTH,104000,0,0,0,96000,12,104000,NO,NO,NO,NO
21-83-46-82,0315-001-003,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-01-66-04,0315-001-006,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33-84-24-00,0316-001-001,YES,1,KUUZA KUNI,"Wholesale and retail trade, repair of motor vehicles and motorcycles","RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",2,,,,,,2,,2,YES,,2,,NO FIXED LOCATION/MOBILE,20,0,PROCEEDS FROM ANOTHER AGRICULTURAL BUSINESS,,,FINAL CONSUMERS,,15000,0,0,MONTH,20000,MONTH,20000,0,0,0,0,12,20000,NO,NO,NO,NO
93-08-92-21,0317-002-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90-09-81-16,0318-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79-96-60-97,0319-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70-01-42-10,0319-002-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50-35-86-27,0320-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87-02-55-58,0321-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72-26-60-34,0322-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-58-75-31,0322-006-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65-67-16-12,0323-001-001,YES,1,BIASHARA YA KUUZA SAMAKI,"Wholesale and retail trade, repair of motor vehicles and motorcycles","RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",1,,,,,,1,,1,YES,,1,,NO FIXED LOCATION/MOBILE,0,2,PROCEEDS FROM NON-AG BUSINESS,,,FINAL CONSUMERS,,150000,0,0,MONTH,2040000,MONTH,300000,0,0,1500000,240000,2,300000,NO,NO,NO,NO
52-03-88-73,0324-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50-46-20-22,0325-002-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75-47-93-54,0326-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38-80-82-46,0327-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88-15-45-24,0328-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-39-40-17,0329-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
