interview__key,sdd_hhid,sdd_indid,asset_id,hh_g201,asset_no,hh_g202,hh_g203,hh_g204,hh_g205,hh_g206_1,hh_g206_2,hh_g206_3,hh_g207,hh_g208a,hh_g208b,hh_g209_1,hh_g209_2,hh_g209_3,hh_g210a,hh_g210b,hh_g211,hh_g212,hh_g213,hh_g214_1,hh_g214_2,hh_g214_3
42-04-98-59,0392-001-002,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
42-04-98-59,0392-001-002,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
42-04-98-59,0392-001-002,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
42-04-98-59,0392-001-002,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
91-52-62-82,0393-001-001,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,0,NO,,,,
91-52-62-82,0393-001-001,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
91-52-62-82,0393-001-001,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
91-52-62-82,0393-001-001,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
91-52-62-82,0393-001-001,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
91-52-62-82,0393-001-001,2,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,2,,,0,0,0,NO,,,,
91-52-62-82,0393-001-001,2,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
91-52-62-82,0393-001-001,2,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
91-52-62-82,0393-001-001,2,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
91-52-62-82,0393-001-001,2,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
68-78-67-09,0393-002-001,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
68-78-67-09,0393-002-001,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,10000,NO,,,,
68-78-67-09,0393-002-001,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
68-78-67-09,0393-002-001,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
68-78-67-09,0393-002-001,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
59-34-76-55,0394-001-001,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
59-34-76-55,0394-001-001,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,DO NOT KNOW,NO,,,,
59-34-76-55,0394-001-001,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
59-34-76-55,0394-001-001,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
59-34-76-55,0394-001-001,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
46-80-56-01,0398-001-003,6,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
46-80-56-01,0398-001-003,6,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,6,,,0,0,12000,NO,,,,
46-80-56-01,0398-001-003,6,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
46-80-56-01,0398-001-003,6,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
46-80-56-01,0398-001-003,6,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
05-84-71-82,0398-001-005,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
05-84-71-82,0398-001-005,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
05-84-71-82,0398-001-005,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
05-84-71-82,0398-001-005,1,INFORMAL SAVINGS PROGRAM/CLUB,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,24000,NO,,,,
05-84-71-82,0398-001-005,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
75-52-50-40,0399-001-001,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
75-52-50-40,0399-001-001,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,50000,YES,NO,2,,
75-52-50-40,0399-001-001,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
75-52-50-40,0399-001-001,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
75-52-50-40,0399-001-001,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
65-75-62-15,0401-001-001,5,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
65-75-62-15,0401-001-001,5,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
65-75-62-15,0401-001-001,5,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
65-75-62-15,0401-001-001,5,INFORMAL SAVINGS PROGRAM/CLUB,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,5,,,2,9,35000,NO,,,,
65-75-62-15,0401-001-001,5,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
96-25-62-36,0402-001-002,6,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
96-25-62-36,0402-001-002,6,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,6,,,0,0,12000,NO,,,,
96-25-62-36,0402-001-002,6,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
96-25-62-36,0402-001-002,6,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
96-25-62-36,0402-001-002,6,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
75-24-28-19,0403-001-001,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
75-24-28-19,0403-001-001,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,20000,NO,,,,
75-24-28-19,0403-001-001,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
75-24-28-19,0403-001-001,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
75-24-28-19,0403-001-001,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
05-05-31-11,0405-003-001,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
05-05-31-11,0405-003-001,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,40000,NO,,,,
05-05-31-11,0405-003-001,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
05-05-31-11,0405-003-001,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
05-05-31-11,0405-003-001,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
75-14-26-71,0406-001-001,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
75-14-26-71,0406-001-001,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,0,NO,,,,
75-14-26-71,0406-001-001,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
75-14-26-71,0406-001-001,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
75-14-26-71,0406-001-001,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
53-51-88-47,0421-001-001,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
53-51-88-47,0421-001-001,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,55000,NO,,,,
53-51-88-47,0421-001-001,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
53-51-88-47,0421-001-001,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
53-51-88-47,0421-001-001,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
52-26-67-08,0421-001-002,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
52-26-67-08,0421-001-002,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,21000,NO,,,,
52-26-67-08,0421-001-002,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
52-26-67-08,0421-001-002,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
52-26-67-08,0421-001-002,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
19-76-84-95,0428-001-001,2,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
19-76-84-95,0428-001-001,2,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,2,,,0,0,15000,NO,,,,
19-76-84-95,0428-001-001,2,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
19-76-84-95,0428-001-001,2,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
19-76-84-95,0428-001-001,2,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
19-76-84-95,0428-001-001,5,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
19-76-84-95,0428-001-001,5,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,5,,,0,0,32000,NO,,,,
19-76-84-95,0428-001-001,5,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
19-76-84-95,0428-001-001,5,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
19-76-84-95,0428-001-001,5,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
32-43-99-10,0438-002-001,2,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,2,,,0,0,0,NO,,,,
32-43-99-10,0438-002-001,2,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
32-43-99-10,0438-002-001,2,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
32-43-99-10,0438-002-001,2,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
32-43-99-10,0438-002-001,2,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
39-42-81-55,0439-001-001,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,200000,NO,,,,
39-42-81-55,0439-001-001,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
39-42-81-55,0439-001-001,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
39-42-81-55,0439-001-001,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
39-42-81-55,0439-001-001,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
00-91-18-42,0440-002-001,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
00-91-18-42,0440-002-001,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,2000,NO,,,,
00-91-18-42,0440-002-001,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
00-91-18-42,0440-002-001,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
00-91-18-42,0440-002-001,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
82-91-48-29,0440-003-001,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
82-91-48-29,0440-003-001,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,15000,NO,,,,
82-91-48-29,0440-003-001,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
82-91-48-29,0440-003-001,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
82-91-48-29,0440-003-001,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
50-93-26-71,0440-003-002,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
50-93-26-71,0440-003-002,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,10000,NO,,,,
50-93-26-71,0440-003-002,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
50-93-26-71,0440-003-002,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
50-93-26-71,0440-003-002,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
31-07-58-53,0441-001-001,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
31-07-58-53,0441-001-001,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,REFUSE TO ANSWER,NO,,,,
31-07-58-53,0441-001-001,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
31-07-58-53,0441-001-001,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
31-07-58-53,0441-001-001,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
33-34-75-08,0448-002-003,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
33-34-75-08,0448-002-003,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,0,NO,,,,
33-34-75-08,0448-002-003,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
33-34-75-08,0448-002-003,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
33-34-75-08,0448-002-003,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
95-87-11-16,0454-002-002,2,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
95-87-11-16,0454-002-002,2,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
95-87-11-16,0454-002-002,2,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
95-87-11-16,0454-002-002,2,INFORMAL SAVINGS PROGRAM/CLUB,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,2,,,0,0,300000,NO,,,,
95-87-11-16,0454-002-002,2,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
96-19-28-79,0454-003-001,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
96-19-28-79,0454-003-001,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,10000,NO,,,,
96-19-28-79,0454-003-001,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA2,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,20000,NO,,,,
96-19-28-79,0454-003-001,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
96-19-28-79,0454-003-001,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
96-19-28-79,0454-003-001,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
08-66-17-10,0456-001-001,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
08-66-17-10,0456-001-001,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
08-66-17-10,0456-001-001,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
08-66-17-10,0456-001-001,1,INFORMAL SAVINGS PROGRAM/CLUB,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,0,YES,YES,,,
08-66-17-10,0456-001-001,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
74-23-57-59,0457-001-001,2,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
74-23-57-59,0457-001-001,2,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,2,,,0,0,REFUSE TO ANSWER,NO,,,,
74-23-57-59,0457-001-001,2,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA2,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,2,,,0,0,REFUSE TO ANSWER,NO,,,,
74-23-57-59,0457-001-001,2,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
74-23-57-59,0457-001-001,2,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
74-23-57-59,0457-001-001,2,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
79-92-81-05,0459-001-001,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
79-92-81-05,0459-001-001,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,2,0,200000,NO,,,,
79-92-81-05,0459-001-001,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
79-92-81-05,0459-001-001,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
79-92-81-05,0459-001-001,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
19-61-19-60,0460-001-001,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
19-61-19-60,0460-001-001,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,35000,NO,,,,
19-61-19-60,0460-001-001,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
19-61-19-60,0460-001-001,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
19-61-19-60,0460-001-001,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
42-52-14-43,0462-001-001,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
42-52-14-43,0462-001-001,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,160000,NO,,,,
42-52-14-43,0462-001-001,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
42-52-14-43,0462-001-001,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
42-52-14-43,0462-001-001,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
28-80-80-37,0463-001-001,2,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,2,,,0,0,0,NO,,,,
28-80-80-37,0463-001-001,2,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
28-80-80-37,0463-001-001,2,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
28-80-80-37,0463-001-001,2,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
28-80-80-37,0463-001-001,2,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
90-71-55-22,0463-001-005,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
90-71-55-22,0463-001-005,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,DO NOT KNOW,NO,,,,
90-71-55-22,0463-001-005,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
90-71-55-22,0463-001-005,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
90-71-55-22,0463-001-005,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
88-82-54-67,0464-001-001,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
88-82-54-67,0464-001-001,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,1200000,NO,,,,
88-82-54-67,0464-001-001,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA2,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,400000,NO,,,,
88-82-54-67,0464-001-001,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
88-82-54-67,0464-001-001,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
88-82-54-67,0464-001-001,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
44-15-41-02,0467-001-002,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
44-15-41-02,0467-001-002,1,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,1,,,0,0,150000,NO,,,,
44-15-41-02,0467-001-002,1,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
44-15-41-02,0467-001-002,1,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
44-15-41-02,0467-001-002,1,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
64-34-17-13,0467-001-003,3,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
64-34-17-13,0467-001-003,3,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,3,,,0,0,REFUSE TO ANSWER,NO,,,,
64-34-17-13,0467-001-003,3,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
64-34-17-13,0467-001-003,3,INFORMAL SAVINGS PROGRAM/CLUB,NO,,,,,,,,,,,,,,,,,,,,,,
64-34-17-13,0467-001-003,3,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
35-25-01-93,0468-001-001,2,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
35-25-01-93,0468-001-001,2,FORMAL BANK/CREDIT UNION/SAVINGS ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
35-25-01-93,0468-001-001,2,MICROFINANCE ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
35-25-01-93,0468-001-001,2,INFORMAL SAVINGS PROGRAM/CLUB,YES,FA1,**CONFIDENTIAL**,**CONFIDENTIAL**,NO,,,,,,,,2,,,0,0,REFUSE TO ANSWER,NO,,,,
35-25-01-93,0468-001-001,2,OTHER (SPECIFY),NO,,,,,,,,,,,,,,,,,,,,,,
28-12-55-49,0469-001-001,1,FORMAL BANK/CREDIT UNION/CHECKING ACCOUNT,NO,,,,,,,,,,,,,,,,,,,,,,
