interview__key,sdd_hhid,lvstckid,lf03_01,lf03_02_1,lf03_02_2,lf03_02_3,lf03_02_4,lf03_03,lf03_04,lf03_05_1,lf03_05_2,lf03_05_3,lf03_05_4,lf03_06,lf03_07,lf03_08,lf03_09,lf03_10,lf03_11,lf03_12,lf03_13,lf03_14
99-73-94-40,0268-001-001,DOGS,,,,,,,,,,,,,,,,,,,,
88-55-89-02,0268-001-002,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
88-55-89-02,0268-001-002,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
88-55-89-02,0268-001-002,PIGS,,,,,,,,,,,,,,,,,,,,
88-55-89-02,0268-001-002,POULTRY,,,,,,,,,,,,,,,,,,,,
88-55-89-02,0268-001-002,DONKEYS,,,,,,,,,,,,,,,,,,,,
88-55-89-02,0268-001-002,DOGS,,,,,,,,,,,,,,,,,,,,
07-15-41-44,0269-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
07-15-41-44,0269-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
07-15-41-44,0269-001-001,PIGS,,,,,,,,,,,,,,,,,,,,
07-15-41-44,0269-001-001,POULTRY,,,,,,,,,,,,,,,,,,,,
07-15-41-44,0269-001-001,DONKEYS,,,,,,,,,,,,,,,,,,,,
07-15-41-44,0269-001-001,DOGS,,,,,,,,,,,,,,,,,,,,
13-53-55-54,0270-002-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
13-53-55-54,0270-002-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
13-53-55-54,0270-002-001,PIGS,,,,,,,,,,,,,,,,,,,,
13-53-55-54,0270-002-001,POULTRY,,,,,,,,,,,,,,,,,,,,
13-53-55-54,0270-002-001,DONKEYS,,,,,,,,,,,,,,,,,,,,
13-53-55-54,0270-002-001,DOGS,,,,,,,,,,,,,,,,,,,,
44-15-25-13,0271-002-001,LARGE RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
44-15-25-13,0271-002-001,SMALL RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
44-15-25-13,0271-002-001,PIGS,NO,,,,,,,,,,,,,,,,,,,
44-15-25-13,0271-002-001,POULTRY,YES,NOT SICK,,,,NO,,,,,,NO,,,,,,NO,,0
44-15-25-13,0271-002-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
44-15-25-13,0271-002-001,DOGS,NO,,,,,,,,,,,,,,,,,,,
19-00-41-84,0272-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
19-00-41-84,0272-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
19-00-41-84,0272-001-001,PIGS,,,,,,,,,,,,,,,,,,,,
19-00-41-84,0272-001-001,POULTRY,,,,,,,,,,,,,,,,,,,,
19-00-41-84,0272-001-001,DONKEYS,,,,,,,,,,,,,,,,,,,,
19-00-41-84,0272-001-001,DOGS,,,,,,,,,,,,,,,,,,,,
57-34-89-32,0273-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
57-34-89-32,0273-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
57-34-89-32,0273-001-001,PIGS,,,,,,,,,,,,,,,,,,,,
57-34-89-32,0273-001-001,POULTRY,,,,,,,,,,,,,,,,,,,,
57-34-89-32,0273-001-001,DONKEYS,,,,,,,,,,,,,,,,,,,,
57-34-89-32,0273-001-001,DOGS,,,,,,,,,,,,,,,,,,,,
83-68-94-38,0273-005-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
83-68-94-38,0273-005-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
83-68-94-38,0273-005-001,PIGS,,,,,,,,,,,,,,,,,,,,
83-68-94-38,0273-005-001,POULTRY,,,,,,,,,,,,,,,,,,,,
83-68-94-38,0273-005-001,DONKEYS,,,,,,,,,,,,,,,,,,,,
83-68-94-38,0273-005-001,DOGS,,,,,,,,,,,,,,,,,,,,
14-60-99-32,0274-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
14-60-99-32,0274-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
14-60-99-32,0274-001-001,PIGS,,,,,,,,,,,,,,,,,,,,
14-60-99-32,0274-001-001,POULTRY,,,,,,,,,,,,,,,,,,,,
14-60-99-32,0274-001-001,DONKEYS,,,,,,,,,,,,,,,,,,,,
14-60-99-32,0274-001-001,DOGS,,,,,,,,,,,,,,,,,,,,
32-61-54-24,0275-001-002,LARGE RUMINANTS,YES,NOT SICK,,,,NO,,,,,,NO,,NO,,NO,,NO,,0
32-61-54-24,0275-001-002,SMALL RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
32-61-54-24,0275-001-002,PIGS,NO,,,,,,,,,,,,,,,,,,,
32-61-54-24,0275-001-002,POULTRY,YES,NOT SICK,,,,NO,,,,,,NO,,,,,,NO,,0
32-61-54-24,0275-001-002,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
32-61-54-24,0275-001-002,DOGS,NO,,,,,,,,,,,,,,,,,,,
22-59-93-72,0276-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
22-59-93-72,0276-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
22-59-93-72,0276-001-001,PIGS,,,,,,,,,,,,,,,,,,,,
22-59-93-72,0276-001-001,POULTRY,,,,,,,,,,,,,,,,,,,,
22-59-93-72,0276-001-001,DONKEYS,,,,,,,,,,,,,,,,,,,,
22-59-93-72,0276-001-001,DOGS,,,,,,,,,,,,,,,,,,,,
71-02-30-95,0277-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
71-02-30-95,0277-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
71-02-30-95,0277-001-001,PIGS,,,,,,,,,,,,,,,,,,,,
71-02-30-95,0277-001-001,POULTRY,,,,,,,,,,,,,,,,,,,,
71-02-30-95,0277-001-001,DONKEYS,,,,,,,,,,,,,,,,,,,,
71-02-30-95,0277-001-001,DOGS,,,,,,,,,,,,,,,,,,,,
80-89-25-38,0277-008-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
80-89-25-38,0277-008-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
80-89-25-38,0277-008-001,PIGS,,,,,,,,,,,,,,,,,,,,
80-89-25-38,0277-008-001,POULTRY,,,,,,,,,,,,,,,,,,,,
80-89-25-38,0277-008-001,DONKEYS,,,,,,,,,,,,,,,,,,,,
80-89-25-38,0277-008-001,DOGS,,,,,,,,,,,,,,,,,,,,
85-41-80-11,0278-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
85-41-80-11,0278-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
85-41-80-11,0278-001-001,PIGS,,,,,,,,,,,,,,,,,,,,
85-41-80-11,0278-001-001,POULTRY,,,,,,,,,,,,,,,,,,,,
85-41-80-11,0278-001-001,DONKEYS,,,,,,,,,,,,,,,,,,,,
85-41-80-11,0278-001-001,DOGS,,,,,,,,,,,,,,,,,,,,
71-70-87-92,0278-001-002,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
71-70-87-92,0278-001-002,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
71-70-87-92,0278-001-002,PIGS,,,,,,,,,,,,,,,,,,,,
71-70-87-92,0278-001-002,POULTRY,,,,,,,,,,,,,,,,,,,,
71-70-87-92,0278-001-002,DONKEYS,,,,,,,,,,,,,,,,,,,,
71-70-87-92,0278-001-002,DOGS,,,,,,,,,,,,,,,,,,,,
60-25-30-64,0279-002-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
60-25-30-64,0279-002-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
60-25-30-64,0279-002-001,PIGS,,,,,,,,,,,,,,,,,,,,
60-25-30-64,0279-002-001,POULTRY,,,,,,,,,,,,,,,,,,,,
60-25-30-64,0279-002-001,DONKEYS,,,,,,,,,,,,,,,,,,,,
60-25-30-64,0279-002-001,DOGS,,,,,,,,,,,,,,,,,,,,
71-03-08-46,0279-002-002,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
71-03-08-46,0279-002-002,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
71-03-08-46,0279-002-002,PIGS,,,,,,,,,,,,,,,,,,,,
71-03-08-46,0279-002-002,POULTRY,,,,,,,,,,,,,,,,,,,,
71-03-08-46,0279-002-002,DONKEYS,,,,,,,,,,,,,,,,,,,,
71-03-08-46,0279-002-002,DOGS,,,,,,,,,,,,,,,,,,,,
98-72-25-05,0279-003-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
98-72-25-05,0279-003-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
98-72-25-05,0279-003-001,PIGS,,,,,,,,,,,,,,,,,,,,
98-72-25-05,0279-003-001,POULTRY,,,,,,,,,,,,,,,,,,,,
98-72-25-05,0279-003-001,DONKEYS,,,,,,,,,,,,,,,,,,,,
98-72-25-05,0279-003-001,DOGS,,,,,,,,,,,,,,,,,,,,
23-05-27-92,0279-006-001,LARGE RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
23-05-27-92,0279-006-001,SMALL RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
23-05-27-92,0279-006-001,PIGS,NO,,,,,,,,,,,,,,,,,,,
23-05-27-92,0279-006-001,POULTRY,YES,NOT SICK,,,,NO,,,,,,NO,,,,,,NO,,0
23-05-27-92,0279-006-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
23-05-27-92,0279-006-001,DOGS,NO,,,,,,,,,,,,,,,,,,,
53-31-80-18,0280-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
53-31-80-18,0280-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
53-31-80-18,0280-001-001,PIGS,,,,,,,,,,,,,,,,,,,,
53-31-80-18,0280-001-001,POULTRY,,,,,,,,,,,,,,,,,,,,
53-31-80-18,0280-001-001,DONKEYS,,,,,,,,,,,,,,,,,,,,
53-31-80-18,0280-001-001,DOGS,,,,,,,,,,,,,,,,,,,,
18-82-85-31,0280-001-003,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
18-82-85-31,0280-001-003,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
18-82-85-31,0280-001-003,PIGS,,,,,,,,,,,,,,,,,,,,
18-82-85-31,0280-001-003,POULTRY,,,,,,,,,,,,,,,,,,,,
18-82-85-31,0280-001-003,DONKEYS,,,,,,,,,,,,,,,,,,,,
18-82-85-31,0280-001-003,DOGS,,,,,,,,,,,,,,,,,,,,
39-02-00-74,0280-001-004,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
39-02-00-74,0280-001-004,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
39-02-00-74,0280-001-004,PIGS,,,,,,,,,,,,,,,,,,,,
39-02-00-74,0280-001-004,POULTRY,,,,,,,,,,,,,,,,,,,,
39-02-00-74,0280-001-004,DONKEYS,,,,,,,,,,,,,,,,,,,,
39-02-00-74,0280-001-004,DOGS,,,,,,,,,,,,,,,,,,,,
80-17-56-66,0283-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
80-17-56-66,0283-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
80-17-56-66,0283-001-001,PIGS,,,,,,,,,,,,,,,,,,,,
80-17-56-66,0283-001-001,POULTRY,,,,,,,,,,,,,,,,,,,,
80-17-56-66,0283-001-001,DONKEYS,,,,,,,,,,,,,,,,,,,,
80-17-56-66,0283-001-001,DOGS,,,,,,,,,,,,,,,,,,,,
79-01-71-66,0283-003-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
79-01-71-66,0283-003-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
79-01-71-66,0283-003-001,PIGS,,,,,,,,,,,,,,,,,,,,
79-01-71-66,0283-003-001,POULTRY,,,,,,,,,,,,,,,,,,,,
79-01-71-66,0283-003-001,DONKEYS,,,,,,,,,,,,,,,,,,,,
79-01-71-66,0283-003-001,DOGS,,,,,,,,,,,,,,,,,,,,
98-28-80-40,0283-003-002,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
98-28-80-40,0283-003-002,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
98-28-80-40,0283-003-002,PIGS,,,,,,,,,,,,,,,,,,,,
98-28-80-40,0283-003-002,POULTRY,,,,,,,,,,,,,,,,,,,,
98-28-80-40,0283-003-002,DONKEYS,,,,,,,,,,,,,,,,,,,,
98-28-80-40,0283-003-002,DOGS,,,,,,,,,,,,,,,,,,,,
25-73-08-47,0284-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
25-73-08-47,0284-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
25-73-08-47,0284-001-001,PIGS,,,,,,,,,,,,,,,,,,,,
25-73-08-47,0284-001-001,POULTRY,,,,,,,,,,,,,,,,,,,,
25-73-08-47,0284-001-001,DONKEYS,,,,,,,,,,,,,,,,,,,,
25-73-08-47,0284-001-001,DOGS,,,,,,,,,,,,,,,,,,,,
74-35-04-61,0285-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
74-35-04-61,0285-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
74-35-04-61,0285-001-001,PIGS,,,,,,,,,,,,,,,,,,,,
74-35-04-61,0285-001-001,POULTRY,,,,,,,,,,,,,,,,,,,,
74-35-04-61,0285-001-001,DONKEYS,,,,,,,,,,,,,,,,,,,,
74-35-04-61,0285-001-001,DOGS,,,,,,,,,,,,,,,,,,,,
16-61-30-78,0287-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
16-61-30-78,0287-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
16-61-30-78,0287-001-001,PIGS,,,,,,,,,,,,,,,,,,,,
16-61-30-78,0287-001-001,POULTRY,,,,,,,,,,,,,,,,,,,,
16-61-30-78,0287-001-001,DONKEYS,,,,,,,,,,,,,,,,,,,,
16-61-30-78,0287-001-001,DOGS,,,,,,,,,,,,,,,,,,,,
84-51-41-53,0288-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
84-51-41-53,0288-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
84-51-41-53,0288-001-001,PIGS,,,,,,,,,,,,,,,,,,,,
84-51-41-53,0288-001-001,POULTRY,,,,,,,,,,,,,,,,,,,,
84-51-41-53,0288-001-001,DONKEYS,,,,,,,,,,,,,,,,,,,,
84-51-41-53,0288-001-001,DOGS,,,,,,,,,,,,,,,,,,,,
63-02-03-97,0290-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
63-02-03-97,0290-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
63-02-03-97,0290-001-001,PIGS,,,,,,,,,,,,,,,,,,,,
63-02-03-97,0290-001-001,POULTRY,,,,,,,,,,,,,,,,,,,,
63-02-03-97,0290-001-001,DONKEYS,,,,,,,,,,,,,,,,,,,,
63-02-03-97,0290-001-001,DOGS,,,,,,,,,,,,,,,,,,,,
35-18-85-05,0291-001-001,LARGE RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
35-18-85-05,0291-001-001,SMALL RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
35-18-85-05,0291-001-001,PIGS,NO,,,,,,,,,,,,,,,,,,,
35-18-85-05,0291-001-001,POULTRY,YES,NOT SICK,,,,NO,,,,,,NO,,,,,,NO,,0
35-18-85-05,0291-001-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
35-18-85-05,0291-001-001,DOGS,NO,,,,,,,,,,,,,,,,,,,
85-31-10-94,0291-001-003,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
85-31-10-94,0291-001-003,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
85-31-10-94,0291-001-003,PIGS,,,,,,,,,,,,,,,,,,,,
85-31-10-94,0291-001-003,POULTRY,,,,,,,,,,,,,,,,,,,,
85-31-10-94,0291-001-003,DONKEYS,,,,,,,,,,,,,,,,,,,,
85-31-10-94,0291-001-003,DOGS,,,,,,,,,,,,,,,,,,,,
82-39-62-03,0291-001-005,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
82-39-62-03,0291-001-005,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
82-39-62-03,0291-001-005,PIGS,,,,,,,,,,,,,,,,,,,,
82-39-62-03,0291-001-005,POULTRY,,,,,,,,,,,,,,,,,,,,
82-39-62-03,0291-001-005,DONKEYS,,,,,,,,,,,,,,,,,,,,
82-39-62-03,0291-001-005,DOGS,,,,,,,,,,,,,,,,,,,,
65-18-30-41,0292-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
65-18-30-41,0292-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
65-18-30-41,0292-001-001,PIGS,,,,,,,,,,,,,,,,,,,,
65-18-30-41,0292-001-001,POULTRY,,,,,,,,,,,,,,,,,,,,
65-18-30-41,0292-001-001,DONKEYS,,,,,,,,,,,,,,,,,,,,
65-18-30-41,0292-001-001,DOGS,,,,,,,,,,,,,,,,,,,,
55-20-85-17,0294-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
55-20-85-17,0294-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
55-20-85-17,0294-001-001,PIGS,,,,,,,,,,,,,,,,,,,,
55-20-85-17,0294-001-001,POULTRY,,,,,,,,,,,,,,,,,,,,
55-20-85-17,0294-001-001,DONKEYS,,,,,,,,,,,,,,,,,,,,
55-20-85-17,0294-001-001,DOGS,,,,,,,,,,,,,,,,,,,,
62-38-02-67,0295-001-001,LARGE RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
62-38-02-67,0295-001-001,SMALL RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
62-38-02-67,0295-001-001,PIGS,NO,,,,,,,,,,,,,,,,,,,
62-38-02-67,0295-001-001,POULTRY,YES,NEW CASTLE DISEASE (KIDELI/MDONDO),,,,NO,,,,,,NO,,,,,,"YES, ALL ANIMALS AT LEAST ONCE",THE HOUSEHOLD,0
62-38-02-67,0295-001-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
62-38-02-67,0295-001-001,DOGS,NO,,,,,,,,,,,,,,,,,,,
36-60-91-30,0296-001-002,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
36-60-91-30,0296-001-002,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
36-60-91-30,0296-001-002,PIGS,,,,,,,,,,,,,,,,,,,,
36-60-91-30,0296-001-002,POULTRY,,,,,,,,,,,,,,,,,,,,
36-60-91-30,0296-001-002,DONKEYS,,,,,,,,,,,,,,,,,,,,
36-60-91-30,0296-001-002,DOGS,,,,,,,,,,,,,,,,,,,,
61-96-62-14,0298-006-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
61-96-62-14,0298-006-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
61-96-62-14,0298-006-001,PIGS,,,,,,,,,,,,,,,,,,,,
61-96-62-14,0298-006-001,POULTRY,,,,,,,,,,,,,,,,,,,,
61-96-62-14,0298-006-001,DONKEYS,,,,,,,,,,,,,,,,,,,,
61-96-62-14,0298-006-001,DOGS,,,,,,,,,,,,,,,,,,,,
01-12-50-30,0298-006-004,LARGE RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
01-12-50-30,0298-006-004,SMALL RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
01-12-50-30,0298-006-004,PIGS,YES,NOT SICK,,,,NO,,,,,,"YES, ALL ANIMALS AT LEAST ONCE",THE HOUSEHOLD,NO,,NO,,"YES, ALL ANIMALS AT LEAST ONCE",THE HOUSEHOLD,8000
01-12-50-30,0298-006-004,POULTRY,YES,SMALL POX (NDUI),,,,"YES, ALL ANIMALS AT LEAST ONCE",PRIVATE CLINIC,SMALL POX (NDUI),,,,"YES, ALL ANIMALS AT LEAST ONCE",THE HOUSEHOLD,,,,,"YES, ALL ANIMALS AT LEAST ONCE",THE HOUSEHOLD,50000
01-12-50-30,0298-006-004,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
01-12-50-30,0298-006-004,DOGS,NO,,,,,,,,,,,,,,,,,,,
81-68-55-28,0298-006-006,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
81-68-55-28,0298-006-006,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
81-68-55-28,0298-006-006,PIGS,,,,,,,,,,,,,,,,,,,,
81-68-55-28,0298-006-006,POULTRY,,,,,,,,,,,,,,,,,,,,
81-68-55-28,0298-006-006,DONKEYS,,,,,,,,,,,,,,,,,,,,
81-68-55-28,0298-006-006,DOGS,,,,,,,,,,,,,,,,,,,,
82-47-05-90,0298-006-007,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
82-47-05-90,0298-006-007,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
82-47-05-90,0298-006-007,PIGS,,,,,,,,,,,,,,,,,,,,
82-47-05-90,0298-006-007,POULTRY,,,,,,,,,,,,,,,,,,,,
82-47-05-90,0298-006-007,DONKEYS,,,,,,,,,,,,,,,,,,,,
82-47-05-90,0298-006-007,DOGS,,,,,,,,,,,,,,,,,,,,
50-08-76-82,0299-001-001,LARGE RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
50-08-76-82,0299-001-001,SMALL RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
50-08-76-82,0299-001-001,PIGS,NO,,,,,,,,,,,,,,,,,,,
50-08-76-82,0299-001-001,POULTRY,YES,NOT SICK,,,,NO,,,,,,NO,,,,,,NO,,0
50-08-76-82,0299-001-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
50-08-76-82,0299-001-001,DOGS,NO,,,,,,,,,,,,,,,,,,,
16-73-84-34,0300-001-001,LARGE RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
16-73-84-34,0300-001-001,SMALL RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
16-73-84-34,0300-001-001,PIGS,NO,,,,,,,,,,,,,,,,,,,
16-73-84-34,0300-001-001,POULTRY,YES,NOT SICK,,,,NO,,,,,,NO,,,,,,NO,,0
16-73-84-34,0300-001-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
16-73-84-34,0300-001-001,DOGS,NO,,,,,,,,,,,,,,,,,,,
88-95-31-32,0300-001-002,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
88-95-31-32,0300-001-002,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
88-95-31-32,0300-001-002,PIGS,,,,,,,,,,,,,,,,,,,,
88-95-31-32,0300-001-002,POULTRY,,,,,,,,,,,,,,,,,,,,
88-95-31-32,0300-001-002,DONKEYS,,,,,,,,,,,,,,,,,,,,
88-95-31-32,0300-001-002,DOGS,,,,,,,,,,,,,,,,,,,,
21-51-87-14,0301-001-001,LARGE RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
21-51-87-14,0301-001-001,SMALL RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
21-51-87-14,0301-001-001,PIGS,NO,,,,,,,,,,,,,,,,,,,
21-51-87-14,0301-001-001,POULTRY,YES,NEW CASTLE DISEASE (KIDELI/MDONDO),,,,NO,,,,,,NO,,,,,,NO,,0
21-51-87-14,0301-001-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
21-51-87-14,0301-001-001,DOGS,NO,,,,,,,,,,,,,,,,,,,
49-07-66-40,0301-005-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
49-07-66-40,0301-005-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
49-07-66-40,0301-005-001,PIGS,,,,,,,,,,,,,,,,,,,,
49-07-66-40,0301-005-001,POULTRY,,,,,,,,,,,,,,,,,,,,
49-07-66-40,0301-005-001,DONKEYS,,,,,,,,,,,,,,,,,,,,
49-07-66-40,0301-005-001,DOGS,,,,,,,,,,,,,,,,,,,,
30-98-65-42,0302-001-001,LARGE RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
30-98-65-42,0302-001-001,SMALL RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
30-98-65-42,0302-001-001,PIGS,NO,,,,,,,,,,,,,,,,,,,
30-98-65-42,0302-001-001,POULTRY,YES,NEW CASTLE DISEASE (KIDELI/MDONDO),,,,NO,,,,,,NO,,,,,,"YES, ALL ANIMALS AT LEAST ONCE",THE HOUSEHOLD,0
30-98-65-42,0302-001-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
30-98-65-42,0302-001-001,DOGS,NO,,,,,,,,,,,,,,,,,,,
66-47-83-10,0303-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
66-47-83-10,0303-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
66-47-83-10,0303-001-001,PIGS,,,,,,,,,,,,,,,,,,,,
66-47-83-10,0303-001-001,POULTRY,,,,,,,,,,,,,,,,,,,,
66-47-83-10,0303-001-001,DONKEYS,,,,,,,,,,,,,,,,,,,,
66-47-83-10,0303-001-001,DOGS,,,,,,,,,,,,,,,,,,,,
62-07-81-83,0304-001-001,LARGE RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
62-07-81-83,0304-001-001,SMALL RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
62-07-81-83,0304-001-001,PIGS,NO,,,,,,,,,,,,,,,,,,,
62-07-81-83,0304-001-001,POULTRY,YES,NEW CASTLE DISEASE (KIDELI/MDONDO),SMALL POX (NDUI),,,NO,,,,,,NO,,,,,,"YES, SOME",THE HOUSEHOLD,0
62-07-81-83,0304-001-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
62-07-81-83,0304-001-001,DOGS,NO,,,,,,,,,,,,,,,,,,,
32-14-67-22,0305-001-001,LARGE RUMINANTS,,,,,,,,,,,,,,,,,,,,
32-14-67-22,0305-001-001,SMALL RUMINANTS,,,,,,,,,,,,,,,,,,,,
32-14-67-22,0305-001-001,PIGS,,,,,,,,,,,,,,,,,,,,
32-14-67-22,0305-001-001,POULTRY,,,,,,,,,,,,,,,,,,,,
32-14-67-22,0305-001-001,DONKEYS,,,,,,,,,,,,,,,,,,,,
32-14-67-22,0305-001-001,DOGS,,,,,,,,,,,,,,,,,,,,
69-04-27-82,0306-001-001,LARGE RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
69-04-27-82,0306-001-001,SMALL RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
69-04-27-82,0306-001-001,PIGS,NO,,,,,,,,,,,,,,,,,,,
69-04-27-82,0306-001-001,POULTRY,YES,NOT SICK,,,,NO,,,,,,NO,,,,,,NO,,0
69-04-27-82,0306-001-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,
69-04-27-82,0306-001-001,DOGS,NO,,,,,,,,,,,,,,,,,,,
80-51-24-60,0307-001-001,LARGE RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
80-51-24-60,0307-001-001,SMALL RUMINANTS,NO,,,,,,,,,,,,,,,,,,,
80-51-24-60,0307-001-001,PIGS,NO,,,,,,,,,,,,,,,,,,,
