interview__key,sdd_hhid,wqt_selection,wqt_prob,wqt_blank_s,wqt_blank_p,wqt_01,wqt_02,wqt_03,wqt_04,wqt_05,wqt_06,wqt_07_1,wqt_07_2,wqt_07_3,wqt_08,wqt_09,wqt_10,wqt_11,wqt_12,wqt_13__Latitude,wqt_13__Longitude,wqt_13__Accuracy,wqt_13__Altitude,wqt_13__Timestamp,wqt_14,wqt_15,wqt_16,wqt_17,wqt_18,wqt_19a,wqt_19,wqt_20,wqr_01a,wqr_01,wqr_02,wqr_03,wqr_04,wqr_05,wqr_06,wqr_07a,wqr_07,wqr_08,wqr_09,wqr_10,wqr_11,wqr_12,wqr_13,wqr_14,wqr_15,wqr_16,wqr_17,wqr_18
82-96-20-56,0497-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58-25-83-45,0497-001-003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86-35-99-27,0498-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85-30-11-93,0498-001-006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-45-26-49,0498-004-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-15-31-20,0499-001-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51-60-75-13,0499-001-004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98-78-01-38,0499-004-002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66-76-23-69,0500-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81-34-91-83,0501-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94-06-30-25,0502-001-002,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99-52-98-92,0502-004-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-96-70-22,0503-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65-14-61-05,0504-008-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35-13-18-76,0504-008-008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-87-48-82,0505-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83-21-21-03,0505-001-002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-41-21-88,0506-001-001,YES,1,NO,,YES,2,2019-06-17T12:09:04,YES,COVERED CONTAINER,NO,,,,,2019-06-17T12:10:09,"SURFACE WATER (RIVER, DAM, LAKE, POND, STREAM, CANAL, IRRIGATION CHANNELS)",NO,WATER SOURCE TOO FAR,,,,,,,,,,,NO,,,NO,,,,2019-06-18T18:08:34,1,YES,,,,,,,,,,,,,
99-79-94-61,0506-003-001,YES,1,YES,0.25,YES,3,2019-06-17T12:48:36,YES,COVERED CONTAINER,NO,,,,,2019-06-17T12:49:00,"SURFACE WATER (RIVER, DAM, LAKE, POND, STREAM, CANAL, IRRIGATION CHANNELS)",YES,,,,,,,,,,,,YES,,,NO,,,,,,,,,,,,,,,,,,,
30-76-15-30,0508-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-51-58-04,0509-001-001,YES,1,NO,,YES,1,2019-06-17T13:34:58,YES,COVERED CONTAINER,NO,,,,,2019-06-17T13:36:50,"SURFACE WATER (RIVER, DAM, LAKE, POND, STREAM, CANAL, IRRIGATION CHANNELS)",YES,,-4.4102691,34.2112022,18,1100.800048828125,2019-06-17T10:48:59,YES,,,,,NO,,,NO,,,,2019-06-18T18:09:45,0,YES,YES,,,,2019-06-18T18:11:05,2,YES,,,,,,
10-51-31-09,0510-001-001,YES,0.66666669,YES,0.16666667,NO,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,,,,,,,,,
21-30-35-20,0510-003-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-59-80-31,0511-001-001,YES,0.66666669,NO,,YES,1,2019-06-18T13:52:23,YES,COVERED CONTAINER,NO,,,,,2019-06-18T13:53:02,PIPED WATER - PUBLIC TAP / STANDPIPE,YES,,-4.3493524,34.1832252,9,1067.699951171875,2019-06-18T10:58:54,NO,,,,,NO,,,NO,,,,2019-06-19T16:09:39,1,YES,NO,,,,,,,,,,,,
02-15-25-91,0512-001-001,YES,0.66666669,NO,,YES,1,2019-06-14T17:18:02,YES,COVERED CONTAINER,NO,,,,,2019-06-14T17:18:28,"SURFACE WATER (RIVER, DAM, LAKE, POND, STREAM, CANAL, IRRIGATION CHANNELS)",YES,,-4.4312098,34.2430279,22,1110.300048828125,2019-06-14T11:12:37,YES,,2019-06-14T17:19:06,,,NO,,,NO,,,,2019-06-17T08:05:30,0,YES,YES,,,,2019-06-17T08:06:21,0,YES,,,,,,
29-85-19-31,0513-001-001,YES,0.66666669,NO,,YES,2,2019-06-15T13:29:53,YES,COVERED CONTAINER,NO,,,,,2019-06-15T13:31:00,"SURFACE WATER (RIVER, DAM, LAKE, POND, STREAM, CANAL, IRRIGATION CHANNELS)",NO,WATER SOURCE TOO FAR,,,,,,,,,,,NO,,,NO,,,,2019-06-16T18:55:10,4,YES,,,,,,,,,,,,,
50-14-76-19,0514-001-001,YES,1,NO,,YES,1,2019-06-15T14:09:16,YES,COVERED CONTAINER,NO,,,,,2019-06-15T14:10:13,TUBEWELL/BOREHOLE,YES,,-4.4005259,34.2567139,15,1140,2019-06-15T11:20:56,YES,,2019-06-15T15:23:46,,,NO,,,NO,,,,2019-06-16T18:53:11,0,YES,YES,,,,2019-06-16T18:54:02,0,NO,,,,,,
16-94-94-48,0515-001-001,YES,0.66666669,NO,,YES,2,2019-06-15T15:09:10,YES,COVERED CONTAINER,NO,,,,,2019-06-15T15:13:39,TUBEWELL/BOREHOLE,YES,,-4.4107863,34.2600181,27.5,1221.4000244140625,2019-06-15T12:06:51,YES,,2019-06-15T15:14:53,,,NO,,,NO,,,,2019-06-16T19:00:05,0,YES,YES,,,,2019-06-16T19:00:55,0,NO,,,,,,
24-89-62-63,0515-003-001,YES,0.66666669,NO,,YES,2,2019-06-15T13:52:07,YES,COVERED CONTAINER,NO,,,,,2019-06-15T13:52:30,TUBEWELL/BOREHOLE,YES,,-4.4112525,34.2599293,18,1138.699951171875,2019-06-15T10:53:34,YES,,2019-06-15T14:13:32,,,NO,,,NO,,,,2019-06-16T18:41:58,0,YES,YES,,,,2019-06-16T18:44:32,0,YES,,,,,,
17-70-91-53,0516-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55-47-18-86,0517-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-21-26-14,0518-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57-94-84-68,0519-001-002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92-69-46-35,0521-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85-65-43-35,0521-001-003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34-50-10-45,0521-001-011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75-59-73-61,0522-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81-44-06-49,0525-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84-11-21-22,0525-003-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44-54-17-13,0525-003-004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36-34-79-20,0525-004-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96-26-27-84,0525-005-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57-59-30-22,0525-005-003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-20-05-63,0526-001-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84-63-95-42,0528-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-74-85-54,0528-001-002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96-96-12-14,0528-001-003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34-63-46-69,0528-001-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-41-04-04,0529-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-32-04-23,0529-001-003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-26-30-56,0529-001-009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-24-72-45,0530-001-001,YES,0.75,NO,,YES,1,2019-04-24T05:06:35,YES,COVERED CONTAINER,NO,,,,2019-04-24T05:07:08,2019-04-24T05:24:56,RAINWATER COLLECTION,YES,,-3.8127626,32.4340895,14,1221.9000244140625,2019-04-23T11:56:49,YES,2019-04-24T05:36:36,2019-04-24T05:50:49,2019-04-24T05:54:02,,NO,,,NO,2019-04-24T11:01:07,101,wqr_03__.jpg,2019-04-24T11:12:37,0,YES,YES,2019-04-24T11:18:06,101,wqr_09__.jpg,2019-04-24T11:24:29,0,YES,,,,,,
53-12-65-26,0530-001-003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79-87-34-06,0531-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92-68-11-85,0532-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-64-64-36,0534-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69-69-02-73,0534-001-003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-98-08-59,0535-001-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47-29-66-48,0535-006-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-41-05-70,0536-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98-57-18-93,0537-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68-28-88-02,0539-001-001,YES,0.75,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,
37-80-27-56,0540-001-001,YES,0.5,NO,,YES,1,2019-05-27T13:52:11,YES,UNCOVERED CONTAINER,YES,BOIL,,,2019-05-27T13:52:45,2019-05-27T13:53:01,"PIPED WATER - PIPED INTO COMPOUND, YARD OR PLOT",YES,,-5.0376837,32.8099763,19.5,1243,2019-05-27T11:15:55,YES,2019-05-27T13:53:52,2019-05-27T13:53:59,,,NO,,,YES,2019-05-29T16:23:22,101,wqr_03__.jpg,2019-05-29T16:24:07,0,YES,YES,2019-05-29T16:24:50,5,wqr_09__.jpg,2019-05-29T16:25:33,1,YES,,,,,,
37-42-25-72,0541-001-001,YES,0.85714287,NO,,YES,1,2019-05-07T12:45:40,YES,COVERED CONTAINER,YES,ADD BLEACH/CHLORINE,,,2019-05-07T12:46:18,2019-05-07T12:46:20,TANKER-TRUCK,NO,OTHER (SPECIFY),,,,,,,,,,,NO,,,YES,2019-05-09T14:42:41,0,wqr_03__.jpg,2019-05-09T14:44:09,0,NO,,,,,,,,,,,,,
30-80-71-86,0542-001-002,YES,0.75,NO,,YES,2,2019-04-16T07:58:14,YES,COVERED CONTAINER,NO,,,,2019-04-18T03:48:07,2019-04-18T03:48:19,PROTECTED DUG WELL,YES,,-5.4768435,32.6621371,6,1134.5,2019-04-16T12:08:19,YES,2019-04-18T03:50:21,2019-04-18T03:50:30,2019-04-18T03:58:04,,NO,,,NO,2019-04-17T15:30:12,101,wqr_03__.jpg,2019-04-17T16:06:04,6,YES,YES,2019-04-17T16:39:50,3,wqr_09__.jpg,2019-04-17T17:48:11,0,YES,,,,,,
12-00-28-08,0543-001-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86-66-07-32,0544-001-001,YES,0.5,NO,,YES,1,2019-05-25T17:08:23,YES,COVERED CONTAINER,NO,,,,2019-05-25T17:08:38,2019-05-25T17:31:18,RAINWATER COLLECTION,YES,,-5.052528,32.8439676,12.5,1173.5999755859375,2019-05-26T15:24:31,YES,2019-05-25T17:37:13,2019-05-25T17:54:23,2019-05-25T18:00:04,,NO,,,NO,2019-05-26T21:33:55,101,wqr_03__.jpg,2019-05-26T21:36:11,6,YES,YES,2019-05-26T21:40:20,101,wqr_09__.jpg,2019-05-26T21:41:54,7,YES,,,,,,
25-52-41-32,0545-006-001,YES,0.85714287,NO,,YES,2,2019-05-06T10:35:07,YES,COVERED CONTAINER,YES,BOIL,,,2019-05-06T10:37:08,2019-05-06T10:37:11,"PIPED WATER - PIPED INTO COMPOUND, YARD OR PLOT",YES,,-6.8023686,39.148127,17,89.69999694824219,2019-05-06T09:21:31,YES,2019-05-06T12:21:50,2019-05-06T12:21:54,2019-05-06T12:22:02,,NO,,,YES,2019-05-07T17:18:26,46,wqr_03__.jpg,2019-05-07T17:20:26,0,NO,YES,2019-05-07T17:21:14,101,wqr_09__.jpg,2019-05-07T17:22:32,0,YES,,,,,,
36-69-26-36,0545-006-003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-14-78-14,0545-008-001,YES,0.85714287,NO,,YES,1,2019-05-07T10:00:29,YES,COVERED CONTAINER,NO,,,,2019-05-07T10:14:02,2019-05-07T10:16:31,"PIPED WATER - PIPED INTO COMPOUND, YARD OR PLOT",YES,,-6.7811434,39.1465678,46.5,39.900001525878906,2019-05-07T09:45:37,YES,2019-05-07T10:18:05,2019-05-07T10:23:42,,,NO,,,NO,2019-05-09T14:07:27,101,wqr_03__.jpg,2019-05-09T14:08:28,3,YES,YES,2019-05-09T14:09:55,70,wqr_09__.jpg,2019-05-09T14:15:45,0,YES,,,,,,
20-78-49-50,0547-001-001,YES,0.5,NO,,YES,1,2019-05-26T16:57:40,YES,COVERED CONTAINER,NO,,,,2019-05-26T17:06:11,2019-05-26T17:18:26,"PIPED WATER - PIPED INTO COMPOUND, YARD OR PLOT",YES,,-5.0379027,32.8100845,36,1214.199951171875,2019-05-26T14:01:24,YES,2019-05-26T17:38:37,2019-05-26T17:49:09,2019-05-26T17:49:12,,NO,,,NO,2019-05-28T10:22:50,95,wqr_03__.jpg,2019-05-28T10:25:29,0,NO,YES,2019-05-28T10:26:12,11,wqr_09__.jpg,2019-05-28T10:28:48,0,NO,,,,,,
60-56-78-78,0547-001-002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-14-17-11,0548-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67-70-48-74,0548-002-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-47-94-46,0548-002-002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91-35-93-10,0549-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-00-68-84,0549-001-002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-92-38-13,0550-001-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-35-45-21,0551-001-001,YES,0.5,NO,,YES,1,2019-05-28T14:21:33,YES,COVERED CONTAINER,YES,BOIL,,,2019-05-28T16:16:34,2019-05-28T16:33:44,"PIPED WATER - PIPED INTO COMPOUND, YARD OR PLOT",YES,,-5.0399205,32.8094038,48,65.30000305175781,2019-05-28T13:09:52,YES,2019-05-28T16:36:30,2019-05-28T16:44:27,2019-05-28T16:54:24,,NO,,,YES,2019-05-30T08:12:42,11,wqr_03__.jpg,2019-05-30T08:14:51,0,NO,YES,2019-05-30T08:15:32,53,wqr_09__.jpg,2019-05-30T08:17:34,0,NO,,,,,,
34-63-03-45,0551-001-003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-83-32-40,0551-001-006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74-15-69-60,0552-001-001,YES,0.66666669,NO,,YES,2,2019-05-08T12:09:06,YES,COVERED CONTAINER,NO,,,,2019-05-08T12:30:22,2019-05-08T12:30:24,"PIPED WATER - PIPED INTO COMPOUND, YARD OR PLOT",YES,,-6.920861,39.2576214,46,58.29999923706055,2019-05-08T09:15:40,YES,2019-05-08T12:19:31,2019-05-08T12:19:36,,,NO,,,NO,2019-05-10T09:22:32,101,wqr_03__.jpg,2019-05-10T09:23:28,0,NO,YES,2019-05-10T09:23:59,33,wqr_09__.jpg,2019-05-10T09:25:32,0,YES,,,,,,
21-74-91-31,0553-001-001,YES,0.66666669,NO,,YES,1,2019-05-08T10:26:50,YES,COVERED CONTAINER,YES,BOIL,,,2019-05-08T10:28:58,2019-05-08T10:30:08,PIPED WATER - PIPED TO NEIGHBOUR,YES,,-6.8889226,39.2976444,20.5,16.799999237060547,2019-05-08T12:56:20,YES,2019-05-08T10:33:52,2019-05-08T10:36:41,,,NO,,,YES,2019-05-10T15:05:18,14,wqr_03__.jpg,2019-05-10T15:08:45,0,YES,YES,2019-05-10T15:10:27,3,wqr_09__.jpg,2019-05-10T15:12:03,0,NO,,,,,,
75-36-95-19,0554-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-86-07-37,0554-003-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-60-75-53,0555-001-001,YES,0.5,NO,,YES,1,2019-05-28T14:34:47,YES,UNCOVERED CONTAINER,NO,,,,2019-05-28T14:35:05,2019-05-28T14:35:07,PIPED WATER - PUBLIC TAP / STANDPIPE,YES,,-5.039023,32.8048147,23,1195.5,2019-05-28T12:42:08,YES,2019-05-28T14:35:35,2019-05-28T14:35:35,,,NO,,,NO,2019-05-29T16:27:01,12,wqr_03__.jpg,2019-05-29T16:27:44,0,YES,YES,2019-05-29T16:28:06,101,wqr_09__.jpg,2019-05-29T16:29:03,0,NO,,,,,,
53-84-84-32,0557-001-001,YES,0.5,YES,0.16666667,YES,2,2019-05-27T10:40:52,YES,COVERED CONTAINER,NO,,,,2019-05-27T10:44:18,2019-05-27T10:57:33,PIPED WATER - PUBLIC TAP / STANDPIPE,YES,,-5.0346165,32.8065495,15.5,1243,2019-05-27T07:32:08,YES,2019-05-27T11:08:48,2019-05-27T11:14:55,2019-05-27T11:25:43,,YES,2019-05-27T11:26:50,2019-05-27T11:33:29,NO,2019-05-28T19:41:36,101,wqr_03__.jpg,2019-05-28T19:43:08,2,NO,YES,2019-05-28T19:44:41,1,wqr_09__.jpg,2019-05-28T19:47:25,0,YES,2019-05-28T19:48:13,0,wqr_15__.jpg,2019-05-28T19:50:03,0,NO
67-80-33-73,0559-001-001,YES,0.66666669,YES,0.16666667,YES,2,2019-05-16T15:21:32,YES,COVERED CONTAINER,YES,BOIL,,,2019-05-16T15:22:37,2019-05-16T15:46:10,PIPED WATER - PIPED INTO DWELLING,YES,,-2.5582281,32.9530745,23,1265.9000244140625,2019-05-16T12:52:49,YES,2019-05-16T15:54:23,2019-05-16T16:04:13,2019-05-16T16:38:09,,YES,2019-05-16T16:12:26,2019-05-16T16:22:05,YES,2019-05-17T18:53:30,12,wqr_03__.jpg,2019-05-17T18:56:18,0,NO,YES,2019-05-17T18:57:37,5,wqr_09__.jpg,2019-05-17T19:02:56,0,NO,2019-05-17T19:03:25,0,wqr_15__.jpg,2019-05-17T19:04:23,0,NO
08-79-34-76,0565-001-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82-44-68-41,0565-003-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94-14-64-63,0565-004-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34-81-69-35,0565-005-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-83-68-12,0566-001-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-88-07-10,0567-001-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38-87-96-66,0568-001-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83-04-78-20,0569-001-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-73-35-36,0570-001-001,YES,1,NO,,YES,2,2019-04-27T11:33:23,YES,COVERED CONTAINER,NO,,,,2019-04-27T11:33:53,2019-04-27T12:02:47,RAINWATER COLLECTION,YES,,-7.503918,31.0415578,12,1545.199951171875,2019-04-27T09:04:50,YES,2019-04-27T12:04:45,2019-04-27T12:05:03,2019-04-27T12:05:16,1008829,NO,,,NO,2019-04-28T16:13:00,7,wqr_03__.jpg,2019-04-28T16:15:45,0,YES,YES,2019-04-28T16:16:35,17,wqr_09__.jpg,2019-04-28T16:18:01,0,YES,,,,,,
03-83-80-72,0571-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54-39-02-08,0571-104-001,YES,1,NO,,YES,2,2019-04-28T10:09:15,YES,COVERED CONTAINER,NO,,,,2019-04-28T10:09:36,2019-04-28T10:09:38,PIPED WATER - PUBLIC TAP / STANDPIPE,YES,,-7.5963419,31.2684667,23,1705.800048828125,2019-04-28T07:12:14,YES,2019-04-28T10:21:45,2019-04-28T10:21:54,2019-04-28T10:22:02,1008856,NO,,,NO,2019-04-29T13:04:10,101,wqr_03__.jpg,2019-04-29T13:06:01,0,YES,YES,2019-04-29T13:06:50,63,wqr_09__.jpg,2019-04-29T13:08:46,2,YES,,,,,,
90-97-25-55,0572-001-003,YES,,NO,,YES,7,2019-04-05T04:02:49,YES,COVERED CONTAINER,NO,,,,2019-04-05T05:48:56,2019-04-05T05:49:07,TUBEWELL/BOREHOLE,YES,,-7.5509256,31.1049928,46,1636.5999755859375,2019-04-05T10:03:45,YES,2019-04-05T06:03:40,2019-04-05T07:17:42,2019-04-09T07:15:05,1008807,NO,,,NO,2019-04-06T11:17:19,101,wqr_03__.jpg,2019-04-06T11:22:01,4,YES,YES,2019-04-06T11:23:56,101,wqr_09__.jpg,2019-04-06T11:26:47,2,YES,,,,,,
91-66-88-33,0573-001-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49-17-08-99,0573-001-003,YES,,YES,,YES,4,2019-04-05T04:31:09,YES,COVERED CONTAINER,NO,,,,2019-04-05T04:41:58,2019-04-05T04:42:08,RAINWATER COLLECTION,YES,,-7.5595986,31.110932,38.5,1546.300048828125,2019-04-05T08:43:39,YES,2019-04-05T04:44:27,2019-04-05T04:45:01,2019-04-10T05:57:13,1008704,YES,2019-04-05T11:07:14,2019-04-05T11:07:20,NO,2019-04-06T11:20:16,101,wqr_03__.jpg,2019-04-06T11:22:37,6,YES,YES,2019-04-06T11:23:44,101,wqr_09__.jpg,2019-04-06T11:31:25,2,YES,2019-04-06T11:32:10,0,wqr_15__.jpg,2019-04-06T11:34:47,0,NO
92-86-58-31,0573-001-006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-49-15-09,0573-003-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42-98-59-24,0573-003-004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-12-35-35,0573-003-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44-14-27-75,0573-003-013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-06-62-86,0573-006-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41-81-57-58,0573-006-003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97-37-90-23,0573-006-009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89-23-01-64,0574-001-001,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-69-36-56,0575-001-001,YES,1,YES,0.5,NO,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,,,,,,,,,,,,
37-88-75-54,0576-001-001,YES,,NO,,YES,3,2019-04-05T06:44:37,YES,COVERED CONTAINER,NO,,,,2019-04-05T06:45:41,2019-04-05T06:46:34,TUBEWELL/BOREHOLE,NO,WATER SOURCE TOO FAR,,,,,,,,,,,NO,,,NO,2019-04-06T11:21:20,101,wqr_03__.jpg,2019-04-06T11:24:17,3,YES,,,,,,,,,,,,,
71-32-15-08,0576-001-002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
