interview__key,sdd_hhid,plotnum,cropid,ag4a_01,ag4a_02,ag4a_03,ag4a_04,ag4a_05,ag4a_06,ag4a_08,ag4a_10_1,ag4a_10_2,ag4a_10a_1,ag4a_10a_2,ag4a_10b,ag4a_10c_1,ag4a_10c_2,ag4a_12,ag4a_13_1,ag4a_13_2,ag4a_17,ag4a_18,ag4a_19,ag4a_20,ag4a_21,ag4a_22,ag4a_23,ag4a_24_1,ag4a_24_2,ag4a_25,ag4a_26,ag4a_27,ag4a_28,ag4a_29_1,ag4a_29_2
80-78-20-03,0381-001-002,1,28,NO,1/4,"OTHER, SPECIFY",YES,MORE FERTILE FOR THE SOIL,TATUTATU,TRADITIONAL,5,KG,5,KG,TRADITIONAL,HAKUNA,,,,,YES,INSECTS,YES,,0.2,YES,INSECTS,MAY,JUNE,,,240,120000,1,
90-22-50-43,0387-001-001,1,1,YES,,,YES,MORE FERTILE FOR THE SOIL,MBEGU FUPI,TRADITIONAL,1.5,KG,HAKUNA,,,HAKUNA,,,,,NO,,YES,,0.5,NO,,MAY,MAY,,,30,9000,1,
90-22-50-43,0387-001-001,1,20,YES,,,YES,MORE FERTILE FOR THE SOIL,MBEGU FUPI,TRADITIONAL,1,KG,1,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,0.5,NO,,JUNE,OCTOBER,,,20,4000,1,
41-18-85-21,0388-001-001,1,1,NO,1/2,"OTHER, SPECIFY",NO,,KIENYEJI,IMPROVED,0.5,KG,HAKUNA,,,HAKUNA,,,,,NO,,YES,,0.1,NO,,MAY,MAY,,,36,10000,1,2
43-97-80-50,0389-001-001,3,1,NO,1/4,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,KIKWETE,"IMPROVED, RECYCLED",2.5,KG,2.5,KG,IMPROVED RECYCLED,HAKUNA,,,,,NO,,YES,,0.12,NO,,MAY,JUNE,,,216,120000,1,
43-97-80-50,0389-001-001,4,1,NO,1/4,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,KIKWETE,"IMPROVED, RECYCLED",2.5,KG,2.5,KG,IMPROVED RECYCLED,HAKUNA,,,,,NO,,YES,,0.12,NO,,MAY,JUNE,,,162,90000,1,
49-08-86-51,0389-001-002,1,1,NO,1/4,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,MAHINDI,TRADITIONAL,1,SMALL CUP,1,SMALL CUP,TRADITIONAL,HAKUNA,,,,,NO,,YES,,0.1,NO,,MAY,JUNE,,,36,14000,1,
49-08-86-51,0389-001-002,1,20,NO,1/4,WAS DIVIDED,NO,,MBAAZI,TRADITIONAL,2,KG,HAKUNA,,,HAKUNA,,,,,NO,,YES,,0.1,NO,,AUGUST,AUGUST,,,20,10000,1,
49-08-86-51,0389-001-002,2,1,NO,1/2,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,MAHINDI,TRADITIONAL,2,KG,2,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,1,YES,DROUGHT,JUNE,JUNE,,,216,84000,1,
49-08-86-51,0389-001-002,2,20,NO,1/4,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,MBAAZI,TRADITIONAL,3,KG,3,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,0.5,YES,DROUGHT,JUNE,AUGUST,,,76,40000,1,
98-73-14-89,0390-001-001,1,1,NO,1/2,WAS DIVIDED,NO,,KIENYEJI,TRADITIONAL,500,OTHER (SPECIFY),500,OTHER (SPECIFY),TRADITIONAL,HAKUNA,,,,,NO,,YES,,0.1,NO,,JUNE,JUNE,,,60,30000,1,
98-73-14-89,0390-001-001,1,11,NO,1/2,WAS DIVIDED,NO,,KIENYEJI,TRADITIONAL,50,KG,HAKUNA,,,50,KG,0,JIRANI,NDANI YA KIJIJI/MJI,NO,,YES,,0.1,NO,,JUNE,AUGUST,,,200,60000,1,
98-73-14-89,0390-001-001,3,1,NO,1/4,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,KIENYEJI,TRADITIONAL,2,KG,2,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,0.1,NO,,JUNE,JULY,,,120,60000,1,
98-73-14-89,0390-001-001,3,20,YES,,,YES,MORE FERTILE FOR THE SOIL,KIENYEJI,TRADITIONAL,1,KG,1,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,0.1,NO,,JUNE,JUNE,,,40,30000,1,
98-73-14-89,0390-001-001,3,22,NO,1/4,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,KIENYEJI,TRADITIONAL,2,KG,2,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,0.1,NO,,JULY,JULY,,,20,50000,1,
77-89-92-35,0391-001-001,1,1,NO,1/4,WAS DIVIDED,NO,,STAR,"IMPROVED, RECYCLED",6,KG,6,KG,IMPROVED RECYCLED,HAKUNA,,,,,NO,,YES,,2,NO,,MAY,MAY,,,432,240000,1,2
77-89-92-35,0391-001-001,1,20,NO,1/4,WAS DIVIDED,NO,,MBEGU YA ASILI,TRADITIONAL,1,KG,1,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,2,NO,,AUGUST,AUGUST,,,200,40000,1,2
77-89-92-35,0391-001-001,1,28,NO,1/4,WAS DIVIDED,NO,,NANJE  (NYEUPE),TRADITIONAL,4,KG,4,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,1,NO,,MAY,MAY,,,133,266000,1,2
42-04-98-59,0392-001-002,1,1,NO,1/4,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,KISASA,IMPROVED,2,KG,HAKUNA,,,2,KG,10000,DUKANI/MCHUUZI,KARIBU NA KIJIJI,NO,,YES,,0.1,NO,,JUNE,JUNE,,,120,45000,1,
42-04-98-59,0392-001-002,1,11,NO,1/4,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,KIENYEJI,TRADITIONAL,30,KG,30,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,0.1,NO,,JULY,SEPTEMBER,,,50,15000,1,
42-04-98-59,0392-001-002,1,18,NO,1/4,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,KIENYEJI,TRADITIONAL,1,KG,1,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,0.1,NO,,JUNE,JUNE,,,40,40000,1,
42-04-98-59,0392-001-002,1,20,NO,1/4,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,KIENYEJI,TRADITIONAL,1,KG,1,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,0.1,NO,,AUGUST,AUGUST,,,120,60000,1,
68-78-67-09,0393-002-001,1,1,NO,1/2,"OTHER, SPECIFY",YES,MORE FERTILE FOR THE SOIL,MBEGU FUPI,TRADITIONAL,1,KG,HAKUNA,,,HAKUNA,,,,,NO,,YES,,0.1,NO,,MAY,MAY,,,30,9000,1,
68-78-67-09,0393-002-001,1,20,NO,1/4,"OTHER, SPECIFY",YES,MORE FERTILE FOR THE SOIL,MBEGU FUPI,TRADITIONAL,0.5,KG,0.5,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,0.1,NO,,JUNE,AUGUST,,,15,4500,1,
07-50-77-12,0395-001-001,1,1,YES,,,YES,MORE FERTILE FOR THE SOIL,TEMBO,"IMPROVED, RECYCLED",6,KG,6,KG,IMPROVED RECYCLED,HAKUNA,,,,,NO,,YES,,1,NO,,JUNE,JUNE,,,300,60000,1,2
07-50-77-12,0395-001-001,1,17,YES,,,YES,MORE FERTILE FOR THE SOIL,ASILI,TRADITIONAL,5,KG,5,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,1,NO,,FEBRUARY,FEBRUARY,,,60,64000,1,2
07-50-77-12,0395-001-001,2,26,YES,,,NO,,ASILI,TRADITIONAL,4,KG,4,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,0.7,NO,,JUNE,JUNE,,,30,7500,1,
07-50-77-12,0395-001-001,3,1,YES,,,YES,MORE FERTILE FOR THE SOIL,ASILI,TRADITIONAL,5,KG,5,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,0.5,NO,,JUNE,JUNE,,,100,40000,1,
07-50-77-12,0395-001-001,3,17,YES,,,YES,MORE FERTILE FOR THE SOIL,ASILI,TRADITIONAL,3,KG,3,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,0.5,NO,,MARCH,MARCH,,,20,5000,1,
36-58-37-13,0395-001-006,1,1,YES,,,YES,MORE FERTILE FOR THE SOIL,TEMBO,"IMPROVED, RECYCLED",4,KG,4,KG,IMPROVED RECYCLED,HAKUNA,,,,,NO,,YES,,1,NO,,JUNE,JUNE,,,100,25000,1,
36-58-37-13,0395-001-006,1,17,YES,,,YES,MORE FERTILE FOR THE SOIL,ASILI,TRADITIONAL,4,KG,4,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,1,NO,,FEBRUARY,MARCH,,,20,40000,1,
36-58-37-13,0395-001-006,2,1,YES,,,YES,MORE FERTILE FOR THE SOIL,TEMBO,"IMPROVED, RECYCLED",12,KG,12,KG,IMPROVED RECYCLED,HAKUNA,,,,,NO,,YES,,1,NO,,JUNE,JUNE,,,840,168000,1,
41-77-08-50,0397-001-001,1,1,NO,1/2,"OTHER, SPECIFY",YES,MORE FERTILE FOR THE SOIL,MAHINDI,TRADITIONAL,4,KG,4,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,0.5,NO,,JULY,SEPTEMBER,,,4,120000,1,
41-77-08-50,0397-001-001,1,75,NO,1/4,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,MABOGA,TRADITIONAL,1,SMALL CUP,1,SMALL CUP,TRADITIONAL,HAKUNA,,,,,NO,,YES,,0.1,NO,,JUNE,AUGUST,,,150,35000,1,
41-77-08-50,0397-001-001,3,1,NO,1/4,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,MAHINDI,TRADITIONAL,12,KG,12,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,1,NO,,JUNE,JULY,,,16,480000,1,
41-77-08-50,0397-001-001,3,17,NO,1/4,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,MEKUNDU,TRADITIONAL,1,KG,HAKUNA,,,1,KG,1200,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,NO,,YES,,0.3,YES,RAINS,MAY,MAY,,,50,90000,1,
41-77-08-50,0397-001-001,6,2,YES,,,NO,,ZENI,TRADITIONAL,16,KG,16,KG,TRADITIONAL,HAKUNA,,,,,YES,BIRDS,YES,,0.9,YES,RAINS,MAY,JUNE,,,16,960000,1,
26-73-74-39,0398-001-001,2,1,YES,,,YES,MORE FERTILE FOR THE SOIL,ASILI,TRADITIONAL,6,KG,6,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,0.5,NO,,JULY,JULY,,,320,42000,1,
26-73-74-39,0398-001-001,2,17,YES,,,YES,MORE FERTILE FOR THE SOIL,ASILI,TRADITIONAL,8,KG,8,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,0.5,NO,,MARCH,MARCH,,,40,80000,1,
72-00-98-96,0398-001-002,2,1,NO,3/4,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,ASILI,TRADITIONAL,16,KG,16,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,1,NO,,JULY,JULY,,,1400,280000,1,2
72-00-98-96,0398-001-002,2,28,NO,1/4,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,ASILI,TRADITIONAL,20,KG,HAKUNA,,,20,KG,20000,SOKO,NDANI YA KIJIJI/MJI,NO,,YES,,0.3,NO,,MARCH,MARCH,,,360,100800,1,2
46-80-56-01,0398-001-003,1,1,NO,1/2,"OTHER, SPECIFY",NO,,MAHINDI,TRADITIONAL,4,KG,HAKUNA,,,4,KG,1500,SOKO KUU,NDANI YA KIJIJI/MJI,NO,,YES,,0.2,NO,,JUNE,JULY,,,100,15000,6,
46-80-56-01,0398-001-003,2,1,YES,,,YES,OTHER (SPECIFY),MAHINDI,TRADITIONAL,15,KG,HAKUNA,,,15,KG,6000,SOKO KUU,NDANI YA KIJIJI/MJI,NO,,YES,,2,YES,DROUGHT,JUNE,JULY,,,15,225000,6,
46-80-56-01,0398-001-003,2,17,NO,1/4,LACK SEEDS,YES,OTHER (SPECIFY),NJANO,TRADITIONAL,2,KG,2,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,0.1,YES,INSECTS,MAY,JUNE,,,20,20000,6,
05-84-71-82,0398-001-005,1,1,NO,1/2,LACK OF TOOLS/EQUIPMENTS,NO,,MAHINDI,TRADITIONAL,6,KG,6,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,0.1,YES,OTHER (SPECIFY),JUNE,JULY,,,250,75000,1,
05-84-71-82,0398-001-005,2,1,YES,,,NO,,MAHINDI,TRADITIONAL,8,KG,8,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,1.5,NO,,JULY,JULY,,,900,270000,1,
05-84-71-82,0398-001-005,3,1,NO,1/2,"OTHER, SPECIFY",NO,,MAHINDI,TRADITIONAL,2,KG,2,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,0.1,NO,,JUNE,JUNE,,,200,60000,1,
75-52-50-40,0399-001-001,1,1,YES,,,YES,MORE FERTILE FOR THE SOIL,MAHINDI,TRADITIONAL,40,KG,40,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,3.5,YES,RAINS,JUNE,JULY,,,40,1200000,1,
75-52-50-40,0399-001-001,1,17,NO,1/4,LACK SEEDS,YES,MORE FERTILE FOR THE SOIL,MEKUNDU,TRADITIONAL,34,KG,HAKUNA,,,34,KG,64000,RAFIKI,KARIBU NA KIJIJI,YES,THEFT,YES,,0.5,YES,INSECTS,MAY,JUNE,,,70,80000,1,
75-52-50-40,0399-001-001,2,1,NO,1/2,"OTHER, SPECIFY",YES,OTHER (SPECIFY),MAHINDI,TRADITIONAL,4,KG,4,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,0.1,YES,RAINS,JUNE,JULY,,,1,30000,1,
75-52-50-40,0399-001-001,2,75,NO,1/4,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,MABOGA,TRADITIONAL,1,SMALL CUP,1,SMALL CUP,TRADITIONAL,HAKUNA,,,,,NO,,YES,,0.1,NO,,AUGUST,AUGUST,,,40,20000,1,
80-55-95-04,0400-001-001,3,1,YES,,,NO,,DK,"IMPROVED, RECYCLED",6,KG,6,KG,IMPROVED RECYCLED,HAKUNA,,,,,YES,INSECTS,YES,,0.75,YES,INSECTS,JULY,JULY,,,720,210000,2,
65-75-62-15,0401-001-001,1,1,NO,1/2,LACK OF TOOLS/EQUIPMENTS,YES,MORE FERTILE FOR THE SOIL,DK,TRADITIONAL,15,KG,15,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,1,NO,,MARCH,JULY,,,280,110000,1,5
65-75-62-15,0401-001-001,1,17,NO,1/2,LACK OF TOOLS/EQUIPMENTS,YES,MORE FERTILE FOR THE SOIL,NJANO,TRADITIONAL,8,KG,8,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,0.5,YES,OTHER (SPECIFY),MARCH,MARCH,,,60,75000,1,5
65-75-62-15,0401-001-001,3,1,NO,1/4,LACK OF TOOLS/EQUIPMENTS,YES,MORE FERTILE FOR THE SOIL,DK,TRADITIONAL,12,KG,12,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,1,NO,,JULY,JULY,,,540,225000,1,
65-75-62-15,0401-001-001,3,17,NO,1/4,LACK OF TOOLS/EQUIPMENTS,YES,MORE FERTILE FOR THE SOIL,NJANO,TRADITIONAL,10,KG,10,KG,TRADITIONAL,HAKUNA,,,,,YES,FLOOD / RAIN,YES,,0.7,YES,RAINS,APRIL,APRIL,,,50,55000,1,
96-25-62-36,0402-001-002,1,1,YES,,,YES,MORE FERTILE FOR THE SOIL,MAHINDI,TRADITIONAL,10,KG,10,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,1.3,NO,,MARCH,JUNE,,,1080,300000,2,
96-25-62-36,0402-001-002,1,26,NO,1/4,LACK SEEDS,YES,MORE FERTILE FOR THE SOIL,NYEUSI,TRADITIONAL,0.5,KG,HAKUNA,,,0.5,KG,1000,JIRANI,NDANI YA KIJIJI/MJI,NO,,YES,,0.3,NO,,MAY,MAY,,,18,25000,2,
96-25-62-36,0402-001-002,1,75,YES,,,YES,MORE FERTILE FOR THE SOIL,BOGA,TRADITIONAL,1,KG,1,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,1.3,NO,,MARCH,JUNE,,,220,50000,2,
75-24-28-19,0403-001-001,1,1,YES,,,YES,MORE FERTILE FOR THE SOIL,SEEDCO TEMBO 19,IMPROVED,2,KG,HAKUNA,,,HAKUNA,,,,,NO,,YES,,0.5,NO,,JULY,JULY,,,400,50000,1,
75-24-28-19,0403-001-001,2,1,NO,3/4,AG EQUIPMENTS,YES,MORE FERTILE FOR THE SOIL,SEEDCO KITEMBO,IMPROVED,12,KG,HAKUNA,,,HAKUNA,,,,,NO,,YES,,3,NO,,JULY,JULY,,,5200,1040000,1,
23-48-39-75,0404-001-001,1,1,NO,1/2,AG EQUIPMENTS,YES,MORE FERTILE FOR THE SOIL,ASILI,TRADITIONAL,6,KG,6,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,0.75,NO,,JUNE,JUNE,,,240,48000,1,
23-48-39-75,0404-001-001,1,26,NO,1/2,LACK SEEDS,YES,MORE FERTILE FOR THE SOIL,ASILI,TRADITIONAL,10,KG,HAKUNA,,,10,KG,6000,JIRANI,NDANI YA KIJIJI/MJI,NO,,YES,,0.75,NO,,JUNE,JUNE,,,84,36000,1,
23-48-39-75,0404-001-001,2,1,NO,1/2,AG EQUIPMENTS,YES,MORE FERTILE FOR THE SOIL,ASILI,TRADITIONAL,12,KG,12,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,2,NO,,JULY,JULY,,,360,72000,1,
23-48-39-75,0404-001-001,2,28,NO,1/2,LACK SEEDS,YES,MORE FERTILE FOR THE SOIL,ASILI,TRADITIONAL,10,KG,HAKUNA,,,10,KG,40000,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,NO,,YES,,2,NO,,APRIL,MAY,,,504,288000,1,
23-48-39-75,0404-001-001,3,32,NO,1/2,LACK SEEDS,NO,,ASILI,TRADITIONAL,5,KG,HAKUNA,,,5,KG,6000,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,NO,,YES,,1,NO,,JUNE,JUNE,,,108,96000,1,
71-97-65-36,0405-001-001,1,1,NO,3/4,WAS DIVIDED,NO,,MAHINDI,TRADITIONAL,6,KG,HAKUNA,,,6,KG,1800,RAFIKI,NDANI YA KIJIJI/MJI,NO,,YES,,0.2,YES,OTHER (SPECIFY),JUNE,JUNE,,,1,35000,1,
71-97-65-36,0405-001-001,2,1,NO,1/4,LACK OF TOOLS/EQUIPMENTS,YES,OTHER (SPECIFY),MAHINDI,TRADITIONAL,4,KG,HAKUNA,,,4,KG,1200,RAFIKI,NDANI YA KIJIJI/MJI,NO,,YES,,0.2,YES,OTHER (SPECIFY),JUNE,JUNE,,,1,35000,1,
71-97-65-36,0405-001-001,2,5,NO,1/4,LACK OF TOOLS/EQUIPMENTS,YES,OTHER (SPECIFY),ULEZI,TRADITIONAL,2,KG,2,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,0.1,NO,,JULY,JULY,,,80,380000,1,
71-97-65-36,0405-001-001,3,1,NO,1/2,LACK OF TOOLS/EQUIPMENTS,YES,OTHER (SPECIFY),MAHINDI,TRADITIONAL,8,KG,HAKUNA,,,8,KG,2400,RAFIKI,NDANI YA KIJIJI/MJI,NO,,YES,,0.3,YES,OTHER (SPECIFY),JUNE,JULY,,,2,70000,1,
71-97-65-36,0405-001-001,3,5,NO,1/4,LACK OF TOOLS/EQUIPMENTS,YES,OTHER (SPECIFY),ULEZI,TRADITIONAL,2,KG,2,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,0.1,YES,ANIMALS,JULY,JULY,,,30,120000,1,
05-05-31-11,0405-003-001,2,1,YES,,,NO,,MAHINDI,TRADITIONAL,20,KG,20,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,2,NO,,JUNE,JULY,,,25,525000,1,
75-14-26-71,0406-001-001,3,1,YES,,,NO,,DK,"IMPROVED, RECYCLED",20,KG,20,KG,IMPROVED RECYCLED,HAKUNA,,,,,NO,,YES,,1,NO,,JULY,JULY,,,800,400000,1,2
90-30-68-35,0407-001-001,1,1,NO,1/2,WAS DIVIDED,NO,,MBEGU KUBWA,TRADITIONAL,4,KG,4,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,1,NO,,JUNE,JUNE,,,540,150000,1,2
90-30-68-35,0407-001-001,1,27,NO,1/2,WAS DIVIDED,NO,,BOX6,IMPROVED,8,KG,HAKUNA,,,8,KG,160000,M/BIASHARA BINAFSI,KARIBU NA MJI,NO,,YES,,2,NO,,MARCH,APRIL,,,320,608000,1,2
51-68-01-74,0408-001-001,2,1,NO,1/2,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,MAHINDI,TRADITIONAL,10,KG,10,KG,TRADITIONAL,HAKUNA,,,,,YES,ANIMALS,YES,,0.4,YES,ANIMALS,JUNE,JUNE,,,540,180000,1,2
51-68-01-74,0408-001-001,2,27,NO,1/2,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,BOKSI SITA,IMPROVED,1,KG,HAKUNA,,,1,KG,20000,DUKANI/MCHUUZI,KARIBU NA MJI,NO,,YES,,0.5,NO,,APRIL,APRIL,,,630,1134000,1,2
45-60-97-69,0409-001-001,1,1,NO,1/4,WAS DIVIDED,NO,,MCHANGANYIKO,TRADITIONAL,24,KG,14,20 LITER BUCKET,TRADITIONAL,10,KG,50000,DUKANI/MCHUUZI,KARIBU NA KIJIJI,YES,ANIMALS,YES,,2,YES,ANIMALS,JUNE,JULY,,,3600,450000,1,2
45-60-97-69,0409-001-001,1,2,NO,1/4,"OTHER, SPECIFY",YES,MORE FERTILE FOR THE SOIL,KIENYEJI,TRADITIONAL,12,KG,12,KG,TRADITIONAL,HAKUNA,,,,,YES,BIRDS,YES,,0.1,YES,DROUGHT,JUNE,JULY,,,90,36000,1,2
45-60-97-69,0409-001-001,1,27,NO,1/4,"OTHER, SPECIFY",NO,,KIENYEJI,TRADITIONAL,9,KG,9,KG,TRADITIONAL,HAKUNA,,,,,YES,DISEASES,YES,,0.5,YES,OTHER (SPECIFY),AUGUST,AUGUST,,,90,162000,1,2
45-60-97-69,0409-001-001,1,32,NO,1/4,LACK SEEDS,NO,,KIENYEJI,TRADITIONAL,6,KG,6,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,0.5,YES,INSECTS,MAY,JUNE,,,120,84000,1,2
17-95-98-51,0412-001-001,2,1,NO,1/4,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,MAHINDI,TRADITIONAL,4,KG,4,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,0.25,NO,,MAY,JUNE,,,360,180000,1,
17-95-98-51,0412-001-001,2,2,NO,1/4,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,INDIA,TRADITIONAL,7,KG,7,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,0.25,NO,,MAY,JUNE,,,120,144000,1,
17-95-98-51,0412-001-001,2,17,NO,1/4,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,MAHARAGE,TRADITIONAL,4,KG,4,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,0.25,NO,,FEBRUARY,MARCH,,,60,72000,1,
17-95-98-51,0412-001-001,2,27,NO,1/4,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,UFUTA,"IMPROVED, RECYCLED",1,LARGE CUP,1,LARGE CUP,IMPROVED,HAKUNA,,,,,NO,,YES,,0.25,NO,,MAY,JULY,,,180,324000,1,
20-06-16-32,0414-001-001,3,1,NO,1/2,WAS DIVIDED,NO,,UYOLE,IMPROVED,4,KG,HAKUNA,,,4,KG,40000,DUKANI/MCHUUZI,KARIBU NA KIJIJI,YES,BIRDS,YES,,0.75,YES,INSECTS,JUNE,JUNE,,,840,84000,1,2
20-06-16-32,0414-001-001,3,27,NO,1/2,WAS DIVIDED,NO,,KIENYEJI,TRADITIONAL,1,KG,1,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,1,NO,,MARCH,MARCH,,,360,80000,1,2
99-47-44-47,0415-002-001,1,27,NO,1/4,"OTHER, SPECIFY",YES,MORE FERTILE FOR THE SOIL,LINDI,IMPROVED,1,KG,HAKUNA,,,1,KG,6000,M/BIASHARA BINAFSI,KARIBU NA MJI,NO,,YES,,0.23,YES,OTHER (SPECIFY),MARCH,APRIL,,,270,486000,1,3
32-54-64-43,0416-001-001,2,1,NO,1/4,WAS DIVIDED,NO,,KIENYEJI,TRADITIONAL,12,KG,12,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,2,NO,,AUGUST,AUGUST,,,1080,300000,1,2
32-54-64-43,0416-001-001,2,27,NO,1/4,WAS DIVIDED,NO,,UFUTA,TRADITIONAL,4,KG,4,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,2,NO,,APRIL,MAY,,,200,380000,1,2
32-54-64-43,0416-001-001,3,1,NO,1/4,WAS DIVIDED,NO,,KIENYEJI,TRADITIONAL,6,KG,6,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,0.5,NO,,JUNE,JULY,,,40,12000,1,2
32-54-64-43,0416-001-001,3,17,NO,3/4,WAS DIVIDED,NO,,NJANO,TRADITIONAL,30,KG,30,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,2,NO,,APRIL,MAY,,,270,350000,1,2
61-37-92-17,0418-001-001,3,1,NO,1/4,WAS DIVIDED,NO,,TEMBO,TRADITIONAL,10,KG,10,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,2.5,NO,,JUNE,JUNE,,,1170,390000,1,2
61-37-92-17,0418-001-001,3,5,NO,1/4,WAS DIVIDED,NO,,ULEZI,TRADITIONAL,2,KG,2,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,1,NO,,JUNE,JUNE,,,180,300000,1,2
61-37-92-17,0418-001-001,3,27,NO,1/4,WAS DIVIDED,NO,,UFUTA,TRADITIONAL,2,KG,2,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,1,NO,,APRIL,APRIL,,,70,133000,1,2
26-99-70-78,0419-001-001,2,1,YES,,,NO,,MAHINDI,TRADITIONAL,18,KG,18,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,1,NO,,JUNE,JULY,,,1000,300000,1,2
26-99-70-78,0419-001-001,3,1,YES,,,NO,,MAHINDI,TRADITIONAL,18,KG,18,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,1,NO,,JUNE,JULY,,,900,270000,1,2
29-39-31-65,0420-001-001,1,1,YES,,,NO,,SEEDCO,IMPROVED,2,KG,HAKUNA,,,2,KG,12000,M/BIASHARA BINAFSI,WILAYA NYINGINE,YES,FLOOD / RAIN,YES,,0.5,YES,RAINS,MARCH,APRIL,,,63,35000,1,
29-39-31-65,0420-001-001,3,1,YES,,,NO,,HYBRID,"IMPROVED, RECYCLED",2,KG,2,KG,IMPROVED,HAKUNA,,,,,NO,,YES,,1,NO,,MARCH,APRIL,,,60,30000,1,2
53-51-88-47,0421-001-001,1,1,NO,1/4,WAS DIVIDED,NO,,SEEDCO,"IMPROVED, RECYCLED",10,KG,10,KG,IMPROVED RECYCLED,HAKUNA,,,,,NO,,YES,,1,NO,,MARCH,JULY,,,1060,300000,1,7
