interview__key,sdd_hhid,productid,lf08_01,lf08_02,lf08_03_1,lf08_03_2,lf08_04,lf08_05_1,lf08_05_2,lf08_06,lf08_07_a,lf08_07_b,lf08_07_c,lf08_08_1,lf08_08_2
94-62-16-61,0479-001-001,HONEY,,,,,,,,,,,,,
94-62-16-61,0479-001-001,SKIN/HIDES,,,,,,,,,,,,,
44-86-40-50,0481-001-001,EGGS,YES,2,15,PIECES,NO,,,,,,,,
44-86-40-50,0481-001-001,HONEY,NO,,,,,,,,,,,,
44-86-40-50,0481-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
25-23-86-61,0483-001-001,EGGS,,,,,,,,,,,,,
25-23-86-61,0483-001-001,HONEY,,,,,,,,,,,,,
25-23-86-61,0483-001-001,SKIN/HIDES,,,,,,,,,,,,,
29-78-41-94,0484-001-001,EGGS,YES,2,8,PIECES,NO,,,,,,,,
29-78-41-94,0484-001-001,HONEY,NO,,,,,,,,,,,,
29-78-41-94,0484-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
67-76-38-68,0485-001-002,EGGS,,,,,,,,,,,,,
67-76-38-68,0485-001-002,HONEY,,,,,,,,,,,,,
67-76-38-68,0485-001-002,SKIN/HIDES,,,,,,,,,,,,,
92-10-23-86,0486-001-001,EGGS,,,,,,,,,,,,,
92-10-23-86,0486-001-001,HONEY,,,,,,,,,,,,,
92-10-23-86,0486-001-001,SKIN/HIDES,,,,,,,,,,,,,
47-36-77-75,0486-001-002,EGGS,YES,12,30,PIECES,YES,120,PIECES,30000,16,,NDANI YA KIJIJI /MJI,1,2
47-36-77-75,0486-001-002,HONEY,NO,,,,,,,,,,,,
47-36-77-75,0486-001-002,SKIN/HIDES,NO,,,,,,,,,,,,
06-58-60-31,0487-001-001,EGGS,,,,,,,,,,,,,
06-58-60-31,0487-001-001,HONEY,,,,,,,,,,,,,
06-58-60-31,0487-001-001,SKIN/HIDES,,,,,,,,,,,,,
68-66-69-90,0488-002-001,EGGS,NO,,,,,,,,,,,,
68-66-69-90,0488-002-001,HONEY,NO,,,,,,,,,,,,
68-66-69-90,0488-002-001,SKIN/HIDES,NO,,,,,,,,,,,,
66-18-09-29,0489-001-001,EGGS,YES,4,18,PIECES,NO,,,,,,,,
66-18-09-29,0489-001-001,HONEY,NO,,,,,,,,,,,,
66-18-09-29,0489-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
24-04-32-53,0490-001-001,EGGS,,,,,,,,,,,,,
24-04-32-53,0490-001-001,HONEY,,,,,,,,,,,,,
24-04-32-53,0490-001-001,SKIN/HIDES,,,,,,,,,,,,,
61-73-23-72,0491-001-001,EGGS,NO,,,,,,,,,,,,
61-73-23-72,0491-001-001,HONEY,NO,,,,,,,,,,,,
61-73-23-72,0491-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
53-31-43-03,0491-001-002,EGGS,,,,,,,,,,,,,
53-31-43-03,0491-001-002,HONEY,,,,,,,,,,,,,
53-31-43-03,0491-001-002,SKIN/HIDES,,,,,,,,,,,,,
75-89-58-82,0491-001-003,EGGS,,,,,,,,,,,,,
75-89-58-82,0491-001-003,HONEY,,,,,,,,,,,,,
75-89-58-82,0491-001-003,SKIN/HIDES,,,,,,,,,,,,,
79-64-69-56,0491-001-004,EGGS,,,,,,,,,,,,,
79-64-69-56,0491-001-004,HONEY,,,,,,,,,,,,,
79-64-69-56,0491-001-004,SKIN/HIDES,,,,,,,,,,,,,
76-15-29-53,0491-002-001,EGGS,YES,3,8,PIECES,NO,,,,,,,,
76-15-29-53,0491-002-001,HONEY,NO,,,,,,,,,,,,
76-15-29-53,0491-002-001,SKIN/HIDES,NO,,,,,,,,,,,,
68-73-60-31,0491-003-001,EGGS,YES,7,10,PIECES,NO,,,,,,,,
68-73-60-31,0491-003-001,HONEY,NO,,,,,,,,,,,,
68-73-60-31,0491-003-001,SKIN/HIDES,NO,,,,,,,,,,,,
00-55-08-95,0491-004-001,EGGS,YES,4,45,PIECES,YES,15,PIECES,1500,4,,NDANI YA KIJIJI /MJI,2,
00-55-08-95,0491-004-001,HONEY,NO,,,,,,,,,,,,
00-55-08-95,0491-004-001,SKIN/HIDES,NO,,,,,,,,,,,,
20-63-33-06,0492-001-001,EGGS,YES,3,12,PIECES,NO,,,,,,,,
20-63-33-06,0492-001-001,HONEY,NO,,,,,,,,,,,,
20-63-33-06,0492-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
69-69-83-72,0493-001-001,EGGS,NO,,,,,,,,,,,,
69-69-83-72,0493-001-001,HONEY,NO,,,,,,,,,,,,
69-69-83-72,0493-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
47-92-40-90,0494-001-001,EGGS,YES,3,38,PIECES,NO,,,,,,,,
47-92-40-90,0494-001-001,HONEY,NO,,,,,,,,,,,,
47-92-40-90,0494-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
94-84-76-53,0494-105-001,EGGS,YES,2,60,PIECES,NO,,,,,,,,
94-84-76-53,0494-105-001,HONEY,NO,,,,,,,,,,,,
94-84-76-53,0494-105-001,SKIN/HIDES,NO,,,,,,,,,,,,
24-90-97-55,0495-001-001,EGGS,,,,,,,,,,,,,
24-90-97-55,0495-001-001,HONEY,,,,,,,,,,,,,
24-90-97-55,0495-001-001,SKIN/HIDES,,,,,,,,,,,,,
85-40-12-14,0496-001-002,EGGS,YES,1,36,PIECES,NO,,,,,,,,
85-40-12-14,0496-001-002,HONEY,NO,,,,,,,,,,,,
85-40-12-14,0496-001-002,SKIN/HIDES,YES,1,3,PIECES,NO,,,,,,,,
82-96-20-56,0497-001-001,EGGS,YES,3,30,PIECES,NO,,,,,,,,
82-96-20-56,0497-001-001,HONEY,NO,,,,,,,,,,,,
82-96-20-56,0497-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
58-25-83-45,0497-001-003,EGGS,,,,,,,,,,,,,
58-25-83-45,0497-001-003,HONEY,,,,,,,,,,,,,
58-25-83-45,0497-001-003,SKIN/HIDES,,,,,,,,,,,,,
86-35-99-27,0498-001-001,EGGS,YES,4,15,PIECES,NO,,,,,,,,
86-35-99-27,0498-001-001,HONEY,NO,,,,,,,,,,,,
86-35-99-27,0498-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
85-30-11-93,0498-001-006,EGGS,YES,5,31,PIECES,NO,,,,,,,,
85-30-11-93,0498-001-006,HONEY,NO,,,,,,,,,,,,
85-30-11-93,0498-001-006,SKIN/HIDES,NO,,,,,,,,,,,,
24-45-26-49,0498-004-001,EGGS,,,,,,,,,,,,,
24-45-26-49,0498-004-001,HONEY,,,,,,,,,,,,,
24-45-26-49,0498-004-001,SKIN/HIDES,,,,,,,,,,,,,
31-15-31-20,0499-001-001,EGGS,YES,2,40,PIECES,NO,,,,,,,,
31-15-31-20,0499-001-001,HONEY,NO,,,,,,,,,,,,
31-15-31-20,0499-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
51-60-75-13,0499-001-004,EGGS,YES,4,35,PIECES,NO,,,,,,,,
51-60-75-13,0499-001-004,HONEY,NO,,,,,,,,,,,,
51-60-75-13,0499-001-004,SKIN/HIDES,NO,,,,,,,,,,,,
98-78-01-38,0499-004-002,EGGS,YES,3,36,PIECES,NO,,,,,,,,
98-78-01-38,0499-004-002,HONEY,NO,,,,,,,,,,,,
98-78-01-38,0499-004-002,SKIN/HIDES,NO,,,,,,,,,,,,
66-76-23-69,0500-001-001,EGGS,,,,,,,,,,,,,
66-76-23-69,0500-001-001,HONEY,,,,,,,,,,,,,
66-76-23-69,0500-001-001,SKIN/HIDES,,,,,,,,,,,,,
81-34-91-83,0501-001-001,EGGS,YES,4,32,PIECES,NO,,,,,,,,
81-34-91-83,0501-001-001,HONEY,NO,,,,,,,,,,,,
81-34-91-83,0501-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
94-06-30-25,0502-001-002,EGGS,,,,,,,,,,,,,
94-06-30-25,0502-001-002,HONEY,,,,,,,,,,,,,
94-06-30-25,0502-001-002,SKIN/HIDES,,,,,,,,,,,,,
99-52-98-92,0502-004-001,EGGS,NO,,,,,,,,,,,,
99-52-98-92,0502-004-001,HONEY,NO,,,,,,,,,,,,
99-52-98-92,0502-004-001,SKIN/HIDES,NO,,,,,,,,,,,,
20-96-70-22,0503-001-001,EGGS,YES,1,30,PIECES,NO,,,,,,,,
20-96-70-22,0503-001-001,HONEY,NO,,,,,,,,,,,,
20-96-70-22,0503-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
65-14-61-05,0504-008-001,EGGS,,,,,,,,,,,,,
65-14-61-05,0504-008-001,HONEY,,,,,,,,,,,,,
65-14-61-05,0504-008-001,SKIN/HIDES,,,,,,,,,,,,,
35-13-18-76,0504-008-008,EGGS,,,,,,,,,,,,,
35-13-18-76,0504-008-008,HONEY,,,,,,,,,,,,,
35-13-18-76,0504-008-008,SKIN/HIDES,,,,,,,,,,,,,
08-87-48-82,0505-001-001,EGGS,,,,,,,,,,,,,
08-87-48-82,0505-001-001,HONEY,,,,,,,,,,,,,
08-87-48-82,0505-001-001,SKIN/HIDES,,,,,,,,,,,,,
83-21-21-03,0505-001-002,EGGS,NO,,,,,,,,,,,,
83-21-21-03,0505-001-002,HONEY,NO,,,,,,,,,,,,
83-21-21-03,0505-001-002,SKIN/HIDES,NO,,,,,,,,,,,,
31-41-21-88,0506-001-001,EGGS,YES,3,15,PIECES,NO,,,,,,,,
31-41-21-88,0506-001-001,HONEY,NO,,,,,,,,,,,,
31-41-21-88,0506-001-001,SKIN/HIDES,YES,1,1,PIECES,NO,,,,,,,,
99-79-94-61,0506-003-001,EGGS,YES,6,10,PIECES,NO,,,,,,,,
99-79-94-61,0506-003-001,HONEY,NO,,,,,,,,,,,,
99-79-94-61,0506-003-001,SKIN/HIDES,NO,,,,,,,,,,,,
30-76-15-30,0508-001-001,EGGS,YES,3,20,PIECES,NO,,,,,,,,
30-76-15-30,0508-001-001,HONEY,NO,,,,,,,,,,,,
30-76-15-30,0508-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
02-51-58-04,0509-001-001,EGGS,,,,,,,,,,,,,
02-51-58-04,0509-001-001,HONEY,,,,,,,,,,,,,
02-51-58-04,0509-001-001,SKIN/HIDES,,,,,,,,,,,,,
10-51-31-09,0510-001-001,EGGS,NO,,,,,,,,,,,,
10-51-31-09,0510-001-001,HONEY,NO,,,,,,,,,,,,
10-51-31-09,0510-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
21-30-35-20,0510-003-001,EGGS,YES,1,19,PIECES,NO,,,,,,,,
21-30-35-20,0510-003-001,HONEY,NO,,,,,,,,,,,,
21-30-35-20,0510-003-001,SKIN/HIDES,NO,,,,,,,,,,,,
17-59-80-31,0511-001-001,EGGS,YES,3,20,PIECES,YES,15,PIECES,3750,3,,NDANI YA KIJIJI /MJI,1,2
17-59-80-31,0511-001-001,HONEY,NO,,,,,,,,,,,,
17-59-80-31,0511-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
02-15-25-91,0512-001-001,EGGS,,,,,,,,,,,,,
02-15-25-91,0512-001-001,HONEY,,,,,,,,,,,,,
02-15-25-91,0512-001-001,SKIN/HIDES,,,,,,,,,,,,,
29-85-19-31,0513-001-001,EGGS,YES,4,56,PIECES,NO,,,,,,,,
29-85-19-31,0513-001-001,HONEY,NO,,,,,,,,,,,,
29-85-19-31,0513-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
50-14-76-19,0514-001-001,EGGS,,,,,,,,,,,,,
50-14-76-19,0514-001-001,HONEY,,,,,,,,,,,,,
50-14-76-19,0514-001-001,SKIN/HIDES,,,,,,,,,,,,,
16-94-94-48,0515-001-001,EGGS,YES,2,21,PIECES,NO,,,,,,,,
16-94-94-48,0515-001-001,HONEY,NO,,,,,,,,,,,,
16-94-94-48,0515-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
24-89-62-63,0515-003-001,EGGS,YES,4,25,PIECES,NO,,,,,,,,
24-89-62-63,0515-003-001,HONEY,NO,,,,,,,,,,,,
24-89-62-63,0515-003-001,SKIN/HIDES,NO,,,,,,,,,,,,
17-70-91-53,0516-001-001,EGGS,,,,,,,,,,,,,
17-70-91-53,0516-001-001,HONEY,,,,,,,,,,,,,
17-70-91-53,0516-001-001,SKIN/HIDES,,,,,,,,,,,,,
55-47-18-86,0517-001-001,EGGS,YES,5,15,PIECES,NO,,,,,,,,
55-47-18-86,0517-001-001,HONEY,NO,,,,,,,,,,,,
55-47-18-86,0517-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
10-21-26-14,0518-001-001,EGGS,YES,2,30,PIECES,NO,,,,,,,,
10-21-26-14,0518-001-001,HONEY,NO,,,,,,,,,,,,
10-21-26-14,0518-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
57-94-84-68,0519-001-002,EGGS,,,,,,,,,,,,,
57-94-84-68,0519-001-002,HONEY,,,,,,,,,,,,,
57-94-84-68,0519-001-002,SKIN/HIDES,,,,,,,,,,,,,
92-69-46-35,0521-001-001,EGGS,YES,3,50,PIECES,NO,,,,,,,,
92-69-46-35,0521-001-001,HONEY,NO,,,,,,,,,,,,
92-69-46-35,0521-001-001,SKIN/HIDES,YES,1,1,PIECES,NO,,,,,,,,
85-65-43-35,0521-001-003,EGGS,,,,,,,,,,,,,
85-65-43-35,0521-001-003,HONEY,,,,,,,,,,,,,
85-65-43-35,0521-001-003,SKIN/HIDES,,,,,,,,,,,,,
34-50-10-45,0521-001-011,EGGS,,,,,,,,,,,,,
34-50-10-45,0521-001-011,HONEY,,,,,,,,,,,,,
34-50-10-45,0521-001-011,SKIN/HIDES,,,,,,,,,,,,,
75-59-73-61,0522-001-001,EGGS,,,,,,,,,,,,,
75-59-73-61,0522-001-001,HONEY,,,,,,,,,,,,,
75-59-73-61,0522-001-001,SKIN/HIDES,,,,,,,,,,,,,
81-44-06-49,0525-001-001,EGGS,YES,3,36,PIECES,NO,,,,,,,,
81-44-06-49,0525-001-001,HONEY,NO,,,,,,,,,,,,
81-44-06-49,0525-001-001,SKIN/HIDES,YES,1,3,PIECES,NO,,,,,,,,
84-11-21-22,0525-003-001,EGGS,,,,,,,,,,,,,
84-11-21-22,0525-003-001,HONEY,,,,,,,,,,,,,
84-11-21-22,0525-003-001,SKIN/HIDES,,,,,,,,,,,,,
44-54-17-13,0525-003-004,EGGS,YES,3,12,PIECES,NO,,,,,,,,
44-54-17-13,0525-003-004,HONEY,NO,,,,,,,,,,,,
44-54-17-13,0525-003-004,SKIN/HIDES,NO,,,,,,,,,,,,
36-34-79-20,0525-004-001,EGGS,YES,3,18,PIECES,NO,,,,,,,,
36-34-79-20,0525-004-001,HONEY,NO,,,,,,,,,,,,
36-34-79-20,0525-004-001,SKIN/HIDES,NO,,,,,,,,,,,,
96-26-27-84,0525-005-001,EGGS,,,,,,,,,,,,,
96-26-27-84,0525-005-001,HONEY,,,,,,,,,,,,,
96-26-27-84,0525-005-001,SKIN/HIDES,,,,,,,,,,,,,
57-59-30-22,0525-005-003,EGGS,,,,,,,,,,,,,
57-59-30-22,0525-005-003,HONEY,,,,,,,,,,,,,
57-59-30-22,0525-005-003,SKIN/HIDES,,,,,,,,,,,,,
21-20-05-63,0526-001-001,EGGS,YES,2,23,PIECES,NO,,,,,,,,
21-20-05-63,0526-001-001,HONEY,NO,,,,,,,,,,,,
21-20-05-63,0526-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
84-63-95-42,0528-001-001,EGGS,YES,4,52,PIECES,NO,,,,,,,,
84-63-95-42,0528-001-001,HONEY,NO,,,,,,,,,,,,
84-63-95-42,0528-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
31-74-85-54,0528-001-002,EGGS,,,,,,,,,,,,,
31-74-85-54,0528-001-002,HONEY,,,,,,,,,,,,,
31-74-85-54,0528-001-002,SKIN/HIDES,,,,,,,,,,,,,
96-96-12-14,0528-001-003,EGGS,,,,,,,,,,,,,
96-96-12-14,0528-001-003,HONEY,,,,,,,,,,,,,
96-96-12-14,0528-001-003,SKIN/HIDES,,,,,,,,,,,,,
34-63-46-69,0528-001-005,EGGS,YES,3,13,PIECES,NO,,,,,,,,
34-63-46-69,0528-001-005,HONEY,NO,,,,,,,,,,,,
34-63-46-69,0528-001-005,SKIN/HIDES,NO,,,,,,,,,,,,
16-41-04-04,0529-001-001,EGGS,YES,10,17,PIECES,NO,,,,,,,,
16-41-04-04,0529-001-001,HONEY,NO,,,,,,,,,,,,
16-41-04-04,0529-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
04-32-04-23,0529-001-003,EGGS,YES,2,9,PIECES,NO,,,,,,,,
04-32-04-23,0529-001-003,HONEY,NO,,,,,,,,,,,,
04-32-04-23,0529-001-003,SKIN/HIDES,NO,,,,,,,,,,,,
12-26-30-56,0529-001-009,EGGS,,,,,,,,,,,,,
12-26-30-56,0529-001-009,HONEY,,,,,,,,,,,,,
12-26-30-56,0529-001-009,SKIN/HIDES,,,,,,,,,,,,,
26-24-72-45,0530-001-001,EGGS,YES,3,48,PIECES,NO,,,,,,,,
26-24-72-45,0530-001-001,HONEY,NO,,,,,,,,,,,,
26-24-72-45,0530-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
53-12-65-26,0530-001-003,EGGS,YES,3,120,KGs,NO,,,,,,,,
53-12-65-26,0530-001-003,HONEY,NO,,,,,,,,,,,,
53-12-65-26,0530-001-003,SKIN/HIDES,NO,,,,,,,,,,,,
79-87-34-06,0531-001-001,EGGS,,,,,,,,,,,,,
79-87-34-06,0531-001-001,HONEY,,,,,,,,,,,,,
79-87-34-06,0531-001-001,SKIN/HIDES,,,,,,,,,,,,,
92-68-11-85,0532-001-001,EGGS,,,,,,,,,,,,,
92-68-11-85,0532-001-001,HONEY,,,,,,,,,,,,,
92-68-11-85,0532-001-001,SKIN/HIDES,,,,,,,,,,,,,
08-64-64-36,0534-001-001,EGGS,YES,6,40,PIECES,NO,,,,,,,,
08-64-64-36,0534-001-001,HONEY,NO,,,,,,,,,,,,
08-64-64-36,0534-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
69-69-02-73,0534-001-003,EGGS,NO,,,,,,,,,,,,
69-69-02-73,0534-001-003,HONEY,NO,,,,,,,,,,,,
69-69-02-73,0534-001-003,SKIN/HIDES,NO,,,,,,,,,,,,
30-98-08-59,0535-001-001,EGGS,,,,,,,,,,,,,
30-98-08-59,0535-001-001,HONEY,,,,,,,,,,,,,
30-98-08-59,0535-001-001,SKIN/HIDES,,,,,,,,,,,,,
47-29-66-48,0535-006-001,EGGS,,,,,,,,,,,,,
47-29-66-48,0535-006-001,HONEY,,,,,,,,,,,,,
47-29-66-48,0535-006-001,SKIN/HIDES,,,,,,,,,,,,,
01-41-05-70,0536-001-001,EGGS,,,,,,,,,,,,,
01-41-05-70,0536-001-001,HONEY,,,,,,,,,,,,,
01-41-05-70,0536-001-001,SKIN/HIDES,,,,,,,,,,,,,
98-57-18-93,0537-001-001,EGGS,YES,3,75,PIECES,NO,,,,,,,,
98-57-18-93,0537-001-001,HONEY,NO,,,,,,,,,,,,
98-57-18-93,0537-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
68-28-88-02,0539-001-001,EGGS,YES,3,8,PIECES,NO,,,,,,,,
68-28-88-02,0539-001-001,HONEY,NO,,,,,,,,,,,,
68-28-88-02,0539-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
37-80-27-56,0540-001-001,EGGS,,,,,,,,,,,,,
37-80-27-56,0540-001-001,HONEY,,,,,,,,,,,,,
37-80-27-56,0540-001-001,SKIN/HIDES,,,,,,,,,,,,,
37-42-25-72,0541-001-001,EGGS,,,,,,,,,,,,,
37-42-25-72,0541-001-001,HONEY,,,,,,,,,,,,,
37-42-25-72,0541-001-001,SKIN/HIDES,,,,,,,,,,,,,
30-80-71-86,0542-001-002,EGGS,YES,3,12,PIECES,NO,,,,,,,,
30-80-71-86,0542-001-002,HONEY,NO,,,,,,,,,,,,
30-80-71-86,0542-001-002,SKIN/HIDES,NO,,,,,,,,,,,,
12-00-28-08,0543-001-001,EGGS,YES,3,45,PIECES,NO,,,,,,,,
12-00-28-08,0543-001-001,HONEY,NO,,,,,,,,,,,,
12-00-28-08,0543-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
86-66-07-32,0544-001-001,EGGS,YES,4,12,PIECES,NO,,,,,,,,
86-66-07-32,0544-001-001,HONEY,NO,,,,,,,,,,,,
86-66-07-32,0544-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
25-52-41-32,0545-006-001,EGGS,,,,,,,,,,,,,
25-52-41-32,0545-006-001,HONEY,,,,,,,,,,,,,
25-52-41-32,0545-006-001,SKIN/HIDES,,,,,,,,,,,,,
36-69-26-36,0545-006-003,EGGS,,,,,,,,,,,,,
36-69-26-36,0545-006-003,HONEY,,,,,,,,,,,,,
36-69-26-36,0545-006-003,SKIN/HIDES,,,,,,,,,,,,,
15-14-78-14,0545-008-001,EGGS,,,,,,,,,,,,,
15-14-78-14,0545-008-001,HONEY,,,,,,,,,,,,,
15-14-78-14,0545-008-001,SKIN/HIDES,,,,,,,,,,,,,
20-78-49-50,0547-001-001,EGGS,YES,3,48,PIECES,NO,,,,,,,,
20-78-49-50,0547-001-001,HONEY,NO,,,,,,,,,,,,
20-78-49-50,0547-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
60-56-78-78,0547-001-002,EGGS,YES,2,28,PIECES,NO,,,,,,,,
60-56-78-78,0547-001-002,HONEY,NO,,,,,,,,,,,,
60-56-78-78,0547-001-002,SKIN/HIDES,NO,,,,,,,,,,,,
26-14-17-11,0548-001-001,EGGS,YES,4,30,PIECES,YES,60,PIECES,21000,3,,KARIBU NA MJI,2,
26-14-17-11,0548-001-001,HONEY,NO,,,,,,,,,,,,
26-14-17-11,0548-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
67-70-48-74,0548-002-001,EGGS,,,,,,,,,,,,,
67-70-48-74,0548-002-001,HONEY,,,,,,,,,,,,,
67-70-48-74,0548-002-001,SKIN/HIDES,,,,,,,,,,,,,
29-47-94-46,0548-002-002,EGGS,,,,,,,,,,,,,
29-47-94-46,0548-002-002,HONEY,,,,,,,,,,,,,
29-47-94-46,0548-002-002,SKIN/HIDES,,,,,,,,,,,,,
91-35-93-10,0549-001-001,EGGS,,,,,,,,,,,,,
91-35-93-10,0549-001-001,HONEY,,,,,,,,,,,,,
91-35-93-10,0549-001-001,SKIN/HIDES,,,,,,,,,,,,,
15-00-68-84,0549-001-002,EGGS,,,,,,,,,,,,,
15-00-68-84,0549-001-002,HONEY,,,,,,,,,,,,,
15-00-68-84,0549-001-002,SKIN/HIDES,,,,,,,,,,,,,
12-92-38-13,0550-001-001,EGGS,,,,,,,,,,,,,
12-92-38-13,0550-001-001,HONEY,,,,,,,,,,,,,
12-92-38-13,0550-001-001,SKIN/HIDES,,,,,,,,,,,,,
22-35-45-21,0551-001-001,EGGS,YES,3,100,PIECES,NO,,,,,,,,
22-35-45-21,0551-001-001,HONEY,NO,,,,,,,,,,,,
22-35-45-21,0551-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
34-63-03-45,0551-001-003,EGGS,,,,,,,,,,,,,
34-63-03-45,0551-001-003,HONEY,,,,,,,,,,,,,
34-63-03-45,0551-001-003,SKIN/HIDES,,,,,,,,,,,,,
05-83-32-40,0551-001-006,EGGS,,,,,,,,,,,,,
05-83-32-40,0551-001-006,HONEY,,,,,,,,,,,,,
05-83-32-40,0551-001-006,SKIN/HIDES,,,,,,,,,,,,,
74-15-69-60,0552-001-001,EGGS,,,,,,,,,,,,,
74-15-69-60,0552-001-001,HONEY,,,,,,,,,,,,,
74-15-69-60,0552-001-001,SKIN/HIDES,,,,,,,,,,,,,
21-74-91-31,0553-001-001,EGGS,,,,,,,,,,,,,
21-74-91-31,0553-001-001,HONEY,,,,,,,,,,,,,
21-74-91-31,0553-001-001,SKIN/HIDES,,,,,,,,,,,,,
75-36-95-19,0554-001-001,EGGS,,,,,,,,,,,,,
75-36-95-19,0554-001-001,HONEY,,,,,,,,,,,,,
75-36-95-19,0554-001-001,SKIN/HIDES,,,,,,,,,,,,,
12-86-07-37,0554-003-001,EGGS,,,,,,,,,,,,,
12-86-07-37,0554-003-001,HONEY,,,,,,,,,,,,,
12-86-07-37,0554-003-001,SKIN/HIDES,,,,,,,,,,,,,
10-60-75-53,0555-001-001,EGGS,,,,,,,,,,,,,
10-60-75-53,0555-001-001,HONEY,,,,,,,,,,,,,
10-60-75-53,0555-001-001,SKIN/HIDES,,,,,,,,,,,,,
53-84-84-32,0557-001-001,EGGS,,,,,,,,,,,,,
53-84-84-32,0557-001-001,HONEY,,,,,,,,,,,,,
53-84-84-32,0557-001-001,SKIN/HIDES,,,,,,,,,,,,,
67-80-33-73,0559-001-001,EGGS,YES,4,12,PIECES,NO,,,,,,,,
67-80-33-73,0559-001-001,HONEY,NO,,,,,,,,,,,,
67-80-33-73,0559-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
08-79-34-76,0565-001-001,EGGS,YES,3,62,PIECES,NO,,,,,,,,
08-79-34-76,0565-001-001,HONEY,NO,,,,,,,,,,,,
08-79-34-76,0565-001-001,SKIN/HIDES,YES,1,1,PIECES,NO,,,,,,,,
82-44-68-41,0565-003-001,EGGS,YES,3,8,PIECES,NO,,,,,,,,
82-44-68-41,0565-003-001,HONEY,NO,,,,,,,,,,,,
82-44-68-41,0565-003-001,SKIN/HIDES,NO,,,,,,,,,,,,
94-14-64-63,0565-004-001,EGGS,,,,,,,,,,,,,
94-14-64-63,0565-004-001,HONEY,,,,,,,,,,,,,
94-14-64-63,0565-004-001,SKIN/HIDES,,,,,,,,,,,,,
34-81-69-35,0565-005-001,EGGS,NO,,,,,,,,,,,,
34-81-69-35,0565-005-001,HONEY,NO,,,,,,,,,,,,
34-81-69-35,0565-005-001,SKIN/HIDES,NO,,,,,,,,,,,,
24-83-68-12,0566-001-001,EGGS,NO,,,,,,,,,,,,
24-83-68-12,0566-001-001,HONEY,NO,,,,,,,,,,,,
24-83-68-12,0566-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
28-88-07-10,0567-001-001,EGGS,YES,1,9,PIECES,NO,,,,,,,,
28-88-07-10,0567-001-001,HONEY,NO,,,,,,,,,,,,
28-88-07-10,0567-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
38-87-96-66,0568-001-001,EGGS,NO,,,,,,,,,,,,
38-87-96-66,0568-001-001,HONEY,NO,,,,,,,,,,,,
38-87-96-66,0568-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
83-04-78-20,0569-001-001,EGGS,YES,4,24,PIECES,NO,,,,,,,,
83-04-78-20,0569-001-001,HONEY,NO,,,,,,,,,,,,
83-04-78-20,0569-001-001,SKIN/HIDES,YES,1,1,PIECES,NO,,,,,,,,
15-73-35-36,0570-001-001,EGGS,YES,2,30,PIECES,NO,,,,,,,,
15-73-35-36,0570-001-001,HONEY,NO,,,,,,,,,,,,
15-73-35-36,0570-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
03-83-80-72,0571-001-001,EGGS,YES,1,12,PIECES,NO,,,,,,,,
03-83-80-72,0571-001-001,HONEY,NO,,,,,,,,,,,,
03-83-80-72,0571-001-001,SKIN/HIDES,NO,,,,,,,,,,,,
54-39-02-08,0571-104-001,EGGS,,,,,,,,,,,,,
54-39-02-08,0571-104-001,HONEY,,,,,,,,,,,,,
54-39-02-08,0571-104-001,SKIN/HIDES,,,,,,,,,,,,,
90-97-25-55,0572-001-003,EGGS,,,,,,,,,,,,,
90-97-25-55,0572-001-003,HONEY,,,,,,,,,,,,,
90-97-25-55,0572-001-003,SKIN/HIDES,,,,,,,,,,,,,
