interview__key,sdd_hhid,sdd_indid,hh_e01_1,hh_e01,hh_e02,hh_e03,hh_e04,hh_e05,hh_e06,hh_e07,hh_e08,hh_e09,hh_e10,hh_e11,hh_e12,hh_e13,hh_e14,hh_e15,hh_e16,hh_e17,hh_e18,hh_e19,hh_e20,hh_e21,hh_e22,hh_e23,hh_e24,hh_e25,hh_e26,hh_e27,hh_e28,hh_e29,hh_e30a,hh_e30b_1a,hh_e30b_2a,hh_e30b_3a,hh_e30b_4a,hh_e30b_1,hh_e30b_2,hh_e30b_3,hh_e31a,hh_e31b,hh_e31b_1,hh_e31b_2,hh_e31b_3,hh_e31b_4,hh_e32,hh_e33,hh_e34,hh_e35,hh_e35_2,hh_e36,hh_e37a,hh_e37b,hh_e38,hh_e39,hh_e40,hh_e41,hh_e42,hh_e43,hh_e44a,hh_e44b,hh_e44c,hh_e45,hh_e46,hh_e47a,hh_e47b,hh_e48a,hh_e48b,hh_e49,hh_e50,hh_e51a,hh_e51b,hh_e52,hh_e53a,hh_e53b,hh_e54,hh_e55,hh_e56,hh_e57,hh_e58,hh_e59
88-15-45-24,0328-001-001,3,YES,NO,1,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
24-39-40-17,0329-001-001,1,YES,YES,,YES,55,NO,,YES,18,MAINLY FOR FAMILY USE,NO,NO,YES,,,,,,YES,,,,,,,,,,YES,PRIVATE SECTOR,KUENDESHA PIKIPIKI,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,DRIVERS AND MOBILE PLANT OPERATORS,"CAR, VAN AND MOTOCYCLE DRIVER",MOTORCYCLE DRIVERS,,,,USAFIRISHAJI,,Transportation and storage,Land transport and transport via pipelines,Other land transport,Other passenger land transport,1,YES,,5000,DAY,NO,,,10,4,55,55,YES,TEMP CONTRACT: CASUAL,NO,NO,NO,NO,,,,,,,,,,,,,,,,,NO,
24-39-40-17,0329-001-001,2,YES,NO,1,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,ENGAGED IN HOUSEHOLD OR FAMILY RESPONSIBILITIES,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
24-39-40-17,0329-001-001,4,YES,NO,1,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
79-72-16-28,0330-001-001,1,YES,YES,,NO,,NO,,NO,,,NO,NO,NO,YES,ON LEAVE/HOLIDAY,YES,YES,MAINLY FOR FAMILY USE,NO,NO,NO,,NO,ENGAGED IN HOUSEHOLD OR FAMILY RESPONSIBILITIES,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
79-72-16-28,0330-001-001,2,YES,YES,,NO,,NO,,YES,28,MAINLY FOR FAMILY USE,NO,NO,YES,,,,,,NO,NO,NO,,NO,ENGAGED IN HOUSEHOLD OR FAMILY RESPONSIBILITIES,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
79-72-16-28,0330-001-001,3,YES,YES,,NO,,NO,,NO,,,NO,NO,NO,YES,OTHER (SPECIFY),YES,YES,MAINLY FOR FAMILY USE,NO,NO,NO,,NO,ENGAGED IN HOUSEHOLD OR FAMILY RESPONSIBILITIES,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
79-72-16-28,0330-001-001,4,YES,NO,1,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,"WITH A LONG TERM ILLNESS, INJURY, OR DISABILITY",,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
79-72-16-28,0330-001-001,6,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79-72-16-28,0330-001-001,7,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38-57-13-13,0331-001-001,1,YES,YES,,NO,,NO,,YES,4,MAINLY FOR FAMILY USE,NO,NO,YES,,,,,,NO,NO,NO,,NO,ENGAGED IN HOUSEHOLD OR FAMILY RESPONSIBILITIES,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
38-57-13-13,0331-001-001,2,YES,YES,,YES,8,NO,,NO,,,NO,NO,YES,,,,,,YES,,,,,,,,,,YES,PRIVATE SECTOR,KUSAFISHA SHAMBA,ELEMENTARY OCCUPATIONS,"AGRICULTURAL, FORESTRY AND FISHERY LABOURERS","AGRICULTURAL, FORESTRY AND FISHERY LABOURERS",CROP FARM LABOURERS,,,,KILIMO,,"Agriculture, forestry and fishing","Crop and animal production, hunting and related service activities",Support activities to agriculture and post-harvest crop activities,Support activities for crop production,2,YES,,6000,DAY,NO,,,4,1,16,8,NO,,NO,NO,NO,NO,,,,,,,,,,,,,,,,,NO,
38-57-13-13,0331-001-001,3,YES,NO,2,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,ENGAGED IN HOUSEHOLD OR FAMILY RESPONSIBILITIES,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
38-57-13-13,0331-001-001,4,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62-23-66-59,0332-004-001,1,YES,YES,,NO,,YES,63,YES,6,MAINLY FOR SALE,YES,NO,YES,,,,,,YES,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,NO
62-23-66-59,0332-004-001,2,YES,YES,,NO,,NO,,YES,6,MAINLY FOR FAMILY USE,NO,NO,YES,,,,,,NO,NO,NO,,YES,,HOUSEWIFE/CHILDCARE,YES,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
62-23-66-59,0332-004-001,3,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90-12-94-91,0335-001-001,1,YES,YES,,YES,84,NO,,NO,,,NO,NO,YES,,,,,,YES,,,,,,,,,,YES,CENTRAL GOVERNMENT,MLINZI WA MAHAKAMA,SERVICE AND SALES WORKERS,PROTECTIVE SERVICES WORKERS,PROTECTIVE SERVICES WORKERS,SECURITY GUARDS,,,,ULINZI,,Administrative and support service activities,Security and investigation activities,Security systems service activities,Security systems service activities,2,YES,,335000,MONTH,NO,,,12,4,84,84,YES,TEMP CONTRACT: FIXED TIME,YES,YES,YES,NO,,,,,,,,,,,,,,,,,NO,
90-12-94-91,0335-001-001,3,YES,YES,,NO,,NO,,YES,28,MAINLY FOR FAMILY USE,NO,NO,YES,,,,,,NO,NO,NO,,NO,"FAMILY FARMING, LIVESTOCK OR FISHING FOR FAMILY USE",,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
90-12-94-91,0335-001-001,4,YES,NO,1,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
90-12-94-91,0335-001-001,5,YES,NO,3,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
90-12-94-91,0335-001-001,6,YES,NO,3,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
90-12-94-91,0335-001-001,7,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59-32-89-82,0336-001-001,1,YES,YES,,YES,20,NO,,NO,,,NO,NO,YES,,,,,,YES,,,,,,,,,,YES,PRIVATE SECTOR,KUCHIMBA MATUTA,ELEMENTARY OCCUPATIONS,"AGRICULTURAL, FORESTRY AND FISHERY LABOURERS","AGRICULTURAL, FORESTRY AND FISHERY LABOURERS",CROP FARM LABOURERS,,,,KILIMO CHA MAHINDI,,"Agriculture, forestry and fishing","Crop and animal production, hunting and related service activities",Growing of non-perennial crops,Growing of other non-perennial crops,2,YES,,40000,WEEK,NO,,,4,2,24,20,NO,,NO,NO,NO,NO,,,,,,,,,,,,,,,,,NO,
59-32-89-82,0336-001-001,2,YES,NO,1,NO,,NO,,NO,,,NO,NO,NO,YES,OTHER (SPECIFY),YES,YES,MAINLY FOR FAMILY USE,NO,NO,NO,,YES,,OTHER (SPECIFY),YES,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
95-97-57-76,0337-001-001,1,YES,YES,,NO,,NO,,YES,35,MAINLY FOR FAMILY USE,NO,NO,YES,,,,,,NO,NO,NO,,YES,,HOUSEWIFE/CHILDCARE,YES,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
95-97-57-76,0337-001-001,2,YES,YES,,NO,,NO,,YES,35,MAINLY FOR FAMILY USE,NO,NO,YES,,,,,,NO,NO,NO,,YES,,HOUSEWIFE/CHILDCARE,YES,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
95-97-57-76,0337-001-001,3,YES,NO,1,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
95-97-57-76,0337-001-001,4,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79-32-59-15,0337-003-001,1,YES,YES,,NO,,NO,,NO,,,NO,NO,NO,YES,SICKNESS,YES,YES,MAINLY FOR FAMILY USE,NO,NO,NO,,YES,,SICKNESS/ILLNESS,YES,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
79-32-59-15,0337-003-001,3,YES,YES,,NO,,NO,,YES,24,MAINLY FOR FAMILY USE,NO,NO,YES,,,,,,NO,NO,NO,,YES,,OTHER (SPECIFY),YES,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
57-22-81-69,0338-001-001,1,YES,YES,,NO,,NO,,YES,16,MAINLY FOR FAMILY USE,NO,NO,YES,,,,,,NO,NO,NO,,NO,"FAMILY FARMING, LIVESTOCK OR FISHING FOR FAMILY USE",,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
58-48-25-77,0339-001-001,1,YES,YES,,NO,,YES,35,YES,12,ONLY FOR FAMILY USE,NO,NO,YES,,,,,,YES,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,NO
09-00-90-33,0340-001-001,1,YES,YES,,NO,,NO,,YES,24,MAINLY FOR FAMILY USE,NO,NO,YES,,,,,,NO,NO,NO,,YES,,HOUSEWIFE/CHILDCARE,YES,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
09-00-90-33,0340-001-001,2,YES,NO,1,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
09-00-90-33,0340-001-001,3,YES,YES,,NO,,NO,,YES,5,MAINLY FOR FAMILY USE,NO,NO,YES,,,,,,NO,NO,NO,,NO,ENGAGED IN HOUSEHOLD OR FAMILY RESPONSIBILITIES,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
54-25-70-23,0341-001-001,1,YES,YES,,YES,20,NO,,NO,,,NO,NO,YES,,,,,,YES,,,,,,,,,,YES,CENTRAL GOVERNMENT,KUFANYA USAFI WA OFISI NA MAZINGIRA YAKE,ELEMENTARY OCCUPATIONS,CLEANERS AND HELPERS,"DOMESTIC, HOTEL AND OFFICE CLEANERS AND HELPERS","CLEANERS AND HELPERS IN OFFICES, HOTELS AND OTHER ESTABLISHMENTS",,,,USAFI WA OFISI MBALIMBALI,,Other service activities,Other personal service activities,Other personal service activities,Other personal service activities n.e.c.,2,YES,,100000,MONTH,NO,,,12,4,20,20,NO,,NO,NO,NO,NO,,,,,,,,,,,,,,,,,NO,
54-25-70-23,0341-001-001,3,YES,YES,,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,YES,,HOUSEWIFE/CHILDCARE,YES,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
42-32-57-47,0342-001-001,1,YES,YES,,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,ENGAGED IN HOUSEHOLD OR FAMILY RESPONSIBILITIES,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
42-32-57-47,0342-001-001,4,YES,YES,,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,YES,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
42-32-57-47,0342-001-001,5,YES,NO,1,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
42-32-57-47,0342-001-001,6,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42-32-57-47,0342-001-001,7,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84-20-57-41,0342-001-002,1,YES,YES,,YES,68,NO,,NO,,,NO,NO,YES,,,,,,YES,,,,,,,,,,YES,PRIVATE SECTOR,AGRONIMIA MSAIDIZI,"SKILLED AGRICULTURAL, FORESTRY AND FISHERY WORKERS","SUBSISTENCE FARMERS, FISHERS, HUNTERS AND GATHERERS",SUBSISTENCE CROP FARMERS,SUBSISTENCE CROP FARMERS,,,,SHAMBA LA MIWA,,"Agriculture, forestry and fishing","Crop and animal production, hunting and related service activities",Growing of perennial crops,Growing of other perennial crops,8,YES,,1000000,MONTH,NO,,,12,4,68,68,YES,TEMP CONTRACT: FIXED TIME,YES,YES,NO,NO,,,,,,,,,,,,,,,,,NO,
85-31-76-02,0343-001-001,1,YES,NO,2,NO,,NO,,NO,,,NO,NO,NO,YES,OTHER (SPECIFY),YES,NO,,NO,NO,NO,,NO,RETIRED OR PENSIONER,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
85-31-76-02,0343-001-001,2,YES,YES,,NO,,YES,21,NO,,,NO,NO,YES,,,,,,YES,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,NO
17-16-19-11,0343-005-001,1,YES,YES,,NO,,YES,40,NO,,,NO,NO,YES,,,,,,YES,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,NO
17-16-19-11,0343-005-001,2,YES,NO,1,NO,,NO,,NO,,,NO,NO,NO,YES,OTHER (SPECIFY),YES,NO,,NO,NO,NO,,NO,ENGAGED IN HOUSEHOLD OR FAMILY RESPONSIBILITIES,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
17-16-19-11,0343-005-001,6,YES,NO,1,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,ENGAGED IN HOUSEHOLD OR FAMILY RESPONSIBILITIES,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
17-16-19-11,0343-005-001,7,YES,NO,1,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
17-16-19-11,0343-005-001,8,YES,NO,1,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
17-16-19-11,0343-005-001,9,YES,NO,1,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
03-69-94-07,0343-005-005,1,YES,YES,,YES,60,YES,18,NO,,,NO,NO,YES,,,,,,YES,,,,,,,,,,YES,PRIVATE SECTOR,MSIMAMIZI WA DUKA,SERVICE AND SALES WORKERS,SALES WORKERS,SHOP SALESPERSONS,SHOP SUPERVISORS,,,,UUZAJI WA VIFAA VYA UJENZI,,Wholesale and retail trade; repair of motor vehicles and motorcycles,"Retail trade, except of motor vehicles and motorcycles",Retail sale in non-specialized stores,Other retail sale in non-specialized stores,2,YES,,200000,MONTH,NO,,,12,4,60,60,NO,,NO,NO,NO,NO,,,,,,,,,,,,,,,,,YES,NO
50-97-33-57,0344-001-001,1,YES,YES,,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,RETIRED OR PENSIONER,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
50-97-33-57,0344-001-001,2,YES,NO,1,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,ENGAGED IN HOUSEHOLD OR FAMILY RESPONSIBILITIES,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
50-97-33-57,0344-001-001,4,YES,YES,,YES,40,NO,,NO,,,NO,NO,YES,,,,,,YES,,,,,,,,,,YES,PRIVATE SECTOR,MUUGUZI,PROFESSIONALS,HEALTH PROFESSIONALS,NURSING AND MIDWIFERY PROFESSIONALS,NURSING PROFESSIONALS,,,,AFYA,,Human health and social work activities,Human health activities,Hospital activities,Hospital activities,30,YES,,780000,MONTH,NO,,,1,4,42,42,YES,TEMP CONTRACT: FIXED TIME,YES,YES,YES,NO,,,,,,,,,,,,,,,,,NO,
50-97-33-57,0344-001-001,9,YES,NO,1,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
26-84-97-44,0346-001-001,1,YES,YES,,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,ENGAGED IN HOUSEHOLD OR FAMILY RESPONSIBILITIES,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
26-84-97-44,0346-001-001,2,YES,YES,,YES,20,NO,,NO,,,NO,NO,YES,,,,,,YES,,,,,,,,,,YES,PRIVATE SECTOR,KULIMA,"SKILLED AGRICULTURAL, FORESTRY AND FISHERY WORKERS","SUBSISTENCE FARMERS, FISHERS, HUNTERS AND GATHERERS",SUBSISTENCE CROP FARMERS,SUBSISTENCE CROP FARMERS,,,,KILIMO,,"Agriculture, forestry and fishing","Crop and animal production, hunting and related service activities",Growing of non-perennial crops,Growing of other non-perennial crops,2,YES,,4000,DAY,NO,,,0,0,0,20,NO,,NO,NO,NO,NO,,,,,,,,,,,,,,,,,NO,
26-84-97-44,0346-001-001,3,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33-87-72-22,0347-001-001,1,YES,YES,,NO,,NO,,NO,,,NO,NO,NO,YES,ON LEAVE/HOLIDAY,YES,YES,MAINLY FOR FAMILY USE,NO,NO,NO,,NO,ENGAGED IN HOUSEHOLD OR FAMILY RESPONSIBILITIES,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
33-87-72-22,0347-001-001,2,YES,YES,,NO,,NO,,YES,9,MAINLY FOR FAMILY USE,NO,NO,YES,,,,,,NO,NO,NO,,NO,ENGAGED IN HOUSEHOLD OR FAMILY RESPONSIBILITIES,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
33-87-72-22,0347-001-001,3,YES,NO,1,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,"FAMILY FARMING, LIVESTOCK OR FISHING FOR FAMILY USE",,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
33-87-72-22,0347-001-001,4,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-37-98-68,0348-001-001,1,YES,YES,,NO,,NO,,NO,,,NO,NO,NO,YES,SICKNESS,YES,YES,MAINLY FOR FAMILY USE,NO,NO,NO,,NO,"FAMILY FARMING, LIVESTOCK OR FISHING FOR FAMILY USE",,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
27-37-98-68,0348-001-001,2,YES,YES,,NO,,NO,,YES,9,MAINLY FOR FAMILY USE,NO,NO,YES,,,,,,NO,NO,NO,,YES,,OTHER (SPECIFY),YES,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
27-37-98-68,0348-001-001,3,YES,NO,2,NO,,NO,,NO,,,NO,NO,NO,YES,OTHER (SPECIFY),YES,YES,MAINLY FOR FAMILY USE,NO,NO,NO,,NO,ENGAGED IN HOUSEHOLD OR FAMILY RESPONSIBILITIES,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
27-37-98-68,0348-001-001,4,YES,YES,,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
62-47-27-99,0348-001-005,1,YES,YES,,NO,,NO,,YES,3,MAINLY FOR FAMILY USE,NO,NO,YES,,,,,,NO,NO,NO,,NO,"FAMILY FARMING, LIVESTOCK OR FISHING FOR FAMILY USE",,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
62-47-27-99,0348-001-005,2,YES,YES,,NO,,NO,,YES,6,MAINLY FOR FAMILY USE,NO,NO,YES,,,,,,NO,NO,NO,,NO,"FAMILY FARMING, LIVESTOCK OR FISHING FOR FAMILY USE",,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
62-47-27-99,0348-001-005,3,YES,NO,2,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
62-47-27-99,0348-001-005,5,YES,NO,2,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
62-47-27-99,0348-001-005,6,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-38-40-57,0349-001-001,1,YES,YES,,YES,84,NO,,NO,,,NO,NO,YES,,,,,,YES,,,,,,,,,,YES,CENTRAL GOVERNMENT,AFISA MTECNOLOGIA WA MABARA,PROFESSIONALS,HEALTH PROFESSIONALS,OTHER HEALTH PROFESSIONALS,HEALTH PROFESSIONALS NOT ELSEWHERE CLASSIFIED,,,,AFYA,,Human health and social work activities,Human health activities,Other human health activities,Other human health activities,12,YES,,2200000,MONTH,YES,700000,WEEK,12,4,84,84,YES,PERMANENT CONTRACT,YES,YES,YES,NO,,,,,,,,,,,,,,,,,NO,
83-73-69-11,0350-001-001,1,YES,YES,,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,RETIRED OR PENSIONER,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
05-53-86-21,0351-001-001,1,YES,YES,,YES,35,NO,,NO,,,NO,NO,YES,,,,,,YES,,,,,,,,,,YES,LOCAL GOVERNMENT,AFISA MTABIBU,PROFESSIONALS,HEALTH PROFESSIONALS,NURSING AND MIDWIFERY PROFESSIONALS,NURSING PROFESSIONALS,,,,HUDUMA YA AFYA KWA BINADAMU,,Human health and social work activities,Human health activities,Hospital activities,Hospital activities,3,YES,,680000,MONTH,YES,240000,MONTH,12,4,35,35,YES,PERMANENT CONTRACT,YES,YES,YES,NO,,,,,,,,,,,,,,,,,NO,
62-06-81-29,0352-001-001,1,YES,YES,,NO,,YES,24,NO,,,NO,NO,YES,,,,,,YES,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,NO
62-06-81-29,0352-001-001,2,YES,YES,,NO,,NO,,YES,24,MAINLY FOR FAMILY USE,NO,NO,YES,,,,,,NO,NO,NO,,NO,"FAMILY FARMING, LIVESTOCK OR FISHING FOR FAMILY USE",,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
