interview__key,sdd_hhid,plotnum,plotname,plotid_nps4,ag3a_desc,ag3a_02_1,ag3a_02_2,ag3a_02_3,ag3a_03,ag3a_04,ag3a_07,ag3a_08a_1,ag3a_08a_2,ag3a_08b_1,ag3a_08b_2,ag3a_08b_3,ag3a_08c1,ag3a_08c2,ag3a_09a_1,ag3a_09a_2,ag3a_09b_1,ag3a_09b_2,ag3a_09b_3,ag3a_09c1,ag3a_09c2,ag3a_10,ag3a_11,ag3a_12,ag3a_13,ag3a_14,ag3a_15,ag3a_16_1,ag3a_16_2,ag3a_17,ag3a_18,ag3a_19,ag3a_20,ag3a_21,ag3a_22,ag3a_23,ag3a_24,ag3a_25,ag3a_26_1,ag3a_26_2,ag3a_27,ag3a_28a,ag3a_28b,ag3a_28c,ag3a_28d,ag3a_29_1,ag3a_29_2,ag3a_30,ag3a_31_1,ag3a_31_2,ag3a_31a,ag3a_32_1,ag3a_32_2,ag3a_33,ag3a_34_1,ag3a_34_2,ag3a_35,ag3a_36_1,ag3a_36_2,ag3a_37_1,ag3a_37_2,ag3a_38,ag3a_38a,ag3a_39,ag3a_40,ag3a_41,ag3a_42,ag3a_43,ag3a_44,ag3a_45,ag3a_46_1,ag3a_46_2,ag3a_47,ag3a_48,ag3a_49,ag3a_51,ag3a_52,ag3a_53_1,ag3a_53_2,ag3a_54,ag3a_55,ag3a_56,ag3a_58,ag3a_59_1,ag3a_59_2,ag3a_60,ag3a_62_1,ag3a_62_2,ag3a_63,ag3a_64,ag3a_65_1,ag3a_65_2,ag3a_65a,ag3a_65b_1,ag3a_65b_2,ag3a_65c,ag3a_65d,ag3a_65e_1,ag3a_65e_2,ag3a_66,ag3a_67_1,ag3a_67_2,ag3a_67_3,ag3a_67_4,ag3a_68,ag3a_69,ag3a_70_1,ag3a_70_2,ag3a_71_1,ag3a_71_2,ag3a_71a,ag3a_71b,ag3a_72a,ag3a_72b_1,ag3a_72b_2,ag3a_72b_3,ag3a_72b_4,ag3a_72b_5,ag3a_72b_6,ag3a_72b_7,ag3a_72b_8,ag3a_72b_9,ag3a_72b_10,ag3a_72e,ag3a_72f_1,ag3a_72f_2,ag3a_72f_3,ag3a_72f_4,ag3a_72f_5,ag3a_72f_6,ag3a_72f_7,ag3a_72f_8,ag3a_72f_9,ag3a_72f_10,ag3a_72i,ag3a_72j_1,ag3a_72j_2,ag3a_72j_3,ag3a_72j_4,ag3a_72j_5,ag3a_72j_6,ag3a_72j_7,ag3a_72j_8,ag3a_72j_9,ag3a_72j_10,ag3a_73,ag3a_74_1a,ag3a_74_1b,ag3a_74_1c,ag3a_74_1d,ag3a_74_2a,ag3a_74_2b,ag3a_74_2c,ag3a_74_2d,ag3a_74_3a,ag3a_74_3b,ag3a_74_3c,ag3a_74_3d,ag3a_76,ag3a_77,ag3a_78,ag3a_79,ag3a_80,ag3a_81,ag3a_82,ag3a_83,ag3a_84,ag3a_85
21-51-87-14,0301-001-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,0,0,1,CULTIVATED,,3,YES,NO,1,2,,,,YES,NO,1,,,,,SANDY,GOOD,OWN EXPERIENCE,NO,,NO,,,FLAT BOTTOM,NO,,,,NEVER,,1000000,PURCHASED,,,,GRANTED RIGHT OF OCCUPANCY,,,LETTER OF ALLOCATION FROM VILLAGE GOV'T,1,,YES,1,,NO,,,,,,,,,,,2013,NO,YES,,NO,,,,,,,NO,,,,,,,,,,,,,NO,,,,,,,NO,,,,,,,NO,,,,,,,,,,,NO,NO,YES,1,2,,,,,,,,,YES,1,2,,,,,,,,,YES,1,2,,,,,,,,,NO,,,,,,,,,,,,,,,,,,NO,,YES,,FALLOW
21-51-87-14,0301-001-001,2,**CONFIDENTIAL**,M2,**CONFIDENTIAL**,3,1,3,CULTIVATED,,10,YES,NO,1,,,,,YES,NO,1,,,,,LOAM,AVERAGE,OWN EXPERIENCE,NO,,NO,,,FLAT BOTTOM,NO,,,,NEVER,,1000000,INHERITANCE,,,,NO CERTIFICATE,YES,NO,NO DOCUMENTATION,1,,YES,1,,NO,,,,,,,,,,,2013,NO,YES,,NO,,,,,,,NO,,,,,,,,,,,,,NO,,,,,,,YES,3,LITRE,45000,OWN EXPERIENCE,M/BIASHARA BINAFSI,KARIBU NA MJI,NO,,,,,,,,,,,NO,NO,YES,1,2,,,,,,,,,YES,1,2,,,,,,,,,YES,1,2,,,,,,,,,NO,,,,,,,,,,,,,,,,,,NO,,YES,,FALLOW
21-51-87-14,0301-001-001,3,**CONFIDENTIAL**,M3,**CONFIDENTIAL**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49-07-66-40,0301-005-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49-07-66-40,0301-005-001,2,**CONFIDENTIAL**,,**CONFIDENTIAL**,0,1,1,CULTIVATED,,1,YES,NO,1,,,,,YES,NO,1,,,,,LOAM,AVERAGE,OWN EXPERIENCE,NO,,NO,,,FLAT BOTTOM,NO,,,,NEVER,,2000000,INHERITANCE,,,,NO CERTIFICATE,YES,YES,NO DOCUMENTATION,1,,YES,1,,NO,,,,,,,,,,,2009,NO,YES,,NO,,,,,,,NO,,,,,,,,,,,,,NO,,,,,,,NO,,,,,,,NO,,,,,,,,,,,NO,NO,YES,1,2,,,,,,,,,YES,1,2,,,,,,,,,YES,2,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,NO,,YES,,FALLOW
49-07-66-40,0301-005-001,3,**CONFIDENTIAL**,,**CONFIDENTIAL**,13,5,13,FALLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4000000,PURCHASED,,,,NO CERTIFICATE,YES,YES,NO DOCUMENTATION,1,,YES,1,,NO,,,,,,,,,,,2016,NO,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,YES,,FALLOW
30-98-65-42,0302-001-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,3,3,13,CULTIVATED,,10,YES,NO,1,,,,,YES,NO,1,,,,,SANDY,GOOD,OWN EXPERIENCE,NO,,NO,,,FLAT TOP,NO,,,,NEVER,,500000,PURCHASED,,,,NO CERTIFICATE,YES,YES,NO DOCUMENTATION,1,,YES,1,,NO,,,,,,,,,,,2010,NO,YES,,NO,,,,,,,NO,,,,,,,,,,,,,NO,,,,,,,NO,,,,,,,NO,,,,,,,,,,,NO,NO,YES,1,2,,,,,,,,,YES,1,2,,,,,,,,,YES,1,2,,,,,,,,,NO,,,,,,,,,,,,,,,,,,NO,,YES,,FALLOW
30-98-65-42,0302-001-001,2,**CONFIDENTIAL**,M2,**CONFIDENTIAL**,10,8,15,CULTIVATED,,1,YES,NO,1,,,,,YES,NO,1,,,,,SANDY,GOOD,OWN EXPERIENCE,NO,,NO,,,FLAT BOTTOM,NO,,,,NEVER,,1500000,"SQUATTING, CLEARING",,,,,,,NO DOCUMENTATION,,,,,,,,,,,,,NDUGU YOYOTE (NDANI AU NJE YA KAYA),NDANI YA KIJIJI/MJI,1,,,,NO,,NO,,,,,,,NO,,,,,,,,,,,,,NO,,,,,,,NO,,,,,,,NO,,,,,,,,,,,NO,NO,YES,1,2,,,,,,,,,YES,1,2,,,,,,,,,YES,1,2,,,,,,,,,NO,,,,,,,,,,,,,,,,,,NO,,YES,,FALLOW
30-98-65-42,0302-001-001,3,**CONFIDENTIAL**,,**CONFIDENTIAL**,0,0,10,OTHER (SPECIFY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEVER,,3000000,PURCHASED,,,,NO CERTIFICATE,YES,YES,NO DOCUMENTATION,1,,YES,1,,NO,,,,,,,,,,,2015,NO,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,YES,,OTHER (SPECIFY)
66-47-83-10,0303-001-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,2,4,10,RENTED OUT,20000,,,,,,,,,,,,,,,,LOAM,AVERAGE,OWN EXPERIENCE,NO,,NO,,,FLAT BOTTOM,NO,,,,NEVER,,4700000,GIFT,,,,NO CERTIFICATE,YES,YES,NO DOCUMENTATION,1,,YES,1,,YES,,,,,,,,,,,1982,NO,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,YES,,FALLOW
66-47-83-10,0303-001-001,2,**CONFIDENTIAL**,M2,**CONFIDENTIAL**,0,3,9,CULTIVATED,,1,YES,NO,1,2,,,,YES,NO,1,2,,,,LOAM,GOOD,OWN EXPERIENCE,NO,,NO,,,FLAT BOTTOM,NO,,,,NEVER,,2400000,PURCHASED,,,,CERTIFICATE OF CUSTOMARY RIGHTS  OF OCCUPANCY,,,NO DOCUMENTATION,1,2,YES,1,2,NO,,,,,,,,,,,2010,NO,YES,,NO,,,,,,,NO,,,,,,,,,,,,,NO,,,,,,,YES,0.5,LITRE,10000,ADVICE BY AGRICULTURAL OFFICER,M/BIASHARA BINAFSI,KARIBU NA KIJIJI,NO,,,,,,,,,,,NO,NO,YES,2,,,,,,,,,,YES,2,,,,,,,,,,YES,2,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,NO,,YES,,FALLOW
62-07-81-83,0304-001-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,6,6,15,CULTIVATED,,3,YES,NO,1,,,,,YES,NO,1,,,,,LOAM,GOOD,OWN EXPERIENCE,NO,,NO,,,FLAT BOTTOM,NO,,,,NEVER,,1500000,"SQUATTING, CLEARING",,,,,,,NO DOCUMENTATION,,,,,,,,,,,,,SERIKALI YA KIJIJI,NDANI YA KIJIJI/MJI,1,,,,YES,,NO,,,,,,,NO,,,,,,,,,,,,,NO,,,,,,,NO,,,,,,,NO,,,,,,,,,,,NO,NO,YES,1,2,3,,,,,,,,YES,1,2,3,,,,,,,,YES,1,2,3,,,,,,,,NO,,,,,,,,,,,,,,,,,,NO,,YES,,FALLOW
62-07-81-83,0304-001-001,2,**CONFIDENTIAL**,M2,**CONFIDENTIAL**,7,1,12,FALLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,1200000,PURCHASED,,,,NO CERTIFICATE,YES,YES,NO DOCUMENTATION,1,,YES,1,,NO,,,,,,,,,,,1999,NO,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,YES,,FALLOW
62-07-81-83,0304-001-001,3,**CONFIDENTIAL**,,**CONFIDENTIAL**,0,0.1,12,FALLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2000000,INHERITANCE,,,,NO CERTIFICATE,YES,YES,NO DOCUMENTATION,1,,YES,1,,NO,,,,,,,,,,,1995,NO,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,YES,,FALLOW
69-04-27-82,0306-001-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,0,0,1,CULTIVATED,,1,YES,NO,1,2,,,,YES,NO,1,2,,,,LOAM,AVERAGE,OWN EXPERIENCE,NO,,NO,,,FLAT BOTTOM,NO,,,,NEVER,,200000,"SQUATTING, CLEARING",,,,,,,NO DOCUMENTATION,,,,,,,,,,,,,NDUGU YOYOTE (NDANI AU NJE YA KAYA),NDANI YA KIJIJI/MJI,1,2,,,YES,,NO,,,,,,,NO,,,,,,,,,,,,,NO,,,,,,,NO,,,,,,,NO,,,,,,,,,,,NO,NO,YES,1,2,,,,,,,,,YES,1,2,,,,,,,,,YES,1,2,,,,,,,,,NO,,,,,,,,,,,,,,,,,,NO,,YES,,OTHER (SPECIFY)
69-04-27-82,0306-001-001,2,**CONFIDENTIAL**,M2,**CONFIDENTIAL**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69-04-27-82,0306-001-001,3,**CONFIDENTIAL**,,**CONFIDENTIAL**,2,1,3,CULTIVATED,,1,YES,NO,1,2,,,,YES,NO,1,2,,,,LOAM,GOOD,OWN EXPERIENCE,NO,,NO,,,FLAT BOTTOM,NO,,,,NEVER,,1500000,"SQUATTING, CLEARING",,,,,,,NO DOCUMENTATION,,,,,,,,,,,,,NDUGU YOYOTE (NDANI AU NJE YA KAYA),NDANI YA KIJIJI/MJI,1,2,,,YES,,NO,,,,,,,NO,,,,,,,,,,,,,NO,,,,,,,YES,250,MILLILITRE,8000,OWN EXPERIENCE,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,NO,,,,,,,,,,,NO,NO,YES,1,2,,,,,,,,,YES,1,2,,,,,,,,,YES,1,2,,,,,,,,,NO,,,,,,,,,,,,,,,,,,NO,,YES,,OTHER (SPECIFY)
80-51-24-60,0307-001-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80-51-24-60,0307-001-001,2,**CONFIDENTIAL**,M2,**CONFIDENTIAL**,18,3,12,CULTIVATED,,2,YES,NO,1,,,,,YES,NO,1,,,,,CLAY,GOOD,OWN EXPERIENCE,NO,,NO,,,FLAT BOTTOM,NO,,,,NEVER,,100000,"SQUATTING, CLEARING",,,,,,,NO DOCUMENTATION,,,,,,,,,,,,,NDUGU YOYOTE (NDANI AU NJE YA KAYA),NDANI YA KIJIJI/MJI,1,,,,YES,,NO,,,,,,,NO,,,,,,,,,,,,,NO,,,,,,,NO,,,,,,,NO,,,,,,,,,,,YES,NO,YES,1,3,,,,,,,,,YES,1,,,,,,,,,,YES,1,2,3,,,,,,,,YES,0,0,0,0,40,0,0,56000,20,0,0,42000,,,,,,NO,,YES,,OTHER (SPECIFY)
80-51-24-60,0307-001-001,3,**CONFIDENTIAL**,M3,**CONFIDENTIAL**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80-51-24-60,0307-001-001,4,**CONFIDENTIAL**,,**CONFIDENTIAL**,12,4,12,CULTIVATED,,1,YES,NO,1,4,,,,YES,NO,1,4,,,,LOAM,GOOD,OWN EXPERIENCE,NO,,NO,,,FLAT BOTTOM,NO,,,,NEVER,,500000,"SQUATTING, CLEARING",,,,,,,NO DOCUMENTATION,,,,,,,,,,,,,NDUGU YOYOTE (NDANI AU NJE YA KAYA),NDANI YA KIJIJI/MJI,1,4,,,YES,,NO,,,,,,,NO,,,,,,,,,,,,,NO,,,,,,,NO,,,,,,,NO,,,,,,,,,,,YES,NO,YES,1,4,,,,,,,,,YES,1,4,,,,,,,,,YES,1,2,3,4,,,,,,,YES,6,4,0,40000,10,0,0,30000,0,0,0,0,,,,,,NO,,YES,,OTHER (SPECIFY)
80-51-24-60,0307-001-001,5,**CONFIDENTIAL**,,**CONFIDENTIAL**,0,0,0.5,OTHER (SPECIFY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEVER,,250000,PURCHASED,,,,NO CERTIFICATE,YES,YES,NO DOCUMENTATION,1,4,YES,1,4,NO,,,,,,,,,,,2016,NO,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,YES,,OTHER (SPECIFY)
03-60-63-99,0308-001-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,2,0.3,30,FALLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,200000,INHERITANCE,,,,NO CERTIFICATE,YES,YES,NO DOCUMENTATION,1,2,YES,1,,NO,,,,,,,,,,,2006,NO,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,YES,,FALLOW
03-60-63-99,0308-001-001,2,**CONFIDENTIAL**,,**CONFIDENTIAL**,0,0.1,4,OTHER (SPECIFY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEVER,,0,RENTED IN,,,,,,,NO DOCUMENTATION,,,,,,,,,18000,6,MONTHS,NONE,M/BIASHARA BINAFSI,KARIBU NA KIJIJI,1,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,YES,,OTHER (SPECIFY)
03-60-63-99,0308-001-001,3,**CONFIDENTIAL**,,**CONFIDENTIAL**,2,0.1,5,CULTIVATED,,31,YES,NO,1,,,,,YES,NO,1,,,,,LOAM,GOOD,OWN EXPERIENCE,NO,,NO,,,FLAT BOTTOM,NO,,,,NEVER,,300000,INHERITANCE,,,,NO CERTIFICATE,YES,YES,NO DOCUMENTATION,1,,YES,1,,NO,,,,,,,,,,,2003,NO,NO,,NO,,,,,,,NO,,,,,,,,,,,,,NO,,,,,,,YES,25,KG,45000,OWN EXPERIENCE,DUKANI/MCHUUZI,KARIBU NA KIJIJI,NO,,,,,,,,,,,NO,NO,NO,,,,,,,,,,,YES,1,2,,,,,,,,,YES,1,2,,,,,,,,,YES,0,0,0,0,0,4,0,130000,0,0,0,0,,,,,,NO,,YES,,OTHER (SPECIFY)
32-19-64-20,0309-001-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32-19-64-20,0309-001-001,2,**CONFIDENTIAL**,,**CONFIDENTIAL**,0,0.2,0.2,OTHER (SPECIFY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEVER,,50000,USED FREE OF CHARGE,,,,,,,NO DOCUMENTATION,,,,,,,,,,,,,NDUGU YOYOTE (NDANI AU NJE YA KAYA),NDANI YA KIJIJI/MJI,1,2,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,NO,ABANDONED,
40-17-36-05,0310-001-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,0,0,2,FALLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5000000,"SQUATTING, CLEARING",,,,,,,NO DOCUMENTATION,,,,,,,,,,,,,SHAMBA KUBWA,NDANI YA KIJIJI/MJI,1,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,YES,,FALLOW
40-17-36-05,0310-001-001,2,**CONFIDENTIAL**,M2,**CONFIDENTIAL**,0,0,2,FALLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6000000,INHERITANCE,,,,NO CERTIFICATE,YES,YES,NO DOCUMENTATION,1,,NO,,,,,,,,,,,,,,1980,NO,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,YES,,FALLOW
55-61-56-57,0311-002-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,6,2,8,CULTIVATED,,28,YES,NO,1,,,,,YES,NO,1,,,,,LOAM,GOOD,OWN EXPERIENCE,NO,,NO,,,FLAT BOTTOM,NO,,,,NEVER,,4000000,GIFT,,,,NO CERTIFICATE,YES,YES,NO DOCUMENTATION,1,,YES,1,,NO,,,,,,,,,,,1990,NO,YES,,NO,,,,,,,NO,,,,,,,,,,,,,NO,,,,,,,YES,50,KG,80000,OWN EXPERIENCE,DUKANI/MCHUUZI,KARIBU NA KIJIJI,NO,,,,,,,,,,,NO,NO,YES,1,2,,,,,,,,,YES,1,2,3,,,,,,,,YES,1,2,3,,,,,,,,YES,4,4,0,0,0,0,0,0,0,0,0,0,,,,,,NO,,YES,,OTHER (SPECIFY)
55-61-56-57,0311-002-001,2,**CONFIDENTIAL**,M2,**CONFIDENTIAL**,7,2,6,CULTIVATED,,44,YES,NO,1,,,,,YES,NO,1,,,,,LOAM,GOOD,OWN EXPERIENCE,NO,,NO,,,SLIGHTLY SLOPED,NO,,,,NEVER,,500000,"SQUATTING, CLEARING",,,,,,,NO DOCUMENTATION,,,,,,,,,,,,,SERIKALI YA KIJIJI,NDANI YA KIJIJI/MJI,1,,,,YES,,NO,,,,,,,NO,,,,,,,,,,,,,NO,,,,,,,NO,,,,,,,NO,,,,,,,,,,,NO,NO,NO,,,,,,,,,,,YES,1,2,3,,,,,,,,YES,1,2,,,,,,,,,NO,,,,,,,,,,,,,,,,,,NO,,YES,,OTHER (SPECIFY)
55-61-56-57,0311-002-001,3,**CONFIDENTIAL**,,**CONFIDENTIAL**,0,0.1,0,OTHER (SPECIFY),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEVER,,1000000,PURCHASED,,,,NO CERTIFICATE,YES,YES,NO DOCUMENTATION,1,,YES,1,,NO,,,,,,,,,,,2005,NO,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,YES,,OTHER (SPECIFY)
98-25-23-09,0312-001-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,5,5,7,CULTIVATED,,31,YES,NO,1,,,,,YES,NO,1,,,,,LOAM,AVERAGE,OWN EXPERIENCE,NO,,NO,,,FLAT BOTTOM,NO,,,,NEVER,,400000,PURCHASED,,,,NO CERTIFICATE,YES,YES,NO DOCUMENTATION,1,,YES,1,,NO,,,,,,,,,,,1990,NO,YES,,NO,,,,,,,NO,,,,,,,,,,,,,NO,,,,,,,YES,25,KG,25000,OWN EXPERIENCE,M/BIASHARA BINAFSI,KARIBU NA KIJIJI,NO,,,,,,,,,,,NO,NO,NO,,,,,,,,,,,YES,1,2,,,,,,,,,YES,1,2,3,,,,,,,,NO,,,,,,,,,,,,,,,,,,NO,,YES,,OTHER (SPECIFY)
98-25-23-09,0312-001-001,2,**CONFIDENTIAL**,M2,**CONFIDENTIAL**,3,3,4,CULTIVATED,,2,YES,NO,1,,,,,YES,NO,1,,,,,SANDY,AVERAGE,OWN EXPERIENCE,NO,,NO,,,FLAT BOTTOM,NO,,,,NEVER,,500000,"SQUATTING, CLEARING",,,,,,,NO DOCUMENTATION,,,,,,,,,,,,,NDUGU YOYOTE (NDANI AU NJE YA KAYA),NDANI YA KIJIJI/MJI,1,,,,YES,,NO,,,,,,,NO,,,,,,,,,,,,,NO,,,,,,,NO,,,,,,,NO,,,,,,,,,,,NO,NO,YES,1,2,,,,,,,,,YES,1,2,3,,,,,,,,YES,1,2,,,,,,,,,NO,,,,,,,,,,,,,,,,,,NO,,YES,,FALLOW
98-25-23-09,0312-001-001,3,**CONFIDENTIAL**,M3,**CONFIDENTIAL**,3,3,4,FALLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,300000,"SQUATTING, CLEARING",,,,,,,NO DOCUMENTATION,,,,,,,,,,,,,NDUGU YOYOTE (NDANI AU NJE YA KAYA),NDANI YA KIJIJI/MJI,1,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,YES,,FALLOW
98-25-23-09,0312-001-001,4,**CONFIDENTIAL**,M4,**CONFIDENTIAL**,2,2,3,CULTIVATED,,1,YES,NO,1,,,,,YES,NO,1,,,,,SANDY,AVERAGE,OWN EXPERIENCE,NO,,NO,,,FLAT BOTTOM,NO,,,,NEVER,,350000,"SQUATTING, CLEARING",,,,,,,NO DOCUMENTATION,,,,,,,,,,,,,NDUGU YOYOTE (NDANI AU NJE YA KAYA),NDANI YA KIJIJI/MJI,1,,,,YES,,NO,,,,,,,NO,,,,,,,,,,,,,NO,,,,,,,NO,,,,,,,NO,,,,,,,,,,,NO,NO,YES,1,2,,,,,,,,,YES,1,,,,,,,,,,YES,1,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,NO,,YES,,FALLOW
98-25-23-09,0312-001-001,5,**CONFIDENTIAL**,,**CONFIDENTIAL**,0,0,1,CULTIVATED,,20,YES,NO,1,2,,,,YES,NO,1,,,,,SANDY,AVERAGE,OWN EXPERIENCE,NO,,NO,,,FLAT BOTTOM,NO,,,,NEVER,,400000,"SQUATTING, CLEARING",,,,,,,NO DOCUMENTATION,,,,,,,,,,,,,NDUGU YOYOTE (NDANI AU NJE YA KAYA),NDANI YA KIJIJI/MJI,1,,,,YES,,NO,,,,,,,NO,,,,,,,,,,,,,NO,,,,,,,NO,,,,,,,NO,,,,,,,,,,,NO,NO,YES,1,,,,,,,,,,YES,1,,,,,,,,,,YES,1,3,,,,,,,,,NO,,,,,,,,,,,,,,,,,,NO,,YES,,FALLOW
61-31-47-40,0312-002-001,1,**CONFIDENTIAL**,M1,**CONFIDENTIAL**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
