interview__key,sdd_hhid,lvstckid,lf07_01,lf07_02_1,lf07_02_2,lf07_03,lf07_04_1,lf07_04_2,lf07_05,lf07_06
80-93-48-57,0177-001-001,LARGE RUMINANTS,,,,,,,,
80-93-48-57,0177-001-001,SMALL RUMINANTS,,,,,,,,
80-93-48-57,0177-001-001,PIGS,,,,,,,,
80-93-48-57,0177-001-001,POULTRY,,,,,,,,
80-93-48-57,0177-001-001,DONKEYS,,,,,,,,
80-93-48-57,0177-001-001,OTHER ANIMALS,,,,,,,,
87-96-65-49,0178-001-001,LARGE RUMINANTS,,,,,,,,
87-96-65-49,0178-001-001,SMALL RUMINANTS,,,,,,,,
87-96-65-49,0178-001-001,PIGS,,,,,,,,
87-96-65-49,0178-001-001,POULTRY,,,,,,,,
87-96-65-49,0178-001-001,DONKEYS,,,,,,,,
87-96-65-49,0178-001-001,OTHER ANIMALS,,,,,,,,
50-72-74-09,0179-001-001,LARGE RUMINANTS,,,,,,,,
50-72-74-09,0179-001-001,SMALL RUMINANTS,,,,,,,,
50-72-74-09,0179-001-001,PIGS,,,,,,,,
50-72-74-09,0179-001-001,POULTRY,,,,,,,,
50-72-74-09,0179-001-001,DONKEYS,,,,,,,,
50-72-74-09,0179-001-001,OTHER ANIMALS,,,,,,,,
97-03-71-43,0179-001-003,LARGE RUMINANTS,,,,,,,,
97-03-71-43,0179-001-003,SMALL RUMINANTS,,,,,,,,
97-03-71-43,0179-001-003,PIGS,,,,,,,,
97-03-71-43,0179-001-003,POULTRY,,,,,,,,
97-03-71-43,0179-001-003,DONKEYS,,,,,,,,
97-03-71-43,0179-001-003,OTHER ANIMALS,,,,,,,,
26-41-59-49,0180-001-001,LARGE RUMINANTS,,,,,,,,
26-41-59-49,0180-001-001,SMALL RUMINANTS,,,,,,,,
26-41-59-49,0180-001-001,PIGS,,,,,,,,
26-41-59-49,0180-001-001,POULTRY,,,,,,,,
26-41-59-49,0180-001-001,DONKEYS,,,,,,,,
26-41-59-49,0180-001-001,OTHER ANIMALS,,,,,,,,
36-54-74-87,0180-001-007,LARGE RUMINANTS,,,,,,,,
36-54-74-87,0180-001-007,SMALL RUMINANTS,,,,,,,,
36-54-74-87,0180-001-007,PIGS,,,,,,,,
36-54-74-87,0180-001-007,POULTRY,NO,,,,,,,
36-54-74-87,0180-001-007,DONKEYS,,,,,,,,
36-54-74-87,0180-001-007,OTHER ANIMALS,,,,,,,,
77-70-35-65,0181-001-001,LARGE RUMINANTS,,,,,,,,
77-70-35-65,0181-001-001,SMALL RUMINANTS,,,,,,,,
77-70-35-65,0181-001-001,PIGS,,,,,,,,
77-70-35-65,0181-001-001,POULTRY,,,,,,,,
77-70-35-65,0181-001-001,DONKEYS,,,,,,,,
77-70-35-65,0181-001-001,OTHER ANIMALS,,,,,,,,
40-26-23-74,0182-001-001,LARGE RUMINANTS,,,,,,,,
40-26-23-74,0182-001-001,SMALL RUMINANTS,,,,,,,,
40-26-23-74,0182-001-001,PIGS,,,,,,,,
40-26-23-74,0182-001-001,POULTRY,,,,,,,,
40-26-23-74,0182-001-001,DONKEYS,,,,,,,,
40-26-23-74,0182-001-001,OTHER ANIMALS,,,,,,,,
82-20-98-85,0183-002-001,LARGE RUMINANTS,,,,,,,,
82-20-98-85,0183-002-001,SMALL RUMINANTS,,,,,,,,
82-20-98-85,0183-002-001,PIGS,,,,,,,,
82-20-98-85,0183-002-001,POULTRY,,,,,,,,
82-20-98-85,0183-002-001,DONKEYS,,,,,,,,
82-20-98-85,0183-002-001,OTHER ANIMALS,,,,,,,,
93-13-13-82,0183-002-003,LARGE RUMINANTS,,,,,,,,
93-13-13-82,0183-002-003,SMALL RUMINANTS,,,,,,,,
93-13-13-82,0183-002-003,PIGS,,,,,,,,
93-13-13-82,0183-002-003,POULTRY,NO,,,,,,,
93-13-13-82,0183-002-003,DONKEYS,,,,,,,,
93-13-13-82,0183-002-003,OTHER ANIMALS,,,,,,,,
00-11-15-68,0184-001-001,LARGE RUMINANTS,,,,,,,,
00-11-15-68,0184-001-001,SMALL RUMINANTS,,,,,,,,
00-11-15-68,0184-001-001,PIGS,,,,,,,,
00-11-15-68,0184-001-001,POULTRY,,,,,,,,
00-11-15-68,0184-001-001,DONKEYS,,,,,,,,
00-11-15-68,0184-001-001,OTHER ANIMALS,,,,,,,,
52-59-56-82,0185-001-002,LARGE RUMINANTS,,,,,,,,
52-59-56-82,0185-001-002,SMALL RUMINANTS,,,,,,,,
52-59-56-82,0185-001-002,PIGS,,,,,,,,
52-59-56-82,0185-001-002,POULTRY,,,,,,,,
52-59-56-82,0185-001-002,DONKEYS,,,,,,,,
52-59-56-82,0185-001-002,OTHER ANIMALS,,,,,,,,
91-74-83-64,0186-001-001,LARGE RUMINANTS,,,,,,,,
91-74-83-64,0186-001-001,SMALL RUMINANTS,,,,,,,,
91-74-83-64,0186-001-001,PIGS,,,,,,,,
91-74-83-64,0186-001-001,POULTRY,,,,,,,,
91-74-83-64,0186-001-001,DONKEYS,,,,,,,,
91-74-83-64,0186-001-001,OTHER ANIMALS,,,,,,,,
90-16-09-17,0186-001-005,LARGE RUMINANTS,,,,,,,,
90-16-09-17,0186-001-005,SMALL RUMINANTS,,,,,,,,
90-16-09-17,0186-001-005,PIGS,,,,,,,,
90-16-09-17,0186-001-005,POULTRY,,,,,,,,
90-16-09-17,0186-001-005,DONKEYS,,,,,,,,
90-16-09-17,0186-001-005,OTHER ANIMALS,,,,,,,,
80-57-22-37,0186-003-001,LARGE RUMINANTS,,,,,,,,
80-57-22-37,0186-003-001,SMALL RUMINANTS,,,,,,,,
80-57-22-37,0186-003-001,PIGS,,,,,,,,
80-57-22-37,0186-003-001,POULTRY,,,,,,,,
80-57-22-37,0186-003-001,DONKEYS,,,,,,,,
80-57-22-37,0186-003-001,OTHER ANIMALS,,,,,,,,
15-56-66-55,0186-004-001,LARGE RUMINANTS,,,,,,,,
15-56-66-55,0186-004-001,SMALL RUMINANTS,,,,,,,,
15-56-66-55,0186-004-001,PIGS,,,,,,,,
15-56-66-55,0186-004-001,POULTRY,,,,,,,,
15-56-66-55,0186-004-001,DONKEYS,,,,,,,,
15-56-66-55,0186-004-001,OTHER ANIMALS,,,,,,,,
55-87-10-73,0187-001-001,LARGE RUMINANTS,,,,,,,,
55-87-10-73,0187-001-001,SMALL RUMINANTS,,,,,,,,
55-87-10-73,0187-001-001,PIGS,,,,,,,,
55-87-10-73,0187-001-001,POULTRY,,,,,,,,
55-87-10-73,0187-001-001,DONKEYS,,,,,,,,
55-87-10-73,0187-001-001,OTHER ANIMALS,,,,,,,,
19-67-55-32,0187-001-003,LARGE RUMINANTS,,,,,,,,
19-67-55-32,0187-001-003,SMALL RUMINANTS,,,,,,,,
19-67-55-32,0187-001-003,PIGS,,,,,,,,
19-67-55-32,0187-001-003,POULTRY,,,,,,,,
19-67-55-32,0187-001-003,DONKEYS,,,,,,,,
19-67-55-32,0187-001-003,OTHER ANIMALS,,,,,,,,
22-19-42-39,0188-001-001,LARGE RUMINANTS,,,,,,,,
22-19-42-39,0188-001-001,SMALL RUMINANTS,,,,,,,,
22-19-42-39,0188-001-001,PIGS,,,,,,,,
22-19-42-39,0188-001-001,POULTRY,NO,,,,,,,
22-19-42-39,0188-001-001,DONKEYS,,,,,,,,
22-19-42-39,0188-001-001,OTHER ANIMALS,,,,,,,,
32-98-17-50,0189-001-001,LARGE RUMINANTS,,,,,,,,
32-98-17-50,0189-001-001,SMALL RUMINANTS,,,,,,,,
32-98-17-50,0189-001-001,PIGS,,,,,,,,
32-98-17-50,0189-001-001,POULTRY,,,,,,,,
32-98-17-50,0189-001-001,DONKEYS,,,,,,,,
32-98-17-50,0189-001-001,OTHER ANIMALS,,,,,,,,
69-12-32-87,0191-001-001,LARGE RUMINANTS,,,,,,,,
69-12-32-87,0191-001-001,SMALL RUMINANTS,,,,,,,,
69-12-32-87,0191-001-001,PIGS,,,,,,,,
69-12-32-87,0191-001-001,POULTRY,,,,,,,,
69-12-32-87,0191-001-001,DONKEYS,,,,,,,,
69-12-32-87,0191-001-001,OTHER ANIMALS,,,,,,,,
88-53-04-67,0192-001-002,LARGE RUMINANTS,,,,,,,,
88-53-04-67,0192-001-002,SMALL RUMINANTS,,,,,,,,
88-53-04-67,0192-001-002,PIGS,,,,,,,,
88-53-04-67,0192-001-002,POULTRY,,,,,,,,
88-53-04-67,0192-001-002,DONKEYS,,,,,,,,
88-53-04-67,0192-001-002,OTHER ANIMALS,,,,,,,,
45-87-86-23,0193-001-001,LARGE RUMINANTS,,,,,,,,
45-87-86-23,0193-001-001,SMALL RUMINANTS,,,,,,,,
45-87-86-23,0193-001-001,PIGS,,,,,,,,
45-87-86-23,0193-001-001,POULTRY,,,,,,,,
45-87-86-23,0193-001-001,DONKEYS,,,,,,,,
45-87-86-23,0193-001-001,OTHER ANIMALS,,,,,,,,
18-27-98-28,0194-001-001,LARGE RUMINANTS,,,,,,,,
18-27-98-28,0194-001-001,SMALL RUMINANTS,,,,,,,,
18-27-98-28,0194-001-001,PIGS,,,,,,,,
18-27-98-28,0194-001-001,POULTRY,,,,,,,,
18-27-98-28,0194-001-001,DONKEYS,,,,,,,,
18-27-98-28,0194-001-001,OTHER ANIMALS,,,,,,,,
22-11-01-92,0194-007-002,LARGE RUMINANTS,,,,,,,,
22-11-01-92,0194-007-002,SMALL RUMINANTS,,,,,,,,
22-11-01-92,0194-007-002,PIGS,,,,,,,,
22-11-01-92,0194-007-002,POULTRY,,,,,,,,
22-11-01-92,0194-007-002,DONKEYS,,,,,,,,
22-11-01-92,0194-007-002,OTHER ANIMALS,,,,,,,,
66-54-30-86,0195-001-001,LARGE RUMINANTS,,,,,,,,
66-54-30-86,0195-001-001,SMALL RUMINANTS,,,,,,,,
66-54-30-86,0195-001-001,PIGS,,,,,,,,
66-54-30-86,0195-001-001,POULTRY,,,,,,,,
66-54-30-86,0195-001-001,DONKEYS,,,,,,,,
66-54-30-86,0195-001-001,OTHER ANIMALS,,,,,,,,
37-52-42-87,0195-001-003,LARGE RUMINANTS,,,,,,,,
37-52-42-87,0195-001-003,SMALL RUMINANTS,,,,,,,,
37-52-42-87,0195-001-003,PIGS,,,,,,,,
37-52-42-87,0195-001-003,POULTRY,,,,,,,,
37-52-42-87,0195-001-003,DONKEYS,,,,,,,,
37-52-42-87,0195-001-003,OTHER ANIMALS,,,,,,,,
43-65-07-99,0195-006-001,LARGE RUMINANTS,,,,,,,,
43-65-07-99,0195-006-001,SMALL RUMINANTS,,,,,,,,
43-65-07-99,0195-006-001,PIGS,,,,,,,,
43-65-07-99,0195-006-001,POULTRY,,,,,,,,
43-65-07-99,0195-006-001,DONKEYS,,,,,,,,
43-65-07-99,0195-006-001,OTHER ANIMALS,,,,,,,,
73-01-73-94,0196-001-001,LARGE RUMINANTS,,,,,,,,
73-01-73-94,0196-001-001,SMALL RUMINANTS,,,,,,,,
73-01-73-94,0196-001-001,PIGS,,,,,,,,
73-01-73-94,0196-001-001,POULTRY,NO,,,,,,,
73-01-73-94,0196-001-001,DONKEYS,,,,,,,,
73-01-73-94,0196-001-001,OTHER ANIMALS,,,,,,,,
42-23-49-92,0197-001-001,LARGE RUMINANTS,,,,,,,,
42-23-49-92,0197-001-001,SMALL RUMINANTS,,,,,,,,
42-23-49-92,0197-001-001,PIGS,,,,,,,,
42-23-49-92,0197-001-001,POULTRY,,,,,,,,
42-23-49-92,0197-001-001,DONKEYS,,,,,,,,
42-23-49-92,0197-001-001,OTHER ANIMALS,,,,,,,,
88-74-53-78,0198-001-001,LARGE RUMINANTS,,,,,,,,
88-74-53-78,0198-001-001,SMALL RUMINANTS,,,,,,,,
88-74-53-78,0198-001-001,PIGS,,,,,,,,
88-74-53-78,0198-001-001,POULTRY,,,,,,,,
88-74-53-78,0198-001-001,DONKEYS,,,,,,,,
88-74-53-78,0198-001-001,OTHER ANIMALS,,,,,,,,
56-90-38-75,0199-001-001,LARGE RUMINANTS,,,,,,,,
56-90-38-75,0199-001-001,SMALL RUMINANTS,,,,,,,,
56-90-38-75,0199-001-001,PIGS,,,,,,,,
56-90-38-75,0199-001-001,POULTRY,,,,,,,,
56-90-38-75,0199-001-001,DONKEYS,,,,,,,,
56-90-38-75,0199-001-001,OTHER ANIMALS,,,,,,,,
22-00-58-38,0199-001-002,LARGE RUMINANTS,,,,,,,,
22-00-58-38,0199-001-002,SMALL RUMINANTS,,,,,,,,
22-00-58-38,0199-001-002,PIGS,,,,,,,,
22-00-58-38,0199-001-002,POULTRY,,,,,,,,
22-00-58-38,0199-001-002,DONKEYS,,,,,,,,
22-00-58-38,0199-001-002,OTHER ANIMALS,,,,,,,,
43-54-63-75,0199-001-014,LARGE RUMINANTS,,,,,,,,
43-54-63-75,0199-001-014,SMALL RUMINANTS,,,,,,,,
43-54-63-75,0199-001-014,PIGS,,,,,,,,
43-54-63-75,0199-001-014,POULTRY,,,,,,,,
43-54-63-75,0199-001-014,DONKEYS,,,,,,,,
43-54-63-75,0199-001-014,OTHER ANIMALS,,,,,,,,
43-42-16-20,0199-008-001,LARGE RUMINANTS,,,,,,,,
43-42-16-20,0199-008-001,SMALL RUMINANTS,,,,,,,,
43-42-16-20,0199-008-001,PIGS,,,,,,,,
43-42-16-20,0199-008-001,POULTRY,,,,,,,,
43-42-16-20,0199-008-001,DONKEYS,,,,,,,,
43-42-16-20,0199-008-001,OTHER ANIMALS,,,,,,,,
74-58-36-12,0199-008-003,LARGE RUMINANTS,,,,,,,,
74-58-36-12,0199-008-003,SMALL RUMINANTS,,,,,,,,
74-58-36-12,0199-008-003,PIGS,,,,,,,,
74-58-36-12,0199-008-003,POULTRY,,,,,,,,
74-58-36-12,0199-008-003,DONKEYS,,,,,,,,
74-58-36-12,0199-008-003,OTHER ANIMALS,,,,,,,,
68-34-72-68,0200-001-001,LARGE RUMINANTS,,,,,,,,
68-34-72-68,0200-001-001,SMALL RUMINANTS,,,,,,,,
68-34-72-68,0200-001-001,PIGS,,,,,,,,
68-34-72-68,0200-001-001,POULTRY,,,,,,,,
68-34-72-68,0200-001-001,DONKEYS,,,,,,,,
68-34-72-68,0200-001-001,OTHER ANIMALS,,,,,,,,
21-95-94-12,0201-001-001,LARGE RUMINANTS,,,,,,,,
21-95-94-12,0201-001-001,SMALL RUMINANTS,,,,,,,,
21-95-94-12,0201-001-001,PIGS,,,,,,,,
21-95-94-12,0201-001-001,POULTRY,,,,,,,,
21-95-94-12,0201-001-001,DONKEYS,,,,,,,,
21-95-94-12,0201-001-001,OTHER ANIMALS,,,,,,,,
84-55-32-10,0202-002-001,LARGE RUMINANTS,,,,,,,,
84-55-32-10,0202-002-001,SMALL RUMINANTS,,,,,,,,
84-55-32-10,0202-002-001,PIGS,,,,,,,,
84-55-32-10,0202-002-001,POULTRY,NO,,,,,,,
84-55-32-10,0202-002-001,DONKEYS,,,,,,,,
84-55-32-10,0202-002-001,OTHER ANIMALS,,,,,,,,
61-58-21-91,0203-001-001,LARGE RUMINANTS,,,,,,,,
61-58-21-91,0203-001-001,SMALL RUMINANTS,,,,,,,,
61-58-21-91,0203-001-001,PIGS,,,,,,,,
61-58-21-91,0203-001-001,POULTRY,,,,,,,,
61-58-21-91,0203-001-001,DONKEYS,,,,,,,,
61-58-21-91,0203-001-001,OTHER ANIMALS,,,,,,,,
58-70-71-25,0203-001-002,LARGE RUMINANTS,,,,,,,,
58-70-71-25,0203-001-002,SMALL RUMINANTS,,,,,,,,
58-70-71-25,0203-001-002,PIGS,,,,,,,,
58-70-71-25,0203-001-002,POULTRY,,,,,,,,
58-70-71-25,0203-001-002,DONKEYS,,,,,,,,
58-70-71-25,0203-001-002,OTHER ANIMALS,,,,,,,,
85-27-88-94,0204-001-001,LARGE RUMINANTS,,,,,,,,
85-27-88-94,0204-001-001,SMALL RUMINANTS,,,,,,,,
85-27-88-94,0204-001-001,PIGS,,,,,,,,
85-27-88-94,0204-001-001,POULTRY,,,,,,,,
85-27-88-94,0204-001-001,DONKEYS,,,,,,,,
85-27-88-94,0204-001-001,OTHER ANIMALS,,,,,,,,
40-89-03-58,0204-001-009,LARGE RUMINANTS,,,,,,,,
40-89-03-58,0204-001-009,SMALL RUMINANTS,,,,,,,,
40-89-03-58,0204-001-009,PIGS,,,,,,,,
40-89-03-58,0204-001-009,POULTRY,,,,,,,,
40-89-03-58,0204-001-009,DONKEYS,,,,,,,,
40-89-03-58,0204-001-009,OTHER ANIMALS,,,,,,,,
64-87-80-64,0204-008-001,LARGE RUMINANTS,,,,,,,,
64-87-80-64,0204-008-001,SMALL RUMINANTS,,,,,,,,
64-87-80-64,0204-008-001,PIGS,,,,,,,,
64-87-80-64,0204-008-001,POULTRY,,,,,,,,
64-87-80-64,0204-008-001,DONKEYS,,,,,,,,
64-87-80-64,0204-008-001,OTHER ANIMALS,,,,,,,,
58-88-28-93,0205-001-001,LARGE RUMINANTS,,,,,,,,
58-88-28-93,0205-001-001,SMALL RUMINANTS,,,,,,,,
58-88-28-93,0205-001-001,PIGS,,,,,,,,
58-88-28-93,0205-001-001,POULTRY,,,,,,,,
58-88-28-93,0205-001-001,DONKEYS,,,,,,,,
58-88-28-93,0205-001-001,OTHER ANIMALS,,,,,,,,
83-06-62-27,0208-004-001,LARGE RUMINANTS,,,,,,,,
83-06-62-27,0208-004-001,SMALL RUMINANTS,,,,,,,,
83-06-62-27,0208-004-001,PIGS,,,,,,,,
83-06-62-27,0208-004-001,POULTRY,NO,,,,,,,
83-06-62-27,0208-004-001,DONKEYS,,,,,,,,
83-06-62-27,0208-004-001,OTHER ANIMALS,,,,,,,,
79-05-47-33,0210-001-001,LARGE RUMINANTS,,,,,,,,
79-05-47-33,0210-001-001,SMALL RUMINANTS,,,,,,,,
79-05-47-33,0210-001-001,PIGS,,,,,,,,
79-05-47-33,0210-001-001,POULTRY,,,,,,,,
79-05-47-33,0210-001-001,DONKEYS,,,,,,,,
79-05-47-33,0210-001-001,OTHER ANIMALS,,,,,,,,
03-96-67-80,0210-002-002,LARGE RUMINANTS,,,,,,,,
03-96-67-80,0210-002-002,SMALL RUMINANTS,,,,,,,,
03-96-67-80,0210-002-002,PIGS,,,,,,,,
03-96-67-80,0210-002-002,POULTRY,,,,,,,,
03-96-67-80,0210-002-002,DONKEYS,,,,,,,,
03-96-67-80,0210-002-002,OTHER ANIMALS,,,,,,,,
11-75-06-50,0211-001-001,LARGE RUMINANTS,,,,,,,,
11-75-06-50,0211-001-001,SMALL RUMINANTS,,,,,,,,
11-75-06-50,0211-001-001,PIGS,,,,,,,,
11-75-06-50,0211-001-001,POULTRY,,,,,,,,
11-75-06-50,0211-001-001,DONKEYS,,,,,,,,
11-75-06-50,0211-001-001,OTHER ANIMALS,,,,,,,,
26-67-43-95,0211-006-001,LARGE RUMINANTS,,,,,,,,
26-67-43-95,0211-006-001,SMALL RUMINANTS,,,,,,,,
26-67-43-95,0211-006-001,PIGS,,,,,,,,
26-67-43-95,0211-006-001,POULTRY,,,,,,,,
26-67-43-95,0211-006-001,DONKEYS,,,,,,,,
26-67-43-95,0211-006-001,OTHER ANIMALS,,,,,,,,
49-03-77-61,0212-001-001,LARGE RUMINANTS,,,,,,,,
49-03-77-61,0212-001-001,SMALL RUMINANTS,,,,,,,,
49-03-77-61,0212-001-001,PIGS,,,,,,,,
49-03-77-61,0212-001-001,POULTRY,,,,,,,,
49-03-77-61,0212-001-001,DONKEYS,,,,,,,,
49-03-77-61,0212-001-001,OTHER ANIMALS,,,,,,,,
80-82-58-54,0214-001-001,LARGE RUMINANTS,,,,,,,,
80-82-58-54,0214-001-001,SMALL RUMINANTS,,,,,,,,
80-82-58-54,0214-001-001,PIGS,,,,,,,,
80-82-58-54,0214-001-001,POULTRY,,,,,,,,
80-82-58-54,0214-001-001,DONKEYS,,,,,,,,
80-82-58-54,0214-001-001,OTHER ANIMALS,,,,,,,,
47-56-60-71,0215-001-001,LARGE RUMINANTS,,,,,,,,
47-56-60-71,0215-001-001,SMALL RUMINANTS,,,,,,,,
47-56-60-71,0215-001-001,PIGS,,,,,,,,
47-56-60-71,0215-001-001,POULTRY,NO,,,,,,,
47-56-60-71,0215-001-001,DONKEYS,,,,,,,,
47-56-60-71,0215-001-001,OTHER ANIMALS,,,,,,,,
43-96-13-63,0216-001-001,LARGE RUMINANTS,,,,,,,,
43-96-13-63,0216-001-001,SMALL RUMINANTS,,,,,,,,
43-96-13-63,0216-001-001,PIGS,,,,,,,,
43-96-13-63,0216-001-001,POULTRY,,,,,,,,
43-96-13-63,0216-001-001,DONKEYS,,,,,,,,
43-96-13-63,0216-001-001,OTHER ANIMALS,,,,,,,,
11-90-11-27,0216-006-001,LARGE RUMINANTS,,,,,,,,
11-90-11-27,0216-006-001,SMALL RUMINANTS,,,,,,,,
11-90-11-27,0216-006-001,PIGS,,,,,,,,
11-90-11-27,0216-006-001,POULTRY,,,,,,,,
11-90-11-27,0216-006-001,DONKEYS,,,,,,,,
11-90-11-27,0216-006-001,OTHER ANIMALS,,,,,,,,
06-94-34-79,0217-001-001,LARGE RUMINANTS,,,,,,,,
06-94-34-79,0217-001-001,SMALL RUMINANTS,,,,,,,,
06-94-34-79,0217-001-001,PIGS,,,,,,,,
06-94-34-79,0217-001-001,POULTRY,,,,,,,,
06-94-34-79,0217-001-001,DONKEYS,,,,,,,,
06-94-34-79,0217-001-001,OTHER ANIMALS,,,,,,,,
02-85-44-36,0217-002-001,LARGE RUMINANTS,,,,,,,,
02-85-44-36,0217-002-001,SMALL RUMINANTS,,,,,,,,
02-85-44-36,0217-002-001,PIGS,,,,,,,,
02-85-44-36,0217-002-001,POULTRY,,,,,,,,
02-85-44-36,0217-002-001,DONKEYS,,,,,,,,
02-85-44-36,0217-002-001,OTHER ANIMALS,,,,,,,,
58-92-13-43,0218-001-001,LARGE RUMINANTS,,,,,,,,
58-92-13-43,0218-001-001,SMALL RUMINANTS,,,,,,,,
58-92-13-43,0218-001-001,PIGS,,,,,,,,
58-92-13-43,0218-001-001,POULTRY,,,,,,,,
58-92-13-43,0218-001-001,DONKEYS,,,,,,,,
58-92-13-43,0218-001-001,OTHER ANIMALS,,,,,,,,
60-79-06-82,0218-001-002,LARGE RUMINANTS,,,,,,,,
60-79-06-82,0218-001-002,SMALL RUMINANTS,,,,,,,,
60-79-06-82,0218-001-002,PIGS,,,,,,,,
60-79-06-82,0218-001-002,POULTRY,,,,,,,,
60-79-06-82,0218-001-002,DONKEYS,,,,,,,,
60-79-06-82,0218-001-002,OTHER ANIMALS,,,,,,,,
43-30-23-38,0218-001-003,LARGE RUMINANTS,,,,,,,,
43-30-23-38,0218-001-003,SMALL RUMINANTS,,,,,,,,
43-30-23-38,0218-001-003,PIGS,,,,,,,,
43-30-23-38,0218-001-003,POULTRY,NO,,,,,,,
43-30-23-38,0218-001-003,DONKEYS,,,,,,,,
43-30-23-38,0218-001-003,OTHER ANIMALS,,,,,,,,
06-92-75-91,0218-001-005,LARGE RUMINANTS,,,,,,,,
06-92-75-91,0218-001-005,SMALL RUMINANTS,,,,,,,,
06-92-75-91,0218-001-005,PIGS,,,,,,,,
06-92-75-91,0218-001-005,POULTRY,,,,,,,,
06-92-75-91,0218-001-005,DONKEYS,,,,,,,,
06-92-75-91,0218-001-005,OTHER ANIMALS,,,,,,,,
98-66-63-47,0219-001-001,LARGE RUMINANTS,,,,,,,,
98-66-63-47,0219-001-001,SMALL RUMINANTS,,,,,,,,
98-66-63-47,0219-001-001,PIGS,,,,,,,,
98-66-63-47,0219-001-001,POULTRY,,,,,,,,
98-66-63-47,0219-001-001,DONKEYS,,,,,,,,
98-66-63-47,0219-001-001,OTHER ANIMALS,,,,,,,,
32-61-13-34,0219-005-001,LARGE RUMINANTS,,,,,,,,
32-61-13-34,0219-005-001,SMALL RUMINANTS,,,,,,,,
32-61-13-34,0219-005-001,PIGS,,,,,,,,
32-61-13-34,0219-005-001,POULTRY,,,,,,,,
32-61-13-34,0219-005-001,DONKEYS,,,,,,,,
32-61-13-34,0219-005-001,OTHER ANIMALS,,,,,,,,
97-60-22-72,0220-001-001,LARGE RUMINANTS,,,,,,,,
97-60-22-72,0220-001-001,SMALL RUMINANTS,,,,,,,,
97-60-22-72,0220-001-001,PIGS,,,,,,,,
97-60-22-72,0220-001-001,POULTRY,NO,,,,,,,
97-60-22-72,0220-001-001,DONKEYS,,,,,,,,
97-60-22-72,0220-001-001,OTHER ANIMALS,,,,,,,,
00-92-63-48,0220-001-003,LARGE RUMINANTS,,,,,,,,
00-92-63-48,0220-001-003,SMALL RUMINANTS,,,,,,,,
00-92-63-48,0220-001-003,PIGS,,,,,,,,
00-92-63-48,0220-001-003,POULTRY,,,,,,,,
00-92-63-48,0220-001-003,DONKEYS,,,,,,,,
00-92-63-48,0220-001-003,OTHER ANIMALS,,,,,,,,
14-53-90-07,0220-001-006,LARGE RUMINANTS,,,,,,,,
14-53-90-07,0220-001-006,SMALL RUMINANTS,,,,,,,,
14-53-90-07,0220-001-006,PIGS,,,,,,,,
14-53-90-07,0220-001-006,POULTRY,,,,,,,,
14-53-90-07,0220-001-006,DONKEYS,,,,,,,,
14-53-90-07,0220-001-006,OTHER ANIMALS,,,,,,,,
73-82-11-64,0220-001-007,LARGE RUMINANTS,,,,,,,,
73-82-11-64,0220-001-007,SMALL RUMINANTS,,,,,,,,
73-82-11-64,0220-001-007,PIGS,,,,,,,,
73-82-11-64,0220-001-007,POULTRY,,,,,,,,
73-82-11-64,0220-001-007,DONKEYS,,,,,,,,
73-82-11-64,0220-001-007,OTHER ANIMALS,,,,,,,,
75-78-20-22,0220-001-008,LARGE RUMINANTS,,,,,,,,
75-78-20-22,0220-001-008,SMALL RUMINANTS,,,,,,,,
75-78-20-22,0220-001-008,PIGS,,,,,,,,
75-78-20-22,0220-001-008,POULTRY,,,,,,,,
75-78-20-22,0220-001-008,DONKEYS,,,,,,,,
75-78-20-22,0220-001-008,OTHER ANIMALS,,,,,,,,
93-34-26-43,0221-001-001,LARGE RUMINANTS,,,,,,,,
93-34-26-43,0221-001-001,SMALL RUMINANTS,,,,,,,,
93-34-26-43,0221-001-001,PIGS,,,,,,,,
93-34-26-43,0221-001-001,POULTRY,,,,,,,,
93-34-26-43,0221-001-001,DONKEYS,,,,,,,,
93-34-26-43,0221-001-001,OTHER ANIMALS,,,,,,,,
77-56-32-86,0222-001-001,LARGE RUMINANTS,,,,,,,,
77-56-32-86,0222-001-001,SMALL RUMINANTS,,,,,,,,
77-56-32-86,0222-001-001,PIGS,,,,,,,,
77-56-32-86,0222-001-001,POULTRY,,,,,,,,
77-56-32-86,0222-001-001,DONKEYS,,,,,,,,
77-56-32-86,0222-001-001,OTHER ANIMALS,,,,,,,,
67-31-73-27,0223-001-001,LARGE RUMINANTS,,,,,,,,
67-31-73-27,0223-001-001,SMALL RUMINANTS,,,,,,,,
67-31-73-27,0223-001-001,PIGS,,,,,,,,
67-31-73-27,0223-001-001,POULTRY,,,,,,,,
67-31-73-27,0223-001-001,DONKEYS,,,,,,,,
67-31-73-27,0223-001-001,OTHER ANIMALS,,,,,,,,
33-67-18-79,0224-001-001,LARGE RUMINANTS,,,,,,,,
33-67-18-79,0224-001-001,SMALL RUMINANTS,,,,,,,,
33-67-18-79,0224-001-001,PIGS,,,,,,,,
33-67-18-79,0224-001-001,POULTRY,,,,,,,,
33-67-18-79,0224-001-001,DONKEYS,,,,,,,,
33-67-18-79,0224-001-001,OTHER ANIMALS,,,,,,,,
84-84-63-90,0225-001-001,LARGE RUMINANTS,,,,,,,,
84-84-63-90,0225-001-001,SMALL RUMINANTS,,,,,,,,
84-84-63-90,0225-001-001,PIGS,,,,,,,,
84-84-63-90,0225-001-001,POULTRY,,,,,,,,
