interview__key,sdd_hhid,itemcode,hh_k01,hh_k02
67-31-73-27,0223-001-001,MORTGAGE - REGULAR PAYMENT TO PURCHASE HOUSE,NO,
67-31-73-27,0223-001-001,"REPAIRS TO HOUSEHOLD AND PERSONAL ITEMS (RADIOS, WATCHES, ETC.)",NO,
33-67-18-79,0224-001-001,CIGARETTES OR TOBACCO,NO,
33-67-18-79,0224-001-001,MATCHES,YES,200
33-67-18-79,0224-001-001,PUBLIC TRANSPORT,YES,15000
33-67-18-79,0224-001-001,KEROSENE,NO,
33-67-18-79,0224-001-001,"ELECTRICITY, INCLUDING ELECTRICITY VOUCHERS",YES,5000
33-67-18-79,0224-001-001,GAS (FOR LIGHTING/COOKING),NO,
33-67-18-79,0224-001-001,WATER,YES,24000
33-67-18-79,0224-001-001,PETROL OR DIESEL,NO,
33-67-18-79,0224-001-001,CELL PHONE VOUCHER,YES,8000
33-67-18-79,0224-001-001,CHARCOAL,NO,
33-67-18-79,0224-001-001,"MILLING FEES, GRAIN",NO,
33-67-18-79,0224-001-001,BAR SOAP (BODY SOAP OR CLOTHES SOAP),YES,800
33-67-18-79,0224-001-001,CLOTHES SOAP (POWDER),YES,2000
33-67-18-79,0224-001-001,"TOOTHPASTE, TOOTHBRUSH",NO,
33-67-18-79,0224-001-001,TOILET PAPER,NO,
33-67-18-79,0224-001-001,"GLYCERINE, VASELINE, SKIN CREAMS",YES,2500
33-67-18-79,0224-001-001,"OTHER PERSONAL PRODUCTS (SHAMPOO, RAZORBLADES, COSMETICS, HAIR PRODUCTS, ETC.)",YES,28000
33-67-18-79,0224-001-001,"HOUSEHOLD CLEANING PRODUCTS (DISH SOAP, TOILET CLEANSERS, ETC.)",NO,
33-67-18-79,0224-001-001,LIGHT BULBS,NO,
33-67-18-79,0224-001-001,"PHONE, INTERNET, POSTAGE STAMPS OR OTHER POSTAL FEES",NO,
33-67-18-79,0224-001-001,"DONATION - TO CHURCH, CHARITY, BEGGAR, ETC.",YES,2000
33-67-18-79,0224-001-001,"MOTOR VEHICLE SERVICE, REPAIR, OR PARTS",NO,
33-67-18-79,0224-001-001,"BICYCLE SERVICE, REPAIR, OR PARTS",NO,
33-67-18-79,0224-001-001,WAGES PAID TO SERVANTS,NO,
33-67-18-79,0224-001-001,MORTGAGE - REGULAR PAYMENT TO PURCHASE HOUSE,NO,
33-67-18-79,0224-001-001,"REPAIRS TO HOUSEHOLD AND PERSONAL ITEMS (RADIOS, WATCHES, ETC.)",NO,
84-84-63-90,0225-001-001,CIGARETTES OR TOBACCO,NO,
84-84-63-90,0225-001-001,MATCHES,NO,
84-84-63-90,0225-001-001,PUBLIC TRANSPORT,YES,12000
84-84-63-90,0225-001-001,KEROSENE,NO,
84-84-63-90,0225-001-001,"ELECTRICITY, INCLUDING ELECTRICITY VOUCHERS",YES,30000
84-84-63-90,0225-001-001,GAS (FOR LIGHTING/COOKING),NO,
84-84-63-90,0225-001-001,WATER,YES,25000
84-84-63-90,0225-001-001,PETROL OR DIESEL,NO,
84-84-63-90,0225-001-001,CELL PHONE VOUCHER,YES,25000
84-84-63-90,0225-001-001,CHARCOAL,YES,45000
84-84-63-90,0225-001-001,"MILLING FEES, GRAIN",YES,2000
84-84-63-90,0225-001-001,BAR SOAP (BODY SOAP OR CLOTHES SOAP),YES,3000
84-84-63-90,0225-001-001,CLOTHES SOAP (POWDER),NO,
84-84-63-90,0225-001-001,"TOOTHPASTE, TOOTHBRUSH",NO,
84-84-63-90,0225-001-001,TOILET PAPER,NO,
84-84-63-90,0225-001-001,"GLYCERINE, VASELINE, SKIN CREAMS",YES,1000
84-84-63-90,0225-001-001,"OTHER PERSONAL PRODUCTS (SHAMPOO, RAZORBLADES, COSMETICS, HAIR PRODUCTS, ETC.)",YES,1500
84-84-63-90,0225-001-001,"HOUSEHOLD CLEANING PRODUCTS (DISH SOAP, TOILET CLEANSERS, ETC.)",NO,
84-84-63-90,0225-001-001,LIGHT BULBS,NO,
84-84-63-90,0225-001-001,"PHONE, INTERNET, POSTAGE STAMPS OR OTHER POSTAL FEES",NO,
84-84-63-90,0225-001-001,"DONATION - TO CHURCH, CHARITY, BEGGAR, ETC.",YES,4000
84-84-63-90,0225-001-001,"MOTOR VEHICLE SERVICE, REPAIR, OR PARTS",NO,
84-84-63-90,0225-001-001,"BICYCLE SERVICE, REPAIR, OR PARTS",NO,
84-84-63-90,0225-001-001,WAGES PAID TO SERVANTS,NO,
84-84-63-90,0225-001-001,MORTGAGE - REGULAR PAYMENT TO PURCHASE HOUSE,NO,
84-84-63-90,0225-001-001,"REPAIRS TO HOUSEHOLD AND PERSONAL ITEMS (RADIOS, WATCHES, ETC.)",NO,
72-31-02-65,0225-001-003,CIGARETTES OR TOBACCO,NO,
72-31-02-65,0225-001-003,MATCHES,YES,200
72-31-02-65,0225-001-003,PUBLIC TRANSPORT,YES,10000
72-31-02-65,0225-001-003,KEROSENE,NO,
72-31-02-65,0225-001-003,"ELECTRICITY, INCLUDING ELECTRICITY VOUCHERS",YES,10000
72-31-02-65,0225-001-003,GAS (FOR LIGHTING/COOKING),NO,
72-31-02-65,0225-001-003,WATER,YES,30000
72-31-02-65,0225-001-003,PETROL OR DIESEL,NO,
72-31-02-65,0225-001-003,CELL PHONE VOUCHER,YES,8000
72-31-02-65,0225-001-003,CHARCOAL,YES,15000
72-31-02-65,0225-001-003,"MILLING FEES, GRAIN",NO,
72-31-02-65,0225-001-003,BAR SOAP (BODY SOAP OR CLOTHES SOAP),YES,1800
72-31-02-65,0225-001-003,CLOTHES SOAP (POWDER),YES,2000
72-31-02-65,0225-001-003,"TOOTHPASTE, TOOTHBRUSH",YES,1200
72-31-02-65,0225-001-003,TOILET PAPER,NO,
72-31-02-65,0225-001-003,"GLYCERINE, VASELINE, SKIN CREAMS",YES,500
72-31-02-65,0225-001-003,"OTHER PERSONAL PRODUCTS (SHAMPOO, RAZORBLADES, COSMETICS, HAIR PRODUCTS, ETC.)",YES,1000
72-31-02-65,0225-001-003,"HOUSEHOLD CLEANING PRODUCTS (DISH SOAP, TOILET CLEANSERS, ETC.)",NO,
72-31-02-65,0225-001-003,LIGHT BULBS,YES,1500
72-31-02-65,0225-001-003,"PHONE, INTERNET, POSTAGE STAMPS OR OTHER POSTAL FEES",NO,
72-31-02-65,0225-001-003,"DONATION - TO CHURCH, CHARITY, BEGGAR, ETC.",NO,
72-31-02-65,0225-001-003,"MOTOR VEHICLE SERVICE, REPAIR, OR PARTS",NO,
72-31-02-65,0225-001-003,"BICYCLE SERVICE, REPAIR, OR PARTS",NO,
72-31-02-65,0225-001-003,WAGES PAID TO SERVANTS,NO,
72-31-02-65,0225-001-003,MORTGAGE - REGULAR PAYMENT TO PURCHASE HOUSE,NO,
72-31-02-65,0225-001-003,"REPAIRS TO HOUSEHOLD AND PERSONAL ITEMS (RADIOS, WATCHES, ETC.)",NO,
19-92-84-46,0226-001-001,CIGARETTES OR TOBACCO,YES,3000
19-92-84-46,0226-001-001,MATCHES,YES,200
19-92-84-46,0226-001-001,PUBLIC TRANSPORT,YES,28000
19-92-84-46,0226-001-001,KEROSENE,NO,
19-92-84-46,0226-001-001,"ELECTRICITY, INCLUDING ELECTRICITY VOUCHERS",YES,40000
19-92-84-46,0226-001-001,GAS (FOR LIGHTING/COOKING),YES,20000
19-92-84-46,0226-001-001,WATER,YES,15000
19-92-84-46,0226-001-001,PETROL OR DIESEL,NO,
19-92-84-46,0226-001-001,CELL PHONE VOUCHER,YES,40000
19-92-84-46,0226-001-001,CHARCOAL,NO,
19-92-84-46,0226-001-001,"MILLING FEES, GRAIN",NO,
19-92-84-46,0226-001-001,BAR SOAP (BODY SOAP OR CLOTHES SOAP),YES,1500
19-92-84-46,0226-001-001,CLOTHES SOAP (POWDER),YES,2500
19-92-84-46,0226-001-001,"TOOTHPASTE, TOOTHBRUSH",YES,3000
19-92-84-46,0226-001-001,TOILET PAPER,YES,2000
19-92-84-46,0226-001-001,"GLYCERINE, VASELINE, SKIN CREAMS",YES,25000
19-92-84-46,0226-001-001,"OTHER PERSONAL PRODUCTS (SHAMPOO, RAZORBLADES, COSMETICS, HAIR PRODUCTS, ETC.)",YES,40000
19-92-84-46,0226-001-001,"HOUSEHOLD CLEANING PRODUCTS (DISH SOAP, TOILET CLEANSERS, ETC.)",YES,1500
19-92-84-46,0226-001-001,LIGHT BULBS,NO,
19-92-84-46,0226-001-001,"PHONE, INTERNET, POSTAGE STAMPS OR OTHER POSTAL FEES",NO,
19-92-84-46,0226-001-001,"DONATION - TO CHURCH, CHARITY, BEGGAR, ETC.",YES,5000
19-92-84-46,0226-001-001,"MOTOR VEHICLE SERVICE, REPAIR, OR PARTS",NO,
19-92-84-46,0226-001-001,"BICYCLE SERVICE, REPAIR, OR PARTS",NO,
19-92-84-46,0226-001-001,WAGES PAID TO SERVANTS,NO,
19-92-84-46,0226-001-001,MORTGAGE - REGULAR PAYMENT TO PURCHASE HOUSE,NO,
19-92-84-46,0226-001-001,"REPAIRS TO HOUSEHOLD AND PERSONAL ITEMS (RADIOS, WATCHES, ETC.)",NO,
29-59-86-09,0228-001-003,CIGARETTES OR TOBACCO,NO,
29-59-86-09,0228-001-003,MATCHES,YES,100
29-59-86-09,0228-001-003,PUBLIC TRANSPORT,YES,2800
29-59-86-09,0228-001-003,KEROSENE,YES,12000
29-59-86-09,0228-001-003,"ELECTRICITY, INCLUDING ELECTRICITY VOUCHERS",YES,15000
29-59-86-09,0228-001-003,GAS (FOR LIGHTING/COOKING),YES,19000
29-59-86-09,0228-001-003,WATER,YES,12000
29-59-86-09,0228-001-003,PETROL OR DIESEL,YES,50000
29-59-86-09,0228-001-003,CELL PHONE VOUCHER,YES,8000
29-59-86-09,0228-001-003,CHARCOAL,YES,6000
29-59-86-09,0228-001-003,"MILLING FEES, GRAIN",NO,
29-59-86-09,0228-001-003,BAR SOAP (BODY SOAP OR CLOTHES SOAP),YES,1500
29-59-86-09,0228-001-003,CLOTHES SOAP (POWDER),YES,2500
29-59-86-09,0228-001-003,"TOOTHPASTE, TOOTHBRUSH",NO,
29-59-86-09,0228-001-003,TOILET PAPER,NO,
29-59-86-09,0228-001-003,"GLYCERINE, VASELINE, SKIN CREAMS",YES,2000
29-59-86-09,0228-001-003,"OTHER PERSONAL PRODUCTS (SHAMPOO, RAZORBLADES, COSMETICS, HAIR PRODUCTS, ETC.)",YES,8500
29-59-86-09,0228-001-003,"HOUSEHOLD CLEANING PRODUCTS (DISH SOAP, TOILET CLEANSERS, ETC.)",NO,
29-59-86-09,0228-001-003,LIGHT BULBS,NO,
29-59-86-09,0228-001-003,"PHONE, INTERNET, POSTAGE STAMPS OR OTHER POSTAL FEES",NO,
29-59-86-09,0228-001-003,"DONATION - TO CHURCH, CHARITY, BEGGAR, ETC.",YES,2000
29-59-86-09,0228-001-003,"MOTOR VEHICLE SERVICE, REPAIR, OR PARTS",YES,21000
29-59-86-09,0228-001-003,"BICYCLE SERVICE, REPAIR, OR PARTS",NO,
29-59-86-09,0228-001-003,WAGES PAID TO SERVANTS,NO,
29-59-86-09,0228-001-003,MORTGAGE - REGULAR PAYMENT TO PURCHASE HOUSE,NO,
29-59-86-09,0228-001-003,"REPAIRS TO HOUSEHOLD AND PERSONAL ITEMS (RADIOS, WATCHES, ETC.)",YES,15000
45-35-51-47,0228-001-004,CIGARETTES OR TOBACCO,NO,
45-35-51-47,0228-001-004,MATCHES,YES,200
45-35-51-47,0228-001-004,PUBLIC TRANSPORT,YES,14000
45-35-51-47,0228-001-004,KEROSENE,YES,24000
45-35-51-47,0228-001-004,"ELECTRICITY, INCLUDING ELECTRICITY VOUCHERS",YES,12000
45-35-51-47,0228-001-004,GAS (FOR LIGHTING/COOKING),NO,
45-35-51-47,0228-001-004,WATER,YES,9400
45-35-51-47,0228-001-004,PETROL OR DIESEL,NO,
45-35-51-47,0228-001-004,CELL PHONE VOUCHER,YES,14000
45-35-51-47,0228-001-004,CHARCOAL,NO,
45-35-51-47,0228-001-004,"MILLING FEES, GRAIN",NO,
45-35-51-47,0228-001-004,BAR SOAP (BODY SOAP OR CLOTHES SOAP),YES,1500
45-35-51-47,0228-001-004,CLOTHES SOAP (POWDER),YES,2000
45-35-51-47,0228-001-004,"TOOTHPASTE, TOOTHBRUSH",NO,
45-35-51-47,0228-001-004,TOILET PAPER,NO,
45-35-51-47,0228-001-004,"GLYCERINE, VASELINE, SKIN CREAMS",YES,5000
45-35-51-47,0228-001-004,"OTHER PERSONAL PRODUCTS (SHAMPOO, RAZORBLADES, COSMETICS, HAIR PRODUCTS, ETC.)",YES,14000
45-35-51-47,0228-001-004,"HOUSEHOLD CLEANING PRODUCTS (DISH SOAP, TOILET CLEANSERS, ETC.)",NO,
45-35-51-47,0228-001-004,LIGHT BULBS,NO,
45-35-51-47,0228-001-004,"PHONE, INTERNET, POSTAGE STAMPS OR OTHER POSTAL FEES",NO,
45-35-51-47,0228-001-004,"DONATION - TO CHURCH, CHARITY, BEGGAR, ETC.",YES,2000
45-35-51-47,0228-001-004,"MOTOR VEHICLE SERVICE, REPAIR, OR PARTS",NO,
45-35-51-47,0228-001-004,"BICYCLE SERVICE, REPAIR, OR PARTS",NO,
45-35-51-47,0228-001-004,WAGES PAID TO SERVANTS,NO,
45-35-51-47,0228-001-004,MORTGAGE - REGULAR PAYMENT TO PURCHASE HOUSE,NO,
45-35-51-47,0228-001-004,"REPAIRS TO HOUSEHOLD AND PERSONAL ITEMS (RADIOS, WATCHES, ETC.)",NO,
54-34-22-32,0228-001-005,CIGARETTES OR TOBACCO,NO,
54-34-22-32,0228-001-005,MATCHES,YES,200
54-34-22-32,0228-001-005,PUBLIC TRANSPORT,YES,4500
54-34-22-32,0228-001-005,KEROSENE,NO,
54-34-22-32,0228-001-005,"ELECTRICITY, INCLUDING ELECTRICITY VOUCHERS",YES,15000
54-34-22-32,0228-001-005,GAS (FOR LIGHTING/COOKING),YES,19000
54-34-22-32,0228-001-005,WATER,YES,15000
54-34-22-32,0228-001-005,PETROL OR DIESEL,NO,
54-34-22-32,0228-001-005,CELL PHONE VOUCHER,YES,6000
54-34-22-32,0228-001-005,CHARCOAL,YES,30000
54-34-22-32,0228-001-005,"MILLING FEES, GRAIN",NO,
54-34-22-32,0228-001-005,BAR SOAP (BODY SOAP OR CLOTHES SOAP),YES,2000
54-34-22-32,0228-001-005,CLOTHES SOAP (POWDER),YES,3000
54-34-22-32,0228-001-005,"TOOTHPASTE, TOOTHBRUSH",NO,
54-34-22-32,0228-001-005,TOILET PAPER,NO,
54-34-22-32,0228-001-005,"GLYCERINE, VASELINE, SKIN CREAMS",YES,5000
54-34-22-32,0228-001-005,"OTHER PERSONAL PRODUCTS (SHAMPOO, RAZORBLADES, COSMETICS, HAIR PRODUCTS, ETC.)",YES,15000
54-34-22-32,0228-001-005,"HOUSEHOLD CLEANING PRODUCTS (DISH SOAP, TOILET CLEANSERS, ETC.)",NO,
54-34-22-32,0228-001-005,LIGHT BULBS,NO,
54-34-22-32,0228-001-005,"PHONE, INTERNET, POSTAGE STAMPS OR OTHER POSTAL FEES",NO,
54-34-22-32,0228-001-005,"DONATION - TO CHURCH, CHARITY, BEGGAR, ETC.",YES,2000
54-34-22-32,0228-001-005,"MOTOR VEHICLE SERVICE, REPAIR, OR PARTS",NO,
54-34-22-32,0228-001-005,"BICYCLE SERVICE, REPAIR, OR PARTS",NO,
54-34-22-32,0228-001-005,WAGES PAID TO SERVANTS,NO,
54-34-22-32,0228-001-005,MORTGAGE - REGULAR PAYMENT TO PURCHASE HOUSE,NO,
54-34-22-32,0228-001-005,"REPAIRS TO HOUSEHOLD AND PERSONAL ITEMS (RADIOS, WATCHES, ETC.)",NO,
64-31-82-27,0228-001-006,CIGARETTES OR TOBACCO,NO,
64-31-82-27,0228-001-006,MATCHES,NO,
64-31-82-27,0228-001-006,PUBLIC TRANSPORT,NO,
64-31-82-27,0228-001-006,KEROSENE,NO,
64-31-82-27,0228-001-006,"ELECTRICITY, INCLUDING ELECTRICITY VOUCHERS",YES,5000
64-31-82-27,0228-001-006,GAS (FOR LIGHTING/COOKING),NO,
64-31-82-27,0228-001-006,WATER,YES,4600
64-31-82-27,0228-001-006,PETROL OR DIESEL,NO,
64-31-82-27,0228-001-006,CELL PHONE VOUCHER,YES,12000
64-31-82-27,0228-001-006,CHARCOAL,NO,
64-31-82-27,0228-001-006,"MILLING FEES, GRAIN",NO,
64-31-82-27,0228-001-006,BAR SOAP (BODY SOAP OR CLOTHES SOAP),YES,500
64-31-82-27,0228-001-006,CLOTHES SOAP (POWDER),YES,1000
64-31-82-27,0228-001-006,"TOOTHPASTE, TOOTHBRUSH",NO,
64-31-82-27,0228-001-006,TOILET PAPER,NO,
64-31-82-27,0228-001-006,"GLYCERINE, VASELINE, SKIN CREAMS",NO,
64-31-82-27,0228-001-006,"OTHER PERSONAL PRODUCTS (SHAMPOO, RAZORBLADES, COSMETICS, HAIR PRODUCTS, ETC.)",YES,5000
64-31-82-27,0228-001-006,"HOUSEHOLD CLEANING PRODUCTS (DISH SOAP, TOILET CLEANSERS, ETC.)",NO,
64-31-82-27,0228-001-006,LIGHT BULBS,NO,
64-31-82-27,0228-001-006,"PHONE, INTERNET, POSTAGE STAMPS OR OTHER POSTAL FEES",NO,
64-31-82-27,0228-001-006,"DONATION - TO CHURCH, CHARITY, BEGGAR, ETC.",NO,
64-31-82-27,0228-001-006,"MOTOR VEHICLE SERVICE, REPAIR, OR PARTS",NO,
64-31-82-27,0228-001-006,"BICYCLE SERVICE, REPAIR, OR PARTS",NO,
64-31-82-27,0228-001-006,WAGES PAID TO SERVANTS,NO,
64-31-82-27,0228-001-006,MORTGAGE - REGULAR PAYMENT TO PURCHASE HOUSE,NO,
64-31-82-27,0228-001-006,"REPAIRS TO HOUSEHOLD AND PERSONAL ITEMS (RADIOS, WATCHES, ETC.)",NO,
36-07-10-97,0230-001-001,CIGARETTES OR TOBACCO,NO,
36-07-10-97,0230-001-001,MATCHES,YES,100
36-07-10-97,0230-001-001,PUBLIC TRANSPORT,NO,
36-07-10-97,0230-001-001,KEROSENE,NO,
36-07-10-97,0230-001-001,"ELECTRICITY, INCLUDING ELECTRICITY VOUCHERS",YES,50000
36-07-10-97,0230-001-001,GAS (FOR LIGHTING/COOKING),YES,24500
36-07-10-97,0230-001-001,WATER,YES,2000
36-07-10-97,0230-001-001,PETROL OR DIESEL,YES,60000
36-07-10-97,0230-001-001,CELL PHONE VOUCHER,YES,8000
36-07-10-97,0230-001-001,CHARCOAL,YES,25000
36-07-10-97,0230-001-001,"MILLING FEES, GRAIN",YES,4000
36-07-10-97,0230-001-001,BAR SOAP (BODY SOAP OR CLOTHES SOAP),YES,4000
36-07-10-97,0230-001-001,CLOTHES SOAP (POWDER),YES,3500
36-07-10-97,0230-001-001,"TOOTHPASTE, TOOTHBRUSH",YES,3000
36-07-10-97,0230-001-001,TOILET PAPER,YES,6000
36-07-10-97,0230-001-001,"GLYCERINE, VASELINE, SKIN CREAMS",YES,2500
36-07-10-97,0230-001-001,"OTHER PERSONAL PRODUCTS (SHAMPOO, RAZORBLADES, COSMETICS, HAIR PRODUCTS, ETC.)",YES,10000
36-07-10-97,0230-001-001,"HOUSEHOLD CLEANING PRODUCTS (DISH SOAP, TOILET CLEANSERS, ETC.)",YES,15000
36-07-10-97,0230-001-001,LIGHT BULBS,NO,
36-07-10-97,0230-001-001,"PHONE, INTERNET, POSTAGE STAMPS OR OTHER POSTAL FEES",NO,
36-07-10-97,0230-001-001,"DONATION - TO CHURCH, CHARITY, BEGGAR, ETC.",NO,
36-07-10-97,0230-001-001,"MOTOR VEHICLE SERVICE, REPAIR, OR PARTS",YES,35000
36-07-10-97,0230-001-001,"BICYCLE SERVICE, REPAIR, OR PARTS",NO,
36-07-10-97,0230-001-001,WAGES PAID TO SERVANTS,YES,50000
36-07-10-97,0230-001-001,MORTGAGE - REGULAR PAYMENT TO PURCHASE HOUSE,NO,
36-07-10-97,0230-001-001,"REPAIRS TO HOUSEHOLD AND PERSONAL ITEMS (RADIOS, WATCHES, ETC.)",NO,
17-61-33-27,0231-001-001,CIGARETTES OR TOBACCO,NO,
17-61-33-27,0231-001-001,MATCHES,NO,
17-61-33-27,0231-001-001,PUBLIC TRANSPORT,YES,4500
17-61-33-27,0231-001-001,KEROSENE,YES,16800
17-61-33-27,0231-001-001,"ELECTRICITY, INCLUDING ELECTRICITY VOUCHERS",YES,20000
17-61-33-27,0231-001-001,GAS (FOR LIGHTING/COOKING),NO,
17-61-33-27,0231-001-001,WATER,YES,7000
17-61-33-27,0231-001-001,PETROL OR DIESEL,NO,
17-61-33-27,0231-001-001,CELL PHONE VOUCHER,YES,6000
17-61-33-27,0231-001-001,CHARCOAL,YES,16000
17-61-33-27,0231-001-001,"MILLING FEES, GRAIN",NO,
17-61-33-27,0231-001-001,BAR SOAP (BODY SOAP OR CLOTHES SOAP),YES,8000
17-61-33-27,0231-001-001,CLOTHES SOAP (POWDER),YES,8000
17-61-33-27,0231-001-001,"TOOTHPASTE, TOOTHBRUSH",YES,2500
17-61-33-27,0231-001-001,TOILET PAPER,NO,
17-61-33-27,0231-001-001,"GLYCERINE, VASELINE, SKIN CREAMS",YES,6000
17-61-33-27,0231-001-001,"OTHER PERSONAL PRODUCTS (SHAMPOO, RAZORBLADES, COSMETICS, HAIR PRODUCTS, ETC.)",NO,
17-61-33-27,0231-001-001,"HOUSEHOLD CLEANING PRODUCTS (DISH SOAP, TOILET CLEANSERS, ETC.)",NO,
17-61-33-27,0231-001-001,LIGHT BULBS,NO,
17-61-33-27,0231-001-001,"PHONE, INTERNET, POSTAGE STAMPS OR OTHER POSTAL FEES",NO,
17-61-33-27,0231-001-001,"DONATION - TO CHURCH, CHARITY, BEGGAR, ETC.",NO,
17-61-33-27,0231-001-001,"MOTOR VEHICLE SERVICE, REPAIR, OR PARTS",NO,
17-61-33-27,0231-001-001,"BICYCLE SERVICE, REPAIR, OR PARTS",NO,
17-61-33-27,0231-001-001,WAGES PAID TO SERVANTS,NO,
17-61-33-27,0231-001-001,MORTGAGE - REGULAR PAYMENT TO PURCHASE HOUSE,NO,
17-61-33-27,0231-001-001,"REPAIRS TO HOUSEHOLD AND PERSONAL ITEMS (RADIOS, WATCHES, ETC.)",NO,
32-98-50-34,0232-001-001,CIGARETTES OR TOBACCO,NO,
32-98-50-34,0232-001-001,MATCHES,NO,
32-98-50-34,0232-001-001,PUBLIC TRANSPORT,YES,10000
32-98-50-34,0232-001-001,KEROSENE,NO,
32-98-50-34,0232-001-001,"ELECTRICITY, INCLUDING ELECTRICITY VOUCHERS",YES,5000
32-98-50-34,0232-001-001,GAS (FOR LIGHTING/COOKING),NO,
32-98-50-34,0232-001-001,WATER,YES,5000
32-98-50-34,0232-001-001,PETROL OR DIESEL,NO,
32-98-50-34,0232-001-001,CELL PHONE VOUCHER,YES,5000
32-98-50-34,0232-001-001,CHARCOAL,YES,15000
32-98-50-34,0232-001-001,"MILLING FEES, GRAIN",NO,
32-98-50-34,0232-001-001,BAR SOAP (BODY SOAP OR CLOTHES SOAP),YES,5000
32-98-50-34,0232-001-001,CLOTHES SOAP (POWDER),YES,2000
32-98-50-34,0232-001-001,"TOOTHPASTE, TOOTHBRUSH",YES,1200
32-98-50-34,0232-001-001,TOILET PAPER,NO,
32-98-50-34,0232-001-001,"GLYCERINE, VASELINE, SKIN CREAMS",YES,1000
32-98-50-34,0232-001-001,"OTHER PERSONAL PRODUCTS (SHAMPOO, RAZORBLADES, COSMETICS, HAIR PRODUCTS, ETC.)",YES,200
32-98-50-34,0232-001-001,"HOUSEHOLD CLEANING PRODUCTS (DISH SOAP, TOILET CLEANSERS, ETC.)",NO,
32-98-50-34,0232-001-001,LIGHT BULBS,NO,
32-98-50-34,0232-001-001,"PHONE, INTERNET, POSTAGE STAMPS OR OTHER POSTAL FEES",NO,
32-98-50-34,0232-001-001,"DONATION - TO CHURCH, CHARITY, BEGGAR, ETC.",NO,
32-98-50-34,0232-001-001,"MOTOR VEHICLE SERVICE, REPAIR, OR PARTS",NO,
32-98-50-34,0232-001-001,"BICYCLE SERVICE, REPAIR, OR PARTS",NO,
32-98-50-34,0232-001-001,WAGES PAID TO SERVANTS,NO,
32-98-50-34,0232-001-001,MORTGAGE - REGULAR PAYMENT TO PURCHASE HOUSE,NO,
32-98-50-34,0232-001-001,"REPAIRS TO HOUSEHOLD AND PERSONAL ITEMS (RADIOS, WATCHES, ETC.)",NO,
70-97-13-97,0232-001-002,CIGARETTES OR TOBACCO,NO,
70-97-13-97,0232-001-002,MATCHES,NO,
70-97-13-97,0232-001-002,PUBLIC TRANSPORT,YES,30000
70-97-13-97,0232-001-002,KEROSENE,NO,
70-97-13-97,0232-001-002,"ELECTRICITY, INCLUDING ELECTRICITY VOUCHERS",YES,10000
70-97-13-97,0232-001-002,GAS (FOR LIGHTING/COOKING),YES,15000
70-97-13-97,0232-001-002,WATER,,
70-97-13-97,0232-001-002,PETROL OR DIESEL,NO,
70-97-13-97,0232-001-002,CELL PHONE VOUCHER,YES,45000
70-97-13-97,0232-001-002,CHARCOAL,YES,16000
70-97-13-97,0232-001-002,"MILLING FEES, GRAIN",NO,
70-97-13-97,0232-001-002,BAR SOAP (BODY SOAP OR CLOTHES SOAP),YES,5000
70-97-13-97,0232-001-002,CLOTHES SOAP (POWDER),YES,10000
70-97-13-97,0232-001-002,"TOOTHPASTE, TOOTHBRUSH",YES,2500
70-97-13-97,0232-001-002,TOILET PAPER,YES,15000
70-97-13-97,0232-001-002,"GLYCERINE, VASELINE, SKIN CREAMS",YES,5000
70-97-13-97,0232-001-002,"OTHER PERSONAL PRODUCTS (SHAMPOO, RAZORBLADES, COSMETICS, HAIR PRODUCTS, ETC.)",YES,3000
70-97-13-97,0232-001-002,"HOUSEHOLD CLEANING PRODUCTS (DISH SOAP, TOILET CLEANSERS, ETC.)",NO,
70-97-13-97,0232-001-002,LIGHT BULBS,NO,
70-97-13-97,0232-001-002,"PHONE, INTERNET, POSTAGE STAMPS OR OTHER POSTAL FEES",NO,
70-97-13-97,0232-001-002,"DONATION - TO CHURCH, CHARITY, BEGGAR, ETC.",NO,
70-97-13-97,0232-001-002,"MOTOR VEHICLE SERVICE, REPAIR, OR PARTS",NO,
70-97-13-97,0232-001-002,"BICYCLE SERVICE, REPAIR, OR PARTS",NO,
70-97-13-97,0232-001-002,WAGES PAID TO SERVANTS,NO,
70-97-13-97,0232-001-002,MORTGAGE - REGULAR PAYMENT TO PURCHASE HOUSE,NO,
70-97-13-97,0232-001-002,"REPAIRS TO HOUSEHOLD AND PERSONAL ITEMS (RADIOS, WATCHES, ETC.)",NO,
16-71-73-07,0233-001-001,CIGARETTES OR TOBACCO,NO,
16-71-73-07,0233-001-001,MATCHES,YES,100
16-71-73-07,0233-001-001,PUBLIC TRANSPORT,YES,24600
16-71-73-07,0233-001-001,KEROSENE,NO,
16-71-73-07,0233-001-001,"ELECTRICITY, INCLUDING ELECTRICITY VOUCHERS",YES,10000
16-71-73-07,0233-001-001,GAS (FOR LIGHTING/COOKING),NO,
16-71-73-07,0233-001-001,WATER,YES,2000
16-71-73-07,0233-001-001,PETROL OR DIESEL,NO,
16-71-73-07,0233-001-001,CELL PHONE VOUCHER,YES,20000
16-71-73-07,0233-001-001,CHARCOAL,YES,24000
16-71-73-07,0233-001-001,"MILLING FEES, GRAIN",NO,
16-71-73-07,0233-001-001,BAR SOAP (BODY SOAP OR CLOTHES SOAP),YES,4000
16-71-73-07,0233-001-001,CLOTHES SOAP (POWDER),YES,6000
16-71-73-07,0233-001-001,"TOOTHPASTE, TOOTHBRUSH",YES,2500
16-71-73-07,0233-001-001,TOILET PAPER,NO,
