interview__key,sdd_hhid,hh_q14,sourceid,hh_q15,hh_q16,hh_q17,hh_q18,hh_q19,hh_q20,hh_q21_1,hh_q21_2,hh_q22_1,hh_q22_2,hh_q22_3,hh_q23,hh_q25_1,hh_q25_2,hh_q26,hh_q27_1,hh_q27_2,hh_q24_1,hh_q24_2,hh_q24_3
25-56-28-11,0602-001-001,YES,1,**CONFIDENTIAL**,SON,25,MALE,D7,DAR ES SALAAM,YEARS,3,M-PESA,,,60000,1,,NONE,,,HOUSEHOLD CONSUMPTION,,
25-56-28-11,0602-001-001,YES,2,**CONFIDENTIAL**,SON,40,MALE,D4,DAR ES SALAAM,YEARS,20,M-PESA,,,80000,1,,NONE,,,HOUSEHOLD CONSUMPTION,,
61-13-18-51,0603-001-002,YES,1,**CONFIDENTIAL**,SON,38,MALE,D7,KIGOMA,YEARS,38,OTHER (SPECIFY),,,30000,1,,60000,1,,HOUSEHOLD CONSUMPTION,HEALTH,
61-13-18-51,0603-001-002,YES,2,**CONFIDENTIAL**,DAUGHTER,24,FEMALE,NO EDUCATION,KIGOMA,YEARS,24,OTHER (SPECIFY),,,20000,1,,NONE,,,HOUSEHOLD CONSUMPTION,,
61-13-18-51,0603-001-002,YES,3,**CONFIDENTIAL**,SON,45,MALE,D7,KIGOMA,YEARS,45,FRIENDS/RELATIVES,OTHER (SPECIFY),,6000,1,,NONE,,,HOUSEHOLD CONSUMPTION,,
98-16-55-70,0604-001-001,NO,,,,,,,,,,,,,,,,,,,,,
84-29-07-25,0605-001-001,NO,,,,,,,,,,,,,,,,,,,,,
59-14-73-55,0606-001-001,NO,,,,,,,,,,,,,,,,,,,,,
51-08-90-35,0607-001-001,NO,,,,,,,,,,,,,,,,,,,,,
94-70-48-92,0607-001-010,NO,,,,,,,,,,,,,,,,,,,,,
96-10-55-67,0607-007-001,YES,1,**CONFIDENTIAL**,SON,34,MALE,F4,SHINYANGA,YEARS,7,M-PESA,,,400000,1,2,NONE,,,HOUSEHOLD CONSUMPTION,,
96-10-55-67,0607-007-001,YES,2,**CONFIDENTIAL**,SON,35,MALE,'O'+COURSE,IRINGA,YEARS,3,M-PESA,,,150000,1,2,NONE,,,HOUSEHOLD CONSUMPTION,,
69-19-17-73,0608-001-001,NO,,,,,,,,,,,,,,,,,,,,,
08-01-84-64,0608-001-006,NO,,,,,,,,,,,,,,,,,,,,,
82-94-25-62,0608-003-001,NO,,,,,,,,,,,,,,,,,,,,,
34-57-76-92,0609-001-002,NO,,,,,,,,,,,,,,,,,,,,,
22-33-98-93,0610-001-001,NO,,,,,,,,,,,,,,,,,,,,,
57-51-12-00,0610-001-003,YES,1,**CONFIDENTIAL**,PARENT,80,MALE,D7,SIMIYU,YEARS,80,OTHER (SPECIFY),,,0,,,132000,1,3,,,
57-51-12-00,0610-001-003,YES,2,**CONFIDENTIAL**,OTHER (SPECIFY),75,MALE,NO EDUCATION,SIMIYU,YEARS,75,OTHER (SPECIFY),,,0,,,132000,1,2,,,
95-21-39-33,0610-003-001,NO,,,,,,,,,,,,,,,,,,,,,
86-61-31-93,0610-103-002,YES,1,**CONFIDENTIAL**,OTHER RELATIVE,42,MALE,D7,KATAVI,YEARS,10,FRIENDS/RELATIVES,,,0,,,60000,1,,,,
26-01-62-23,0610-103-006,YES,1,**CONFIDENTIAL**,PARENT,67,MALE,D7,SIMIYU,YEARS,67,FRIENDS/RELATIVES,,,70000,1,2,260000,1,2,HOUSEHOLD CONSUMPTION,,
61-90-91-70,0610-103-007,NO,,,,,,,,,,,,,,,,,,,,,
32-15-87-86,0611-001-001,NO,,,,,,,,,,,,,,,,,,,,,
90-55-11-26,0612-001-001,NO,,,,,,,,,,,,,,,,,,,,,
87-62-36-12,0613-001-001,NO,,,,,,,,,,,,,,,,,,,,,
72-23-86-21,0614-001-001,NO,,,,,,,,,,,,,,,,,,,,,
09-71-68-21,0614-005-001,NO,,,,,,,,,,,,,,,,,,,,,
81-97-59-95,0614-005-007,NO,,,,,,,,,,,,,,,,,,,,,
59-27-17-97,0615-001-001,YES,1,**CONFIDENTIAL**,DAUGHTER,28,FEMALE,NO EDUCATION,TABORA,YEARS,9,M-PESA,,,30000,1,,NONE,,,HOUSEHOLD CONSUMPTION,,
36-59-40-79,0615-001-005,NO,,,,,,,,,,,,,,,,,,,,,
72-37-27-09,0615-005-001,NO,,,,,,,,,,,,,,,,,,,,,
95-72-82-97,0616-001-001,NO,,,,,,,,,,,,,,,,,,,,,
34-22-09-73,0617-001-001,NO,,,,,,,,,,,,,,,,,,,,,
28-99-90-15,0618-001-001,NO,,,,,,,,,,,,,,,,,,,,,
63-53-63-51,0618-006-001,NO,,,,,,,,,,,,,,,,,,,,,
12-53-83-49,0619-001-001,YES,1,**CONFIDENTIAL**,DAUGHTER,33,FEMALE,D7,SHINYANGA,YEARS,12,M-PESA,,,65000,1,2,NONE,,,HOUSEHOLD CONSUMPTION,,
37-98-90-37,0619-106-001,NO,,,,,,,,,,,,,,,,,,,,,
85-92-67-52,0620-001-001,NO,,,,,,,,,,,,,,,,,,,,,
07-29-77-96,0620-001-002,NO,,,,,,,,,,,,,,,,,,,,,
52-77-78-43,0621-001-001,NO,,,,,,,,,,,,,,,,,,,,,
62-17-39-29,0621-003-001,NO,,,,,,,,,,,,,,,,,,,,,
07-54-46-36,0622-001-001,NO,,,,,,,,,,,,,,,,,,,,,
73-37-55-41,0623-001-001,NO,,,,,,,,,,,,,,,,,,,,,
73-42-88-19,0623-001-004,NO,,,,,,,,,,,,,,,,,,,,,
30-47-51-83,0624-001-001,NO,,,,,,,,,,,,,,,,,,,,,
03-63-30-10,0626-001-001,YES,1,**CONFIDENTIAL**,SON,31,MALE,D3,SHINYANGA,YEARS,18,OTHER (SPECIFY),,,280000,1,,76000,1,,HOUSEHOLD CONSUMPTION,,
03-63-30-10,0626-001-001,YES,2,**CONFIDENTIAL**,DAUGHTER,28,FEMALE,NO EDUCATION,SHINYANGA,YEARS,8,OTHER (SPECIFY),,,340000,1,,200000,1,,HOUSEHOLD CONSUMPTION,HEALTH,
93-07-34-90,0626-001-003,NO,,,,,,,,,,,,,,,,,,,,,
79-79-04-32,0626-001-004,NO,,,,,,,,,,,,,,,,,,,,,
25-47-63-62,0627-001-001,YES,1,**CONFIDENTIAL**,DAUGHTER,40,MALE,NO EDUCATION,TABORA,YEARS,15,FRIENDS/RELATIVES,,,350000,1,,200000,1,,HOUSEHOLD CONSUMPTION,,
25-47-63-62,0627-001-001,YES,2,**CONFIDENTIAL**,OTHER RELATIVE,30,MALE,D7,GEITA,YEARS,2,FRIENDS/RELATIVES,,,30000,1,2,150000,2,,HOUSEHOLD CONSUMPTION,,
16-59-89-77,0627-001-002,YES,1,**CONFIDENTIAL**,OTHER RELATIVE,26,MALE,D7,SHINYANGA,YEARS,19,OTHER (SPECIFY),,,10000,1,,20000,1,,HOUSEHOLD CONSUMPTION,,
92-54-51-07,0628-001-001,NO,,,,,,,,,,,,,,,,,,,,,
34-90-65-56,0628-003-001,YES,1,**CONFIDENTIAL**,SON,38,MALE,D7,SHINYANGA,YEARS,38,OTHER (SPECIFY),,,20000,2,,NONE,,,HOUSEHOLD CONSUMPTION,,
84-70-52-23,0628-003-003,NO,,,,,,,,,,,,,,,,,,,,,
31-16-19-07,0628-005-001,NO,,,,,,,,,,,,,,,,,,,,,
67-85-46-72,0629-002-001,YES,1,**CONFIDENTIAL**,SON,25,MALE,NO EDUCATION,TABORA,YEARS,3,FRIENDS/RELATIVES,,,0,,,54000,1,2,,,
35-42-46-81,0630-001-001,NO,,,,,,,,,,,,,,,,,,,,,
32-73-64-62,0631-001-001,NO,,,,,,,,,,,,,,,,,,,,,
04-35-19-17,0631-008-001,NO,,,,,,,,,,,,,,,,,,,,,
55-80-06-17,0632-001-001,YES,1,**CONFIDENTIAL**,SON,22,MALE,D7,GEITA,YEARS,2,OTHER (SPECIFY),,,200000,1,2,200000,1,2,HOUSEHOLD CONSUMPTION,,
55-80-06-17,0632-001-001,YES,2,**CONFIDENTIAL**,SON,27,MALE,D7,GEITA,YEARS,3,OTHER (SPECIFY),,,100000,1,2,NONE,,,HOUSEHOLD CONSUMPTION,,
23-99-80-91,0632-003-001,NO,,,,,,,,,,,,,,,,,,,,,
71-48-30-75,0632-004-001,NO,,,,,,,,,,,,,,,,,,,,,
23-49-04-65,0633-001-002,YES,1,**CONFIDENTIAL**,SISTER,50,MALE,D7,GEITA,YEARS,4,M-PESA,,,47000,6,,NONE,,,HOUSEHOLD CONSUMPTION,,
23-49-04-65,0633-001-002,YES,2,**CONFIDENTIAL**,OTHER (SPECIFY),25,MALE,F1,MWANZA,MONTHS,5,M-PESA,,,36000,2,,NONE,,,HOUSEHOLD CONSUMPTION,,
38-75-74-97,0633-001-003,YES,1,**CONFIDENTIAL**,BROTHER,48,MALE,F4,DAR ES SALAAM,YEARS,35,M-PESA,,,35000,1,,NONE,,,HOUSEHOLD CONSUMPTION,,
41-41-80-91,0633-011-002,YES,1,**CONFIDENTIAL**,OTHER RELATIVE,60,MALE,D7,SHINYANGA,YEARS,20,M-PESA,,,20000,4,,NONE,,,HOUSEHOLD CONSUMPTION,,
76-41-43-15,0634-001-001,NO,,,,,,,,,,,,,,,,,,,,,
01-76-09-45,0634-007-001,NO,,,,,,,,,,,,,,,,,,,,,
86-92-52-64,0636-001-001,YES,1,**CONFIDENTIAL**,OTHER RELATIVE,50,MALE,D7,SHINYANGA,YEARS,50,FRIENDS/RELATIVES,,,100000,1,,300000,1,2,HOUSEHOLD CONSUMPTION,,
25-15-56-96,0637-001-001,NO,,,,,,,,,,,,,,,,,,,,,
76-14-69-90,0638-001-001,NO,,,,,,,,,,,,,,,,,,,,,
80-55-01-46,0639-007-001,NO,,,,,,,,,,,,,,,,,,,,,
03-58-62-92,0639-007-003,NO,,,,,,,,,,,,,,,,,,,,,
55-68-21-86,0640-001-001,YES,1,**CONFIDENTIAL**,SPOUSE,45,MALE,D4,SHINYANGA,YEARS,45,OTHER (SPECIFY),,,100000,1,,NONE,,,HOUSEHOLD CONSUMPTION,,
03-65-77-41,0641-001-001,YES,1,**CONFIDENTIAL**,SPOUSE,45,MALE,D7,SHINYANGA,YEARS,45,OTHER (SPECIFY),,,1000000,1,,500000,1,,HOUSEHOLD CONSUMPTION,,
04-52-63-04,0642-001-001,YES,1,**CONFIDENTIAL**,DAUGHTER,35,FEMALE,D7,KAGERA,YEARS,7,M-PESA,,,310000,1,2,240000,2,,HOUSEHOLD CONSUMPTION,,
86-97-87-20,0642-001-003,NO,,,,,,,,,,,,,,,,,,,,,
15-94-42-33,0642-001-004,NO,,,,,,,,,,,,,,,,,,,,,
96-16-28-77,0642-001-006,NO,,,,,,,,,,,,,,,,,,,,,
04-94-12-79,0642-001-009,YES,1,**CONFIDENTIAL**,PARENT,55,MALE,D7,KAGERA,YEARS,55,FRIENDS/RELATIVES,,,30000,1,,NONE,,,HEALTH,HOUSEHOLD CONSUMPTION,
09-53-11-55,0643-001-001,NO,,,,,,,,,,,,,,,,,,,,,
22-96-87-35,0643-001-004,NO,,,,,,,,,,,,,,,,,,,,,
73-72-53-25,0644-001-001,NO,,,,,,,,,,,,,,,,,,,,,
95-29-04-76,0645-001-001,NO,,,,,,,,,,,,,,,,,,,,,
81-88-93-76,0645-001-003,YES,1,**CONFIDENTIAL**,SON,47,MALE,MS+COURSE,DAR ES SALAAM,YEARS,10,AIRTEL MONEY,,,500000,1,,340000,1,,HOUSEHOLD CONSUMPTION,HEALTH,
81-88-93-76,0645-001-003,YES,2,**CONFIDENTIAL**,DAUGHTER,34,FEMALE,DIPLOMA,KAGERA,YEARS,2,AIRTEL MONEY,,,950000,1,,470000,1,,HOUSEHOLD CONSUMPTION,HEALTH,
55-16-13-84,0646-001-001,NO,,,,,,,,,,,,,,,,,,,,,
73-60-06-64,0646-001-002,NO,,,,,,,,,,,,,,,,,,,,,
57-40-27-79,0647-001-001,NO,,,,,,,,,,,,,,,,,,,,,
32-85-24-94,0648-001-001,YES,1,**CONFIDENTIAL**,IN-LAW,28,FEMALE,NO EDUCATION,KAGERA,YEARS,28,OTHER (SPECIFY),,,0,,,5000,1,2,,,
32-85-24-94,0648-001-001,YES,2,**CONFIDENTIAL**,OTHER RELATIVE,30,FEMALE,D7,KAGERA,YEARS,30,OTHER (SPECIFY),,,0,,,3000,2,,,,
20-84-09-10,0649-001-001,YES,1,**CONFIDENTIAL**,SON,36,FEMALE,D7,KAGERA,YEARS,36,OTHER (SPECIFY),,,480000,1,,235000,1,,HOUSEHOLD CONSUMPTION,,
20-84-09-10,0649-001-001,YES,2,**CONFIDENTIAL**,OTHER RELATIVE,30,MALE,D7,KIGOMA,YEARS,7,M-PESA,,,380000,1,,NONE,,,HOUSEHOLD CONSUMPTION,,
75-45-78-14,0651-001-001,NO,,,,,,,,,,,,,,,,,,,,,
21-41-45-56,0652-001-001,YES,1,**CONFIDENTIAL**,SON,59,MALE,D7,KAGERA,YEARS,59,OTHER (SPECIFY),,,40000,1,2,NONE,,,HOUSEHOLD CONSUMPTION,,
38-47-82-69,0652-003-001,NO,,,,,,,,,,,,,,,,,,,,,
35-30-83-19,0653-001-001,NO,,,,,,,,,,,,,,,,,,,,,
42-93-81-17,0654-001-001,YES,1,**CONFIDENTIAL**,DAUGHTER,30,FEMALE,'A'+COURSE,MARA,YEARS,6,AIRTEL MONEY,,,480000,1,2,250000,1,2,HOUSEHOLD CONSUMPTION,HEALTH,
42-93-81-17,0654-001-001,YES,2,**CONFIDENTIAL**,SON,24,FEMALE,F4,MARA,YEARS,4,AIRTEL MONEY,,,350000,1,2,340000,1,2,HOUSEHOLD CONSUMPTION,HEALTH,
70-81-65-41,0654-001-002,YES,1,**CONFIDENTIAL**,OTHER RELATIVE,28,MALE,F4,DAR ES SALAAM,YEARS,6,M-PESA,,,50000,2,,30000,2,,HOUSEHOLD CONSUMPTION,,
70-81-65-41,0654-001-002,YES,2,**CONFIDENTIAL**,OTHER RELATIVE,24,MALE,DIPLOMA,GEITA,YEARS,1,M-PESA,,,30000,2,,NONE,,,HOUSEHOLD CONSUMPTION,,
70-81-65-41,0654-001-002,YES,3,**CONFIDENTIAL**,SON,51,MALE,D7,KAGERA,YEARS,51,OTHER (SPECIFY),,,0,,,15000,2,,,,
70-81-65-41,0654-001-002,YES,4,**CONFIDENTIAL**,SON,49,MALE,D7,KAGERA,YEARS,49,OTHER (SPECIFY),,,10000,2,,12000,2,,HOUSEHOLD CONSUMPTION,,
18-25-55-05,0654-004-001,NO,,,,,,,,,,,,,,,,,,,,,
43-17-73-10,0655-001-001,NO,,,,,,,,,,,,,,,,,,,,,
45-08-66-74,0657-001-001,NO,,,,,,,,,,,,,,,,,,,,,
80-11-06-01,0658-001-001,YES,1,**CONFIDENTIAL**,DAUGHTER,25,FEMALE,D7,MWANZA,YEARS,4,M-PESA,,,240000,1,,60000,1,,HOUSEHOLD CONSUMPTION,,
80-11-06-01,0658-001-001,YES,2,**CONFIDENTIAL**,DAUGHTER,46,MALE,D7,KAGERA,YEARS,37,FRIENDS/RELATIVES,,,0,,,100000,1,,,,
26-98-49-23,0658-001-002,NO,,,,,,,,,,,,,,,,,,,,,
55-09-04-44,0658-001-003,NO,,,,,,,,,,,,,,,,,,,,,
08-56-07-13,0661-002-001,NO,,,,,,,,,,,,,,,,,,,,,
51-15-35-70,0662-001-001,YES,1,**CONFIDENTIAL**,SPOUSE,85,MALE,D7,KAGERA,YEARS,85,OTHER (SPECIFY),,,30000,1,,40000,1,,HOUSEHOLD CONSUMPTION,,
51-15-35-70,0662-001-001,YES,2,**CONFIDENTIAL**,SON,26,MALE,D7,KAGERA,YEARS,26,OTHER (SPECIFY),,,10000,1,,10000,1,,HOUSEHOLD CONSUMPTION,,
28-98-23-75,0662-002-001,NO,,,,,,,,,,,,,,,,,,,,,
10-37-19-93,0662-002-002,YES,1,**CONFIDENTIAL**,SISTER,58,FEMALE,F4,SINGIDA,YEARS,10,OTHER (SPECIFY),,,7000000,1,,NONE,,,EDUCATION,,
74-94-37-74,0663-001-001,YES,1,**CONFIDENTIAL**,OTHER RELATIVE,55,FEMALE,D7,KAGERA,YEARS,25,FRIENDS/RELATIVES,,,0,,,36000,1,6,,,
66-20-63-52,0663-001-002,NO,,,,,,,,,,,,,,,,,,,,,
69-75-97-36,0663-003-001,YES,1,**CONFIDENTIAL**,BROTHER,40,MALE,D7,KAGERA,YEARS,40,OTHER (SPECIFY),,,100000,1,,NONE,,,HOUSEHOLD CONSUMPTION,,
05-21-74-76,0664-001-001,NO,,,,,,,,,,,,,,,,,,,,,
59-72-44-58,0665-001-001,NO,,,,,,,,,,,,,,,,,,,,,
99-47-56-63,0666-001-001,NO,,,,,,,,,,,,,,,,,,,,,
65-31-48-21,0666-003-001,NO,,,,,,,,,,,,,,,,,,,,,
96-55-31-90,0667-001-001,YES,1,**CONFIDENTIAL**,PARENT,77,FEMALE,D7,KAGERA,YEARS,77,OTHER (SPECIFY),,,0,,,40000,1,2,,,
20-29-28-71,0668-001-001,YES,1,**CONFIDENTIAL**,SPOUSE,50,MALE,D7,KAGERA,YEARS,10,M-PESA,,,1000000,1,,500000,1,,HOUSEHOLD CONSUMPTION,EDUCATION,
56-93-51-26,0668-001-002,YES,1,**CONFIDENTIAL**,SPOUSE,46,MALE,U3,KAGERA,YEARS,21,M-PESA,,,3000000,1,,1000000,1,,HOUSEHOLD CONSUMPTION,,
67-65-05-37,0668-002-001,NO,,,,,,,,,,,,,,,,,,,,,
76-81-55-22,0669-001-001,NO,,,,,,,,,,,,,,,,,,,,,
01-21-40-66,0671-001-001,YES,1,**CONFIDENTIAL**,OTHER RELATIVE,28,MALE,F4,DAR ES SALAAM,YEARS,15,M-PESA,,,100000,2,,NONE,,,HOUSEHOLD CONSUMPTION,,
55-25-66-63,0671-003-001,NO,,,,,,,,,,,,,,,,,,,,,
31-38-25-42,0672-001-001,NO,,,,,,,,,,,,,,,,,,,,,
28-61-27-79,0674-001-001,YES,1,**CONFIDENTIAL**,DAUGHTER,31,FEMALE,F4,DAR ES SALAAM,YEARS,10,M-PESA,,,400000,1,,150000,1,,HOUSEHOLD CONSUMPTION,EDUCATION,
31-50-67-22,0675-001-001,NO,,,,,,,,,,,,,,,,,,,,,
22-28-71-98,0675-001-004,NO,,,,,,,,,,,,,,,,,,,,,
36-42-77-74,0676-001-001,NO,,,,,,,,,,,,,,,,,,,,,
71-23-90-01,0677-001-001,YES,1,**CONFIDENTIAL**,OTHER RELATIVE,58,MALE,D7,KAGERA,YEARS,58,OTHER (SPECIFY),,,50000,1,,NONE,,,EDUCATION,,
71-23-90-01,0677-001-001,YES,2,**CONFIDENTIAL**,BROTHER,32,MALE,F6,DAR ES SALAAM,YEARS,5,M-PESA,,,150000,1,,NONE,,,BUSINESS,,
71-23-90-01,0677-001-001,YES,3,**CONFIDENTIAL**,PARENT,48,FEMALE,D7,KAGERA,YEARS,48,OTHER (SPECIFY),,,0,,,20000,1,3,,,
19-05-54-21,0678-001-001,YES,1,**CONFIDENTIAL**,SON,27,MALE,'O'+COURSE,MARA,YEARS,6,OTHER (SPECIFY),,,90000,1,,50000,1,,HOUSEHOLD CONSUMPTION,,
06-03-24-91,0678-001-002,NO,,,,,,,,,,,,,,,,,,,,,
53-82-24-71,0679-001-001,NO,,,,,,,,,,,,,,,,,,,,,
76-36-87-78,0680-001-001,YES,1,**CONFIDENTIAL**,SON,27,MALE,D7,SINGIDA,YEARS,3,M-PESA,,,400000,1,,NONE,,,HOUSEHOLD CONSUMPTION,,
76-36-87-78,0680-001-001,YES,2,**CONFIDENTIAL**,DAUGHTER,24,FEMALE,F2,MOROGORO,YEARS,3,M-PESA,,,200000,1,,NONE,,,HOUSEHOLD CONSUMPTION,,
90-00-57-86,0681-001-002,NO,,,,,,,,,,,,,,,,,,,,,
53-66-73-80,0682-001-002,YES,1,**CONFIDENTIAL**,SPOUSE,42,MALE,D7,KAGERA,YEARS,42,M-PESA,,,200000,1,,NONE,,,HOUSEHOLD CONSUMPTION,,
53-66-73-80,0682-001-002,YES,2,**CONFIDENTIAL**,PARENT,70,FEMALE,F4,KAGERA,YEARS,70,M-PESA,,,2000000,1,,300000,1,,HOUSEHOLD CONSUMPTION,,
57-93-70-27,0683-001-001,YES,1,**CONFIDENTIAL**,SON,48,MALE,F4,DAR ES SALAAM,YEARS,13,M-PESA,,,300000,1,,NONE,,,HOUSEHOLD CONSUMPTION,,
68-79-28-80,0683-001-009,NO,,,,,,,,,,,,,,,,,,,,,
81-82-35-91,0683-002-002,YES,1,**CONFIDENTIAL**,SPOUSE,42,MALE,D7,KAGERA,YEARS,42,M-PESA,,,450000,2,,NONE,,,HOUSEHOLD CONSUMPTION,EDUCATION,
10-61-49-52,0684-001-002,NO,,,,,,,,,,,,,,,,,,,,,
34-20-14-19,0684-001-004,NO,,,,,,,,,,,,,,,,,,,,,
61-41-06-82,0684-005-001,NO,,,,,,,,,,,,,,,,,,,,,
62-07-47-27,0684-005-002,YES,1,**CONFIDENTIAL**,FRIEND,42,FEMALE,U3,UGANDA,YEARS,42,WESTERN UNION,,,2000000,1,,2800000,1,,HOUSEHOLD CONSUMPTION,HEALTH,
11-48-68-26,0685-001-001,NO,,,,,,,,,,,,,,,,,,,,,
70-12-37-49,0686-001-001,NO,,,,,,,,,,,,,,,,,,,,,
92-90-26-11,0687-001-001,NO,,,,,,,,,,,,,,,,,,,,,
60-98-45-79,0687-001-004,NO,,,,,,,,,,,,,,,,,,,,,
98-48-13-81,0687-006-001,YES,1,**CONFIDENTIAL**,FRIEND,50,MALE,D7,GEITA,YEARS,35,M-PESA,,,45000,2,,NONE,,,HOUSEHOLD CONSUMPTION,,
04-78-48-50,0687-006-002,NO,,,,,,,,,,,,,,,,,,,,,
56-57-53-73,0688-001-001,YES,1,**CONFIDENTIAL**,PARENT,46,FEMALE,D7,KAGERA,YEARS,10,M-PESA,,,20000,1,2,15000,1,2,HOUSEHOLD CONSUMPTION,,
56-57-53-73,0688-001-001,YES,2,**CONFIDENTIAL**,PARENT,50,MALE,D7,KAGERA,YEARS,4,M-PESA,,,15000,1,2,20000,1,2,HOUSEHOLD CONSUMPTION,,
23-06-93-51,0689-001-001,YES,1,**CONFIDENTIAL**,DAUGHTER,21,FEMALE,'O'+COURSE,DAR ES SALAAM,YEARS,2,M-PESA,,,300000,2,,NONE,,,HOUSEHOLD CONSUMPTION,INVESTMENT,
23-06-93-51,0689-001-001,YES,2,**CONFIDENTIAL**,OTHER RELATIVE,35,FEMALE,'A'+COURSE,TABORA,YEARS,6,M-PESA,,,100000,2,,NONE,,,HOUSEHOLD CONSUMPTION,,
75-21-34-64,0689-001-008,YES,1,**CONFIDENTIAL**,BROTHER,33,MALE,F4,KAGERA,YEARS,15,FRIENDS/RELATIVES,M-PESA,,450000,1,,NONE,,,EDUCATION,,
75-21-34-64,0689-001-008,YES,2,**CONFIDENTIAL**,OTHER RELATIVE,30,FEMALE,D7,DAR ES SALAAM,YEARS,13,M-PESA,,,40000,1,,NONE,,,EDUCATION,,
95-06-93-41,0690-001-001,YES,1,**CONFIDENTIAL**,OTHER RELATIVE,24,FEMALE,'O'+COURSE,DAR ES SALAAM,YEARS,1,M-PESA,,,20000,2,,NONE,,,HOUSEHOLD CONSUMPTION,,
72-15-33-17,0692-002-001,NO,,,,,,,,,,,,,,,,,,,,,
27-84-62-21,0694-001-001,YES,1,**CONFIDENTIAL**,OTHER RELATIVE,41,FEMALE,D7,SHINYANGA,YEARS,4,FRIENDS/RELATIVES,,,200000,2,,NONE,,,HOUSEHOLD CONSUMPTION,EDUCATION,
91-33-85-80,0695-001-001,YES,1,**CONFIDENTIAL**,SON,24,MALE,D7,UGANDA,YEARS,4,M-PESA,,,91000,1,,NONE,,,HOUSEHOLD CONSUMPTION,,
91-33-85-80,0695-001-001,YES,2,**CONFIDENTIAL**,DAUGHTER,36,FEMALE,D7,DAR ES SALAAM,YEARS,2,M-PESA,,,100000,1,,NONE,,,HOUSEHOLD CONSUMPTION,,
91-33-85-80,0695-001-001,YES,3,**CONFIDENTIAL**,SON,47,MALE,U3,KAGERA,YEARS,14,OTHER (SPECIFY),,,200000,1,,NONE,,,HOUSEHOLD CONSUMPTION,,
53-85-16-71,0695-004-001,YES,1,**CONFIDENTIAL**,SON,25,MALE,U4,MBEYA,YEARS,4,M-PESA,,,27000,1,,NONE,,,HOUSEHOLD CONSUMPTION,,
64-88-46-60,0695-004-003,NO,,,,,,,,,,,,,,,,,,,,,
78-20-87-66,0696-001-001,YES,1,**CONFIDENTIAL**,SON,47,MALE,D7,KAGERA,YEARS,20,FRIENDS/RELATIVES,,,100000,1,,30000,1,,HOUSEHOLD CONSUMPTION,,
78-20-87-66,0696-001-001,YES,2,**CONFIDENTIAL**,DAUGHTER,49,FEMALE,D7,SHINYANGA,YEARS,30,FRIENDS/RELATIVES,,,50000,1,,NONE,,,HOUSEHOLD CONSUMPTION,,
60-53-18-73,0696-002-001,NO,,,,,,,,,,,,,,,,,,,,,
96-88-18-26,0696-004-001,NO,,,,,,,,,,,,,,,,,,,,,
54-36-89-43,0697-001-001,NO,,,,,,,,,,,,,,,,,,,,,
71-47-26-16,0698-001-001,YES,1,**CONFIDENTIAL**,SON,25,MALE,F4,DAR ES SALAAM,YEARS,6,M-PESA,,,120000,1,2,NONE,,,HOUSEHOLD CONSUMPTION,,
84-43-61-13,0698-003-002,YES,1,**CONFIDENTIAL**,DAUGHTER,35,FEMALE,D7,KAGERA,YEARS,14,M-PESA,,,750000,6,,420000,6,,HOUSEHOLD CONSUMPTION,HEALTH,FARMING
84-43-61-13,0698-003-002,YES,2,**CONFIDENTIAL**,SON,42,FEMALE,D7,MWANZA,YEARS,9,M-PESA,,,1200000,6,,620000,6,,HOUSEHOLD CONSUMPTION,HEALTH,FARMING
04-80-76-28,0698-009-001,YES,1,**CONFIDENTIAL**,OTHER RELATIVE,31,FEMALE,D7,KAGERA,YEARS,8,FRIENDS/RELATIVES,,,0,,,15000,1,3,,,
04-80-76-28,0698-009-001,YES,2,**CONFIDENTIAL**,BROTHER,51,FEMALE,D7,KAGERA,YEARS,51,OTHER (SPECIFY),,,0,,,17000,1,3,,,
17-83-92-95,0699-001-001,YES,1,**CONFIDENTIAL**,SPOUSE,58,MALE,F4,KAGERA,YEARS,58,M-PESA,,,500000,1,,NONE,,,EDUCATION,,
10-70-45-48,0700-001-001,YES,1,**CONFIDENTIAL**,BROTHER,47,MALE,F4,DAR ES SALAAM,YEARS,12,BANK ACCOUNT,,,3000000,1,2,NONE,,,EDUCATION,,
42-34-18-97,0701-003-001,NO,,,,,,,,,,,,,,,,,,,,,
72-19-56-08,0702-001-001,NO,,,,,,,,,,,,,,,,,,,,,
08-00-32-44,0703-001-001,YES,1,**CONFIDENTIAL**,DAUGHTER,41,FEMALE,F4,MWANZA,YEARS,41,OTHER (SPECIFY),,,100000,1,2,120000,1,2,HOUSEHOLD CONSUMPTION,,
08-00-32-44,0703-001-001,YES,2,**CONFIDENTIAL**,SON,39,MALE,D7,MWANZA,YEARS,2,M-PESA,,,75000,1,2,NONE,,,HOUSEHOLD CONSUMPTION,,
44-09-39-44,0705-002-001,,,,,,,,,,,,,,,,,,,,,,
91-91-85-71,0706-002-001,YES,1,**CONFIDENTIAL**,SISTER,42,FEMALE,F4,MARA,YEARS,19,M-PESA,,,200000,1,,NONE,,,HOUSEHOLD CONSUMPTION,,
91-91-85-71,0706-002-001,YES,2,**CONFIDENTIAL**,SISTER,46,FEMALE,F4,GEITA,YEARS,13,M-PESA,,,150000,1,,NONE,,,HOUSEHOLD CONSUMPTION,,
