interview__key,sdd_hhid,cropid,ag5a_01,ag5a_02,ag5a_03,ag5a_04_1,ag5a_04_2,ag5a_05,ag5a_06,ag5a_07_1,ag5a_07_2,ag5a_08,ag5a_09_1,ag5a_09_2,ag5a_10_1,ag5a_10_2,ag5a_11a,ag5a_11_1,ag5a_11_2,ag5a_12,ag5a_13,ag5a_14_1,ag5a_14_2,ag5a_15,ag5a_16_1,ag5a_16_2,ag5a_17_1,ag5a_17_2,ag5a_18,ag5a_19,ag5a_20,ag5a_21,ag5a_22,ag5a_23,ag5a_24,ag5a_25,ag5a_26,ag5a_27,ag5a_28,ag5a_29,ag5a_30,ag5a_31,ag5a_32,ag5a_32a,ag5a_32b,ag5a_32c,ag5a_32d,ag5a_32e,ag5a_33,ag5a_34,ag5a_35,ag5a_36_1a,ag5a_36_1b,ag5a_36_2a,ag5a_36_2b
10-51-31-09,0510-001-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,450,30,0,0,0,FOR GRAZING OWN ANIMALS,,,,,,
10-51-31-09,0510-001-001,3,YES,300,90000,DUKANI/MCHUUZI,NDANI YA KIJIJI/MJI,300,90000,OCTOBER,2018,3,1,,1,,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,400,50,0,50,0,FOR GRAZING OWN ANIMALS,,,,,,
10-51-31-09,0510-001-001,11,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,200,0,0,0,0,FOR GRAZING OTHERS' ANIMALS,,,,,,
10-51-31-09,0510-001-001,70,YES,300,150000,DUKANI/MCHUUZI,NDANI YA KIJIJI/MJI,300,150000,JUNE,2018,8,1,,1,,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,100,0,0,0,0,CROP PRODUCES NO  RESIDUE,,,,,,
21-30-35-20,0510-003-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,414,0,0,162,0,RESIDUE WAS LEFT IN FIELD,,,,,,
21-30-35-20,0510-003-001,21,YES,360,300000,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,360,300000,OCTOBER,2018,1,1,4,1,4,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,0,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
17-59-80-31,0511-001-001,3,YES,90,45000,DUKANI/MCHUUZI,KARIBU NA KIJIJI,90,45000,NOVEMBER,2018,1,1,2,1,2,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,90,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
17-59-80-31,0511-001-001,26,YES,360,180000,DUKANI/MCHUUZI,KARIBU NA KIJIJI,360,180000,JUNE,2018,1,1,2,1,2,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,90,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
02-15-25-91,0512-001-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,100,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
29-85-19-31,0513-001-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,216,0,0,0,0,MULCHED,,,,,,
29-85-19-31,0513-001-001,26,YES,576,300000,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,576,300000,JUNE,2018,1,1,2,1,2,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,48,48,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
29-85-19-31,0513-001-001,75,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,120,0,0,30,0,RESIDUE WAS LEFT IN FIELD,,,,,,
50-14-76-19,0514-001-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,100,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
50-14-76-19,0514-001-001,3,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,360,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
16-94-94-48,0515-001-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,108,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
16-94-94-48,0515-001-001,3,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,120,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
16-94-94-48,0515-001-001,26,YES,160,200000,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,160,200000,JULY,2018,1,1,2,1,2,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,80,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
24-89-62-63,0515-003-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,180,18,0,0,0,FOR GRAZING OTHERS' ANIMALS,,,,,,
24-89-62-63,0515-003-001,3,YES,100,42000,M/BIASHARA BINAFSI,KARIBU NA KIJIJI,100,42000,SEPTEMBER,2018,1,1,2,1,2,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,90,10,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
24-89-62-63,0515-003-001,26,YES,200,80000,M/BIASHARA BINAFSI,KARIBU NA KIJIJI,200,80000,AUGUST,2018,1,1,2,1,2,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,15,5,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
55-47-18-86,0517-001-001,11,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,100,0,0,20,0,FOR GRAZING OTHERS' ANIMALS,,,,,,
10-21-26-14,0518-001-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,240,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
10-21-26-14,0518-001-001,3,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,60,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
10-21-26-14,0518-001-001,26,YES,180,100000,DUKANI/MCHUUZI,KARIBU NA KIJIJI,180,100000,OCTOBER,2018,1,1,,1,,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,0,20,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
10-21-26-14,0518-001-001,28,YES,40,12000,DUKANI/MCHUUZI,NDANI YA KIJIJI/MJI,40,12000,AUGUST,2018,1,1,,1,,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,70,10,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
57-94-84-68,0519-001-002,1,YES,100,30000,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,100,30000,JUNE,2018,1,1,2,1,,HAPANA,,,,,,,,,,,,NO,,,,,YES,40,SACKS / OPEN DRUM,YES,SPRAYING,FOOD FOR HOUSEHOLD,NO,,,,460,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
57-94-84-68,0519-001-002,2,YES,2000,1000000,M/BIASHARA BINAFSI,KARIBU NA MJI,2000,1000000,JULY,2018,1,1,2,1,2,HAPANA,,,,,,,,,,,,NO,,,,,YES,80,SACKS / OPEN DRUM,NO,,FOOD FOR HOUSEHOLD,NO,,,,800,100,0,20,0,RESIDUE WAS LEFT IN FIELD,,,,,,
57-94-84-68,0519-001-002,11,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,YES,ROTTING,1,3000,240,0,0,0,0,CROP PRODUCES NO  RESIDUE,,,,,,
57-94-84-68,0519-001-002,19,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,12,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
92-69-46-35,0521-001-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,1800,0,0,0,0,FOR GRAZING OWN ANIMALS,,,,,,
92-69-46-35,0521-001-001,2,YES,1400,600000,M/BIASHARA BINAFSI,WILAYA NYINGINE,1400,600000,AUGUST,2018,1,1,,1,,HAPANA,,,,,,,,,,,,YES,55,1,CAR,15000,NO,,,,,,NO,,,,3560,0,0,0,0,FOR GRAZING OWN ANIMALS,,,,,,
92-69-46-35,0521-001-001,28,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,240,0,0,0,0,FOR GRAZING OWN ANIMALS,,,,,,
85-65-43-35,0521-001-003,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,200,0,0,0,0,FOR GRAZING OTHERS' ANIMALS,,,,,,
75-59-73-61,0522-001-001,2,YES,1400,800000,NDUGU,KARIBU NA MJI,1400,800000,JANUARY,2019,1,1,2,1,2,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,800,40,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
81-44-06-49,0525-001-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,560,40,0,0,0,FOR GRAZING OWN ANIMALS,,,,,,
81-44-06-49,0525-001-001,2,YES,5355,2499000,DUKANI/MCHUUZI,NDANI YA KIJIJI/MJI,5355,2499000,AUGUST,2018,2,1,2,1,2,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,1785,105,105,105,0,FOR GRAZING OWN ANIMALS,,,,,,
81-44-06-49,0525-001-001,11,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,1200,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
81-44-06-49,0525-001-001,28,YES,210,70000,JIRANI,NDANI YA KIJIJI/MJI,210,70000,OCTOBER,2018,1,1,2,1,2,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,360,90,0,0,0,FOR GRAZING OWN ANIMALS,,,,,,
44-54-17-13,0525-003-004,2,YES,270,252000,SOKO,WILAYA NYINGINE,270,252000,JUNE,2018,1,1,2,1,2,HAPANA,,,,,,,,,,,,YES,55,1,CAR,0,NO,,,,,,NO,,,,195,75,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
36-34-79-20,0525-004-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,800,0,0,300,0,FOR GRAZING OWN ANIMALS,,,,,,
36-34-79-20,0525-004-001,28,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,35,10,0,15,0,RESIDUE WAS LEFT IN FIELD,,,,,,
96-26-27-84,0525-005-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,720,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
96-26-27-84,0525-005-001,28,YES,30,60000,DUKANI/MCHUUZI,NDANI YA KIJIJI/MJI,30,60000,APRIL,2018,1,1,2,1,2,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,30,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
57-59-30-22,0525-005-003,1,YES,120,36000,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,120,36000,JULY,2018,1,1,2,1,2,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,110,10,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
57-59-30-22,0525-005-003,28,YES,90,30000,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,90,30000,JUNE,2018,1,1,2,1,,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,75,15,0,0,0,FOR GRAZING OTHERS' ANIMALS,,,,,,
84-63-95-42,0528-001-001,1,YES,800,480000,DUKANI/MCHUUZI,MKOA MWINGINE,800,480000,JULY,2018,2,1,,1,,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,1500,100,0,4,0,FOR GRAZING OWN ANIMALS,,,,,,
84-63-95-42,0528-001-001,2,YES,3000,2700000,DUKANI/MCHUUZI,MKOA MWINGINE,3000,2700000,JULY,2018,3,1,,1,,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,1600,100,0,300,0,RESIDUE WAS LEFT IN FIELD,,,,,,
31-74-85-54,0528-001-002,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,140,0,0,0,0,FOR GRAZING OTHERS' ANIMALS,,,,,,
31-74-85-54,0528-001-002,28,YES,12,10000,JIRANI,NDANI YA KIJIJI/MJI,12,10000,JUNE,2018,1,1,,1,,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,30,0,0,0,0,FOR GRAZING OTHERS' ANIMALS,,,,,,
16-41-04-04,0529-001-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,2500,100,0,0,0,FOR GRAZING OWN ANIMALS,,,,,,
16-41-04-04,0529-001-001,2,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,1400,100,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
16-41-04-04,0529-001-001,11,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,360,0,0,0,0,FOR GRAZING OWN ANIMALS,,,,,,
16-41-04-04,0529-001-001,28,YES,200,504000,DUKANI/MCHUUZI,WILAYA NYINGINE,200,504000,OCTOBER,2018,2,1,,1,,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,150,50,0,0,0,FOR GRAZING OWN ANIMALS,,,,,,
04-32-04-23,0529-001-003,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,190,10,0,0,0,FOR GRAZING OTHERS' ANIMALS,,,,,,
04-32-04-23,0529-001-003,28,YES,20,30000,DUKANI/MCHUUZI,NDANI YA KIJIJI/MJI,20,30000,MAY,2018,1,1,,1,,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,25,5,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
26-24-72-45,0530-001-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,234,18,0,72,0,FOR GRAZING OWN ANIMALS,,,,,,
26-24-72-45,0530-001-001,11,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,300,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
26-24-72-45,0530-001-001,17,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,20,5,0,0,0,FOR GRAZING OWN ANIMALS,,,,,,
53-12-65-26,0530-001-003,1,YES,500,300000,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,1,300000,MAY,2018,1,1,,1,,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,1180,20,0,0,0,FOR GRAZING OWN ANIMALS,,,,,,
53-12-65-26,0530-001-003,2,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,555,75,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
53-12-65-26,0530-001-003,28,YES,180,84000,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,120,84000,JULY,2018,1,1,,1,,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,0,60,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
53-12-65-26,0530-001-003,34,YES,600,720000,CHAMA WAKULIMA,KARIBU NA KIJIJI,600,720000,JULY,2018,1,1,,1,,HAPANA,,,,,,,,,,,,YES,2,2,ANIMAL,0,NO,,,,,,NO,,,,0,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
79-87-34-06,0531-001-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,360,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
79-87-34-06,0531-001-001,28,YES,700,300000,NDUGU,WILAYA NYINGINE,700,300000,JUNE,2018,1,1,,1,,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,20,120,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
92-68-11-85,0532-001-001,1,YES,864,384000,M/BIASHARA BINAFSI,MKOA MWINGINE,864,384000,JULY,2018,1,1,,1,2,HAPANA,,,,,,,,,,,,NO,,,,,YES,890,SACKS / OPEN DRUM,YES,SPRAYING,FOOD FOR HOUSEHOLD,NO,,,,376,30,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
92-68-11-85,0532-001-001,2,YES,3900,2916000,DUKANI/MCHUUZI,MKOA MWINGINE,3900,2916000,AUGUST,2018,4,1,,1,2,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,768,100,0,30,0,FOR GRAZING OTHERS' ANIMALS,,,,,,
08-64-64-36,0534-001-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,825,15,0,0,0,FOR GRAZING OTHERS' ANIMALS,,,,,,
08-64-64-36,0534-001-001,2,YES,2625,1240000,DUKANI/MCHUUZI,NDANI YA KIJIJI/MJI,2625,1240000,AUGUST,2018,1,1,2,1,2,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,105,0,0,105,0,FOR GRAZING OTHERS' ANIMALS,,,,,,
08-64-64-36,0534-001-001,28,YES,210,150000,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,210,150000,MAY,2018,1,1,2,1,,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,114,12,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
08-64-64-36,0534-001-001,34,YES,110,132000,CHAMA WAKULIMA,NDANI YA KIJIJI/MJI,110,132000,MAY,2018,1,1,2,1,2,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,0,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
30-98-08-59,0535-001-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,300,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
01-41-05-70,0536-001-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,560,0,0,0,0,FOR GRAZING OWN ANIMALS,,,,,,
01-41-05-70,0536-001-001,2,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,840,0,0,0,0,FOR GRAZING OWN ANIMALS,,,,,,
01-41-05-70,0536-001-001,28,YES,2700,1400000,M/BIASHARA BINAFSI,WILAYA NYINGINE,2700,1400000,MAY,2018,1,1,2,1,2,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,0,0,0,0,0,FOR GRAZING OWN ANIMALS,,,,,,
98-57-18-93,0537-001-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,140,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
98-57-18-93,0537-001-001,2,YES,165,77000,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,90,42000,JULY,2018,1,1,,1,2,NDIYO,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,75,35000,JULY,2018,1,1,2,1,2,NO,,,,,NO,,,,,,NO,,,,175,75,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
98-57-18-93,0537-001-001,11,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,450,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
68-28-88-02,0539-001-001,1,YES,1100,336000,M/BIASHARA BINAFSI,KARIBU NA KIJIJI,1000,300000,JULY,2018,3,1,,1,2,NDIYO,SOKO,KARIBU NA KIJIJI,100,36000,DECEMBER,2018,1,1,2,1,2,YES,3,1,MOTORCYCLE,2000,NO,,,,,,NO,,,,1400,80,0,220,0,RESIDUE WAS LEFT IN FIELD,,,,,,
68-28-88-02,0539-001-001,28,YES,180,90000,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,180,90000,AUGUST,2018,1,1,2,1,,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,300,240,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
30-80-71-86,0542-001-002,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,720,36,0,108,0,RESIDUE WAS LEFT IN FIELD,,,,,,
12-00-28-08,0543-001-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,400,32,0,0,0,FOR GRAZING OWN ANIMALS,,,,,,
12-00-28-08,0543-001-001,11,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,100,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
12-00-28-08,0543-001-001,34,YES,545,600000,USHIRIKA,NDANI YA KIJIJI/MJI,545,600000,JULY,2018,1,1,,1,,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,0,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
25-52-41-32,0545-006-001,2,YES,1050,750000,M/BIASHARA BINAFSI,WILAYA NYINGINE,1050,750000,JULY,2018,1,1,,1,2,HAPANA,,,,,,,,,,,,NO,,,,,YES,70,SACKS / OPEN DRUM,NO,,FOOD FOR HOUSEHOLD,NO,,,,210,20,0,50,0,RESIDUE WAS LEFT IN FIELD,,,,,,
20-78-49-50,0547-001-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,60,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
20-78-49-50,0547-001-001,18,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,9,1,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
20-78-49-50,0547-001-001,74,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,15,0,0,5,0,RESIDUE WAS LEFT IN FIELD,,,,,,
26-14-17-11,0548-001-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,54,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
26-14-17-11,0548-001-001,18,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,20,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
22-35-45-21,0551-001-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,120,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
22-35-45-21,0551-001-001,17,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,20,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
12-86-07-37,0554-003-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,36,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
12-86-07-37,0554-003-001,17,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,4,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
08-79-34-76,0565-001-001,1,YES,1280,210000,M/BIASHARA BINAFSI,KARIBU NA MJI,1280,210000,SEPTEMBER,2018,1,1,2,1,2,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,340,60,0,0,0,FOR GRAZING OWN ANIMALS,,,,,,
08-79-34-76,0565-001-001,17,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,30,10,0,0,0,FOR GRAZING OWN ANIMALS,,,,,,
08-79-34-76,0565-001-001,26,YES,40,10000,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,40,10000,OCTOBER,2018,1,1,2,1,2,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,40,40,0,0,0,FOR GRAZING OWN ANIMALS,,,,,,
08-79-34-76,0565-001-001,28,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,40,60,0,80,0,FOR GRAZING OWN ANIMALS,,,,,,
82-44-68-41,0565-003-001,1,YES,540,150000,DUKANI/MCHUUZI,NDANI YA KIJIJI/MJI,540,150000,DECEMBER,2018,3,1,,1,,HAPANA,,,,,,,,,,,,NO,,,,,YES,495,SACKS / OPEN DRUM,YES,SPRAYING,FOOD FOR HOUSEHOLD,NO,,,,510,35,120,150,0,FOR GRAZING OWN ANIMALS,,,,,,
82-44-68-41,0565-003-001,17,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,38,12,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
82-44-68-41,0565-003-001,26,YES,190,85000,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,1,85000,JULY,2018,1,1,,1,,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,70,28,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
94-14-64-63,0565-004-001,1,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,NO,,,,120,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
94-14-64-63,0565-004-001,17,YES,20,20000,M/BIASHARA BINAFSI,KARIBU NA KIJIJI,20,20000,JULY,2018,1,1,,1,,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,40,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
34-81-69-35,0565-005-001,1,YES,864,240000,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,864,240000,SEPTEMBER,2018,2,1,2,1,2,HAPANA,,,,,,,,,,,,NO,,,,,YES,60,SACKS / OPEN DRUM,YES,SPRAYING,FOOD FOR HOUSEHOLD,NO,,,,362,20,0,50,0,RESIDUE WAS LEFT IN FIELD,,,,,,
34-81-69-35,0565-005-001,17,YES,20,22000,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,20,22000,SEPTEMBER,2018,1,1,,1,2,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,30,0,0,0,0,RESIDUE WAS LEFT IN FIELD,,,,,,
24-83-68-12,0566-001-001,1,YES,200,40000,RAFIKI,NDANI YA KIJIJI/MJI,200,40000,JULY,2018,2,1,,1,,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,450,10,0,40,0,RESIDUE WAS LEFT IN FIELD,,,,,,
24-83-68-12,0566-001-001,17,YES,40,50000,JIRANI,NDANI YA KIJIJI/MJI,40,50000,JUNE,2018,8,1,,1,,HAPANA,,,,,,,,,,,,NO,,,,,NO,,,,,,NO,,,,90,8,0,2,0,RESIDUE WAS LEFT IN FIELD,,,,,,
