interview__key,sdd_hhid,hh_i01,hh_i02,hh_i03,hh_i04,hh_i05,hh_i06,hh_i07_1,hh_i07_2,hh_i08,hh_i09,hh_i10,hh_i11,hh_i12,hh_i12a,hh_i12b,hh_i12c,hh_i12d_1,hh_i12d_2,hh_i12d_3,hh_i13,hh_i14,hh_i15,hh_i16,hh_i16_1,hh_i17,hh_i18,hh_i19,hh_i20,hh_i21,hh_i22,hh_i23,hh_i24_1,hh_i24_2,hh_i25,hh_i26,hh_i27,hh_i28,hh_i29,hh_i30,hh_i31,hh_i32,hh_i33,hh_i34_1,hh_i34_2,hh_i35,hh_i36
73-82-11-64,0220-001-007,RENTED,,40000,,0,0,2,0,"CONCRETE, CEMENT, STONES",METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",COLLECTED BY PRIVATE COMPANY,PIT LATRINE WITH SLAB (WASHABLE),PIT LATRINE,"NO, NEVER EMPTIED",,NO,YES,NO,YES,4,PUT/RINSED INTO TOILET OR LATRINE,CHARCOAL,MANUFACTURED STOVE,ELECTRICITY,TANESCO,PIPED WATER,IN NEIGHBOR'S COMPOUND,5,5,3,NONE,,PIPED WATER,4500,YES,,,,,,,,,,
75-78-20-22,0220-001-008,RENTED,,40000,,0,0,1,0,"CONCRETE, CEMENT, STONES",METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",COLLECTED BY PRIVATE COMPANY,FLUSH TOILET,IN OWN SEPTIC TANK,"YES, EMPTIED: WITHIN LAST 5 YEARS",REMOVED BY SERVICE PROVIDER: TO A TREATMENT PLANT,NO,YES,NO,YES,6,NO CHILDREN,GAS,,ELECTRICITY,TANESCO,PIPED WATER,IN NEIGHBOR'S COMPOUND,1,5,3,BOIL,,PIPED WATER,1500,YES,,,,,,,,,,
93-34-26-43,0221-001-001,RENTED,,30000,,0,0,1,0,"CONCRETE, CEMENT, STONES",METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",COLLECTED BY GOVT/MUNICIPALITY,FLUSH TOILET,IN OWN SEPTIC TANK,"NO, NEVER EMPTIED",,NO,YES,NO,YES,8,CHILD USED TOILET OR LATRINE,CHARCOAL,MANUFACTURED STOVE,ELECTRICITY,TANESCO,PIPED WATER,IN OWN YARD/PLOT,,,,NONE,,PIPED WATER,2100,YES,,,,,,,,,,
77-56-32-86,0222-001-001,OWNER OCCUPIED,LAND SALE AGREEMENT,,300000,0,0,4,0,"CONCRETE, CEMENT, STONES",METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",COLLECTED BY GOVT/MUNICIPALITY,FLUSH TOILET,IN OWN SEPTIC TANK,"NO, NEVER EMPTIED",,YES,NO,NO,NO,,NO CHILDREN,CHARCOAL,MANUFACTURED STOVE,ELECTRICITY,TANESCO,PIPED WATER,IN OWN YARD/PLOT,,,,BOIL,,PIPED WATER,4000,YES,,,,,,,,,,
67-31-73-27,0223-001-001,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,150000,0,400000,4,0,BAKED/BURNT BRICKS,METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",HEAPED IN COMPOUND,FLUSH TOILET,IN OWN SEPTIC TANK,"NO, NEVER EMPTIED",,YES,NO,NO,NO,,NO CHILDREN,CHARCOAL,MANUFACTURED STOVE,ELECTRICITY,TANESCO,PIPED WATER,IN OWN YARD/PLOT,,,,BOIL,,PIPED WATER,500,YES,,,,,,,,,,
33-67-18-79,0224-001-001,RENTED,,30000,,0,0,1,0,"CONCRETE, CEMENT, STONES",METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",BURIED IN COMPOUND,FLUSH TOILET,IN OWN SEPTIC TANK,DON'T KNOW,,NO,YES,NO,YES,7,CHILD USED TOILET OR LATRINE,GAS,,ELECTRICITY,TANESCO,CART WITH SMALL TANK/DRUM,IN OWN DWELLING,,,,NONE,,CART WITH SMALL TANK/DRUM,6000,YES,,,,,,,,,,
84-84-63-90,0225-001-001,OWNER OCCUPIED,SETTLEMENT PERMIT,,150000,0,0,3,1,"CONCRETE, CEMENT, STONES","CONCRETE, CEMENT","CONCRETE, CEMENT, TILES, TIMBER",COLLECTED BY PRIVATE COMPANY,FLUSH TOILET,IN OWN SEPTIC TANK,"YES, EMPTIED: MORE THAN 5 YEARS AGO",REMOVED BY SERVICE PROVIDER: TO A TREATMENT PLANT,NO,YES,NO,YES,1,NO CHILDREN,CHARCOAL,MANUFACTURED STOVE,ELECTRICITY,TANESCO,PIPED WATER,IN OWN YARD/PLOT,,,,BOIL,,PIPED WATER,6500,YES,,,,,,,,,,
72-31-02-65,0225-001-003,FREE,,,100000,0,0,2,0,"CONCRETE, CEMENT, STONES",METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",COLLECTED BY GOVT/MUNICIPALITY,FLUSH TOILET,IN OWN SEPTIC TANK,"NO, NEVER EMPTIED",,NO,YES,NO,YES,1,CHILD USED TOILET OR LATRINE,CHARCOAL,MANUFACTURED STOVE,ELECTRICITY,TANESCO,PIPED WATER,IN OWN YARD/PLOT,,,,NONE,,PIPED WATER,7500,YES,,,,,,,,,,
19-92-84-46,0226-001-001,FREE,,,350000,0,0,5,0,"CONCRETE, CEMENT, STONES",METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",COLLECTED BY PRIVATE COMPANY,POUR FLUSH,IN OWN SEPTIC TANK,"YES, EMPTIED: MORE THAN 5 YEARS AGO",REMOVED BY SERVICE PROVIDER: TO A TREATMENT PLANT,YES,NO,NO,NO,,CHILD USED TOILET OR LATRINE,GAS,,ELECTRICITY,TANESCO,BOTTLED WATER,IN OWN DWELLING,,,,BOIL,,PIPED WATER,12000,YES,,,,,,,,,,
29-59-86-09,0228-001-003,FREE,,,35000,50000,0,1,0,"CONCRETE, CEMENT, STONES",METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",COLLECTED BY PRIVATE COMPANY,VIP,PIT LATRINE,"YES, EMPTIED: MORE THAN 5 YEARS AGO",REMOVED BY SERVICE PROVIDER: TO A TREATMENT PLANT,NO,YES,NO,YES,4,PUT/RINSED INTO TOILET OR LATRINE,GAS,,ELECTRICITY,TANESCO,PIPED WATER,IN NEIGHBOR'S COMPOUND,2,3,1,NONE,,PIPED WATER,2100,YES,,,,,,,,,,
45-35-51-47,0228-001-004,RENTED,,20000,,0,0,1,0,"CONCRETE, CEMENT, STONES",METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",COLLECTED BY PRIVATE COMPANY,PIT LATRINE WITH SLAB (WASHABLE),PIT LATRINE,DON'T KNOW,,NO,YES,NO,YES,4,NO CHILDREN,PARAFFIN,,ELECTRICITY,TANESCO,PIPED WATER,IN NEIGHBOR'S COMPOUND,2,4,1,NONE,,PIPED WATER,2100,YES,,,,,,,,,,
54-34-22-32,0228-001-005,FREE,,,120000,0,0,3,0,"CONCRETE, CEMENT, STONES",METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",COLLECTED BY PRIVATE COMPANY,VIP,PIT LATRINE,"YES, EMPTIED: MORE THAN 5 YEARS AGO",REMOVED BY SERVICE PROVIDER: TO A TREATMENT PLANT,NO,YES,NO,YES,3,PUT/RINSED INTO TOILET OR LATRINE,CHARCOAL,MANUFACTURED STOVE,ELECTRICITY,TANESCO,PIPED WATER,IN NEIGHBOR'S COMPOUND,8,5,2,BOIL,,PIPED WATER,3500,YES,,,,,,,,,,
64-31-82-27,0228-001-006,FREE,,,35000,0,0,1,0,"CONCRETE, CEMENT, STONES",METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",COLLECTED BY PRIVATE COMPANY,FLUSH TOILET,PIT LATRINE,DON'T KNOW,,NO,YES,NO,YES,3,NO CHILDREN,CHARCOAL,MANUFACTURED STOVE,ELECTRICITY,TANESCO,TUBEWELL/BOREHOLE,IN NEIGHBOR'S COMPOUND,1,3,1,NONE,,TUBEWELL/BOREHOLE,700,YES,,,,,,,,,,
36-07-10-97,0230-001-001,OWNER OCCUPIED,TRADITIONAL RIGHT OF OCCUPANCY,,600000,1500000,0,6,4,"CONCRETE, CEMENT, STONES",METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",BURNT IN COMPOUND,FLUSH TOILET,IN OWN SEPTIC TANK,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,NO CHILDREN,CHARCOAL,MANUFACTURED STOVE,ELECTRICITY,TANESCO,PIPED WATER,IN OWN DWELLING,,,,BOIL,,PIPED WATER,5000,YES,,,,,,,,,,
17-61-33-27,0231-001-001,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,160000,0,0,4,0,"CONCRETE, CEMENT, STONES",METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",HEAPED IN COMPOUND,FLUSH TOILET,IN OWN SEPTIC TANK,"NO, NEVER EMPTIED",,YES,NO,NO,NO,,CHILD USED TOILET OR LATRINE,CHARCOAL,MANUFACTURED STOVE,ELECTRICITY,TANESCO,PIPED WATER,IN OWN YARD/PLOT,,,,BOIL,,PIPED WATER,1750,YES,,,,,,,,,,
32-98-50-34,0232-001-001,OWNER OCCUPIED,SETTLEMENT PERMIT,,0,0,0,3,0,"CONCRETE, CEMENT, STONES","CONCRETE, CEMENT","CONCRETE, CEMENT, TILES, TIMBER",COLLECTED BY PRIVATE COMPANY,PIT LATRINE WITH SLAB (WASHABLE),PIT LATRINE,"NO, NEVER EMPTIED",,YES,NO,NO,YES,8,CHILD USED TOILET OR LATRINE,CHARCOAL,OTHER SELF-BUILT STOVE,ELECTRICITY,TANESCO,PIPED WATER,IN OWN YARD/PLOT,,,,BOIL,,PIPED WATER,1500,YES,,,,,,,,,,
70-97-13-97,0232-001-002,FREE,,,150000,0,0,3,0,"CONCRETE, CEMENT, STONES",METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",COLLECTED BY PRIVATE COMPANY,FLUSH TOILET,IN OWN SEPTIC TANK,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,PUT/RINSED INTO TOILET OR LATRINE,GAS,,SOLAR,TANESCO,PIPED WATER,IN OWN YARD/PLOT,,,,BOIL,,PIPED WATER,7500,YES,,,,,,,,,,
16-71-73-07,0233-001-001,OWNER OCCUPIED,OFFER OF THE RIGHT OF OCCUPANCY,,300000,0,0,5,4,"CONCRETE, CEMENT, STONES",METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",BURNT IN COMPOUND,FLUSH TOILET,IN OWN SEPTIC TANK,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,NO CHILDREN,GAS,,ELECTRICITY,TANESCO,PIPED WATER,IN OWN YARD/PLOT,,,,NONE,,PIPED WATER,0,YES,,,,,,,,,,
88-13-25-26,0235-001-002,OWNER OCCUPIED,LAND SALE AGREEMENT,,150000,0,0,3,0,"CONCRETE, CEMENT, STONES",METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",BURIED ELSEWHERE,POUR FLUSH,IN OWN SEPTIC TANK,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,PUT/RINSED INTO TOILET OR LATRINE,CHARCOAL,OTHER SELF-BUILT STOVE,ELECTRICITY,TANESCO,PIPED WATER,IN OWN YARD/PLOT,,,,NONE,,PIPED WATER,2500,YES,,,,,,,,,,
93-28-19-25,0236-005-001,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,20000,0,0,4,0,BAKED/BURNT BRICKS,METAL SHEETS (GCI),EARTH,HEAPED IN COMPOUND,FLUSH TOILET,IN OWN SEPTIC TANK,"NO, NEVER EMPTIED",,YES,YES,NO,NO,,PUT/RINSED INTO TOILET OR LATRINE,FIREWOOD,STONE/OPEN FIRE STOVE,SOLAR,SOLAR PANELS,PIPED WATER,IN NEIGHBOR'S COMPOUND,2,4,2,NONE,,PIPED WATER,0,YES,,,,,,,,,,
38-93-36-62,0238-001-001,RENTED,,20000,,0,0,1,0,"CONCRETE, CEMENT, STONES",METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",COLLECTED BY GOVT/MUNICIPALITY,FLUSH TOILET,PIPED SEWER SYSTEM,,,YES,NO,NO,YES,7,NO CHILDREN,CHARCOAL,MANUFACTURED STOVE,TORCH,,PIPED WATER,IN NEIGHBOR'S COMPOUND,1,3,1,NONE,,PIPED WATER,2500,YES,,,,,,,,,,
81-08-56-98,0239-001-001,OWNER OCCUPIED,SETTLEMENT PERMIT,,300000,0,0,4,6,"CONCRETE, CEMENT, STONES",METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",COLLECTED BY PRIVATE COMPANY,FLUSH TOILET,IN OWN SEPTIC TANK,"YES, EMPTIED: WITHIN LAST 5 YEARS",REMOVED BY SERVICE PROVIDER: TO DON'T KNOW WHERE,NO,YES,NO,YES,3,CHILD USED TOILET OR LATRINE,CHARCOAL,MANUFACTURED STOVE,ELECTRICITY,TANESCO,PIPED WATER,IN OWN DWELLING,,,,BOIL,,PIPED WATER,7500,YES,,,,,,,,,,
32-58-01-01,0239-001-004,RENTED,,40000,,0,0,1,0,"CONCRETE, CEMENT, STONES",METAL SHEETS (GCI),OTHER (SPECIFY),COLLECTED BY PRIVATE COMPANY,FLUSH TOILET,IN OWN SEPTIC TANK,"NO, NEVER EMPTIED",,NO,YES,NO,YES,2,NO CHILDREN,GAS,,ELECTRICITY,TANESCO,PIPED WATER,IN OWN YARD/PLOT,,,,BOIL,,PIPED WATER,2000,YES,,,,,,,,,,
47-72-46-38,0239-106-001,RENTED,,120000,,0,0,4,0,"CONCRETE, CEMENT, STONES",METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",COLLECTED BY GOVT/MUNICIPALITY,FLUSH TOILET,IN OWN SEPTIC TANK,"NO, NEVER EMPTIED",,NO,YES,NO,YES,1,PUT/RINSED INTO TOILET OR LATRINE,CHARCOAL,MANUFACTURED STOVE,ELECTRICITY,TANESCO,PROTECTED DUGWELL,IN NEIGHBOR'S COMPOUND,2,15,10,BOIL,,PROTECTED DUGWELL,2000,YES,,,,,,,,,,
28-82-44-02,0240-001-001,FREE,,,50000,0,0,2,0,"CONCRETE, CEMENT, STONES",METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",COLLECTED BY PRIVATE COMPANY,FLUSH TOILET,IN OWN SEPTIC TANK,DON'T KNOW,,YES,NO,NO,YES,3,CHILD USED TOILET OR LATRINE,CHARCOAL,MANUFACTURED STOVE,ELECTRICITY,TANESCO,PIPED WATER,IN OWN YARD/PLOT,,,,BOIL,,PIPED WATER,2500,YES,,,,,,,,,,
02-85-17-16,0241-001-001,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,100000,0,0,5,0,"CONCRETE, CEMENT, STONES",METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",COLLECTED BY GOVT/MUNICIPALITY,PIT LATRINE WITH SLAB (NOT WASHABLE),PIT LATRINE,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,NO CHILDREN,CHARCOAL,MANUFACTURED STOVE,ELECTRICITY,TANESCO,PIPED WATER,ELSWHERE,2,16,2,NONE,,PIPED WATER,15000,YES,,,,,,,,,,
99-85-97-80,0242-001-001,OWNER OCCUPIED,LAND SALE AGREEMENT,,150000,0,0,4,0,"CONCRETE, CEMENT, STONES",METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",HEAPED IN COMPOUND,FLUSH TOILET,PIPED SEWER SYSTEM,,,NO,YES,NO,NO,,CHILD USED TOILET OR LATRINE,CHARCOAL,MANUFACTURED STOVE,ELECTRICITY,TANESCO,RAINWATER COLLECTION,IN OWN YARD/PLOT,,,,BOIL,,TUBEWELL/BOREHOLE,0,NO,AVAILABILITY,TUBEWELL/BOREHOLE,IN OWN YARD/PLOT,,,,BOIL,,TUBEWELL/BOREHOLE,0
05-26-99-01,0243-001-001,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,50000,0,3000000,5,0,BAKED/BURNT BRICKS,METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",HEAPED IN COMPOUND,POUR FLUSH,IN OWN SEPTIC TANK,"NO, NEVER EMPTIED",,YES,NO,NO,NO,,NO CHILDREN,CHARCOAL,MANUFACTURED STOVE,SOLAR,SOLAR PANELS,RAINWATER COLLECTION,IN OWN YARD/PLOT,,,,BOIL,USE A WATER FILTER,RAINWATER COLLECTION,0,YES,,,,,,,,,,
21-44-88-45,0244-001-001,OWNER OCCUPIED,LAND SALE AGREEMENT,,100000,0,0,5,0,"CONCRETE, CEMENT, STONES",METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",BURNT IN COMPOUND,FLUSH TOILET,IN OWN SEPTIC TANK,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,PUT/RINSED INTO TOILET OR LATRINE,CHARCOAL,MANUFACTURED STOVE,SOLAR,SOLAR PANELS,PIPED WATER,IN OWN YARD/PLOT,,,,NONE,,PIPED WATER,3000,YES,,,,,,,,,,
42-03-35-97,0247-001-001,OWNER OCCUPIED,OFFER OF THE RIGHT OF OCCUPANCY,,300000,500000,100000,6,0,"CONCRETE, CEMENT, STONES",METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",COLLECTED BY PRIVATE COMPANY,FLUSH TOILET,IN OWN SEPTIC TANK,"YES, EMPTIED: WITHIN LAST 5 YEARS",REMOVED BY SERVICE PROVIDER: TO A TREATMENT PLANT,NO,YES,NO,NO,,NO CHILDREN,CHARCOAL,MANUFACTURED STOVE,ELECTRICITY,TANESCO,PIPED WATER,IN OWN YARD/PLOT,,,,NONE,,PIPED WATER,2500,YES,,,,,,,,,,
29-56-58-07,0249-001-001,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,5000,0,0,3,0,POLES AND MUD/MUD AND STONES,METAL SHEETS (GCI),EARTH,HEAPED IN COMPOUND,PIT LATRINE WITHOUT SLAB/OPEN PIT,PIT LATRINE,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,NO CHILDREN,FIREWOOD,STONE/OPEN FIRE STOVE,LAMP OIL,,PIPED WATER,IN NEIGHBOR'S COMPOUND,2,5,1,NONE,,PIPED WATER,0,YES,,,,,,,,,,
47-43-87-43,0251-001-001,OWNER OCCUPIED,TITLE DEED FOR LAND,,50000,0,0,3,0,"CONCRETE, CEMENT, STONES",METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",HEAPED IN COMPOUND,FLUSH TOILET,PIPED SEWER SYSTEM,,,YES,NO,NO,NO,,CHILD USED TOILET OR LATRINE,CHARCOAL,MANUFACTURED STOVE,SOLAR,SOLAR PANELS,PIPED WATER,IN OWN YARD/PLOT,,,,BOIL,,PIPED WATER,5000,YES,,,,,,,,,,
67-10-80-24,0252-001-001,RENTED,,30000,,0,0,1,0,"CONCRETE, CEMENT, STONES",METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",COLLECTED BY GOVT/MUNICIPALITY,FLUSH TOILET,IN OWN SEPTIC TANK,"YES, EMPTIED: WITHIN LAST 5 YEARS",REMOVED BY SERVICE PROVIDER: TO DON'T KNOW WHERE,YES,NO,NO,YES,4,CHILD USED TOILET OR LATRINE,CHARCOAL,OTHER SELF-BUILT STOVE,ELECTRICITY,TANESCO,PIPED WATER,ELSWHERE,2,6,4,NONE,,PIPED WATER,3500,YES,,,,,,,,,,
47-10-37-20,0253-001-001,RENTED,,90000,,0,0,3,0,"CONCRETE, CEMENT, STONES",METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",COLLECTED BY PRIVATE COMPANY,PIT LATRINE WITH SLAB (WASHABLE),PIT LATRINE,DON'T KNOW,,YES,NO,NO,YES,4,NO CHILDREN,PARAFFIN,,ELECTRICITY,TANESCO,PROTECTED DUGWELL,IN OWN YARD/PLOT,,,,BOIL,,PROTECTED DUGWELL,1250,YES,,,,,,,,,,
11-56-64-74,0254-001-001,RENTED,,80000,,0,0,2,0,"CONCRETE, CEMENT, STONES",METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",COLLECTED BY PRIVATE COMPANY,FLUSH TOILET,IN OWN SEPTIC TANK,DON'T KNOW,,NO,YES,NO,YES,4,CHILD USED TOILET OR LATRINE,CHARCOAL,MANUFACTURED STOVE,ELECTRICITY,TANESCO,PIPED WATER,IN OWN YARD/PLOT,,,,NONE,,PIPED WATER,2500,YES,,,,,,,,,,
66-44-07-30,0255-001-001,OWNER OCCUPIED,LETTER OR ALLOCATION FROM VILLAGE GOVT,,30000,0,0,2,0,"CONCRETE, CEMENT, STONES",METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",HEAPED IN COMPOUND,FLUSH TOILET,IN OWN SEPTIC TANK,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,PUT/RINSED INTO TOILET OR LATRINE,CHARCOAL,MANUFACTURED STOVE,SOLAR,SOLAR PANELS,PIPED WATER,IN NEIGHBOR'S COMPOUND,2,15,1,NONE,,PROTECTED DUGWELL,1200,YES,,,,,,,,,,
42-84-07-76,0255-001-009,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,25000,0,0,3,0,BAKED/BURNT BRICKS,METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",HEAPED IN COMPOUND,FLUSH TOILET,IN OWN SEPTIC TANK,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,CHILD USED TOILET OR LATRINE,CHARCOAL,MANUFACTURED STOVE,SOLAR,SOLAR PANELS,PIPED WATER,ELSWHERE,2,35,5,NONE,,PIPED WATER,1050,YES,,,,,,,,,,
56-73-22-28,0257-001-001,OWNER OCCUPIED,LAND SALE AGREEMENT,,250000,0,0,4,2,"CONCRETE, CEMENT, STONES",METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",COLLECTED BY PRIVATE COMPANY,FLUSH TOILET,IN OWN SEPTIC TANK,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,CHILD USED TOILET OR LATRINE,GAS,,ELECTRICITY,TANESCO,PROTECTED DUGWELL,IN OWN YARD/PLOT,,,,BOIL,,PROTECTED DUGWELL,0,YES,,,,,,,,,,
68-63-08-39,0259-001-001,RENTED,,30000,,0,0,1,0,"CONCRETE, CEMENT, STONES",METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",BURIED ELSEWHERE,FLUSH TOILET,IN OWN SEPTIC TANK,"YES, EMPTIED: WITHIN LAST 5 YEARS",REMOVED BY SERVICE PROVIDER: TO DON'T KNOW WHERE,YES,NO,NO,YES,12,NO CHILDREN,CHARCOAL,MANUFACTURED STOVE,ELECTRICITY,TANESCO,PIPED WATER,IN NEIGHBOR'S COMPOUND,2,5,1,NONE,,PIPED WATER,1750,YES,,,,,,,,,,
51-99-35-71,0259-004-001,RENTED,,15000,,0,0,1,0,"CONCRETE, CEMENT, STONES",METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",COLLECTED BY PRIVATE COMPANY,FLUSH TOILET,IN OWN SEPTIC TANK,DON'T KNOW,,YES,NO,NO,YES,4,CHILD USED TOILET OR LATRINE,CHARCOAL,MANUFACTURED STOVE,LAMP OIL,,TUBEWELL/BOREHOLE,IN NEIGHBOR'S COMPOUND,1,5,3,NONE,,TUBEWELL/BOREHOLE,1200,YES,,,,,,,,,,
12-03-97-45,0260-001-001,OWNER OCCUPIED,LAND SALE AGREEMENT,,20000,0,0,2,0,"CONCRETE, CEMENT, STONES",METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",BURIED IN COMPOUND,FLUSH TOILET,IN OWN SEPTIC TANK,"NO, NEVER EMPTIED",,YES,NO,NO,NO,,NO CHILDREN,CHARCOAL,MANUFACTURED STOVE,TORCH,,PIPED WATER,IN NEIGHBOR'S COMPOUND,1,4,2,NONE,,PIPED WATER,700,YES,,,,,,,,,,
35-64-91-26,0261-001-001,OWNER OCCUPIED,SETTLEMENT PERMIT,,150000,0,0,4,0,"CONCRETE, CEMENT, STONES",METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",BURIED ELSEWHERE,FLUSH TOILET,IN OWN SEPTIC TANK,"NO, NEVER EMPTIED",,YES,NO,NO,NO,,PUT/RINSED INTO TOILET OR LATRINE,CHARCOAL,MANUFACTURED STOVE,ELECTRICITY,TANESCO,PIPED WATER,IN NEIGHBOR'S COMPOUND,1,7,1,NONE,,PIPED WATER,1200,YES,,,,,,,,,,
85-90-36-67,0261-001-002,RENTED,,20000,,0,0,1,0,"CONCRETE, CEMENT, STONES",METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",HEAPED IN COMPOUND,FLUSH TOILET,IN OWN SEPTIC TANK,"NO, NEVER EMPTIED",,NO,YES,NO,YES,2,CHILD USED TOILET OR LATRINE,CHARCOAL,MANUFACTURED STOVE,SOLAR,SOLAR PANELS,PIPED WATER,IN NEIGHBOR'S COMPOUND,1,5,2,BOIL,,PIPED WATER,8000,YES,,,,,,,,,,
91-56-57-06,0262-001-002,OWNER OCCUPIED,LAND SALE AGREEMENT,,250000,0,0,9,0,"CONCRETE, CEMENT, STONES",METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",COLLECTED BY GOVT/MUNICIPALITY,PIT LATRINE WITH SLAB (WASHABLE),PIT LATRINE,"NO, NEVER EMPTIED",,NO,YES,NO,YES,6,NO CHILDREN,GAS,,ELECTRICITY,TANESCO,PIPED WATER,IN NEIGHBOR'S COMPOUND,5,2,1,NONE,,PIPED WATER,2100,YES,,,,,,,,,,
89-92-90-61,0263-001-001,OWNER OCCUPIED,LETTER OR ALLOCATION FROM VILLAGE GOVT,,250000,0,0,4,2,"CONCRETE, CEMENT, STONES","CONCRETE, CEMENT","CONCRETE, CEMENT, TILES, TIMBER",OTHER (SPECIFY),FLUSH TOILET,IN OWN SEPTIC TANK,"NO, NEVER EMPTIED",,YES,YES,NO,NO,,CHILD USED TOILET OR LATRINE,GAS,,ELECTRICITY,TANESCO,PIPED WATER,IN OWN DWELLING,,,,BOIL,,PIPED WATER,0,YES,,,,,,,,,,
73-66-70-99,0263-001-004,FREE,,,50000,0,0,2,0,"CONCRETE, CEMENT, STONES",METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",COLLECTED BY PRIVATE COMPANY,FLUSH TOILET,IN OWN SEPTIC TANK,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,CHILD USED TOILET OR LATRINE,CHARCOAL,OTHER SELF-BUILT STOVE,ELECTRICITY,TANESCO,PIPED WATER,IN OWN YARD/PLOT,,,,NONE,,PIPED WATER,6000,YES,,,,,,,,,,
07-23-75-51,0263-001-006,OWNER OCCUPIED,NO DOCUMENTATION AT ALL,,20000,0,1000000,2,0,"CONCRETE, CEMENT, STONES",METAL SHEETS (GCI),"CONCRETE, CEMENT, TILES, TIMBER",BURNT IN COMPOUND,FLUSH TOILET,IN OWN SEPTIC TANK,"NO, NEVER EMPTIED",,NO,YES,NO,NO,,CHILD USED TOILET OR LATRINE,CHARCOAL,MANUFACTURED STOVE,ELECTRICITY,TANESCO,PIPED WATER,IN OWN YARD/PLOT,,,,NONE,,PIPED WATER,3000,YES,,,,,,,,,,
