interview__key,sdd_hhid,shock_id,hh_r01,hh_r02,hh_r03,hh_r04_1,hh_r04_2
21-51-87-14,0301-001-001,CHRONIC/SEVERE ILLNESS OR ACCIDENT OF HOUSEHOLD MEMBER,NO,,,,
21-51-87-14,0301-001-001,DEATH OF A MEMBER OF HOUSEHOLD,YES,MOST SEVERE,LOSS OF BOTH,RECEIVED UNCONDITIONAL HELP FROM RELATIVES/FRIENDS,
21-51-87-14,0301-001-001,DEATH OF OTHER FAMILY MEMBER,NO,,,,
21-51-87-14,0301-001-001,BREAK-UP OF THE HOUSEHOLD,NO,,,,
21-51-87-14,0301-001-001,HIJACKING/ROBBERY/BURGLARY/ASSAULT,NO,,,,
21-51-87-14,0301-001-001,"DWELLING DAMAGED, DESTROYED",NO,,,,
21-51-87-14,0301-001-001,OTHER (SPECIFY),NO,,,,
49-07-66-40,0301-005-001,DROUGHT OR FLOODS,NO,,,,
49-07-66-40,0301-005-001,CROP DISEASE OR CROP PESTS,NO,,,,
49-07-66-40,0301-005-001,LIVESTOCK DIED OR WERE STOLEN,NO,,,,
49-07-66-40,0301-005-001,HOUSEHOLD BUSINESS FAILURE,NO,,,,
49-07-66-40,0301-005-001,LOSS OF SALARIED EMPLOYMENT OR NON-PAYMENT OF SALARY,NO,,,,
49-07-66-40,0301-005-001,LARGE FALL IN SALE PRICES FOR CROPS,NO,,,,
49-07-66-40,0301-005-001,LARGE RISE IN PRICE OF FOOD,YES,MOST SEVERE,INCOME LOSS,RECEIVED UNCONDITIONAL HELP FROM RELATIVES/FRIENDS,
49-07-66-40,0301-005-001,LARGE RISE IN AGRICULTURAL INPUT PRICES,YES,SECOND MOST SEVERE,INCOME LOSS,RECEIVED UNCONDITIONAL HELP FROM RELATIVES/FRIENDS,
49-07-66-40,0301-005-001,SEVERE WATER SHORTAGE,YES,THIRD MOST SEVERE,NEITHER,OTHER (SPECIFY),
49-07-66-40,0301-005-001,LOSS OF LAND,NO,,,,
49-07-66-40,0301-005-001,CHRONIC/SEVERE ILLNESS OR ACCIDENT OF HOUSEHOLD MEMBER,NO,,,,
49-07-66-40,0301-005-001,DEATH OF A MEMBER OF HOUSEHOLD,NO,,,,
49-07-66-40,0301-005-001,DEATH OF OTHER FAMILY MEMBER,NO,,,,
49-07-66-40,0301-005-001,BREAK-UP OF THE HOUSEHOLD,NO,,,,
49-07-66-40,0301-005-001,HIJACKING/ROBBERY/BURGLARY/ASSAULT,NO,,,,
49-07-66-40,0301-005-001,"DWELLING DAMAGED, DESTROYED",NO,,,,
49-07-66-40,0301-005-001,OTHER (SPECIFY),NO,,,,
03-60-63-99,0308-001-001,DROUGHT OR FLOODS,NO,,,,
03-60-63-99,0308-001-001,CROP DISEASE OR CROP PESTS,YES,MOST SEVERE,INCOME LOSS,DID NOT DO ANYTHING,
03-60-63-99,0308-001-001,LIVESTOCK DIED OR WERE STOLEN,YES,SECOND MOST SEVERE,ASSET LOSS,DID NOT DO ANYTHING,
03-60-63-99,0308-001-001,HOUSEHOLD BUSINESS FAILURE,NO,,,,
03-60-63-99,0308-001-001,LOSS OF SALARIED EMPLOYMENT OR NON-PAYMENT OF SALARY,NO,,,,
03-60-63-99,0308-001-001,LARGE FALL IN SALE PRICES FOR CROPS,YES,THIRD MOST SEVERE,INCOME LOSS,DID NOT DO ANYTHING,
03-60-63-99,0308-001-001,LARGE RISE IN PRICE OF FOOD,NO,,,,
03-60-63-99,0308-001-001,LARGE RISE IN AGRICULTURAL INPUT PRICES,NO,,,,
03-60-63-99,0308-001-001,SEVERE WATER SHORTAGE,NO,,,,
03-60-63-99,0308-001-001,LOSS OF LAND,NO,,,,
03-60-63-99,0308-001-001,CHRONIC/SEVERE ILLNESS OR ACCIDENT OF HOUSEHOLD MEMBER,NO,,,,
03-60-63-99,0308-001-001,DEATH OF A MEMBER OF HOUSEHOLD,NO,,,,
03-60-63-99,0308-001-001,DEATH OF OTHER FAMILY MEMBER,NO,,,,
03-60-63-99,0308-001-001,BREAK-UP OF THE HOUSEHOLD,NO,,,,
03-60-63-99,0308-001-001,HIJACKING/ROBBERY/BURGLARY/ASSAULT,NO,,,,
03-60-63-99,0308-001-001,"DWELLING DAMAGED, DESTROYED",NO,,,,
03-60-63-99,0308-001-001,OTHER (SPECIFY),NO,,,,
40-17-36-05,0310-001-001,DROUGHT OR FLOODS,NO,,,,
40-17-36-05,0310-001-001,CROP DISEASE OR CROP PESTS,NO,,,,
40-17-36-05,0310-001-001,LIVESTOCK DIED OR WERE STOLEN,NO,,,,
40-17-36-05,0310-001-001,HOUSEHOLD BUSINESS FAILURE,NO,,,,
40-17-36-05,0310-001-001,LOSS OF SALARIED EMPLOYMENT OR NON-PAYMENT OF SALARY,NO,,,,
40-17-36-05,0310-001-001,LARGE FALL IN SALE PRICES FOR CROPS,NO,,,,
40-17-36-05,0310-001-001,LARGE RISE IN PRICE OF FOOD,NO,,,,
40-17-36-05,0310-001-001,LARGE RISE IN AGRICULTURAL INPUT PRICES,NO,,,,
40-17-36-05,0310-001-001,SEVERE WATER SHORTAGE,NO,,,,
40-17-36-05,0310-001-001,LOSS OF LAND,NO,,,,
40-17-36-05,0310-001-001,CHRONIC/SEVERE ILLNESS OR ACCIDENT OF HOUSEHOLD MEMBER,NO,,,,
40-17-36-05,0310-001-001,DEATH OF A MEMBER OF HOUSEHOLD,NO,,,,
40-17-36-05,0310-001-001,DEATH OF OTHER FAMILY MEMBER,YES,MOST SEVERE,NEITHER,DID NOT DO ANYTHING,
40-17-36-05,0310-001-001,BREAK-UP OF THE HOUSEHOLD,NO,,,,
40-17-36-05,0310-001-001,HIJACKING/ROBBERY/BURGLARY/ASSAULT,NO,,,,
40-17-36-05,0310-001-001,"DWELLING DAMAGED, DESTROYED",NO,,,,
40-17-36-05,0310-001-001,OTHER (SPECIFY),NO,,,,
61-15-16-96,0314-001-001,DROUGHT OR FLOODS,NO,,,,
61-15-16-96,0314-001-001,CROP DISEASE OR CROP PESTS,NO,,,,
61-15-16-96,0314-001-001,LIVESTOCK DIED OR WERE STOLEN,YES,MOST SEVERE,ASSET LOSS,DID NOT DO ANYTHING,
61-15-16-96,0314-001-001,HOUSEHOLD BUSINESS FAILURE,NO,,,,
61-15-16-96,0314-001-001,LOSS OF SALARIED EMPLOYMENT OR NON-PAYMENT OF SALARY,NO,,,,
61-15-16-96,0314-001-001,LARGE FALL IN SALE PRICES FOR CROPS,NO,,,,
61-15-16-96,0314-001-001,LARGE RISE IN PRICE OF FOOD,NO,,,,
61-15-16-96,0314-001-001,LARGE RISE IN AGRICULTURAL INPUT PRICES,YES,SECOND MOST SEVERE,INCOME LOSS,DID NOT DO ANYTHING,
61-15-16-96,0314-001-001,SEVERE WATER SHORTAGE,NO,,,,
61-15-16-96,0314-001-001,LOSS OF LAND,NO,,,,
61-15-16-96,0314-001-001,CHRONIC/SEVERE ILLNESS OR ACCIDENT OF HOUSEHOLD MEMBER,NO,,,,
61-15-16-96,0314-001-001,DEATH OF A MEMBER OF HOUSEHOLD,YES,THIRD MOST SEVERE,NEITHER,DID NOT DO ANYTHING,
61-15-16-96,0314-001-001,DEATH OF OTHER FAMILY MEMBER,NO,,,,
61-15-16-96,0314-001-001,BREAK-UP OF THE HOUSEHOLD,NO,,,,
61-15-16-96,0314-001-001,HIJACKING/ROBBERY/BURGLARY/ASSAULT,NO,,,,
61-15-16-96,0314-001-001,"DWELLING DAMAGED, DESTROYED",NO,,,,
61-15-16-96,0314-001-001,OTHER (SPECIFY),NO,,,,
66-32-50-84,0314-001-005,DROUGHT OR FLOODS,NO,,,,
66-32-50-84,0314-001-005,CROP DISEASE OR CROP PESTS,NO,,,,
66-32-50-84,0314-001-005,LIVESTOCK DIED OR WERE STOLEN,YES,MOST SEVERE,ASSET LOSS,DID NOT DO ANYTHING,
66-32-50-84,0314-001-005,HOUSEHOLD BUSINESS FAILURE,NO,,,,
66-32-50-84,0314-001-005,LOSS OF SALARIED EMPLOYMENT OR NON-PAYMENT OF SALARY,NO,,,,
66-32-50-84,0314-001-005,LARGE FALL IN SALE PRICES FOR CROPS,NO,,,,
66-32-50-84,0314-001-005,LARGE RISE IN PRICE OF FOOD,NO,,,,
66-32-50-84,0314-001-005,LARGE RISE IN AGRICULTURAL INPUT PRICES,NO,,,,
66-32-50-84,0314-001-005,SEVERE WATER SHORTAGE,NO,,,,
66-32-50-84,0314-001-005,LOSS OF LAND,NO,,,,
66-32-50-84,0314-001-005,CHRONIC/SEVERE ILLNESS OR ACCIDENT OF HOUSEHOLD MEMBER,NO,,,,
66-32-50-84,0314-001-005,DEATH OF A MEMBER OF HOUSEHOLD,NO,,,,
66-32-50-84,0314-001-005,DEATH OF OTHER FAMILY MEMBER,NO,,,,
66-32-50-84,0314-001-005,BREAK-UP OF THE HOUSEHOLD,NO,,,,
66-32-50-84,0314-001-005,HIJACKING/ROBBERY/BURGLARY/ASSAULT,NO,,,,
66-32-50-84,0314-001-005,"DWELLING DAMAGED, DESTROYED",NO,,,,
66-32-50-84,0314-001-005,OTHER (SPECIFY),NO,,,,
79-96-60-97,0319-001-001,DROUGHT OR FLOODS,NO,,,,
79-96-60-97,0319-001-001,CROP DISEASE OR CROP PESTS,NO,,,,
79-96-60-97,0319-001-001,LIVESTOCK DIED OR WERE STOLEN,NO,,,,
79-96-60-97,0319-001-001,HOUSEHOLD BUSINESS FAILURE,NO,,,,
79-96-60-97,0319-001-001,LOSS OF SALARIED EMPLOYMENT OR NON-PAYMENT OF SALARY,NO,,,,
79-96-60-97,0319-001-001,LARGE FALL IN SALE PRICES FOR CROPS,NO,,,,
79-96-60-97,0319-001-001,LARGE RISE IN PRICE OF FOOD,YES,MOST SEVERE,NEITHER,DID NOT DO ANYTHING,
79-96-60-97,0319-001-001,LARGE RISE IN AGRICULTURAL INPUT PRICES,YES,SECOND MOST SEVERE,INCOME LOSS,DID NOT DO ANYTHING,
79-96-60-97,0319-001-001,SEVERE WATER SHORTAGE,NO,,,,
79-96-60-97,0319-001-001,LOSS OF LAND,NO,,,,
79-96-60-97,0319-001-001,CHRONIC/SEVERE ILLNESS OR ACCIDENT OF HOUSEHOLD MEMBER,NO,,,,
79-96-60-97,0319-001-001,DEATH OF A MEMBER OF HOUSEHOLD,NO,,,,
79-96-60-97,0319-001-001,DEATH OF OTHER FAMILY MEMBER,NO,,,,
79-96-60-97,0319-001-001,BREAK-UP OF THE HOUSEHOLD,NO,,,,
79-96-60-97,0319-001-001,HIJACKING/ROBBERY/BURGLARY/ASSAULT,NO,,,,
79-96-60-97,0319-001-001,"DWELLING DAMAGED, DESTROYED",NO,,,,
79-96-60-97,0319-001-001,OTHER (SPECIFY),NO,,,,
70-01-42-10,0319-002-001,DROUGHT OR FLOODS,NO,,,,
70-01-42-10,0319-002-001,CROP DISEASE OR CROP PESTS,YES,MOST SEVERE,NEITHER,DID NOT DO ANYTHING,
70-01-42-10,0319-002-001,LIVESTOCK DIED OR WERE STOLEN,NO,,,,
70-01-42-10,0319-002-001,HOUSEHOLD BUSINESS FAILURE,NO,,,,
70-01-42-10,0319-002-001,LOSS OF SALARIED EMPLOYMENT OR NON-PAYMENT OF SALARY,NO,,,,
70-01-42-10,0319-002-001,LARGE FALL IN SALE PRICES FOR CROPS,NO,,,,
70-01-42-10,0319-002-001,LARGE RISE IN PRICE OF FOOD,NO,,,,
70-01-42-10,0319-002-001,LARGE RISE IN AGRICULTURAL INPUT PRICES,NO,,,,
70-01-42-10,0319-002-001,SEVERE WATER SHORTAGE,NO,,,,
70-01-42-10,0319-002-001,LOSS OF LAND,NO,,,,
70-01-42-10,0319-002-001,CHRONIC/SEVERE ILLNESS OR ACCIDENT OF HOUSEHOLD MEMBER,NO,,,,
70-01-42-10,0319-002-001,DEATH OF A MEMBER OF HOUSEHOLD,NO,,,,
70-01-42-10,0319-002-001,DEATH OF OTHER FAMILY MEMBER,YES,SECOND MOST SEVERE,NEITHER,DID NOT DO ANYTHING,
70-01-42-10,0319-002-001,BREAK-UP OF THE HOUSEHOLD,YES,THIRD MOST SEVERE,INCOME LOSS,OTHER (SPECIFY),
70-01-42-10,0319-002-001,HIJACKING/ROBBERY/BURGLARY/ASSAULT,NO,,,,
70-01-42-10,0319-002-001,"DWELLING DAMAGED, DESTROYED",NO,,,,
70-01-42-10,0319-002-001,OTHER (SPECIFY),NO,,,,
72-26-60-34,0322-001-001,DROUGHT OR FLOODS,NO,,,,
72-26-60-34,0322-001-001,CROP DISEASE OR CROP PESTS,NO,,,,
72-26-60-34,0322-001-001,LIVESTOCK DIED OR WERE STOLEN,YES,MOST SEVERE,INCOME LOSS,DID NOT DO ANYTHING,
72-26-60-34,0322-001-001,HOUSEHOLD BUSINESS FAILURE,NO,,,,
72-26-60-34,0322-001-001,LOSS OF SALARIED EMPLOYMENT OR NON-PAYMENT OF SALARY,NO,,,,
72-26-60-34,0322-001-001,LARGE FALL IN SALE PRICES FOR CROPS,YES,SECOND MOST SEVERE,INCOME LOSS,DID NOT DO ANYTHING,
72-26-60-34,0322-001-001,LARGE RISE IN PRICE OF FOOD,YES,THIRD MOST SEVERE,INCOME LOSS,DID NOT DO ANYTHING,
72-26-60-34,0322-001-001,LARGE RISE IN AGRICULTURAL INPUT PRICES,NO,,,,
72-26-60-34,0322-001-001,SEVERE WATER SHORTAGE,NO,,,,
72-26-60-34,0322-001-001,LOSS OF LAND,NO,,,,
72-26-60-34,0322-001-001,CHRONIC/SEVERE ILLNESS OR ACCIDENT OF HOUSEHOLD MEMBER,NO,,,,
72-26-60-34,0322-001-001,DEATH OF A MEMBER OF HOUSEHOLD,NO,,,,
72-26-60-34,0322-001-001,DEATH OF OTHER FAMILY MEMBER,NO,,,,
72-26-60-34,0322-001-001,BREAK-UP OF THE HOUSEHOLD,NO,,,,
72-26-60-34,0322-001-001,HIJACKING/ROBBERY/BURGLARY/ASSAULT,NO,,,,
72-26-60-34,0322-001-001,"DWELLING DAMAGED, DESTROYED",NO,,,,
72-26-60-34,0322-001-001,OTHER (SPECIFY),NO,,,,
79-72-16-28,0330-001-001,DROUGHT OR FLOODS,NO,,,,
79-72-16-28,0330-001-001,CROP DISEASE OR CROP PESTS,NO,,,,
79-72-16-28,0330-001-001,LIVESTOCK DIED OR WERE STOLEN,NO,,,,
79-72-16-28,0330-001-001,HOUSEHOLD BUSINESS FAILURE,NO,,,,
79-72-16-28,0330-001-001,LOSS OF SALARIED EMPLOYMENT OR NON-PAYMENT OF SALARY,NO,,,,
79-72-16-28,0330-001-001,LARGE FALL IN SALE PRICES FOR CROPS,NO,,,,
79-72-16-28,0330-001-001,LARGE RISE IN PRICE OF FOOD,YES,MOST SEVERE,INCOME LOSS,DID NOT DO ANYTHING,
79-72-16-28,0330-001-001,LARGE RISE IN AGRICULTURAL INPUT PRICES,NO,,,,
79-72-16-28,0330-001-001,SEVERE WATER SHORTAGE,NO,,,,
79-72-16-28,0330-001-001,LOSS OF LAND,NO,,,,
79-72-16-28,0330-001-001,CHRONIC/SEVERE ILLNESS OR ACCIDENT OF HOUSEHOLD MEMBER,NO,,,,
79-72-16-28,0330-001-001,DEATH OF A MEMBER OF HOUSEHOLD,NO,,,,
79-72-16-28,0330-001-001,DEATH OF OTHER FAMILY MEMBER,NO,,,,
79-72-16-28,0330-001-001,BREAK-UP OF THE HOUSEHOLD,NO,,,,
79-72-16-28,0330-001-001,HIJACKING/ROBBERY/BURGLARY/ASSAULT,NO,,,,
79-72-16-28,0330-001-001,"DWELLING DAMAGED, DESTROYED",NO,,,,
79-72-16-28,0330-001-001,OTHER (SPECIFY),NO,,,,
62-23-66-59,0332-004-001,DROUGHT OR FLOODS,NO,,,,
62-23-66-59,0332-004-001,CROP DISEASE OR CROP PESTS,NO,,,,
62-23-66-59,0332-004-001,LIVESTOCK DIED OR WERE STOLEN,NO,,,,
62-23-66-59,0332-004-001,HOUSEHOLD BUSINESS FAILURE,NO,,,,
62-23-66-59,0332-004-001,LOSS OF SALARIED EMPLOYMENT OR NON-PAYMENT OF SALARY,NO,,,,
62-23-66-59,0332-004-001,LARGE FALL IN SALE PRICES FOR CROPS,NO,,,,
62-23-66-59,0332-004-001,LARGE RISE IN PRICE OF FOOD,NO,,,,
62-23-66-59,0332-004-001,LARGE RISE IN AGRICULTURAL INPUT PRICES,NO,,,,
62-23-66-59,0332-004-001,SEVERE WATER SHORTAGE,NO,,,,
62-23-66-59,0332-004-001,LOSS OF LAND,NO,,,,
62-23-66-59,0332-004-001,CHRONIC/SEVERE ILLNESS OR ACCIDENT OF HOUSEHOLD MEMBER,NO,,,,
62-23-66-59,0332-004-001,DEATH OF A MEMBER OF HOUSEHOLD,NO,,,,
62-23-66-59,0332-004-001,DEATH OF OTHER FAMILY MEMBER,NO,,,,
62-23-66-59,0332-004-001,BREAK-UP OF THE HOUSEHOLD,NO,,,,
62-23-66-59,0332-004-001,HIJACKING/ROBBERY/BURGLARY/ASSAULT,YES,MOST SEVERE,ASSET LOSS,DID NOT DO ANYTHING,
62-23-66-59,0332-004-001,"DWELLING DAMAGED, DESTROYED",NO,,,,
62-23-66-59,0332-004-001,OTHER (SPECIFY),NO,,,,
90-12-94-91,0335-001-001,DROUGHT OR FLOODS,NO,,,,
90-12-94-91,0335-001-001,CROP DISEASE OR CROP PESTS,YES,MOST SEVERE,INCOME LOSS,DID NOT DO ANYTHING,
90-12-94-91,0335-001-001,LIVESTOCK DIED OR WERE STOLEN,NO,,,,
90-12-94-91,0335-001-001,HOUSEHOLD BUSINESS FAILURE,NO,,,,
90-12-94-91,0335-001-001,LOSS OF SALARIED EMPLOYMENT OR NON-PAYMENT OF SALARY,NO,,,,
90-12-94-91,0335-001-001,LARGE FALL IN SALE PRICES FOR CROPS,YES,SECOND MOST SEVERE,INCOME LOSS,DID NOT DO ANYTHING,
90-12-94-91,0335-001-001,LARGE RISE IN PRICE OF FOOD,NO,,,,
90-12-94-91,0335-001-001,LARGE RISE IN AGRICULTURAL INPUT PRICES,YES,THIRD MOST SEVERE,INCOME LOSS,DID NOT DO ANYTHING,
90-12-94-91,0335-001-001,SEVERE WATER SHORTAGE,NO,,,,
90-12-94-91,0335-001-001,LOSS OF LAND,NO,,,,
90-12-94-91,0335-001-001,CHRONIC/SEVERE ILLNESS OR ACCIDENT OF HOUSEHOLD MEMBER,NO,,,,
90-12-94-91,0335-001-001,DEATH OF A MEMBER OF HOUSEHOLD,NO,,,,
90-12-94-91,0335-001-001,DEATH OF OTHER FAMILY MEMBER,NO,,,,
90-12-94-91,0335-001-001,BREAK-UP OF THE HOUSEHOLD,NO,,,,
90-12-94-91,0335-001-001,HIJACKING/ROBBERY/BURGLARY/ASSAULT,NO,,,,
90-12-94-91,0335-001-001,"DWELLING DAMAGED, DESTROYED",NO,,,,
90-12-94-91,0335-001-001,OTHER (SPECIFY),NO,,,,
95-97-57-76,0337-001-001,DROUGHT OR FLOODS,NO,,,,
95-97-57-76,0337-001-001,CROP DISEASE OR CROP PESTS,YES,MOST SEVERE,INCOME LOSS,DID NOT DO ANYTHING,
95-97-57-76,0337-001-001,LIVESTOCK DIED OR WERE STOLEN,NO,,,,
95-97-57-76,0337-001-001,HOUSEHOLD BUSINESS FAILURE,NO,,,,
95-97-57-76,0337-001-001,LOSS OF SALARIED EMPLOYMENT OR NON-PAYMENT OF SALARY,NO,,,,
95-97-57-76,0337-001-001,LARGE FALL IN SALE PRICES FOR CROPS,NO,,,,
95-97-57-76,0337-001-001,LARGE RISE IN PRICE OF FOOD,NO,,,,
95-97-57-76,0337-001-001,LARGE RISE IN AGRICULTURAL INPUT PRICES,NO,,,,
95-97-57-76,0337-001-001,SEVERE WATER SHORTAGE,NO,,,,
95-97-57-76,0337-001-001,LOSS OF LAND,NO,,,,
95-97-57-76,0337-001-001,CHRONIC/SEVERE ILLNESS OR ACCIDENT OF HOUSEHOLD MEMBER,NO,,,,
95-97-57-76,0337-001-001,DEATH OF A MEMBER OF HOUSEHOLD,NO,,,,
95-97-57-76,0337-001-001,DEATH OF OTHER FAMILY MEMBER,NO,,,,
95-97-57-76,0337-001-001,BREAK-UP OF THE HOUSEHOLD,NO,,,,
95-97-57-76,0337-001-001,HIJACKING/ROBBERY/BURGLARY/ASSAULT,NO,,,,
95-97-57-76,0337-001-001,"DWELLING DAMAGED, DESTROYED",NO,,,,
95-97-57-76,0337-001-001,OTHER (SPECIFY),NO,,,,
33-87-72-22,0347-001-001,DROUGHT OR FLOODS,NO,,,,
33-87-72-22,0347-001-001,CROP DISEASE OR CROP PESTS,YES,MOST SEVERE,INCOME LOSS,OTHER (SPECIFY),
33-87-72-22,0347-001-001,LIVESTOCK DIED OR WERE STOLEN,YES,SECOND MOST SEVERE,INCOME LOSS,DID NOT DO ANYTHING,
33-87-72-22,0347-001-001,HOUSEHOLD BUSINESS FAILURE,NO,,,,
33-87-72-22,0347-001-001,LOSS OF SALARIED EMPLOYMENT OR NON-PAYMENT OF SALARY,NO,,,,
33-87-72-22,0347-001-001,LARGE FALL IN SALE PRICES FOR CROPS,NO,,,,
33-87-72-22,0347-001-001,LARGE RISE IN PRICE OF FOOD,NO,,,,
33-87-72-22,0347-001-001,LARGE RISE IN AGRICULTURAL INPUT PRICES,NO,,,,
33-87-72-22,0347-001-001,SEVERE WATER SHORTAGE,NO,,,,
33-87-72-22,0347-001-001,LOSS OF LAND,NO,,,,
33-87-72-22,0347-001-001,CHRONIC/SEVERE ILLNESS OR ACCIDENT OF HOUSEHOLD MEMBER,NO,,,,
33-87-72-22,0347-001-001,DEATH OF A MEMBER OF HOUSEHOLD,NO,,,,
33-87-72-22,0347-001-001,DEATH OF OTHER FAMILY MEMBER,NO,,,,
33-87-72-22,0347-001-001,BREAK-UP OF THE HOUSEHOLD,NO,,,,
33-87-72-22,0347-001-001,HIJACKING/ROBBERY/BURGLARY/ASSAULT,NO,,,,
33-87-72-22,0347-001-001,"DWELLING DAMAGED, DESTROYED",NO,,,,
33-87-72-22,0347-001-001,OTHER (SPECIFY),NO,,,,
78-10-03-87,0356-001-001,DROUGHT OR FLOODS,NO,,,,
78-10-03-87,0356-001-001,CROP DISEASE OR CROP PESTS,NO,,,,
78-10-03-87,0356-001-001,LIVESTOCK DIED OR WERE STOLEN,NO,,,,
78-10-03-87,0356-001-001,HOUSEHOLD BUSINESS FAILURE,NO,,,,
78-10-03-87,0356-001-001,LOSS OF SALARIED EMPLOYMENT OR NON-PAYMENT OF SALARY,NO,,,,
78-10-03-87,0356-001-001,LARGE FALL IN SALE PRICES FOR CROPS,YES,MOST SEVERE,INCOME LOSS,DID NOT DO ANYTHING,
78-10-03-87,0356-001-001,LARGE RISE IN PRICE OF FOOD,YES,SECOND MOST SEVERE,INCOME LOSS,DID NOT DO ANYTHING,
78-10-03-87,0356-001-001,LARGE RISE IN AGRICULTURAL INPUT PRICES,YES,THIRD MOST SEVERE,INCOME LOSS,DID NOT DO ANYTHING,
78-10-03-87,0356-001-001,SEVERE WATER SHORTAGE,NO,,,,
78-10-03-87,0356-001-001,LOSS OF LAND,NO,,,,
78-10-03-87,0356-001-001,CHRONIC/SEVERE ILLNESS OR ACCIDENT OF HOUSEHOLD MEMBER,NO,,,,
78-10-03-87,0356-001-001,DEATH OF A MEMBER OF HOUSEHOLD,NO,,,,
78-10-03-87,0356-001-001,DEATH OF OTHER FAMILY MEMBER,NO,,,,
78-10-03-87,0356-001-001,BREAK-UP OF THE HOUSEHOLD,NO,,,,
78-10-03-87,0356-001-001,HIJACKING/ROBBERY/BURGLARY/ASSAULT,NO,,,,
78-10-03-87,0356-001-001,"DWELLING DAMAGED, DESTROYED",NO,,,,
78-10-03-87,0356-001-001,OTHER (SPECIFY),NO,,,,
74-58-85-63,0357-001-001,DROUGHT OR FLOODS,NO,,,,
74-58-85-63,0357-001-001,CROP DISEASE OR CROP PESTS,NO,,,,
74-58-85-63,0357-001-001,LIVESTOCK DIED OR WERE STOLEN,NO,,,,
74-58-85-63,0357-001-001,HOUSEHOLD BUSINESS FAILURE,NO,,,,
74-58-85-63,0357-001-001,LOSS OF SALARIED EMPLOYMENT OR NON-PAYMENT OF SALARY,NO,,,,
74-58-85-63,0357-001-001,LARGE FALL IN SALE PRICES FOR CROPS,YES,MOST SEVERE,INCOME LOSS,DID NOT DO ANYTHING,
74-58-85-63,0357-001-001,LARGE RISE IN PRICE OF FOOD,NO,,,,
74-58-85-63,0357-001-001,LARGE RISE IN AGRICULTURAL INPUT PRICES,NO,,,,
74-58-85-63,0357-001-001,SEVERE WATER SHORTAGE,NO,,,,
74-58-85-63,0357-001-001,LOSS OF LAND,NO,,,,
74-58-85-63,0357-001-001,CHRONIC/SEVERE ILLNESS OR ACCIDENT OF HOUSEHOLD MEMBER,NO,,,,
74-58-85-63,0357-001-001,DEATH OF A MEMBER OF HOUSEHOLD,NO,,,,
74-58-85-63,0357-001-001,DEATH OF OTHER FAMILY MEMBER,NO,,,,
74-58-85-63,0357-001-001,BREAK-UP OF THE HOUSEHOLD,NO,,,,
74-58-85-63,0357-001-001,HIJACKING/ROBBERY/BURGLARY/ASSAULT,NO,,,,
74-58-85-63,0357-001-001,"DWELLING DAMAGED, DESTROYED",NO,,,,
74-58-85-63,0357-001-001,OTHER (SPECIFY),NO,,,,
05-93-71-40,0362-001-001,DROUGHT OR FLOODS,NO,,,,
05-93-71-40,0362-001-001,CROP DISEASE OR CROP PESTS,NO,,,,
05-93-71-40,0362-001-001,LIVESTOCK DIED OR WERE STOLEN,NO,,,,
05-93-71-40,0362-001-001,HOUSEHOLD BUSINESS FAILURE,NO,,,,
05-93-71-40,0362-001-001,LOSS OF SALARIED EMPLOYMENT OR NON-PAYMENT OF SALARY,NO,,,,
05-93-71-40,0362-001-001,LARGE FALL IN SALE PRICES FOR CROPS,YES,MOST SEVERE,NEITHER,DID NOT DO ANYTHING,
05-93-71-40,0362-001-001,LARGE RISE IN PRICE OF FOOD,NO,,,,
05-93-71-40,0362-001-001,LARGE RISE IN AGRICULTURAL INPUT PRICES,NO,,,,
05-93-71-40,0362-001-001,SEVERE WATER SHORTAGE,NO,,,,
05-93-71-40,0362-001-001,LOSS OF LAND,NO,,,,
05-93-71-40,0362-001-001,CHRONIC/SEVERE ILLNESS OR ACCIDENT OF HOUSEHOLD MEMBER,NO,,,,
05-93-71-40,0362-001-001,DEATH OF A MEMBER OF HOUSEHOLD,NO,,,,
05-93-71-40,0362-001-001,DEATH OF OTHER FAMILY MEMBER,NO,,,,
05-93-71-40,0362-001-001,BREAK-UP OF THE HOUSEHOLD,NO,,,,
05-93-71-40,0362-001-001,HIJACKING/ROBBERY/BURGLARY/ASSAULT,NO,,,,
05-93-71-40,0362-001-001,"DWELLING DAMAGED, DESTROYED",NO,,,,
05-93-71-40,0362-001-001,OTHER (SPECIFY),NO,,,,
98-93-28-99,0367-001-001,DROUGHT OR FLOODS,NO,,,,
98-93-28-99,0367-001-001,CROP DISEASE OR CROP PESTS,YES,MOST SEVERE,ASSET LOSS,DID NOT DO ANYTHING,
98-93-28-99,0367-001-001,LIVESTOCK DIED OR WERE STOLEN,NO,,,,
98-93-28-99,0367-001-001,HOUSEHOLD BUSINESS FAILURE,NO,,,,
98-93-28-99,0367-001-001,LOSS OF SALARIED EMPLOYMENT OR NON-PAYMENT OF SALARY,NO,,,,
98-93-28-99,0367-001-001,LARGE FALL IN SALE PRICES FOR CROPS,NO,,,,
98-93-28-99,0367-001-001,LARGE RISE IN PRICE OF FOOD,YES,SECOND MOST SEVERE,INCOME LOSS,DID NOT DO ANYTHING,
98-93-28-99,0367-001-001,LARGE RISE IN AGRICULTURAL INPUT PRICES,YES,THIRD MOST SEVERE,ASSET LOSS,DID NOT DO ANYTHING,
98-93-28-99,0367-001-001,SEVERE WATER SHORTAGE,NO,,,,
