interview__key,sdd_hhid,plotnum,cropid,ag6a_02,ag6a_03,ag6a_04,ag6a_05,ag6a_06,ag6a_06a,ag6a_07_1,ag6a_07_2,ag6a_07_3,ag6a_07_4,ag6a_08_1,ag6a_08_2,ag6a_09,ag6a_10,ag6a_11
99-47-56-63,0666-001-001,1,56,20,2013,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
99-47-56-63,0666-001-001,1,57,3,2014,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,DECEMBER,2018,DECEMBER,1,2,350,NO,
99-47-56-63,0666-001-001,1,60,10,2013,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2019,APRIL,2019,JULY,1,2,210,NO,
99-47-56-63,0666-001-001,1,102,8,0,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2019,MAY,2019,AUGUST,1,2,350,NO,
65-31-48-21,0666-003-001,3,55,12,2016,0,NO,,YES,2018,DECEMBER,2018,DECEMBER,1,,9,NO,
96-55-31-90,0667-001-001,1,54,2,2009,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,JULY,2019,JUNE,1,2,12,NO,
96-55-31-90,0667-001-001,1,55,40,1900,6,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,JULY,2019,JUNE,1,2,120,NO,
96-55-31-90,0667-001-001,1,56,1,1900,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,JULY,2019,JULY,1,2,320,NO,
96-55-31-90,0667-001-001,1,57,1,1900,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,JULY,2019,JUNE,1,2,140,NO,
76-81-55-22,0669-001-001,2,55,30,1900,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,AUGUST,2019,OCTOBER,1,,27,NO,
76-81-55-22,0669-001-001,2,56,1,1900,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,SEPTEMBER,2018,NOVEMBER,1,,45,NO,
76-81-55-22,0669-001-001,2,64,1,1900,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2019,MARCH,2019,MAY,1,,20,NO,
28-61-27-79,0674-001-001,1,55,21,2017,0,YES,OTHER (SPECIFY),YES,2018,JULY,2019,JUNE,1,,60,NO,
28-61-27-79,0674-001-001,1,56,2,2000,0,YES,OTHER (SPECIFY),YES,2019,APRIL,2019,MAY,1,,80,NO,
28-61-27-79,0674-001-001,1,64,1,2010,0,YES,OTHER (SPECIFY),YES,2019,APRIL,2019,JUNE,1,,30,YES,BIRDS
31-50-67-22,0675-001-001,1,55,120,2017,0,YES,OTHER (SPECIFY),YES,2018,JULY,2019,JUNE,1,2,480,NO,
31-50-67-22,0675-001-001,1,57,7,2002,0,YES,OTHER (SPECIFY),YES,2019,MARCH,2019,MAY,1,2,600,YES,BIRDS
31-50-67-22,0675-001-001,2,55,5,1900,0,YES,OTHER (SPECIFY),YES,2018,JULY,2019,JUNE,1,2,30,NO,
31-50-67-22,0675-001-001,2,56,2,2015,0,YES,OTHER (SPECIFY),NO,,,,,,,,,
22-28-71-98,0675-001-004,1,55,3,2019,3,NO,,NO,,,,,,,,,
22-28-71-98,0675-001-004,1,56,1,2016,0,NO,,NO,,,,,,,,,
22-28-71-98,0675-001-004,1,57,1,1900,0,NO,,YES,2018,OCTOBER,2018,DECEMBER,1,,40,YES,BIRDS
36-42-77-74,0676-001-001,1,55,120,2017,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,AUGUST,2019,JULY,1,,3200,NO,
36-42-77-74,0676-001-001,1,56,2,1900,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,AUGUST,2019,JULY,1,,130,NO,
36-42-77-74,0676-001-001,1,57,2,2010,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,NOVEMBER,2018,DECEMBER,1,,48,NO,
36-42-77-74,0676-001-001,1,58,4,2015,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,AUGUST,2019,JULY,1,,30,NO,
36-42-77-74,0676-001-001,1,60,3,2016,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
19-05-54-21,0678-001-001,1,58,1,2017,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2019,APRIL,2019,SEPTEMBER,1,,15,NO,
19-05-54-21,0678-001-001,1,102,2,2017,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
90-00-57-86,0681-001-002,1,53,1,2016,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
90-00-57-86,0681-001-002,1,55,240,2007,20,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,NOVEMBER,2019,OCTOBER,2,,540,NO,
90-00-57-86,0681-001-002,1,56,8,2006,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,NOVEMBER,2019,OCTOBER,2,,150,NO,
90-00-57-86,0681-001-002,1,102,2,2015,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
57-93-70-27,0683-001-001,1,53,3,2014,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2019,JANUARY,2019,OCTOBER,1,10,160,NO,
57-93-70-27,0683-001-001,1,55,412,2012,12,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,NOVEMBER,2019,NOVEMBER,1,,356,NO,
57-93-70-27,0683-001-001,1,56,2,2012,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2019,MAY,2019,JUNE,1,,255,NO,
81-82-35-91,0683-002-002,1,55,82,1992,7,NO,,YES,2019,JUNE,2019,SEPTEMBER,2,,880,NO,
81-82-35-91,0683-002-002,1,56,1,1992,0,NO,,YES,2019,JUNE,2019,AUGUST,2,,340,YES,THEFT
10-61-49-52,0684-001-002,1,55,68,2015,13,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,OCTOBER,2019,NOVEMBER,1,2,260,NO,
10-61-49-52,0684-001-002,1,56,3,2018,0,NO,,NO,,,,,,,,,
61-41-06-82,0684-005-001,1,53,1,1993,0,NO,,YES,2018,DECEMBER,2019,NOVEMBER,1,,140,NO,
61-41-06-82,0684-005-001,1,55,184,1988,19,NO,,YES,2018,OCTOBER,2019,NOVEMBER,1,,985,YES,DISEASES
61-41-06-82,0684-005-001,1,56,3,1994,0,NO,,YES,2019,FEBRUARY,2019,APRIL,1,,65,YES,THEFT
61-41-06-82,0684-005-001,1,57,2,1994,0,NO,,YES,2019,NOVEMBER,2019,DECEMBER,1,,180,YES,THEFT
61-41-06-82,0684-005-001,1,58,1,2004,0,NO,,NO,,,,,,,,,
11-48-68-26,0685-001-001,1,55,250,2010,30,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,NOVEMBER,2019,OCTOBER,2,,270,NO,
11-48-68-26,0685-001-001,1,56,5,2015,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,NOVEMBER,2019,OCTOBER,1,2,120,NO,
11-48-68-26,0685-001-001,1,57,2,2015,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
04-78-48-50,0687-006-002,2,55,10,1900,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,SEPTEMBER,2018,SEPTEMBER,2,,30,NO,
04-78-48-50,0687-006-002,2,57,5,1900,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,NOVEMBER,2019,JANUARY,1,2,250,NO,
04-78-48-50,0687-006-002,2,58,3,1900,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,OCTOBER,2018,OCTOBER,1,2,20,NO,
04-78-48-50,0687-006-002,2,103,2,1900,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,FEBRUARY,2018,FEBRUARY,1,2,50,NO,
56-57-53-73,0688-001-001,1,55,77,2014,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,NOVEMBER,2019,OCTOBER,1,2,150,NO,
56-57-53-73,0688-001-001,1,56,1,2016,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
23-06-93-51,0689-001-001,1,55,120,2016,30,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,NOVEMBER,2019,OCTOBER,1,2,240,NO,
23-06-93-51,0689-001-001,1,56,9,2015,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,NOVEMBER,2019,OCTOBER,1,2,480,NO,
23-06-93-51,0689-001-001,1,57,4,1900,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,NOVEMBER,2019,JANUARY,1,2,240,NO,
23-06-93-51,0689-001-001,1,58,2,2017,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,NOVEMBER,2019,OCTOBER,1,2,120,NO,
23-06-93-51,0689-001-001,1,102,3,1900,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,NOVEMBER,2019,OCTOBER,1,2,20,NO,
23-06-93-51,0689-001-001,2,55,220,1900,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,NOVEMBER,2019,OCTOBER,1,2,720,NO,
23-06-93-51,0689-001-001,2,56,7,2000,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,NOVEMBER,2019,OCTOBER,1,2,240,NO,
75-21-34-64,0689-001-008,1,55,250,1900,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,DECEMBER,2019,NOVEMBER,1,,288,NO,
75-21-34-64,0689-001-008,1,56,2,1900,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2019,APRIL,2019,SEPTEMBER,1,,40,YES,DISEASES
75-21-34-64,0689-001-008,1,58,1,2014,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2019,JUNE,2019,SEPTEMBER,1,,40,NO,
75-21-34-64,0689-001-008,1,102,1,2017,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
27-84-62-21,0694-001-001,1,55,260,2000,24,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,NOVEMBER,2019,OCTOBER,1,2,780,YES,THEFT
27-84-62-21,0694-001-001,1,56,2,2013,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,NOVEMBER,2019,OCTOBER,1,2,360,YES,THEFT
27-84-62-21,0694-001-001,1,57,1,2013,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,DECEMBER,2019,JANUARY,1,2,100,NO,
27-84-62-21,0694-001-001,1,58,3,2018,3,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
27-84-62-21,0694-001-001,1,102,2,2016,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2019,AUGUST,2019,SEPTEMBER,1,2,20,NO,
91-33-85-80,0695-001-001,1,55,150,2004,10,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,APRIL,2019,MARCH,1,,900,NO,
91-33-85-80,0695-001-001,1,56,3,2014,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,APRIL,2019,MARCH,1,,200,YES,THEFT
91-33-85-80,0695-001-001,1,57,4,1900,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,JULY,2019,JANUARY,1,,480,YES,THEFT
91-33-85-80,0695-001-001,1,58,2,2017,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
91-33-85-80,0695-001-001,1,64,2,1900,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,APRIL,2018,JULY,1,,60,YES,THEFT
53-85-16-71,0695-004-001,1,53,4,2004,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
53-85-16-71,0695-004-001,1,55,1200,1972,20,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,APRIL,2019,MARCH,1,,800,NO,
53-85-16-71,0695-004-001,1,56,2,1995,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,JULY,2018,DECEMBER,1,,250,YES,INSECTS
53-85-16-71,0695-004-001,1,57,6,1990,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,DECEMBER,2019,JANUARY,1,,45,NO,
53-85-16-71,0695-004-001,1,58,6,2013,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,APRIL,2019,MARCH,1,,120,YES,INSECTS
64-88-46-60,0695-004-003,1,53,3,2016,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2019,JANUARY,2019,APRIL,1,2,60,NO,
64-88-46-60,0695-004-003,1,55,30,2017,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,APRIL,2019,MARCH,2,,130,NO,
64-88-46-60,0695-004-003,1,58,6,2018,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,APRIL,2019,MARCH,1,2,20,NO,
64-88-46-60,0695-004-003,2,55,7,2014,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,APRIL,2019,MARCH,1,2,100,NO,
64-88-46-60,0695-004-003,2,57,2,2017,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
78-20-87-66,0696-001-001,1,55,2000,1975,50,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,APRIL,2019,MARCH,1,,600,NO,
78-20-87-66,0696-001-001,1,56,2,2014,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,AUGUST,2019,MARCH,1,,140,NO,
78-20-87-66,0696-001-001,1,57,6,1980,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,JUNE,2018,DECEMBER,1,,40,YES,THEFT
96-88-18-26,0696-004-001,1,53,2,2003,0,NO,,YES,2018,DECEMBER,2019,MARCH,2,,60,NO,
96-88-18-26,0696-004-001,1,55,32,2004,10,NO,,YES,2018,APRIL,2019,MARCH,1,2,96,NO,
96-88-18-26,0696-004-001,1,56,1,1900,0,NO,,YES,2018,APRIL,2019,MARCH,2,,90,NO,
96-88-18-26,0696-004-001,1,57,1,1900,0,NO,,YES,2018,NOVEMBER,2019,JANUARY,2,,120,NO,
54-36-89-43,0697-001-001,1,55,87,1992,14,NO,,YES,2018,OCTOBER,2019,OCTOBER,1,2,480,YES,DISEASES
54-36-89-43,0697-001-001,1,56,3,2011,0,NO,,YES,2019,MARCH,2019,AUGUST,1,2,78,YES,THEFT
54-36-89-43,0697-001-001,1,57,1,1998,4,NO,,YES,2019,MAY,2019,AUGUST,1,2,180,YES,INSECTS
71-47-26-16,0698-001-001,1,53,2,1996,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,DECEMBER,2019,FEBRUARY,1,2,150,NO,
71-47-26-16,0698-001-001,1,55,240,2002,24,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,DECEMBER,2019,NOVEMBER,2,,140,NO,
71-47-26-16,0698-001-001,1,56,1,1996,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2019,MAY,2019,JULY,1,2,135,NO,
71-47-26-16,0698-001-001,2,53,1,2016,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
71-47-26-16,0698-001-001,2,55,35,2016,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2019,MARCH,2019,OCTOBER,1,2,50,NO,
71-47-26-16,0698-001-001,2,56,1,2016,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
84-43-61-13,0698-003-002,2,55,164,1992,15,NO,,YES,2018,SEPTEMBER,2019,OCTOBER,6,,780,YES,DISEASES
84-43-61-13,0698-003-002,2,56,1,1999,0,NO,,YES,2019,APRIL,2019,JULY,6,,60,YES,INSECTS
04-80-76-28,0698-009-001,1,55,178,1900,0,NO,,YES,2018,DECEMBER,2019,NOVEMBER,1,3,504,NO,
10-70-45-48,0700-001-001,1,55,240,1900,45,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,NOVEMBER,2019,OCTOBER,2,,480,YES,THEFT
10-70-45-48,0700-001-001,1,56,1,2015,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,NOVEMBER,2019,OCTOBER,2,,10,NO,
42-34-18-97,0701-003-001,1,60,1,2018,3,NO,,NO,,,,,,,,,
08-00-32-44,0703-001-001,2,60,1,2017,0,NO,,NO,,,,,,,,,
08-56-40-01,0707-001-001,1,102,1,2012,0,NO,,YES,2018,MAY,2019,APRIL,1,,30,NO,
08-63-44-83,0708-002-001,1,55,7,2017,0,NO,,YES,2018,OCTOBER,2019,JANUARY,1,2,10,NO,
10-28-30-33,0710-003-003,1,57,3,1900,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2019,NOVEMBER,2019,DECEMBER,1,2,240,YES,DISEASES
27-62-11-86,0710-004-001,4,57,2,1976,0,NO,,YES,2018,SEPTEMBER,2018,DECEMBER,2,,200,NO,
95-04-11-03,0711-001-003,1,57,1,2014,0,NO,,NO,,,,,,,,,
95-04-11-03,0711-001-003,1,58,2,2017,0,NO,,NO,,,,,,,,,
42-21-63-58,0717-001-001,1,55,18,2014,4,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,JULY,2019,JUNE,1,,60,NO,
42-21-63-58,0717-001-001,1,57,3,2017,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,NOVEMBER,2019,JANUARY,1,,500,NO,
42-21-63-58,0717-001-001,1,60,3,1900,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,MARCH,2018,MAY,1,,100,YES,THEFT
42-21-63-58,0717-001-001,1,63,2,1900,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2019,MAY,2019,MAY,1,,40,YES,THEFT
42-21-63-58,0717-001-001,1,64,4,1900,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2019,MAY,2019,MAY,1,,20,YES,THEFT
42-21-63-58,0717-001-001,1,88,2,2014,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
83-10-26-19,0718-001-001,2,60,2,2009,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2019,MARCH,2019,MARCH,1,,20,NO,
83-10-26-19,0718-001-001,2,102,1,2009,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
02-98-67-18,0720-001-001,2,55,3,2017,0,NO,,YES,2018,JUNE,2019,MAY,1,,36,NO,
02-98-67-18,0720-001-001,2,57,1,2017,0,NO,,NO,,,,,,,,,
02-98-67-18,0720-001-001,2,60,18,2018,13,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2019,APRIL,2019,MAY,1,,120,NO,
02-98-67-18,0720-001-001,2,63,1,2006,0,NO,,YES,2019,MAY,2019,MAY,1,,30,NO,
02-98-67-18,0720-001-001,3,57,1,2012,0,NO,,NO,,,,,,,,,
01-38-32-24,0720-001-011,1,55,691,1978,15,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,JUNE,2019,MAY,1,2,200,NO,
01-38-32-24,0720-001-011,1,56,7,2015,4,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
01-38-32-24,0720-001-011,1,57,3,3,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,AUGUST,2018,DECEMBER,1,2,400,YES,INSECTS
01-38-32-24,0720-001-011,1,60,4,2001,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2019,MAY,2019,MAY,1,2,300,YES,INSECTS
01-38-32-24,0720-001-011,1,64,1,2001,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,SEPTEMBER,2019,FEBRUARY,1,2,10,NO,
01-38-32-24,0720-001-011,3,55,700,2015,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,MAY,2019,MAY,1,2,770,NO,
01-38-32-24,0720-001-011,3,57,9,1998,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2019,MARCH,2019,APRIL,1,2,1000,NO,
01-38-32-24,0720-001-011,3,59,48000,2016,9000,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,JUNE,2019,MAY,1,2,3400,NO,
89-74-22-66,0720-010-006,1,55,15,2015,3,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,DECEMBER,2019,NOVEMBER,1,,30,NO,
89-74-22-66,0720-010-006,1,57,5,1900,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,DECEMBER,2019,JANUARY,1,,120,YES,INSECTS
89-74-22-66,0720-010-006,1,58,3,2019,3,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
89-74-22-66,0720-010-006,1,60,15,2017,10,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2019,JUNE,2019,JULY,1,,40,NO,
89-74-22-66,0720-010-006,1,85,1,1999,0,NO,,NO,,,,,,,,,
64-88-68-03,0720-015-001,1,55,3,2018,0,NO,,NO,,,,,,,,,
29-58-22-46,0721-002-001,2,57,4,1900,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,NOVEMBER,2019,JANUARY,1,2,100,YES,THEFT
00-12-69-11,0723-001-001,1,55,80,2004,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,JUNE,2019,MAY,1,,144,NO,
00-12-69-11,0723-001-001,1,57,3,1962,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,DECEMBER,2019,JANUARY,1,,270,YES,INSECTS
00-12-69-11,0723-001-001,1,60,3,2013,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,JUNE,2018,AUGUST,1,,120,YES,INSECTS
00-12-69-11,0723-001-001,1,102,2,2012,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,JUNE,2018,AUGUST,1,,90,NO,
73-62-20-14,0724-001-001,1,57,1,1900,0,NO,,YES,2018,DECEMBER,2019,JANUARY,1,,20,NO,
47-68-48-21,0725-004-001,1,55,2,2018,0,NO,,NO,,,,,,,,,
83-43-91-36,0726-001-001,1,55,2,2019,2,NO,,NO,,,,,,,,,
83-43-91-36,0726-001-001,2,57,1,1900,0,NO,,YES,2018,DECEMBER,2019,JANUARY,1,5,20,NO,
52-19-00-24,0726-004-001,1,60,10,2004,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2019,FEBRUARY,2019,APRIL,1,,480,NO,
52-19-00-24,0726-004-001,1,63,22,2004,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2019,MARCH,2019,APRIL,1,,240,NO,
71-44-85-61,0727-001-001,1,57,1,2005,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,DECEMBER,2019,FEBRUARY,1,2,30,NO,
71-44-85-61,0727-001-001,1,60,3,1998,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,MAY,2018,JULY,1,2,500,NO,
71-44-85-61,0727-001-001,1,63,10,1998,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,MAY,2018,JULY,1,2,400,NO,
41-67-65-60,0731-001-001,1,55,4,2012,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2019,AUGUST,2019,OCTOBER,2,,12,NO,
41-67-65-60,0731-001-001,1,56,1,2017,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
41-67-65-60,0731-001-001,1,57,4,2014,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2019,DECEMBER,2019,DECEMBER,2,,40,YES,DISEASES
41-67-65-60,0731-001-001,2,55,15,2018,4,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2019,JUNE,2019,SEPTEMBER,2,,14,NO,
41-67-65-60,0731-001-001,2,63,4,2017,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
63-80-38-30,0733-001-001,1,60,4,2014,0,NO,,NO,,,,,,,,,
63-80-38-30,0733-001-001,1,102,1,2014,0,NO,,NO,,,,,,,,,
63-80-38-30,0733-001-001,2,57,1,1900,0,NO,,YES,2019,FEBRUARY,2019,MARCH,1,2,120,YES,BIRDS
63-80-38-30,0733-001-001,3,57,1,1900,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2019,MARCH,2019,MARCH,1,2,80,YES,BIRDS
63-80-38-30,0733-001-001,3,60,1,1997,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2019,APRIL,2019,APRIL,1,2,100,NO,
05-65-41-70,0736-003-001,1,55,5,2017,0,NO,,YES,2018,JUNE,2019,MAY,1,,24,NO,
05-65-41-70,0736-003-001,1,57,2,2013,0,NO,,YES,2018,DECEMBER,2019,JANUARY,1,2,240,NO,
97-65-53-21,0737-001-001,3,57,1,1974,0,NO,,YES,2018,NOVEMBER,2019,JANUARY,1,2,230,YES,INSECTS
97-65-53-21,0737-001-001,3,102,1,3,0,NO,,YES,2018,NOVEMBER,2019,FEBRUARY,1,2,18,NO,
25-22-14-90,0739-001-001,4,57,1,2017,0,NO,,NO,,,,,,,,,
25-22-14-90,0739-001-001,4,60,1,2017,0,NO,,NO,,,,,,,,,
25-22-14-90,0739-001-001,4,102,1,2017,0,NO,,NO,,,,,,,,,
09-76-22-49,0741-001-001,3,57,3,1900,0,NO,,YES,2018,NOVEMBER,2019,FEBRUARY,1,2,530,NO,
14-06-51-04,0741-001-004,1,57,1,2000,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,OCTOBER,2019,SEPTEMBER,1,,60,NO,
50-01-48-22,0742-001-001,2,57,7,1900,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,NOVEMBER,2019,FEBRUARY,3,,350,YES,INSECTS
94-01-64-67,0742-006-001,1,56,2,2017,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
94-01-64-67,0742-006-001,1,57,1,2016,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
94-01-64-67,0742-006-001,1,60,1,2016,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
54-99-39-86,0743-001-001,1,55,30,2018,0,NO,,NO,,,,,,,,,
11-42-87-71,0744-001-001,1,82,1,1992,0,NO,,NO,,,,,,,,,
83-40-04-19,0745-001-001,5,57,3,2009,0,NO,,YES,2018,NOVEMBER,2019,FEBRUARY,1,2,80,YES,THEFT
30-77-22-01,0746-001-001,1,55,60,2012,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,OCTOBER,2019,SEPTEMBER,1,,120,NO,
30-77-22-01,0746-001-001,1,56,130,2018,50,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
30-77-22-01,0746-001-001,1,57,2,1900,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,NOVEMBER,2019,JANUARY,1,,300,NO,
30-77-22-01,0746-001-001,1,60,250,2017,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
30-77-22-01,0746-001-001,1,63,320,2016,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
30-77-22-01,0746-001-001,1,102,50,2017,0,YES,SUBSTITUTE IF EITHER CROP FAILS,NO,,,,,,,,,
31-95-03-62,0747-001-001,1,57,3,1900,0,NO,,YES,2018,NOVEMBER,2019,JANUARY,2,,75,YES,THEFT
90-66-22-54,0748-001-001,1,57,1,1990,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2018,DECEMBER,2019,FEBRUARY,2,,60,NO,
90-66-22-54,0748-001-001,1,60,8,1987,0,YES,SUBSTITUTE IF EITHER CROP FAILS,YES,2019,MARCH,2019,MAY,1,2,75,NO,
40-92-93-80,0748-006-001,1,24,3,1989,0,NO,,YES,2018,NOVEMBER,2019,AUGUST,1,3,8,YES,INSECTS
40-92-93-80,0748-006-001,1,55,14,2004,0,NO,,YES,2019,FEBRUARY,2019,SEPTEMBER,1,3,85,NO,
