interview__key,sdd_hhid,itemcode,hh_j08
55-20-85-17,0294-001-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
55-20-85-17,0294-001-001,"B. ROOTS, TUBERS, AND PLANTAINS",3
55-20-85-17,0294-001-001,C. NUTS AND PULSES,4
55-20-85-17,0294-001-001,D. VEGETABLES,7
55-20-85-17,0294-001-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",5
55-20-85-17,0294-001-001,F. FRUITS,3
55-20-85-17,0294-001-001,G. MILK/MILK PRODUCTS,0
55-20-85-17,0294-001-001,H. FATS/OIL,7
55-20-85-17,0294-001-001,I. SUGAR/SUGAR PRODUCTS/HONEY,7
55-20-85-17,0294-001-001,J. SPICES/CONDIMENTS,7
62-38-02-67,0295-001-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
62-38-02-67,0295-001-001,"B. ROOTS, TUBERS, AND PLANTAINS",7
62-38-02-67,0295-001-001,C. NUTS AND PULSES,0
62-38-02-67,0295-001-001,D. VEGETABLES,7
62-38-02-67,0295-001-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",0
62-38-02-67,0295-001-001,F. FRUITS,0
62-38-02-67,0295-001-001,G. MILK/MILK PRODUCTS,0
62-38-02-67,0295-001-001,H. FATS/OIL,4
62-38-02-67,0295-001-001,I. SUGAR/SUGAR PRODUCTS/HONEY,7
62-38-02-67,0295-001-001,J. SPICES/CONDIMENTS,7
36-60-91-30,0296-001-002,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
36-60-91-30,0296-001-002,"B. ROOTS, TUBERS, AND PLANTAINS",3
36-60-91-30,0296-001-002,C. NUTS AND PULSES,4
36-60-91-30,0296-001-002,D. VEGETABLES,5
36-60-91-30,0296-001-002,"E. MEAT, FISH AND ANIMAL PRODUCTS",1
36-60-91-30,0296-001-002,F. FRUITS,1
36-60-91-30,0296-001-002,G. MILK/MILK PRODUCTS,0
36-60-91-30,0296-001-002,H. FATS/OIL,0
36-60-91-30,0296-001-002,I. SUGAR/SUGAR PRODUCTS/HONEY,4
36-60-91-30,0296-001-002,J. SPICES/CONDIMENTS,7
61-96-62-14,0298-006-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
61-96-62-14,0298-006-001,"B. ROOTS, TUBERS, AND PLANTAINS",2
61-96-62-14,0298-006-001,C. NUTS AND PULSES,4
61-96-62-14,0298-006-001,D. VEGETABLES,4
61-96-62-14,0298-006-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",3
61-96-62-14,0298-006-001,F. FRUITS,2
61-96-62-14,0298-006-001,G. MILK/MILK PRODUCTS,0
61-96-62-14,0298-006-001,H. FATS/OIL,7
61-96-62-14,0298-006-001,I. SUGAR/SUGAR PRODUCTS/HONEY,7
61-96-62-14,0298-006-001,J. SPICES/CONDIMENTS,7
01-12-50-30,0298-006-004,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
01-12-50-30,0298-006-004,"B. ROOTS, TUBERS, AND PLANTAINS",2
01-12-50-30,0298-006-004,C. NUTS AND PULSES,6
01-12-50-30,0298-006-004,D. VEGETABLES,7
01-12-50-30,0298-006-004,"E. MEAT, FISH AND ANIMAL PRODUCTS",7
01-12-50-30,0298-006-004,F. FRUITS,7
01-12-50-30,0298-006-004,G. MILK/MILK PRODUCTS,0
01-12-50-30,0298-006-004,H. FATS/OIL,7
01-12-50-30,0298-006-004,I. SUGAR/SUGAR PRODUCTS/HONEY,7
01-12-50-30,0298-006-004,J. SPICES/CONDIMENTS,7
81-68-55-28,0298-006-006,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
81-68-55-28,0298-006-006,"B. ROOTS, TUBERS, AND PLANTAINS",3
81-68-55-28,0298-006-006,C. NUTS AND PULSES,7
81-68-55-28,0298-006-006,D. VEGETABLES,7
81-68-55-28,0298-006-006,"E. MEAT, FISH AND ANIMAL PRODUCTS",4
81-68-55-28,0298-006-006,F. FRUITS,7
81-68-55-28,0298-006-006,G. MILK/MILK PRODUCTS,0
81-68-55-28,0298-006-006,H. FATS/OIL,7
81-68-55-28,0298-006-006,I. SUGAR/SUGAR PRODUCTS/HONEY,3
81-68-55-28,0298-006-006,J. SPICES/CONDIMENTS,7
82-47-05-90,0298-006-007,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
82-47-05-90,0298-006-007,"B. ROOTS, TUBERS, AND PLANTAINS",7
82-47-05-90,0298-006-007,C. NUTS AND PULSES,3
82-47-05-90,0298-006-007,D. VEGETABLES,7
82-47-05-90,0298-006-007,"E. MEAT, FISH AND ANIMAL PRODUCTS",4
82-47-05-90,0298-006-007,F. FRUITS,1
82-47-05-90,0298-006-007,G. MILK/MILK PRODUCTS,7
82-47-05-90,0298-006-007,H. FATS/OIL,7
82-47-05-90,0298-006-007,I. SUGAR/SUGAR PRODUCTS/HONEY,7
82-47-05-90,0298-006-007,J. SPICES/CONDIMENTS,7
50-08-76-82,0299-001-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
50-08-76-82,0299-001-001,"B. ROOTS, TUBERS, AND PLANTAINS",5
50-08-76-82,0299-001-001,C. NUTS AND PULSES,0
50-08-76-82,0299-001-001,D. VEGETABLES,7
50-08-76-82,0299-001-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",0
50-08-76-82,0299-001-001,F. FRUITS,3
50-08-76-82,0299-001-001,G. MILK/MILK PRODUCTS,0
50-08-76-82,0299-001-001,H. FATS/OIL,0
50-08-76-82,0299-001-001,I. SUGAR/SUGAR PRODUCTS/HONEY,0
50-08-76-82,0299-001-001,J. SPICES/CONDIMENTS,7
16-73-84-34,0300-001-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
16-73-84-34,0300-001-001,"B. ROOTS, TUBERS, AND PLANTAINS",3
16-73-84-34,0300-001-001,C. NUTS AND PULSES,7
16-73-84-34,0300-001-001,D. VEGETABLES,7
16-73-84-34,0300-001-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",5
16-73-84-34,0300-001-001,F. FRUITS,0
16-73-84-34,0300-001-001,G. MILK/MILK PRODUCTS,0
16-73-84-34,0300-001-001,H. FATS/OIL,0
16-73-84-34,0300-001-001,I. SUGAR/SUGAR PRODUCTS/HONEY,2
16-73-84-34,0300-001-001,J. SPICES/CONDIMENTS,7
88-95-31-32,0300-001-002,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
88-95-31-32,0300-001-002,"B. ROOTS, TUBERS, AND PLANTAINS",6
88-95-31-32,0300-001-002,C. NUTS AND PULSES,6
88-95-31-32,0300-001-002,D. VEGETABLES,5
88-95-31-32,0300-001-002,"E. MEAT, FISH AND ANIMAL PRODUCTS",0
88-95-31-32,0300-001-002,F. FRUITS,2
88-95-31-32,0300-001-002,G. MILK/MILK PRODUCTS,0
88-95-31-32,0300-001-002,H. FATS/OIL,0
88-95-31-32,0300-001-002,I. SUGAR/SUGAR PRODUCTS/HONEY,5
88-95-31-32,0300-001-002,J. SPICES/CONDIMENTS,7
21-51-87-14,0301-001-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
21-51-87-14,0301-001-001,"B. ROOTS, TUBERS, AND PLANTAINS",7
21-51-87-14,0301-001-001,C. NUTS AND PULSES,7
21-51-87-14,0301-001-001,D. VEGETABLES,7
21-51-87-14,0301-001-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",5
21-51-87-14,0301-001-001,F. FRUITS,4
21-51-87-14,0301-001-001,G. MILK/MILK PRODUCTS,0
21-51-87-14,0301-001-001,H. FATS/OIL,4
21-51-87-14,0301-001-001,I. SUGAR/SUGAR PRODUCTS/HONEY,5
21-51-87-14,0301-001-001,J. SPICES/CONDIMENTS,7
49-07-66-40,0301-005-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",0
49-07-66-40,0301-005-001,"B. ROOTS, TUBERS, AND PLANTAINS",5
49-07-66-40,0301-005-001,C. NUTS AND PULSES,3
49-07-66-40,0301-005-001,D. VEGETABLES,5
49-07-66-40,0301-005-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",3
49-07-66-40,0301-005-001,F. FRUITS,3
49-07-66-40,0301-005-001,G. MILK/MILK PRODUCTS,0
49-07-66-40,0301-005-001,H. FATS/OIL,0
49-07-66-40,0301-005-001,I. SUGAR/SUGAR PRODUCTS/HONEY,0
49-07-66-40,0301-005-001,J. SPICES/CONDIMENTS,5
30-98-65-42,0302-001-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
30-98-65-42,0302-001-001,"B. ROOTS, TUBERS, AND PLANTAINS",0
30-98-65-42,0302-001-001,C. NUTS AND PULSES,7
30-98-65-42,0302-001-001,D. VEGETABLES,7
30-98-65-42,0302-001-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",0
30-98-65-42,0302-001-001,F. FRUITS,0
30-98-65-42,0302-001-001,G. MILK/MILK PRODUCTS,0
30-98-65-42,0302-001-001,H. FATS/OIL,7
30-98-65-42,0302-001-001,I. SUGAR/SUGAR PRODUCTS/HONEY,0
30-98-65-42,0302-001-001,J. SPICES/CONDIMENTS,7
66-47-83-10,0303-001-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
66-47-83-10,0303-001-001,"B. ROOTS, TUBERS, AND PLANTAINS",7
66-47-83-10,0303-001-001,C. NUTS AND PULSES,5
66-47-83-10,0303-001-001,D. VEGETABLES,7
66-47-83-10,0303-001-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",0
66-47-83-10,0303-001-001,F. FRUITS,0
66-47-83-10,0303-001-001,G. MILK/MILK PRODUCTS,0
66-47-83-10,0303-001-001,H. FATS/OIL,0
66-47-83-10,0303-001-001,I. SUGAR/SUGAR PRODUCTS/HONEY,0
66-47-83-10,0303-001-001,J. SPICES/CONDIMENTS,7
62-07-81-83,0304-001-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
62-07-81-83,0304-001-001,"B. ROOTS, TUBERS, AND PLANTAINS",0
62-07-81-83,0304-001-001,C. NUTS AND PULSES,0
62-07-81-83,0304-001-001,D. VEGETABLES,7
62-07-81-83,0304-001-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",0
62-07-81-83,0304-001-001,F. FRUITS,0
62-07-81-83,0304-001-001,G. MILK/MILK PRODUCTS,0
62-07-81-83,0304-001-001,H. FATS/OIL,7
62-07-81-83,0304-001-001,I. SUGAR/SUGAR PRODUCTS/HONEY,0
62-07-81-83,0304-001-001,J. SPICES/CONDIMENTS,7
32-14-67-22,0305-001-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
32-14-67-22,0305-001-001,"B. ROOTS, TUBERS, AND PLANTAINS",4
32-14-67-22,0305-001-001,C. NUTS AND PULSES,4
32-14-67-22,0305-001-001,D. VEGETABLES,7
32-14-67-22,0305-001-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",3
32-14-67-22,0305-001-001,F. FRUITS,0
32-14-67-22,0305-001-001,G. MILK/MILK PRODUCTS,0
32-14-67-22,0305-001-001,H. FATS/OIL,7
32-14-67-22,0305-001-001,I. SUGAR/SUGAR PRODUCTS/HONEY,7
32-14-67-22,0305-001-001,J. SPICES/CONDIMENTS,7
69-04-27-82,0306-001-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
69-04-27-82,0306-001-001,"B. ROOTS, TUBERS, AND PLANTAINS",2
69-04-27-82,0306-001-001,C. NUTS AND PULSES,1
69-04-27-82,0306-001-001,D. VEGETABLES,7
69-04-27-82,0306-001-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",4
69-04-27-82,0306-001-001,F. FRUITS,2
69-04-27-82,0306-001-001,G. MILK/MILK PRODUCTS,0
69-04-27-82,0306-001-001,H. FATS/OIL,7
69-04-27-82,0306-001-001,I. SUGAR/SUGAR PRODUCTS/HONEY,7
69-04-27-82,0306-001-001,J. SPICES/CONDIMENTS,7
80-51-24-60,0307-001-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
80-51-24-60,0307-001-001,"B. ROOTS, TUBERS, AND PLANTAINS",2
80-51-24-60,0307-001-001,C. NUTS AND PULSES,6
80-51-24-60,0307-001-001,D. VEGETABLES,7
80-51-24-60,0307-001-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",4
80-51-24-60,0307-001-001,F. FRUITS,0
80-51-24-60,0307-001-001,G. MILK/MILK PRODUCTS,0
80-51-24-60,0307-001-001,H. FATS/OIL,7
80-51-24-60,0307-001-001,I. SUGAR/SUGAR PRODUCTS/HONEY,7
80-51-24-60,0307-001-001,J. SPICES/CONDIMENTS,7
03-60-63-99,0308-001-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
03-60-63-99,0308-001-001,"B. ROOTS, TUBERS, AND PLANTAINS",2
03-60-63-99,0308-001-001,C. NUTS AND PULSES,4
03-60-63-99,0308-001-001,D. VEGETABLES,4
03-60-63-99,0308-001-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",3
03-60-63-99,0308-001-001,F. FRUITS,0
03-60-63-99,0308-001-001,G. MILK/MILK PRODUCTS,7
03-60-63-99,0308-001-001,H. FATS/OIL,7
03-60-63-99,0308-001-001,I. SUGAR/SUGAR PRODUCTS/HONEY,7
03-60-63-99,0308-001-001,J. SPICES/CONDIMENTS,7
32-19-64-20,0309-001-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
32-19-64-20,0309-001-001,"B. ROOTS, TUBERS, AND PLANTAINS",0
32-19-64-20,0309-001-001,C. NUTS AND PULSES,4
32-19-64-20,0309-001-001,D. VEGETABLES,7
32-19-64-20,0309-001-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",3
32-19-64-20,0309-001-001,F. FRUITS,0
32-19-64-20,0309-001-001,G. MILK/MILK PRODUCTS,0
32-19-64-20,0309-001-001,H. FATS/OIL,7
32-19-64-20,0309-001-001,I. SUGAR/SUGAR PRODUCTS/HONEY,7
32-19-64-20,0309-001-001,J. SPICES/CONDIMENTS,7
40-17-36-05,0310-001-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
40-17-36-05,0310-001-001,"B. ROOTS, TUBERS, AND PLANTAINS",2
40-17-36-05,0310-001-001,C. NUTS AND PULSES,0
40-17-36-05,0310-001-001,D. VEGETABLES,0
40-17-36-05,0310-001-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",0
40-17-36-05,0310-001-001,F. FRUITS,0
40-17-36-05,0310-001-001,G. MILK/MILK PRODUCTS,0
40-17-36-05,0310-001-001,H. FATS/OIL,7
40-17-36-05,0310-001-001,I. SUGAR/SUGAR PRODUCTS/HONEY,0
40-17-36-05,0310-001-001,J. SPICES/CONDIMENTS,7
55-61-56-57,0311-002-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
55-61-56-57,0311-002-001,"B. ROOTS, TUBERS, AND PLANTAINS",7
55-61-56-57,0311-002-001,C. NUTS AND PULSES,0
55-61-56-57,0311-002-001,D. VEGETABLES,7
55-61-56-57,0311-002-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",7
55-61-56-57,0311-002-001,F. FRUITS,7
55-61-56-57,0311-002-001,G. MILK/MILK PRODUCTS,0
55-61-56-57,0311-002-001,H. FATS/OIL,7
55-61-56-57,0311-002-001,I. SUGAR/SUGAR PRODUCTS/HONEY,7
55-61-56-57,0311-002-001,J. SPICES/CONDIMENTS,7
98-25-23-09,0312-001-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
98-25-23-09,0312-001-001,"B. ROOTS, TUBERS, AND PLANTAINS",1
98-25-23-09,0312-001-001,C. NUTS AND PULSES,5
98-25-23-09,0312-001-001,D. VEGETABLES,4
98-25-23-09,0312-001-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",2
98-25-23-09,0312-001-001,F. FRUITS,1
98-25-23-09,0312-001-001,G. MILK/MILK PRODUCTS,0
98-25-23-09,0312-001-001,H. FATS/OIL,7
98-25-23-09,0312-001-001,I. SUGAR/SUGAR PRODUCTS/HONEY,7
98-25-23-09,0312-001-001,J. SPICES/CONDIMENTS,7
61-31-47-40,0312-002-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
61-31-47-40,0312-002-001,"B. ROOTS, TUBERS, AND PLANTAINS",2
61-31-47-40,0312-002-001,C. NUTS AND PULSES,0
61-31-47-40,0312-002-001,D. VEGETABLES,7
61-31-47-40,0312-002-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",0
61-31-47-40,0312-002-001,F. FRUITS,0
61-31-47-40,0312-002-001,G. MILK/MILK PRODUCTS,0
61-31-47-40,0312-002-001,H. FATS/OIL,7
61-31-47-40,0312-002-001,I. SUGAR/SUGAR PRODUCTS/HONEY,0
61-31-47-40,0312-002-001,J. SPICES/CONDIMENTS,7
22-19-05-49,0313-001-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
22-19-05-49,0313-001-001,"B. ROOTS, TUBERS, AND PLANTAINS",4
22-19-05-49,0313-001-001,C. NUTS AND PULSES,2
22-19-05-49,0313-001-001,D. VEGETABLES,7
22-19-05-49,0313-001-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",4
22-19-05-49,0313-001-001,F. FRUITS,3
22-19-05-49,0313-001-001,G. MILK/MILK PRODUCTS,0
22-19-05-49,0313-001-001,H. FATS/OIL,7
22-19-05-49,0313-001-001,I. SUGAR/SUGAR PRODUCTS/HONEY,7
22-19-05-49,0313-001-001,J. SPICES/CONDIMENTS,7
61-15-16-96,0314-001-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
61-15-16-96,0314-001-001,"B. ROOTS, TUBERS, AND PLANTAINS",3
61-15-16-96,0314-001-001,C. NUTS AND PULSES,4
61-15-16-96,0314-001-001,D. VEGETABLES,7
61-15-16-96,0314-001-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",0
61-15-16-96,0314-001-001,F. FRUITS,2
61-15-16-96,0314-001-001,G. MILK/MILK PRODUCTS,0
61-15-16-96,0314-001-001,H. FATS/OIL,7
61-15-16-96,0314-001-001,I. SUGAR/SUGAR PRODUCTS/HONEY,7
61-15-16-96,0314-001-001,J. SPICES/CONDIMENTS,7
66-32-50-84,0314-001-005,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
66-32-50-84,0314-001-005,"B. ROOTS, TUBERS, AND PLANTAINS",2
66-32-50-84,0314-001-005,C. NUTS AND PULSES,2
66-32-50-84,0314-001-005,D. VEGETABLES,7
66-32-50-84,0314-001-005,"E. MEAT, FISH AND ANIMAL PRODUCTS",4
66-32-50-84,0314-001-005,F. FRUITS,1
66-32-50-84,0314-001-005,G. MILK/MILK PRODUCTS,0
66-32-50-84,0314-001-005,H. FATS/OIL,7
66-32-50-84,0314-001-005,I. SUGAR/SUGAR PRODUCTS/HONEY,7
66-32-50-84,0314-001-005,J. SPICES/CONDIMENTS,7
53-55-68-22,0315-001-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
53-55-68-22,0315-001-001,"B. ROOTS, TUBERS, AND PLANTAINS",3
53-55-68-22,0315-001-001,C. NUTS AND PULSES,0
53-55-68-22,0315-001-001,D. VEGETABLES,5
53-55-68-22,0315-001-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",7
53-55-68-22,0315-001-001,F. FRUITS,0
53-55-68-22,0315-001-001,G. MILK/MILK PRODUCTS,0
53-55-68-22,0315-001-001,H. FATS/OIL,7
53-55-68-22,0315-001-001,I. SUGAR/SUGAR PRODUCTS/HONEY,7
53-55-68-22,0315-001-001,J. SPICES/CONDIMENTS,7
21-83-46-82,0315-001-003,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",0
21-83-46-82,0315-001-003,"B. ROOTS, TUBERS, AND PLANTAINS",0
21-83-46-82,0315-001-003,C. NUTS AND PULSES,0
21-83-46-82,0315-001-003,D. VEGETABLES,0
21-83-46-82,0315-001-003,"E. MEAT, FISH AND ANIMAL PRODUCTS",0
21-83-46-82,0315-001-003,F. FRUITS,0
21-83-46-82,0315-001-003,G. MILK/MILK PRODUCTS,0
21-83-46-82,0315-001-003,H. FATS/OIL,0
21-83-46-82,0315-001-003,I. SUGAR/SUGAR PRODUCTS/HONEY,0
21-83-46-82,0315-001-003,J. SPICES/CONDIMENTS,0
19-01-66-04,0315-001-006,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
19-01-66-04,0315-001-006,"B. ROOTS, TUBERS, AND PLANTAINS",0
19-01-66-04,0315-001-006,C. NUTS AND PULSES,0
19-01-66-04,0315-001-006,D. VEGETABLES,7
19-01-66-04,0315-001-006,"E. MEAT, FISH AND ANIMAL PRODUCTS",6
19-01-66-04,0315-001-006,F. FRUITS,0
19-01-66-04,0315-001-006,G. MILK/MILK PRODUCTS,0
19-01-66-04,0315-001-006,H. FATS/OIL,5
19-01-66-04,0315-001-006,I. SUGAR/SUGAR PRODUCTS/HONEY,7
19-01-66-04,0315-001-006,J. SPICES/CONDIMENTS,7
33-84-24-00,0316-001-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
33-84-24-00,0316-001-001,"B. ROOTS, TUBERS, AND PLANTAINS",0
33-84-24-00,0316-001-001,C. NUTS AND PULSES,7
33-84-24-00,0316-001-001,D. VEGETABLES,3
33-84-24-00,0316-001-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",3
33-84-24-00,0316-001-001,F. FRUITS,0
33-84-24-00,0316-001-001,G. MILK/MILK PRODUCTS,0
33-84-24-00,0316-001-001,H. FATS/OIL,0
33-84-24-00,0316-001-001,I. SUGAR/SUGAR PRODUCTS/HONEY,7
33-84-24-00,0316-001-001,J. SPICES/CONDIMENTS,7
93-08-92-21,0317-002-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
93-08-92-21,0317-002-001,"B. ROOTS, TUBERS, AND PLANTAINS",0
93-08-92-21,0317-002-001,C. NUTS AND PULSES,3
93-08-92-21,0317-002-001,D. VEGETABLES,7
93-08-92-21,0317-002-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",7
93-08-92-21,0317-002-001,F. FRUITS,0
93-08-92-21,0317-002-001,G. MILK/MILK PRODUCTS,0
93-08-92-21,0317-002-001,H. FATS/OIL,1
93-08-92-21,0317-002-001,I. SUGAR/SUGAR PRODUCTS/HONEY,0
93-08-92-21,0317-002-001,J. SPICES/CONDIMENTS,7
90-09-81-16,0318-001-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
90-09-81-16,0318-001-001,"B. ROOTS, TUBERS, AND PLANTAINS",2
90-09-81-16,0318-001-001,C. NUTS AND PULSES,2
90-09-81-16,0318-001-001,D. VEGETABLES,7
90-09-81-16,0318-001-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",5
90-09-81-16,0318-001-001,F. FRUITS,3
90-09-81-16,0318-001-001,G. MILK/MILK PRODUCTS,0
90-09-81-16,0318-001-001,H. FATS/OIL,7
90-09-81-16,0318-001-001,I. SUGAR/SUGAR PRODUCTS/HONEY,7
90-09-81-16,0318-001-001,J. SPICES/CONDIMENTS,7
79-96-60-97,0319-001-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
79-96-60-97,0319-001-001,"B. ROOTS, TUBERS, AND PLANTAINS",1
79-96-60-97,0319-001-001,C. NUTS AND PULSES,3
79-96-60-97,0319-001-001,D. VEGETABLES,3
79-96-60-97,0319-001-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",1
79-96-60-97,0319-001-001,F. FRUITS,5
79-96-60-97,0319-001-001,G. MILK/MILK PRODUCTS,0
79-96-60-97,0319-001-001,H. FATS/OIL,7
79-96-60-97,0319-001-001,I. SUGAR/SUGAR PRODUCTS/HONEY,7
79-96-60-97,0319-001-001,J. SPICES/CONDIMENTS,7
70-01-42-10,0319-002-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",1
70-01-42-10,0319-002-001,"B. ROOTS, TUBERS, AND PLANTAINS",7
70-01-42-10,0319-002-001,C. NUTS AND PULSES,0
70-01-42-10,0319-002-001,D. VEGETABLES,7
70-01-42-10,0319-002-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",0
70-01-42-10,0319-002-001,F. FRUITS,0
70-01-42-10,0319-002-001,G. MILK/MILK PRODUCTS,0
70-01-42-10,0319-002-001,H. FATS/OIL,7
70-01-42-10,0319-002-001,I. SUGAR/SUGAR PRODUCTS/HONEY,2
70-01-42-10,0319-002-001,J. SPICES/CONDIMENTS,7
50-35-86-27,0320-001-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
50-35-86-27,0320-001-001,"B. ROOTS, TUBERS, AND PLANTAINS",0
50-35-86-27,0320-001-001,C. NUTS AND PULSES,5
50-35-86-27,0320-001-001,D. VEGETABLES,7
50-35-86-27,0320-001-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",5
50-35-86-27,0320-001-001,F. FRUITS,7
50-35-86-27,0320-001-001,G. MILK/MILK PRODUCTS,0
50-35-86-27,0320-001-001,H. FATS/OIL,3
50-35-86-27,0320-001-001,I. SUGAR/SUGAR PRODUCTS/HONEY,5
50-35-86-27,0320-001-001,J. SPICES/CONDIMENTS,7
87-02-55-58,0321-001-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
87-02-55-58,0321-001-001,"B. ROOTS, TUBERS, AND PLANTAINS",7
87-02-55-58,0321-001-001,C. NUTS AND PULSES,7
87-02-55-58,0321-001-001,D. VEGETABLES,7
87-02-55-58,0321-001-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",2
87-02-55-58,0321-001-001,F. FRUITS,7
87-02-55-58,0321-001-001,G. MILK/MILK PRODUCTS,0
87-02-55-58,0321-001-001,H. FATS/OIL,0
87-02-55-58,0321-001-001,I. SUGAR/SUGAR PRODUCTS/HONEY,4
87-02-55-58,0321-001-001,J. SPICES/CONDIMENTS,7
72-26-60-34,0322-001-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
72-26-60-34,0322-001-001,"B. ROOTS, TUBERS, AND PLANTAINS",4
72-26-60-34,0322-001-001,C. NUTS AND PULSES,1
72-26-60-34,0322-001-001,D. VEGETABLES,2
72-26-60-34,0322-001-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",3
72-26-60-34,0322-001-001,F. FRUITS,5
72-26-60-34,0322-001-001,G. MILK/MILK PRODUCTS,0
72-26-60-34,0322-001-001,H. FATS/OIL,7
72-26-60-34,0322-001-001,I. SUGAR/SUGAR PRODUCTS/HONEY,7
72-26-60-34,0322-001-001,J. SPICES/CONDIMENTS,7
18-58-75-31,0322-006-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
18-58-75-31,0322-006-001,"B. ROOTS, TUBERS, AND PLANTAINS",0
18-58-75-31,0322-006-001,C. NUTS AND PULSES,3
18-58-75-31,0322-006-001,D. VEGETABLES,5
18-58-75-31,0322-006-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",4
18-58-75-31,0322-006-001,F. FRUITS,4
18-58-75-31,0322-006-001,G. MILK/MILK PRODUCTS,0
18-58-75-31,0322-006-001,H. FATS/OIL,0
18-58-75-31,0322-006-001,I. SUGAR/SUGAR PRODUCTS/HONEY,7
18-58-75-31,0322-006-001,J. SPICES/CONDIMENTS,7
65-67-16-12,0323-001-001,"A. CEREALS, GRAINS AND CEREAL PRODUCTS",7
65-67-16-12,0323-001-001,"B. ROOTS, TUBERS, AND PLANTAINS",4
65-67-16-12,0323-001-001,C. NUTS AND PULSES,2
65-67-16-12,0323-001-001,D. VEGETABLES,7
65-67-16-12,0323-001-001,"E. MEAT, FISH AND ANIMAL PRODUCTS",4
65-67-16-12,0323-001-001,F. FRUITS,4
65-67-16-12,0323-001-001,G. MILK/MILK PRODUCTS,0
65-67-16-12,0323-001-001,H. FATS/OIL,7
