interview__key,sdd_hhid,sdd_indid,hh_c01,hh_c01_1,hh_c01_2,hh_c02,hh_c03,hh_c03_1,hh_c04,hh_c05,hh_c05a,hh_c06,hh_c07,hh_c08,hh_c09,hh_c10,hh_c11,hh_c12,hh_c13,hh_c14,hh_c15,hh_c16,hh_c17,hh_c18,hh_c19,hh_c20_1,hh_c20_2,hh_c21_1,hh_c21_2,hh_c22,hh_c23,hh_c24,hh_c25,hh_c26,hh_c27,hh_c28_0,hh_c28_1,hh_c28_2,hh_c28_3,hh_c28_4,hh_c28_5,hh_c28_6,hh_c28_7,hh_c28_8,hh_c29,hh_c30,hh_c01_3
80-82-58-54,0214-001-001,5,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80-82-58-54,0214-001-001,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47-56-60-71,0215-001-001,1,YES,YES,,KISWAHILI,YES,,7,NO,LACK OF MONEY,NO,D7,1988,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
47-56-60-71,0215-001-001,2,YES,YES,,KISWAHILI,YES,,8,NO,LACK OF MONEY,NO,D7,2003,,,NO,,,,,,,,,,,,,YES,PASS,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
47-56-60-71,0215-001-001,3,YES,NO,2,KISWAHILI,YES,,6,YES,,,,,D3,D2,YES,LOCAL GOVERNMENT,NO,ON FOOT,30,NO,NO,,ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,NONE,NONE,NO PROBLEMS (SATISFIED),,NO,,,,,,TOTAL,,,,,,,,30000,NEVER ATTENDED,,
47-56-60-71,0215-001-001,4,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47-56-60-71,0215-001-001,5,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-96-13-63,0216-001-001,1,YES,YES,,KISWAHILI & ENGLISH,YES,,7,NO,HAD ENOUGH/COMPLETED SCHOOLING,NO,D4,1985,,,NO,,,,,,,,,,,,,YES,PASS,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
43-96-13-63,0216-001-001,2,YES,YES,,KISWAHILI & ENGLISH,YES,,7,NO,EDUCAITON NOT USEFUL,NO,'O'+COURSE,1993,,,NO,,,,,,,,,,,,,YES,PASS,"YES, FORM 4",1993,NOT FOUND,DIVISION 4,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
43-96-13-63,0216-001-001,3,YES,YES,,KISWAHILI & ENGLISH,YES,,6,YES,,,,,F4,F3,YES,LOCAL GOVERNMENT,NO,BY PUBLIC VEHICLE/MINIBUS,60,NO,NO,,"ALL BORROWED FROM SCHOOL, SOME/ALL CAN TAKE HOME",5,40,NO PROBLEMS (SATISFIED),,YES,PASS,,,,,TOTAL,,,,,,,,250000,NEVER ATTENDED,,PEKE YAKE
43-96-13-63,0216-001-001,4,YES,NO,2,KISWAHILI & ENGLISH,YES,,6,YES,,,,,F2,F1,YES,RELIGIOUS,YES,,,NO,NO,,"ALL BORROWED FROM SCHOOL, SOME/ALL CAN TAKE HOME",NONE,NONE,NO PROBLEMS (SATISFIED),,YES,PASS,,,,,BREAKDOWN,2700000,350000,45000,80000,350000,NONE,NONE,,NEVER ATTENDED,,
43-96-13-63,0216-001-001,5,YES,NO,2,KISWAHILI,YES,,6,YES,,,,,D1,PP,YES,LOCAL GOVERNMENT,NO,ON FOOT,10,NO,NO,,ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,NONE,NONE,NO PROBLEMS (SATISFIED),,NO,,,,,,TOTAL,,,,,,,,120000,NEVER ATTENDED,,
11-90-11-27,0216-006-001,1,YES,YES,,KISWAHILI & ENGLISH,YES,,7,NO,HAD ENOUGH/COMPLETED SCHOOLING,NO,PREFORM 1,2008,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
11-90-11-27,0216-006-001,4,YES,YES,,KISWAHILI,YES,,7,NO,HAD ENOUGH/COMPLETED SCHOOLING,NO,D7,2010,,,NO,,,,,,,,,,,,,YES,PASS,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
06-94-34-79,0217-001-001,1,YES,YES,,KISWAHILI,YES,,7,NO,LACK OF MONEY,NO,D7,2005,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
02-85-44-36,0217-002-001,1,YES,NO,2,KISWAHILI & ENGLISH,YES,,8,NO,JOB/WORK,NO,'O'+COURSE,DON'T KNOW,,,NO,,,,,,,,,,,,,YES,PASS,"YES, FORM 4",DON'T KNOW,NOT FOUND,DIVISION 4,,,,,,,,,,NEVER ATTENDED,,
02-85-44-36,0217-002-001,2,YES,YES,,KISWAHILI,YES,,8,NO,LACK OF MONEY,NO,D7,1990,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
02-85-44-36,0217-002-001,3,YES,NO,2,KISWAHILI & ENGLISH,YES,,7,YES,,,,,F4,F3,YES,RELIGIOUS,YES,,,NO,NO,,ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,21,NONE,INADEQUATE BOOKS/TOOLS,,YES,PASS,,,,,TOTAL,,,,,,,,1800000,NEVER ATTENDED,,
02-85-44-36,0217-002-001,4,YES,NO,2,KISWAHILI,YES,,7,YES,,,,,F1,D7,YES,LOCAL GOVERNMENT,NO,BY BIKE,15,NO,NO,,"ALL BORROWED FROM SCHOOL, SOME/ALL CAN TAKE HOME",24,NONE,INADEQUATE BOOKS/TOOLS,,YES,PASS,,,,,TOTAL,,,,,,,,100000,NEVER ATTENDED,,
02-85-44-36,0217-002-001,5,YES,NO,2,KISWAHILI,YES,,6,YES,,,,,PP,NOT YET STARTED,YES,RELIGIOUS,NO,BY PUBLIC VEHICLE/MINIBUS,15,NO,NO,,NO TEXTBOOKS USED,6,NONE,INADEQUATE BOOKS/TOOLS,,NO,,,,,,TOTAL,,,,,,,,600000,NEVER ATTENDED,,
58-92-13-43,0218-001-001,1,YES,YES,,KISWAHILI & ENGLISH,YES,,7,NO,DOMESTIC OBLIGATION,NO,D7,1976,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
58-92-13-43,0218-001-001,2,YES,YES,,KISWAHILI & ENGLISH,YES,,8,NO,JOB/WORK,NO,'O'+COURSE,1990,,,NO,,,,,,,,,,,,,YES,FAIL,"YES, FORM 4",1986,"YES, IT WAS SHOWN",DIVISION 4,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
60-79-06-82,0218-001-002,1,YES,YES,,KISWAHILI & ENGLISH,YES,,7,NO,HAD ENOUGH/COMPLETED SCHOOLING,NO,U3,2014,,,NO,,,,,,,,,,,,,YES,PASS,"YES, FORM 6",2011,NOT FOUND,DIVISION 2,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
60-79-06-82,0218-001-002,2,YES,YES,,KISWAHILI & ENGLISH,YES,,7,NO,HAD ENOUGH/COMPLETED SCHOOLING,NO,U3,2014,,,NO,,,,,,,,,,,,,YES,FAIL,"YES, FORM 6",2011,NOT FOUND,DIVISION 3,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
43-30-23-38,0218-001-003,3,YES,YES,,KISWAHILI & ENGLISH,YES,,7,NO,LACK OF MONEY,NO,F4,2011,,,NO,,,,,,,,,,,,,YES,PASS,"YES, FORM 4",2011,NOT FOUND,DIVISION 4,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
43-30-23-38,0218-001-003,4,YES,YES,,KISWAHILI,YES,,7,NO,LACK OF MONEY,NO,D7,2003,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
43-30-23-38,0218-001-003,6,YES,YES,,KISWAHILI & ENGLISH,YES,,7,NO,LACK OF MONEY,NO,F4,2011,,,NO,,,,,,,,,,,,,YES,PASS,"YES, FORM 4",2011,NOT FOUND,DON'T KNOW,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
43-30-23-38,0218-001-003,7,YES,NO,4,KISWAHILI,YES,,5,YES,,,,,D1,PP,YES,LOCAL GOVERNMENT,NO,ON FOOT,25,NO,NO,,ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,NONE,NONE,NO PROBLEMS (SATISFIED),,NO,,,,,,TOTAL,,,,,,,,30000,NEVER ATTENDED,,
06-92-75-91,0218-001-005,1,YES,YES,,KISWAHILI & ENGLISH,YES,,5,NO,EDUCAITON NOT USEFUL,NO,'A'+COURSE,2012,,,NO,,,,,,,,,,,,,YES,FAIL,"YES, FORM 6",2008,"YES, IT WAS SHOWN",DIVISION 3,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
06-92-75-91,0218-001-005,2,YES,NO,1,KISWAHILI & ENGLISH,YES,,8,NO,EDUCAITON NOT USEFUL,NO,U3,2013,,,NO,,,,,,,,,,,,,YES,PASS,"YES, FORM 6",2010,"YES, IT WAS SHOWN",DIVISION 2,,,,,,,,,,NEVER ATTENDED,,
06-92-75-91,0218-001-005,3,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-92-75-91,0218-001-005,4,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98-66-63-47,0219-001-001,1,YES,YES,,KISWAHILI,YES,,10,NO,JOB/WORK,NO,D7,1992,,,NO,,,,,,,,,,,,,YES,PASS,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
98-66-63-47,0219-001-001,2,YES,NO,1,KISWAHILI,YES,,7,NO,LACK OF MONEY,NO,F4,2016,,,NO,,,,,,,,,,,,,YES,PASS,"YES, FORM 4",2016,"YES, IT WAS SHOWN",DIVISION 4,,,,,,,,,,NEVER ATTENDED,,
98-66-63-47,0219-001-001,3,YES,NO,1,KISWAHILI,YES,,5,YES,,,,,D6,D5,YES,LOCAL GOVERNMENT,NO,BY PUBLIC VEHICLE/MINIBUS,30,NO,NO,,"ALL BORROWED FROM SCHOOL, SOME/ALL CAN TAKE HOME",15,NONE,OVERCROWDED CLASSROOMS,,NO,,,,,,BREAKDOWN,NONE,25000,30000,88000,120000,NONE,NONE,,NEVER ATTENDED,,
98-66-63-47,0219-001-001,4,YES,NO,1,KISWAHILI,YES,,6,YES,,,,,D6,D5,YES,LOCAL GOVERNMENT,NO,BY PUBLIC VEHICLE/MINIBUS,30,NO,NO,,"ALL BORROWED FROM SCHOOL, SOME/ALL CAN TAKE HOME",15,NONE,OVERCROWDED CLASSROOMS,,NO,,,,,,BREAKDOWN,NONE,20000,35000,88000,120000,NONE,NONE,,NEVER ATTENDED,,
98-66-63-47,0219-001-001,5,YES,YES,,KISWAHILI,YES,,10,NO,TOO OLD TO ATTEND,NO,D7,1967,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,KCM (MUKEJA),6,UWEPO WA WANAWAKE
32-61-13-34,0219-005-001,1,YES,YES,,KISWAHILI & ENGLISH,YES,,7,NO,JOB/WORK,NO,'O'+COURSE,2006,,,NO,,,,,,,,,,,,,YES,FAIL,"YES, FORM 4",1994,NOT FOUND,FAIL,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
32-61-13-34,0219-005-001,2,YES,YES,,KISWAHILI,YES,,6,NO,DOMESTIC OBLIGATION,NO,D7,2007,,,NO,,,,,,,,,,,,,YES,PASS,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
32-61-13-34,0219-005-001,3,YES,NO,2,NO,YES,,5,YES,,,,,PP,PP,YES,LOCAL GOVERNMENT,NO,ON FOOT,30,NO,NO,,ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,NONE,NONE,NO PROBLEMS (SATISFIED),,NO,,,,,,BREAKDOWN,NONE,4500,55000,NONE,NONE,NONE,240000,,NEVER ATTENDED,,
32-61-13-34,0219-005-001,4,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97-60-22-72,0220-001-001,1,YES,YES,,KISWAHILI,YES,,8,NO,DOMESTIC OBLIGATION,NO,D7,1981,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
97-60-22-72,0220-001-001,2,YES,YES,,KISWAHILI,YES,,7,NO,MARITAL OBLIGATION,NO,D7,1985,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
97-60-22-72,0220-001-001,4,YES,YES,,KISWAHILI & ENGLISH,YES,,8,YES,,,,,F2,F1,YES,LOCAL GOVERNMENT,NO,ON FOOT,15,NO,YES,SCHOOL CLOSED (IN BREAK),ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,NONE,NONE,NO PROBLEMS (SATISFIED),,YES,PASS,,,,,TOTAL,,,,,,,,55000,NEVER ATTENDED,,PEKE YAKE
97-60-22-72,0220-001-001,5,YES,NO,1,KISWAHILI,YES,,7,YES,,,,,D7,D6,YES,LOCAL GOVERNMENT,NO,ON FOOT,10,NO,YES,SCHOOL CLOSED (IN BREAK),ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,12,NONE,OVERCROWDED CLASSROOMS,,NO,,,,,,TOTAL,,,,,,,,45000,NEVER ATTENDED,,
97-60-22-72,0220-001-001,9,YES,NO,1,KISWAHILI,YES,,7,YES,,,,,D1,PP,YES,LOCAL GOVERNMENT,NO,ON FOOT,10,NO,YES,SCHOOL CLOSED (IN BREAK),ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,NONE,NONE,INADEQUATE BOOKS/TOOLS,OVERCROWDED CLASSROOMS,NO,,,,,,TOTAL,,,,,,,,35000,NEVER ATTENDED,,
00-92-63-48,0220-001-003,1,YES,YES,,KISWAHILI,YES,,8,NO,JOB/WORK,NO,PREFORM 1,2003,,,NO,,,,,,,,,,,,,YES,PASS,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
00-92-63-48,0220-001-003,2,YES,YES,,KISWAHILI & ENGLISH,YES,,7,NO,OTHER (SPECIFY),YES,,,,F4,NO,,,,,,,,,,,,,YES,PASS,,,,,TOTAL,,,,,,,,85000,NEVER ATTENDED,,PEKE YAKE
14-53-90-07,0220-001-006,1,YES,YES,,KISWAHILI,YES,,7,NO,DOMESTIC OBLIGATION,NO,F2,1996,,,NO,,,,,,,,,,,,,YES,PASS,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
14-53-90-07,0220-001-006,2,YES,YES,,KISWAHILI & ENGLISH,YES,,7,NO,DOMESTIC OBLIGATION,NO,F4,2013,,,NO,,,,,,,,,,,,,YES,PASS,"YES, FORM 4",2013,NOT FOUND,DIVISION 4,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
14-53-90-07,0220-001-006,3,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-53-90-07,0220-001-006,4,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73-82-11-64,0220-001-007,1,YES,YES,,KISWAHILI,YES,,10,NO,JOB/WORK,NO,PREFORM 1,1989,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
73-82-11-64,0220-001-007,2,YES,YES,,NO,NO,LACK OF MONEY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
73-82-11-64,0220-001-007,3,YES,NO,2,NO,YES,,5,YES,,,,,PP,PP,YES,PRIVATE ORG,NO,ON FOOT,10,NO,NO,,ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,NONE,NONE,NO PROBLEMS (SATISFIED),,NO,,,,,,TOTAL,,,,,,,,265000,NEVER ATTENDED,,
73-82-11-64,0220-001-007,4,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73-82-11-64,0220-001-007,5,YES,YES,,KISWAHILI,YES,,8,NO,LACK OF MONEY,NO,D7,2017,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
75-78-20-22,0220-001-008,1,YES,YES,,KISWAHILI,YES,,9,NO,LACK OF MONEY,NO,D7,2002,,,NO,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
93-34-26-43,0221-001-001,1,YES,YES,,KISWAHILI,YES,,10,NO,LACK OF MONEY,NO,D7,1999,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
93-34-26-43,0221-001-001,2,YES,NO,1,KISWAHILI,YES,,7,NO,LACK OF MONEY,NO,D7,2002,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,
93-34-26-43,0221-001-001,3,YES,NO,1,KISWAHILI,YES,,6,YES,,,,,D2,D1,YES,LOCAL GOVERNMENT,NO,ON FOOT,30,NO,YES,SCHOOL CLOSED (IN BREAK),NO TEXTBOOKS USED,NONE,NONE,NO PROBLEMS (SATISFIED),,NO,,,,,,BREAKDOWN,NONE,1700,11000,NONE,NONE,NONE,NONE,,NEVER ATTENDED,,
77-56-32-86,0222-001-001,1,YES,YES,,KISWAHILI,YES,,7,NO,TOO OLD TO ATTEND,NO,D7,1968,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
77-56-32-86,0222-001-001,2,YES,YES,,KISWAHILI,YES,,7,NO,LACK OF MONEY,NO,F3,1988,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
77-56-32-86,0222-001-001,3,YES,YES,,KISWAHILI,YES,,8,NO,LACK OF MONEY,NO,D7,2001,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
77-56-32-86,0222-001-001,4,YES,NO,1,KISWAHILI,YES,,7,NO,LACK OF MONEY,NO,D7,2001,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,
77-56-32-86,0222-001-001,5,YES,NO,1,KISWAHILI & ENGLISH,YES,,6,YES,,,,,F6,F5,YES,PRIVATE ORG,YES,,,NO,NO,,ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,NONE,NONE,TOO EXPENSIVE,,YES,PASS,,,,,TOTAL,,,,,,,,1000000,NEVER ATTENDED,,
77-56-32-86,0222-001-001,6,YES,YES,,KISWAHILI & ENGLISH,YES,,6,NO,LACK OF MONEY,NO,F4,2010,,,NO,,,,,,,,,,,,,YES,PASS,"YES, FORM 4",2010,NOT FOUND,DIVISION 4,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
77-56-32-86,0222-001-001,7,YES,YES,,KISWAHILI & ENGLISH,YES,,6,YES,,,,,U1,'A'+COURSE,YES,CENTRAL GOVERNMENT,YES,,,NO,NO,,"ALL BORROWED FROM SCHOOL, SOME/ALL CAN TAKE HOME",NONE,NONE,TOO EXPENSIVE,,YES,PASS,,,,,TOTAL,,,,,,,,2300000,NEVER ATTENDED,,PEKE YAKE
77-56-32-86,0222-001-001,8,YES,YES,,KISWAHILI & ENGLISH,YES,,6,NO,LACK OF MONEY,NO,F4,2017,,,NO,,,,,,,,,,,,,YES,FAIL,"YES, FORM 4",2017,NOT FOUND,DIVISION 4,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
67-31-73-27,0223-001-001,1,YES,NO,2,KISWAHILI,YES,,7,NO,HAD ENOUGH/COMPLETED SCHOOLING,NO,D7,DON'T KNOW,,,NO,,,,,,,,,,,,,YES,DON'T KNOW,,,,,,,,,,,,,,NEVER ATTENDED,,
67-31-73-27,0223-001-001,2,YES,YES,,KISWAHILI & ENGLISH,YES,,7,NO,HAD ENOUGH/COMPLETED SCHOOLING,YES,,,,DIPLOMA,NO,,,,,,,,,,,,,YES,PASS,,,,,TOTAL,,,,,,,,NONE,NEVER ATTENDED,,PEKE YAKE
33-67-18-79,0224-001-001,1,YES,YES,,KISWAHILI & ENGLISH,YES,,7,NO,HAD ENOUGH/COMPLETED SCHOOLING,NO,'O'+COURSE,2012,,,NO,,,,,,,,,,,,,YES,FAIL,"YES, FORM 4",2009,"YES, IT WAS SHOWN",DIVISION 4,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
33-67-18-79,0224-001-001,2,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84-84-63-90,0225-001-001,1,YES,YES,,KISWAHILI & ENGLISH,YES,,10,NO,DOMESTIC OBLIGATION,NO,D6,1963,,,NO,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
84-84-63-90,0225-001-001,2,YES,YES,,KISWAHILI,YES,,11,NO,DOMESTIC OBLIGATION,NO,D7,1978,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
72-31-02-65,0225-001-003,1,YES,YES,,KISWAHILI,YES,,6,NO,LACK OF MONEY,NO,D7,1995,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
72-31-02-65,0225-001-003,2,YES,NO,1,KISWAHILI,YES,,10,NO,DOMESTIC OBLIGATION,NO,D7,1997,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,
72-31-02-65,0225-001-003,3,YES,YES,,KISWAHILI & ENGLISH,YES,,6,YES,,,,,F6,F5,YES,PRIVATE ORG,NO,BY PUBLIC VEHICLE/MINIBUS,20,NO,YES,SCHOOL CLOSED (IN BREAK),"ALL BORROWED FROM SCHOOL, SOME/ALL CAN TAKE HOME",5,NONE,TOO EXPENSIVE,,YES,PASS,,,,,BREAKDOWN,700000,16000,26000,120000,NONE,NONE,NONE,,NEVER ATTENDED,,PEKE YAKE
72-31-02-65,0225-001-003,4,YES,YES,,KISWAHILI,YES,,6,YES,,,,,F1,D7,YES,LOCAL GOVERNMENT,NO,BY PUBLIC VEHICLE/MINIBUS,15,NO,NO,,ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,NONE,NONE,NO PROBLEMS (SATISFIED),,YES,PASS,,,,,BREAKDOWN,NONE,3000,15000,NONE,NONE,NONE,NONE,,NEVER ATTENDED,,PEKE YAKE
72-31-02-65,0225-001-003,5,YES,NO,3,KISWAHILI,YES,,6,YES,,,,,D3,D2,YES,LOCAL GOVERNMENT,NO,ON FOOT,15,NO,NO,,ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,NONE,NONE,NO PROBLEMS (SATISFIED),,NO,,,,,,BREAKDOWN,NONE,4000,12000,NONE,NONE,NONE,NONE,,NEVER ATTENDED,,
72-31-02-65,0225-001-003,6,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-92-84-46,0226-001-001,1,YES,YES,,KISWAHILI & ENGLISH,YES,,7,NO,LACK OF MONEY,NO,'O'+COURSE,1993,,,NO,,,,,,,,,,,,,YES,PASS,"YES, FORM 4",1993,"YES, IT WAS SHOWN",DIVISION 3,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
19-92-84-46,0226-001-001,2,YES,YES,,KISWAHILI & ENGLISH,YES,,7,NO,LACK OF MONEY,NO,'O'+COURSE,2000,,,NO,,,,,,,,,,,,,YES,FAIL,"YES, FORM 4",1999,NOT FOUND,DON'T KNOW,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
19-92-84-46,0226-001-001,3,YES,NO,2,KISWAHILI & ENGLISH,YES,,7,YES,,,,,F3,F2,YES,PRIVATE ORG,YES,,,YES,YES,SCHOOL CLOSED (IN BREAK),ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,20,NONE,TOO EXPENSIVE,,YES,PASS,,,,,TOTAL,,,,,,,,1600000,NEVER ATTENDED,,
19-92-84-46,0226-001-001,4,YES,NO,2,KISWAHILI & ENGLISH,YES,,7,YES,,,,,F2,F1,YES,PRIVATE ORG,YES,,,NO,YES,SCHOOL CLOSED (IN BREAK),"ALL BORROWED FROM SCHOOL, SOME/ALL CAN TAKE HOME",14,NONE,INADEQUATE BOOKS/TOOLS,,YES,PASS,,,,,TOTAL,,,,,,,,1600000,NEVER ATTENDED,,
19-92-84-46,0226-001-001,5,YES,NO,2,KISWAHILI,YES,,7,YES,,,,,D1,PP,YES,PRIVATE ORG,NO,BY PUBLIC VEHICLE/MINIBUS,5,YES,YES,SCHOOL CLOSED (IN BREAK),ALL BORROWED FROM SCHOOL BUT CAN'T TAKE HOME,18,NONE,TOO EXPENSIVE,,NO,,,,,,TOTAL,,,,,,,,1600000,NEVER ATTENDED,,
29-59-86-09,0228-001-003,1,YES,YES,,KISWAHILI,YES,,7,NO,LACK OF MONEY,NO,F2,2016,,,NO,,,,,,,,,,,,,YES,PASS,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
29-59-86-09,0228-001-003,2,YES,YES,,KISWAHILI,YES,,8,NO,LACK OF MONEY,NO,F2,2014,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
29-59-86-09,0228-001-003,3,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45-35-51-47,0228-001-004,1,YES,YES,,KISWAHILI,YES,,8,NO,LACK OF MONEY,NO,D7,2009,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
45-35-51-47,0228-001-004,2,YES,YES,,KISWAHILI,YES,,7,NO,LACK OF MONEY,NO,D7,2006,,,NO,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
54-34-22-32,0228-001-005,5,YES,YES,,KISWAHILI & ENGLISH,YES,,7,YES,,,,,F2,F1,YES,LOCAL GOVERNMENT,NO,ON FOOT,30,NO,NO,,SOME OWNED BY HOUSEHOLD,12,30,INADEQUATE BOOKS/TOOLS,OVERCROWDED CLASSROOMS,YES,PASS,,,,,TOTAL,,,,,,,,57000,NEVER ATTENDED,,UWEPO WA WANAWAKE
54-34-22-32,0228-001-005,7,YES,NO,8,KISWAHILI,YES,,7,YES,,,,,D6,D5,YES,LOCAL GOVERNMENT,NO,ON FOOT,10,NO,NO,,NO TEXTBOOKS USED,NONE,NONE,INADEQUATE BOOKS/TOOLS,OVERCROWDED CLASSROOMS,NO,,,,,,TOTAL,,,,,,,,45000,NEVER ATTENDED,,
54-34-22-32,0228-001-005,8,YES,YES,,KISWAHILI,YES,,7,NO,LACK OF MONEY,NO,D7,1995,,,NO,,,,,,,,,,,,,YES,FAIL,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
54-34-22-32,0228-001-005,9,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54-34-22-32,0228-001-005,10,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64-31-82-27,0228-001-006,1,YES,YES,,KISWAHILI,YES,,7,NO,LACK OF MONEY,NO,F3,2014,,,NO,,,,,,,,,,,,,YES,PASS,,,,,,,,,,,,,,NEVER ATTENDED,,PEKE YAKE
